50 documents , 1 concepts , 321 context features (15281) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -420, end 350, times 8, dT 100, I 1000


map[]

===============  per type  ===============
8.976753875096585e-06   T=0,K=0:  ἀκοή [3261] (0.233) ; ἀξιόλογος [11036] (0.130) ; ποιέω [84234] (0.094) ; πόλεμος [84434] (0.077) ; συγγραφεύς [97547] (0.060) ; ἄλυπος [4715] (0.052) ; κεφάλαιος [56978] (0.032) ; ἡδύς [46712] (0.031) ; προσακούω [88498] (0.030) ; προσκολλάω [89625] (0.028) ; 
0.003754379614589574   T=2,K=1:  ποιέω [84234] (0.051) ; πολύς [85306] (0.050) ; φωνήεις [112834] (0.050) ; εἷς [31236] (0.044) ; βαρύς [19477] (0.040) ; ὀξύς [74378] (0.038) ; ὁπόσος [74621] (0.033) ; κράτιστος [59735] (0.032) ; θέσις [48504] (0.032) ; ὁράω [74735] (0.030) ; 
0.03167397350501155   T=3,K=1:  ποιέω [84234] (0.067) ; βαρύς [19477] (0.057) ; κράτιστος [59735] (0.054) ; εἷς [31236] (0.040) ; φωνήεις [112834] (0.039) ; πολύς [85306] (0.037) ; Ὀρφικός [nlsj3768] (0.037) ; κατηχέω [55952] (0.033) ; Πελοποννήσιοι [80505] (0.032) ; ὀξύς [74378] (0.026) ; 
0.13292256764997387   T=4,K=1:  κράτιστος [59735] (0.057) ; ποιέω [84234] (0.056) ; φωνήεις [112834] (0.049) ; κατηχέω [55952] (0.043) ; εἷς [31236] (0.042) ; Πελοποννήσιοι [80505] (0.042) ; ὁπόσος [74621] (0.033) ; βαρύς [19477] (0.031) ; ὀξύς [74378] (0.030) ; πολύς [85306] (0.030) ; 
0.1327365522812478   T=5,K=1:  κράτιστος [59735] (0.059) ; φωνήεις [112834] (0.059) ; κατηχέω [55952] (0.051) ; ποιέω [84234] (0.051) ; βαρύς [19477] (0.044) ; ὀξύς [74378] (0.041) ; Πελοποννήσιοι [80505] (0.039) ; πολύς [85306] (0.034) ; λυμαίνομαι [64137] (0.031) ; ἄνθρωπος [8909] (0.030) ; 
0.04070233475936869   T=6,K=1:  κράτιστος [59735] (0.061) ; κατηχέω [55952] (0.057) ; Ὀρφικός [nlsj3768] (0.050) ; Πελοποννήσιοι [80505] (0.049) ; ποιέω [84234] (0.048) ; φωνήεις [112834] (0.044) ; βαρύς [19477] (0.040) ; ὀξύς [74378] (0.033) ; θέσις [48504] (0.031) ; Διόνυσος [27219] (0.030) ; 
0.04475734000010924   T=7,K=1:  κράτιστος [59735] (0.083) ; ποιέω [84234] (0.063) ; Πελοποννήσιοι [80505] (0.061) ; κατηχέω [55952] (0.041) ; ἄνθρωπος [8909] (0.036) ; διάφορος [26233] (0.034) ; Διόνυσος [27219] (0.034) ; πολύς [85306] (0.034) ; Ὀρφικός [nlsj3768] (0.034) ; θέσις [48504] (0.033) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  ποιέω [84234] (0.059) ; κράτιστος [59735] (0.048) ; φωνήεις [112834] (0.044) ; εἷς [31236] (0.043) ; βαρύς [19477] (0.042) ; πολύς [85306] (0.041) ; ὀξύς [74378] (0.039) ; κατηχέω [55952] (0.036) ; Πελοποννήσιοι [80505] (0.036) ; θέσις [48504] (0.032) ; 

4.014425950811605e-13   T=0,K=2:  παραγγέλλω [77837] (0.705) ; ἐπιτυγχάνω [41464] (0.078) ; ἔχω [45996] (0.068) ; εἰκαῖος [30921] (0.046) ; ἐκλέγω [32322] (0.020) ; ξηρός [71620] (0.015) ; ἄλλως [4548] (0.013) ; ὑγρός [106263] (0.009) ; ἐπίτασις [41257] (0.009) ; ἔπειτα [38547] (0.007) ; 
1.0429821952192005e-14   T=1,K=2:  παραγγέλλω [77837] (0.709) ; ἐπιτυγχάνω [41464] (0.088) ; ἔχω [45996] (0.073) ; εἰκαῖος [30921] (0.035) ; ἄλλως [4548] (0.019) ; ἐκλέγω [32322] (0.015) ; ξηρός [71620] (0.012) ; ὑγρός [106263] (0.009) ; ἐπίτασις [41257] (0.008) ; ἔπειτα [38547] (0.006) ; 
1.4509042578083328e-14   T=2,K=2:  παραγγέλλω [77837] (0.555) ; ἐπιτυγχάνω [41464] (0.132) ; ἔχω [45996] (0.101) ; εἰκαῖος [30921] (0.080) ; ἄλλως [4548] (0.029) ; ἐκλέγω [32322] (0.024) ; ἐπίτασις [41257] (0.015) ; ξηρός [71620] (0.012) ; ὑγρός [106263] (0.010) ; ἔπειτα [38547] (0.008) ; 
8.301563970342295e-15   T=3,K=2:  παραγγέλλω [77837] (0.539) ; ἔχω [45996] (0.119) ; ἐπιτυγχάνω [41464] (0.107) ; εἰκαῖος [30921] (0.061) ; ἄλλως [4548] (0.035) ; ἐκλέγω [32322] (0.025) ; ἐπίτασις [41257] (0.021) ; ἔπειτα [38547] (0.018) ; ξηρός [71620] (0.014) ; ὑγρός [106263] (0.013) ; 
1.654971241993272e-15   T=4,K=2:  παραγγέλλω [77837] (0.560) ; ἔχω [45996] (0.156) ; ἐπιτυγχάνω [41464] (0.100) ; ἄλλως [4548] (0.041) ; εἰκαῖος [30921] (0.030) ; ἐπίτασις [41257] (0.018) ; ξηρός [71620] (0.017) ; ἐκλέγω [32322] (0.015) ; ὑγρός [106263] (0.011) ; ἔπειτα [38547] (0.010) ; 
1.3916235967365608e-17   T=5,K=2:  παραγγέλλω [77837] (0.681) ; ἔχω [45996] (0.119) ; ἐπιτυγχάνω [41464] (0.053) ; ἄλλως [4548] (0.038) ; εἰκαῖος [30921] (0.017) ; ἐπίτασις [41257] (0.017) ; ἐκλέγω [32322] (0.012) ; ὑγρός [106263] (0.010) ; ξηρός [71620] (0.010) ; ἔπειτα [38547] (0.010) ; 
5.401904586053394e-19   T=6,K=2:  παραγγέλλω [77837] (0.678) ; ἔχω [45996] (0.091) ; ἐπιτυγχάνω [41464] (0.069) ; ἄλλως [4548] (0.039) ; ἐπίτασις [41257] (0.019) ; εἰκαῖος [30921] (0.016) ; ἐκλέγω [32322] (0.012) ; ὑγρός [106263] (0.011) ; ἔπειτα [38547] (0.010) ; ξηρός [71620] (0.009) ; 
7.896196742900874e-20   T=7,K=2:  παραγγέλλω [77837] (0.779) ; ἔχω [45996] (0.055) ; ἐπιτυγχάνω [41464] (0.045) ; ἄλλως [4548] (0.021) ; ἐπίτασις [41257] (0.015) ; ἐκλέγω [32322] (0.011) ; ὑγρός [106263] (0.011) ; εἰκαῖος [30921] (0.011) ; ἔπειτα [38547] (0.009) ; ξηρός [71620] (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  παραγγέλλω [77837] (0.651) ; ἔχω [45996] (0.098) ; ἐπιτυγχάνω [41464] (0.084) ; εἰκαῖος [30921] (0.037) ; ἄλλως [4548] (0.029) ; ἐκλέγω [32322] (0.017) ; ἐπίτασις [41257] (0.015) ; ξηρός [71620] (0.012) ; ὑγρός [106263] (0.011) ; ἔπειτα [38547] (0.010) ; 

0.6157144576243383   T=0,K=3:  ῥυθμός [92783] (0.143) ; οἷος [72627] (0.140) ; μίγνυμι [nlsj39496] (0.073) ; μίμησις [67856] (0.059) ; ὀργιάζω [74771] (0.056) ; χάρις [113388] (0.053) ; ἁρμονία [15281] (0.051) ; λόγος [63772] (0.039) ; εὐεπής [43803] (0.032) ; σωματοποιέω [102027] (0.029) ; 
0.7836667508363565   T=1,K=3:  οἷος [72627] (0.114) ; ῥυθμός [92783] (0.107) ; ἁρμονία [15281] (0.103) ; μίγνυμι [nlsj39496] (0.075) ; μίμησις [67856] (0.074) ; ὀργιάζω [74771] (0.044) ; λόγος [63772] (0.039) ; σωματοποιέω [102027] (0.036) ; χάρις [113388] (0.031) ; χρηστός [114706] (0.029) ; 
0.8930019970402544   T=2,K=3:  ἁρμονία [15281] (0.124) ; μίμησις [67856] (0.105) ; ῥυθμός [92783] (0.101) ; οἷος [72627] (0.088) ; λόγος [63772] (0.051) ; χρηστός [114706] (0.043) ; μίγνυμι [nlsj39496] (0.042) ; σωματοποιέω [102027] (0.036) ; ὀργιάζω [74771] (0.032) ; μόνος [68641] (0.023) ; 
0.936249724464758   T=3,K=3:  μίμησις [67856] (0.096) ; οἷος [72627] (0.078) ; ἁρμονία [15281] (0.073) ; χρηστός [114706] (0.071) ; ῥυθμός [92783] (0.058) ; σωματοποιέω [102027] (0.057) ; μίγνυμι [nlsj39496] (0.055) ; λόγος [63772] (0.040) ; πλάσμα [83490] (0.036) ; ὀργιάζω [74771] (0.030) ; 
0.09567957797140865   T=4,K=3:  μίμησις [67856] (0.114) ; οἷος [72627] (0.107) ; ῥυθμός [92783] (0.083) ; χρηστός [114706] (0.060) ; ἁρμονία [15281] (0.059) ; μίγνυμι [nlsj39496] (0.048) ; σωματοποιέω [102027] (0.042) ; πλάσμα [83490] (0.038) ; λόγος [63772] (0.038) ; χάρις [113388] (0.031) ; 
0.0523385095646974   T=5,K=3:  οἷος [72627] (0.125) ; μίμησις [67856] (0.118) ; ῥυθμός [92783] (0.084) ; σωματοποιέω [102027] (0.065) ; μίγνυμι [nlsj39496] (0.040) ; ἁρμονία [15281] (0.037) ; περικλείω [81533] (0.037) ; λόγος [63772] (0.035) ; ὀργιάζω [74771] (0.034) ; χρηστός [114706] (0.034) ; 
0.028835226368809353   T=6,K=3:  οἷος [72627] (0.157) ; μίμησις [67856] (0.102) ; σωματοποιέω [102027] (0.071) ; μίγνυμι [nlsj39496] (0.045) ; ῥυθμός [92783] (0.044) ; μόνος [68641] (0.043) ; περικλείω [81533] (0.041) ; ὀργιάζω [74771] (0.040) ; λόγος [63772] (0.040) ; χάρις [113388] (0.037) ; 
0.0056581769941781235   T=7,K=3:  οἷος [72627] (0.140) ; μίγνυμι [nlsj39496] (0.079) ; μίμησις [67856] (0.074) ; ἁρμονία [15281] (0.055) ; ὀργιάζω [74771] (0.053) ; λόγος [63772] (0.050) ; σωματοποιέω [102027] (0.048) ; χάρις [113388] (0.040) ; χρηστός [114706] (0.038) ; περικλείω [81533] (0.036) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  οἷος [72627] (0.119) ; μίμησις [67856] (0.093) ; ῥυθμός [92783] (0.081) ; ἁρμονία [15281] (0.066) ; μίγνυμι [nlsj39496] (0.057) ; σωματοποιέω [102027] (0.048) ; λόγος [63772] (0.042) ; χρηστός [114706] (0.041) ; ὀργιάζω [74771] (0.039) ; χάρις [113388] (0.033) ; 

0.04270573709904536   T=0,K=4:  εἷς [31236] (0.155) ; διακοσμέω [25024] (0.115) ; Διόνυσος [27219] (0.106) ; ἀριθμός [15047] (0.088) ; ἐπιτηδεύω [41345] (0.081) ; ἀρχή [15893] (0.078) ; ψυχρός [115972] (0.073) ; παραπλήσιος [78607] (0.062) ; περίοδος [81774] (0.030) ; φαῦλος [110456] (0.028) ; 
0.007048485044644572   T=1,K=4:  διακοσμέω [25024] (0.128) ; Διόνυσος [27219] (0.123) ; εἷς [31236] (0.123) ; ἐπιτηδεύω [41345] (0.100) ; ἀρχή [15893] (0.093) ; ψυχρός [115972] (0.090) ; παραπλήσιος [78607] (0.077) ; ἀριθμός [15047] (0.049) ; περίοδος [81774] (0.026) ; φαῦλος [110456] (0.021) ; 
6.191557954966902e-05   T=2,K=4:  διακοσμέω [25024] (0.150) ; Διόνυσος [27219] (0.130) ; εἷς [31236] (0.120) ; ἀρχή [15893] (0.106) ; ἀριθμός [15047] (0.098) ; ψυχρός [115972] (0.077) ; παραπλήσιος [78607] (0.074) ; ἐπιτηδεύω [41345] (0.046) ; περίοδος [81774] (0.024) ; φαῦλος [110456] (0.021) ; 
8.600530169249726e-06   T=3,K=4:  διακοσμέω [25024] (0.151) ; ἀριθμός [15047] (0.126) ; Διόνυσος [27219] (0.109) ; ψυχρός [115972] (0.098) ; ἀρχή [15893] (0.095) ; εἷς [31236] (0.072) ; ἐπιτηδεύω [41345] (0.061) ; παραπλήσιος [78607] (0.057) ; περίοδος [81774] (0.049) ; ὑγρός [106263] (0.023) ; 
5.177874834017605e-05   T=4,K=4:  ἀριθμός [15047] (0.156) ; διακοσμέω [25024] (0.136) ; Διόνυσος [27219] (0.112) ; ψυχρός [115972] (0.093) ; ἀρχή [15893] (0.079) ; παραπλήσιος [78607] (0.075) ; εἷς [31236] (0.066) ; ἐπιτηδεύω [41345] (0.045) ; περίοδος [81774] (0.032) ; ὑγρός [106263] (0.030) ; 
0.0035677163494473533   T=5,K=4:  ψυχρός [115972] (0.147) ; ἀριθμός [15047] (0.120) ; διακοσμέω [25024] (0.119) ; Διόνυσος [27219] (0.117) ; ἐπιτηδεύω [41345] (0.078) ; εἷς [31236] (0.068) ; ἀρχή [15893] (0.067) ; παραπλήσιος [78607] (0.061) ; ὑγρός [106263] (0.047) ; περίοδος [81774] (0.026) ; 
0.0010192212976444766   T=6,K=4:  Διόνυσος [27219] (0.178) ; ἀριθμός [15047] (0.161) ; ψυχρός [115972] (0.134) ; διακοσμέω [25024] (0.107) ; ἐπιτηδεύω [41345] (0.094) ; εἷς [31236] (0.051) ; ὑγρός [106263] (0.048) ; παραπλήσιος [78607] (0.041) ; ἀρχή [15893] (0.029) ; ὁράω [74735] (0.027) ; 
2.578279760269119e-06   T=7,K=4:  Διόνυσος [27219] (0.190) ; ψυχρός [115972] (0.164) ; ἀριθμός [15047] (0.152) ; διακοσμέω [25024] (0.108) ; ἐπιτηδεύω [41345] (0.077) ; εἷς [31236] (0.052) ; περίοδος [81774] (0.040) ; ὑγρός [106263] (0.040) ; ὁράω [74735] (0.032) ; παραπλήσιος [78607] (0.020) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  Διόνυσος [27219] (0.133) ; διακοσμέω [25024] (0.127) ; ἀριθμός [15047] (0.119) ; ψυχρός [115972] (0.110) ; εἷς [31236] (0.088) ; ἐπιτηδεύω [41345] (0.073) ; ἀρχή [15893] (0.071) ; παραπλήσιος [78607] (0.058) ; περίοδος [81774] (0.031) ; ὑγρός [106263] (0.029) ; 

2.1729663929684076e-05   T=0,K=5:  φαίνω [110114] (0.100) ; λέγω [62204] (0.097) ; σπεύδω [95898] (0.082) ; οἰκονομία [72348] (0.078) ; Δώριος [29805] (0.047) ; λαμβάνω [61791] (0.046) ; ἐγκαθισμός [30078] (0.035) ; ἔχω [45996] (0.034) ; μετατίθημι [66984] (0.032) ; ἀεί [1564] (0.027) ; 
7.39621285374762e-05   T=1,K=5:  λέγω [62204] (0.100) ; φαίνω [110114] (0.096) ; οἰκονομία [72348] (0.077) ; λαμβάνω [61791] (0.059) ; σπεύδω [95898] (0.056) ; Δώριος [29805] (0.044) ; ἔχω [45996] (0.033) ; ἀποκύλισμα [12988] (0.032) ; Ὀρφικός [nlsj3768] (0.030) ; εὐεπής [43803] (0.030) ; 
0.0001574641616360592   T=2,K=5:  λέγω [62204] (0.146) ; φαίνω [110114] (0.073) ; σπεύδω [95898] (0.066) ; οἰκονομία [72348] (0.064) ; ἁδρός [1499] (0.040) ; λαμβάνω [61791] (0.040) ; Δώριος [29805] (0.038) ; ἀποκύλισμα [12988] (0.037) ; ἐγκαθισμός [30078] (0.037) ; ἀεί [1564] (0.035) ; 
0.0009383998000173894   T=3,K=5:  λέγω [62204] (0.091) ; φαίνω [110114] (0.078) ; ἔχω [45996] (0.055) ; Δώριος [29805] (0.053) ; ἀποκύλισμα [12988] (0.048) ; σπεύδω [95898] (0.045) ; ἐγκαθισμός [30078] (0.044) ; δίεσις [26686] (0.039) ; λαμβάνω [61791] (0.037) ; οἰκονομία [72348] (0.035) ; 
0.03041355021659189   T=4,K=5:  λέγω [62204] (0.108) ; φαίνω [110114] (0.090) ; ἔχω [45996] (0.047) ; Δώριος [29805] (0.044) ; σπεύδω [95898] (0.042) ; παραγγέλλω [77837] (0.038) ; ἁδρός [1499] (0.037) ; λαμβάνω [61791] (0.036) ; ἐγκαθισμός [30078] (0.035) ; οἷος [72627] (0.035) ; 
0.0029318702817275714   T=5,K=5:  λέγω [62204] (0.108) ; φαίνω [110114] (0.106) ; σπεύδω [95898] (0.052) ; ἐγκαθισμός [30078] (0.051) ; ἔχω [45996] (0.044) ; παραγγέλλω [77837] (0.039) ; ἁδρός [1499] (0.037) ; λαμβάνω [61791] (0.036) ; ἀποκύλισμα [12988] (0.035) ; οἷος [72627] (0.030) ; 
0.0028014782663394935   T=6,K=5:  λέγω [62204] (0.079) ; φαίνω [110114] (0.076) ; φωνή [112833] (0.060) ; σπεύδω [95898] (0.057) ; ἔχω [45996] (0.053) ; ἐγκαθισμός [30078] (0.048) ; παραγγέλλω [77837] (0.044) ; Δώριος [29805] (0.038) ; ἁδρός [1499] (0.035) ; οἷος [72627] (0.031) ; 
0.00031656326961128264   T=7,K=5:  λέγω [62204] (0.094) ; φαίνω [110114] (0.071) ; ἐγκαθισμός [30078] (0.059) ; φωνή [112833] (0.054) ; ἔχω [45996] (0.047) ; Δώριος [29805] (0.045) ; σπεύδω [95898] (0.040) ; ἁδρός [1499] (0.040) ; ναῦς [69863] (0.039) ; λαμβάνω [61791] (0.036) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  λέγω [62204] (0.103) ; φαίνω [110114] (0.087) ; σπεύδω [95898] (0.055) ; ἔχω [45996] (0.043) ; Δώριος [29805] (0.042) ; οἰκονομία [72348] (0.042) ; ἐγκαθισμός [30078] (0.042) ; λαμβάνω [61791] (0.040) ; ἁδρός [1499] (0.034) ; ἀποκύλισμα [12988] (0.032) ; 

0.00026116407261622654   T=0,K=6:  ἐνθύμημα [35643] (0.305) ; συμμετρία [98414] (0.140) ; ῥῆμα [92329] (0.105) ; εὑρίσκω [44964] (0.071) ; περίνοια [81741] (0.043) ; ἀποδείκνυμι [12409] (0.040) ; ἄλογος [4602] (0.031) ; ἐπιμελής [40156] (0.029) ; φθόγγος [110734] (0.028) ; ὁπόσος [74621] (0.027) ; 
0.0008340374823271928   T=1,K=6:  ἐνθύμημα [35643] (0.302) ; συμμετρία [98414] (0.179) ; ῥῆμα [92329] (0.072) ; ἀποδείκνυμι [12409] (0.057) ; φθόγγος [110734] (0.051) ; εὑρίσκω [44964] (0.043) ; περίνοια [81741] (0.043) ; ἐπιμελής [40156] (0.040) ; ὁπόσος [74621] (0.018) ; κεφάλαιος [56978] (0.017) ; 
0.0021217396216545227   T=2,K=6:  ἐνθύμημα [35643] (0.348) ; συμμετρία [98414] (0.214) ; ῥῆμα [92329] (0.061) ; ἐπιμελής [40156] (0.044) ; περίνοια [81741] (0.041) ; ἀποδείκνυμι [12409] (0.040) ; φθόγγος [110734] (0.038) ; εὑρίσκω [44964] (0.027) ; ὁπόσος [74621] (0.019) ; καλλωπίζω [52782] (0.017) ; 
0.004241424079611595   T=3,K=6:  συμμετρία [98414] (0.233) ; ἐνθύμημα [35643] (0.212) ; ῥῆμα [92329] (0.104) ; ἐπιμελής [40156] (0.055) ; περίνοια [81741] (0.052) ; φθόγγος [110734] (0.051) ; ἀποδείκνυμι [12409] (0.032) ; εὑρίσκω [44964] (0.032) ; ὁπόσος [74621] (0.029) ; καλλωπίζω [52782] (0.024) ; 
0.005084771444570587   T=4,K=6:  συμμετρία [98414] (0.283) ; ἐνθύμημα [35643] (0.247) ; ῥῆμα [92329] (0.098) ; ἐπιμελής [40156] (0.048) ; περίνοια [81741] (0.042) ; φθόγγος [110734] (0.040) ; εὑρίσκω [44964] (0.035) ; ὁπόσος [74621] (0.022) ; θείνω [48038] (0.018) ; ἀποδείκνυμι [12409] (0.017) ; 
0.02819909638041468   T=5,K=6:  ἐνθύμημα [35643] (0.261) ; συμμετρία [98414] (0.228) ; ῥῆμα [92329] (0.111) ; ἐπιμελής [40156] (0.050) ; φθόγγος [110734] (0.050) ; περίνοια [81741] (0.040) ; εὑρίσκω [44964] (0.027) ; ὁπόσος [74621] (0.026) ; θείνω [48038] (0.025) ; ἀποδείκνυμι [12409] (0.021) ; 
0.0842704008972119   T=6,K=6:  συμμετρία [98414] (0.252) ; ῥῆμα [92329] (0.158) ; ἐνθύμημα [35643] (0.128) ; περίνοια [81741] (0.052) ; φθόγγος [110734] (0.040) ; εὑρίσκω [44964] (0.040) ; ἐπιμελής [40156] (0.038) ; ἀποδείκνυμι [12409] (0.037) ; θείνω [48038] (0.035) ; ὁπόσος [74621] (0.030) ; 
0.5532273303748264   T=7,K=6:  ῥῆμα [92329] (0.269) ; συμμετρία [98414] (0.179) ; ἐνθύμημα [35643] (0.103) ; εὑρίσκω [44964] (0.048) ; περίνοια [81741] (0.044) ; ἀποδείκνυμι [12409] (0.035) ; ἐπιμελής [40156] (0.035) ; φθόγγος [110734] (0.035) ; διακρούω [25068] (0.026) ; ὁπόσος [74621] (0.024) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  ἐνθύμημα [35643] (0.238) ; συμμετρία [98414] (0.214) ; ῥῆμα [92329] (0.122) ; περίνοια [81741] (0.045) ; ἐπιμελής [40156] (0.042) ; φθόγγος [110734] (0.042) ; εὑρίσκω [44964] (0.040) ; ἀποδείκνυμι [12409] (0.035) ; ὁπόσος [74621] (0.024) ; θείνω [48038] (0.017) ; 

7.691801115186942e-06   T=0,K=7:  αὐλέω [17411] (0.236) ; λυραοιδός [64167] (0.221) ; κεῖμαι [56393] (0.118) ; ποιέω [84234] (0.089) ; αὐλός [17453] (0.054) ; καλέω [52571] (0.027) ; αὐτίκα [17595] (0.026) ; Ὀρφικός [nlsj3768] (0.020) ; προσακούω [88498] (0.017) ; λαμβάνω [61791] (0.016) ; 
2.9557770062230203e-06   T=1,K=7:  λυραοιδός [64167] (0.231) ; αὐλέω [17411] (0.218) ; αὐλός [17453] (0.076) ; ποιέω [84234] (0.073) ; κεῖμαι [56393] (0.064) ; καλέω [52571] (0.037) ; προσακούω [88498] (0.035) ; Ὀρφικός [nlsj3768] (0.032) ; αὐτίκα [17595] (0.028) ; ἐγκαθισμός [30078] (0.022) ; 
2.056939150718949e-06   T=2,K=7:  αὐλέω [17411] (0.338) ; λυραοιδός [64167] (0.165) ; αὐλός [17453] (0.080) ; ποιέω [84234] (0.052) ; προσακούω [88498] (0.049) ; κεῖμαι [56393] (0.036) ; καλέω [52571] (0.031) ; Ὀρφικός [nlsj3768] (0.024) ; αὐτίκα [17595] (0.022) ; ἐγκαθισμός [30078] (0.020) ; 
0.0005377239543673974   T=3,K=7:  αὐλέω [17411] (0.225) ; λυραοιδός [64167] (0.220) ; αὐλός [17453] (0.118) ; καλέω [52571] (0.046) ; προσακούω [88498] (0.041) ; αὐτίκα [17595] (0.041) ; ποιέω [84234] (0.033) ; κεῖμαι [56393] (0.030) ; Ὀρφικός [nlsj3768] (0.025) ; ἐγκαθισμός [30078] (0.025) ; 
0.009693751082347359   T=4,K=7:  αὐλέω [17411] (0.202) ; λυραοιδός [64167] (0.177) ; αὐλός [17453] (0.129) ; καλέω [52571] (0.071) ; προσακούω [88498] (0.056) ; αὐτίκα [17595] (0.052) ; κεῖμαι [56393] (0.030) ; ποιέω [84234] (0.029) ; Ὀρφικός [nlsj3768] (0.027) ; πάθος [76530] (0.025) ; 
