regnum : 2361 documents
  0.22777, 0.262682, 0.251254, 0.258295} 

{0.144805, 0.335523, 0.292379, 0.227293,
 0.227481,  0.26295, 0.251259,  0.25831} 

{0.149187, 0.331907, 0.294779, 0.224127,
 0.229999,  0.26171, 0.251359, 0.256932} 

{0.144123, 0.332989, 0.289728,  0.23316,
 0.228099, 0.261831,  0.25256, 0.257509} 

{0.145712,  0.33413, 0.290413, 0.229745,
 0.227073, 0.263339, 0.251958,  0.25763} 

{0.145906, 0.329042, 0.287452,   0.2376,
 0.227058, 0.262858, 0.252115, 0.257969} 

{0.143336, 0.336514, 0.283554, 0.236597,
 0.227128, 0.263028,   0.2516, 0.258244} 

{0.144244, 0.334956, 0.284754, 0.236046,
 0.227546,  0.26408, 0.250401, 0.257973} 

{ 0.15784,  0.32524, 0.282141, 0.234779,
  0.22752, 0.264235, 0.250599, 0.257646} 

{0.158886, 0.324736, 0.282535, 0.233843,
 0.227376, 0.264806,  0.25126, 0.256558} 

{0.158502, 0.325946, 0.282587, 0.232964,
 0.227205, 0.264638, 0.251324, 0.256833} 

{0.158695, 0.330018, 0.280199, 0.231087,
 0.227468, 0.264034, 0.251017, 0.257481} 

{0.160304, 0.328851, 0.279947, 0.230898,
 0.227224, 0.264271, 0.250528, 0.257977} 

{0.158649, 0.327968,  0.28037, 0.233013,
  0.22686, 0.264168, 0.250752, 0.258221} 

{0.152871, 0.330065,  0.28044, 0.236624,
 0.227092, 0.263319, 0.250869,  0.25872} 

{0.152719, 0.328956, 0.281697, 0.236628,
 0.227008, 0.264262, 0.249996, 0.258734} 

{0.152287, 0.331955, 0.278047, 0.237711,
 0.226511, 0.265455, 0.250052, 0.257983} 

{0.152259, 0.329474, 0.282024, 0.236243,
 0.226962, 0.265655, 0.249587, 0.257796} 

{0.148909, 0.329301, 0.285514, 0.236276,
 0.227644, 0.265816, 0.249084, 0.257457} 

{0.148304, 0.330174, 0.285367, 0.236154,
 0.228273, 0.265567, 0.249715, 0.256446} 

{0.145805, 0.332556, 0.284099, 0.237539,
 0.228896, 0.265974, 0.248456, 0.256674} 

{0.145093, 0.338764, 0.280641, 0.235502,
  0.22884, 0.265539, 0.248565, 0.257056} 

{0.142764, 0.339474, 0.281595, 0.236168,
 0.228425, 0.265558, 0.248567,  0.25745} 

{0.143092, 0.343753, 0.280772, 0.232382,
 0.228755, 0.264937, 0.249394, 0.256913} 

{0.144811, 0.342451, 0.281236, 0.231501,
 0.229478, 0.264705, 0.249301, 0.256515} 

{0.144458,  0.34169, 0.282609, 0.231243,
 0.229545, 0.264385, 0.249601, 0.256469} 

{0.144596, 0.342361, 0.285474, 0.227569,
 0.230126, 0.264392, 0.249174, 0.256309} 

{ 0.14582, 0.342593, 0.282107, 0.229481,
 0.230118, 0.264779, 0.248308, 0.256795} 

{0.145506,  0.33935, 0.281188, 0.233957,
 0.230075, 0.264894, 0.247776, 0.257255} 

{0.150947, 0.336887, 0.280678, 0.231488,
 0.230083,  0.26517, 0.247516, 0.257231} 

{0.151931, 0.335431, 0.278763, 0.233875,
 0.229703, 0.264937, 0.248037, 0.257323} 

{0.151766, 0.335021, 0.280689, 0.232524,
 0.229457, 0.264406,  0.24813, 0.258007} 

{0.150213, 0.334356, 0.282571, 0.232861,
 0.229063, 0.264167, 0.248591, 0.258179} 

{0.148095, 0.330478, 0.287651, 0.233776,
 0.229023, 0.264361, 0.248628, 0.257988} 

{0.144121, 0.335456, 0.285484, 0.234939,
 0.228726, 0.264351, 0.248634, 0.258288} 

{0.146255, 0.332397, 0.285003, 0.236345,
 0.227699, 0.264395, 0.248777, 0.259129} 

{0.146581,  0.33333, 0.282544, 0.237544,
 0.227529, 0.264678, 0.247927, 0.259867} 

{0.145214, 0.333264, 0.285722,   0.2358,
 0.227388, 0.264593, 0.247689,  0.26033} 

{0.143282, 0.336342, 0.285071, 0.235305,
 0.227503, 0.264226, 0.248704, 0.259567} 

{0.145805, 0.335037, 0.282948,  0.23621,
 0.226915, 0.263444, 0.250436, 0.259205} 

{0.143785, 0.337991, 0.283071, 0.235153,
  0.22726, 0.263256, 0.250878, 0.258606} 

{0.137425,  0.34251, 0.286456, 0.233608,
 0.227501, 0.264031, 0.249861, 0.258606} 

{0.138593, 0.342642, 0.290305, 0.228461,
 0.227853, 0.263766, 0.249603, 0.258778} 

{0.137113, 0.348882, 0.286552, 0.227453,
 0.228009, 0.263848, 0.249493, 0.258651} 

{0.136916, 0.349701, 0.284292,  0.22909,
 0.228994, 0.263464, 0.248698, 0.258844} 

{0.136776, 0.348845, 0.285588,  0.22879,
 0.229672,  0.26412, 0.248593, 0.257615} 

{0.136153,  0.34835, 0.290426, 0.225071,
 0.228782, 0.264509, 0.248816, 0.257893} 

{0.138342, 0.348076, 0.287595, 0.225987,
 0.229083, 0.264309, 0.249027, 0.257581} 

{0.138873, 0.355107, 0.278754, 0.227265,
 0.228436, 0.264375, 0.249513, 0.257676} 

{0.146754, 0.349813, 0.278439, 0.224993,
 0.229056,   0.2644, 0.250218, 0.256326} 

{0.145114,  0.35119, 0.276239, 0.227457,
 0.228687, 0.265243, 0.249514, 0.256557} 

{0.143385,  0.35171, 0.280026, 0.224879,
 0.228528,  0.26571, 0.249683, 0.256079} 

{0.142721, 0.351961, 0.281913, 0.223405,
 0.228728, 0.265619, 0.249113, 0.256541} 

{0.141671, 0.349863, 0.278192, 0.230274,
 0.228217, 0.265757, 0.249242, 0.256783} 

{0.138851, 0.347858,  0.27623, 0.237062,
 0.228148, 0.266942, 0.248477, 0.256434} 

{0.134449, 0.346304,  0.28047, 0.238777,
 0.228119, 0.266243, 0.249497, 0.256142} 

{0.133738, 0.344737, 0.285471, 0.236054,
 0.228004, 0.265898, 0.250341, 0.255757} 

{0.133915, 0.344161, 0.286184,  0.23574,
 0.228764, 0.265559, 0.250638, 0.255039} 

{0.135132, 0.347254, 0.288775, 0.228839,
 0.229167,  0.26474, 0.250865, 0.255229} 

{0.133856, 0.347444, 0.293758, 0.224942,
 0.229229, 0.264417, 0.250709, 0.255645} 

{0.134267, 0.344589, 0.293425, 0.227719,
 0.229155, 0.263468, 0.251586, 0.255791} 

{0.137577, 0.344768, 0.288554, 0.229101,
 0.229694, 0.263549, 0.251088,  0.25567} 

{0.137758, 0.342867, 0.288264, 0.231111,
 0.229114, 0.264332, 0.251058, 0.255497} 

{0.137014, 0.341735, 0.281472, 0.239779,
 0.228885, 0.264103, 0.250584, 0.256428} 

{ 0.13286, 0.342067, 0.280461, 0.244612,
 0.228586, 0.264219, 0.251423, 0.255772} 

{0.134898, 0.341501,  0.27928, 0.244322,
 0.228912, 0.264683,  0.25039, 0.256014} 

{0.136488, 0.341189, 0.278495, 0.243829,
 0.229102, 0.264704, 0.250538, 0.255657} 

{0.136142, 0.349755, 0.270908, 0.243194,
 0.229236, 0.265117, 0.249844, 0.255803} 

{0.135013, 0.352449, 0.270939, 0.241599,
 0.230855, 0.264413, 0.249697, 0.255035} 

{0.132483, 0.345816, 0.271318, 0.250383,
  0.23135, 0.264469, 0.249587, 0.254593} 

{0.133101, 0.348231, 0.276075, 0.242594,
 0.231308, 0.264631, 0.249229, 0.254832} 

{ 0.13326, 0.348045, 0.277325,  0.24137,
 0.231009,   0.2661, 0.248499, 0.254393} 

{0.129082, 0.345705,  0.28635, 0.238863,
 0.230668, 0.266159, 0.248655, 0.254518} 

{0.128066, 0.347134, 0.286036, 0.238763,
 0.230367, 0.266065, 0.248696, 0.254873} 

{0.129781, 0.341604, 0.287924, 0.240691,
 0.231176, 0.265465, 0.248493, 0.254866} 

{0.140016, 0.338445, 0.283506, 0.238032,
 0.231153, 0.265202, 0.249026, 0.254618} 

{0.141355, 0.333505,  0.28936, 0.235779,
 0.231235, 0.265083, 0.249011, 0.254671} 

{0.140405, 0.330368, 0.287987,  0.24124,
 0.230629, 0.266643, 0.248483, 0.254244} 

{0.140695, 0.328916, 0.288949, 0.241441,
 0.230426,  0.26472, 0.248915, 0.255939} 

{ 0.14299, 0.326324, 0.290169, 0.240518,
 0.230385, 0.265127,  0.24909, 0.255398} 

{ 0.14304, 0.325947, 0.292465, 0.238548,
 0.230953, 0.265259, 0.249512, 0.254276} 

{0.142533, 0.323033, 0.296105,  0.23833,
 0.230858, 0.265161, 0.251551,  0.25243} 

{ 0.14379, 0.325925, 0.297594, 0.232691,
 0.230643,  0.26736, 0.250742, 0.251256} 

{0.144135, 0.329954, 0.295209, 0.230703,
 0.230441, 0.267208, 0.251019, 0.251331} 

{0.143843, 0.334635, 0.291123, 0.230399,
 0.230774, 0.266308, 0.250971, 0.251947} 

{0.139447, 0.332487, 0.289979, 0.238086,
 0.230693, 0.266068, 0.251223, 0.252016} 

{0.139541, 0.332645, 0.292078, 0.235736,
 0.230744, 0.266281, 0.250998, 0.251977} 

{0.137802, 0.329723, 0.295988, 0.236487,
 0.230079,  0.26625,  0.25103,  0.25264} 

{0.137933, 0.329888, 0.297681, 0.234498,
 0.229852, 0.266981, 0.250573, 0.252593} 

{0.135812, 0.329384, 0.297125, 0.237679,
 0.229731, 0.266963, 0.250583, 0.252723} 

{ 0.13181, 0.331118, 0.296049, 0.241023,
 0.228885, 0.267331, 0.251199, 0.252586} 

{ 0.13244, 0.332095, 0.296709, 0.238756,
 0.229781, 0.268206,   0.2486, 0.253413} 

{0.134874,  0.32903, 0.285881, 0.250215,
 0.229755, 0.269037, 0.247798,  0.25341} 

{ 0.13148, 0.326619, 0.293737, 0.248164,
 0.229973,  0.26924, 0.248284, 0.252504} 

{0.131902, 0.329348, 0.294008, 0.244742,
 0.230633, 0.269115, 0.248091,  0.25216} 

{ 0.12806, 0.326039, 0.296631, 0.249269,
 0.231022, 0.269626, 0.247174, 0.252178} 

