hostis : 3454 documents
{ 0.28118, 0.240749, 0.220598, 0.257473,
 0.250223, 0.237412, 0.265138, 0.247226} 

{0.279815, 0.241028, 0.220664, 0.258492,
 0.249326, 0.237849, 0.265378, 0.247447} 

{0.279062, 0.242612, 0.220614, 0.257712,
 0.249776, 0.238108, 0.264566,  0.24755} 

{0.279087, 0.243276, 0.220842, 0.256794,
 0.249795, 0.237897, 0.265001, 0.247307} 

{0.278636, 0.243438, 0.221155, 0.256771,
 0.250177, 0.238744, 0.263638, 0.247441} 

{0.278808, 0.243178, 0.221258, 0.256756,
 0.249935,  0.23989, 0.264211, 0.245963} 

{0.278025,  0.24228, 0.223176, 0.256519,
  0.24994, 0.240062,  0.26445, 0.245548} 

{0.278088, 0.242043, 0.224165, 0.255704,
 0.250886,  0.23891, 0.263505, 0.246699} 

{ 0.27761,  0.24108, 0.223757, 0.257552,
 0.250138,  0.23879, 0.264384, 0.246687} 

{0.277633, 0.240826, 0.223789, 0.257751,
 0.249875, 0.239421, 0.264258, 0.246446} 

{0.277087, 0.240559, 0.223072, 0.259282,
 0.250008, 0.239365, 0.263896,  0.24673} 

{0.279062, 0.239112, 0.222672, 0.259153,
 0.249672, 0.239053, 0.263569, 0.247706} 

{0.279364, 0.239159, 0.221751, 0.259726,
 0.250146, 0.238837, 0.263971, 0.247046} 

{0.279884, 0.238929,  0.22244, 0.258746,
 0.248648, 0.239059, 0.265511, 0.246781} 

{ 0.27924,  0.23903, 0.222526, 0.259204,
 0.249245,  0.23928, 0.265156, 0.246319} 

{0.279239, 0.239277, 0.222382, 0.259102,
 0.248839, 0.239677, 0.264305, 0.247179} 

{ 0.28099, 0.238218, 0.222171, 0.258621,
 0.248967, 0.240108,  0.26451, 0.246415} 

{0.281651, 0.237913, 0.222905, 0.257531,
 0.248807, 0.240269, 0.264539, 0.246386} 

{0.281944, 0.238215, 0.223704, 0.256137,
 0.249174, 0.239818, 0.264593, 0.246415} 

{0.282102, 0.237752, 0.223907, 0.256238,
 0.249302, 0.239811, 0.264436, 0.246451} 

{0.282366, 0.238234, 0.223602, 0.255798,
 0.250244, 0.240173, 0.263962, 0.245621} 

{0.282774, 0.238034, 0.223481, 0.255711,
 0.250319, 0.239923, 0.263418,  0.24634} 

{0.282185, 0.237527, 0.223271, 0.257016,
 0.250915, 0.239688, 0.262952, 0.246446} 

{0.283128, 0.236694, 0.222565, 0.257613,
 0.251264, 0.239059, 0.263152, 0.246525} 

{0.283303, 0.236729, 0.221266, 0.258702,
 0.251053, 0.238179, 0.264278,  0.24649} 

{0.282676, 0.237567, 0.221295, 0.258463,
 0.250532, 0.238532,  0.26485, 0.246086} 

{0.282473, 0.238138, 0.220745, 0.258645,
 0.250071, 0.238517, 0.264826, 0.246586} 

{0.282573, 0.238212, 0.221171, 0.258044,
 0.250132, 0.238782, 0.264387,   0.2467} 

{0.283335, 0.238123, 0.221163,  0.25738,
 0.250638, 0.238776, 0.263929, 0.246658} 

{0.284101, 0.238732, 0.222106, 0.255062,
 0.252209, 0.238345,  0.26433, 0.245115} 

{0.283307,   0.2387, 0.221893,   0.2561,
 0.252036, 0.239047, 0.264465, 0.244451} 

{0.283199, 0.238926, 0.221273, 0.256601,
 0.251525, 0.239223, 0.264589, 0.244662} 

{0.283563, 0.239236, 0.220436, 0.256765,
 0.251544, 0.239356, 0.263991, 0.245108} 

{0.283744, 0.239875,  0.22028, 0.256101,
 0.253225, 0.238896, 0.263464, 0.244415} 

{0.283081, 0.240327,  0.22009, 0.256502,
 0.255062, 0.238202, 0.263324, 0.243412} 

{0.283657, 0.240189, 0.218808, 0.257346,
 0.255196, 0.238289, 0.263759, 0.242756} 

{0.282106, 0.240548, 0.219162, 0.258183,
 0.255235, 0.237865, 0.264833, 0.242067} 

{ 0.28249, 0.239516, 0.219529, 0.258464,
 0.255425,  0.23794,  0.26474, 0.241894} 

{0.282445, 0.240521, 0.219528, 0.257506,
 0.254974, 0.238163, 0.264978, 0.241885} 

{0.281888,   0.2408, 0.220018, 0.257293,
 0.254185, 0.237936, 0.264331, 0.243547} 

{0.282567, 0.241395,  0.21888, 0.257157,
 0.255477, 0.237698, 0.262815,  0.24401} 

{0.283545, 0.241096, 0.218249,  0.25711,
 0.256483, 0.237805, 0.263024, 0.242688} 

{0.283695, 0.241443, 0.218128, 0.256734,
 0.255428, 0.237758, 0.263045,  0.24377} 

{0.283982, 0.241141, 0.217709, 0.257168,
 0.255871, 0.238079,  0.26317,  0.24288} 

{0.284579, 0.241317, 0.217314, 0.256791,
 0.255642, 0.237885,  0.26284, 0.243633} 

{0.282103, 0.243799, 0.218106, 0.255991,
 0.255273, 0.237358, 0.263117, 0.244253} 

{0.282482,  0.24367, 0.219021, 0.254828,
 0.255124, 0.238022, 0.262934,  0.24392} 

{0.281579, 0.243692, 0.219686, 0.255043,
 0.254727, 0.238824, 0.262512, 0.243937} 

{0.282689, 0.243638, 0.219768, 0.253906,
 0.254774, 0.238628,  0.26269, 0.243909} 

{0.283986, 0.242783, 0.219173, 0.254057,
 0.254372, 0.238753, 0.262517, 0.244359} 

{0.283912, 0.243086, 0.219529, 0.253474,
 0.254222, 0.238698, 0.261828, 0.245252} 

{0.283931, 0.243772, 0.219178, 0.253119,
 0.252984, 0.239161, 0.263361, 0.244493} 

{  0.2848, 0.243541, 0.219623, 0.252036,
 0.253257, 0.238341, 0.263409, 0.244993} 

{  0.2847, 0.244084, 0.219965, 0.251251,
 0.252869, 0.238851, 0.263271, 0.245009} 

{0.285159, 0.244908, 0.220385, 0.249548,
 0.253274, 0.237633, 0.264202, 0.244891} 

{0.284842, 0.244699, 0.220488, 0.249972,
 0.253718, 0.237777, 0.264294, 0.244211} 

{0.283717, 0.245195, 0.221047, 0.250042,
 0.253673,  0.23777, 0.265277, 0.243279} 

{0.282556,  0.24633, 0.220107, 0.251007,
 0.254103, 0.238123, 0.265451, 0.242323} 

{0.281531, 0.246568, 0.220294, 0.251607,
 0.253959, 0.238049, 0.265501,  0.24249} 

{ 0.28193, 0.246872, 0.220696, 0.250503,
 0.253128, 0.238002, 0.265286, 0.243584} 

{ 0.28249, 0.246213,  0.22047, 0.250827,
  0.25384, 0.238322, 0.264631, 0.243207} 

{ 0.28234, 0.245317, 0.219056, 0.253287,
  0.25439, 0.238188, 0.264348, 0.243073} 

{0.281394, 0.245144, 0.219362,   0.2541,
 0.254072, 0.238691, 0.264857,  0.24238} 

{0.281075, 0.244864, 0.219406, 0.254655,
 0.253948, 0.238995, 0.265252, 0.241805} 

{  0.2813, 0.244864, 0.219456,  0.25438,
 0.254011, 0.239058, 0.264954, 0.241976} 

{0.281259, 0.244625, 0.219589, 0.254527,
 0.253939, 0.239173, 0.264921, 0.241967} 

{0.280414, 0.246852, 0.220109, 0.252625,
 0.253785, 0.239313, 0.264919, 0.241983} 

{ 0.28062, 0.245995,  0.22071, 0.252675,
  0.25341, 0.240009, 0.264756, 0.241826} 

{0.281342, 0.245337, 0.220998, 0.252323,
 0.252449, 0.240603, 0.265029,  0.24192} 

{0.281528, 0.246061, 0.219119, 0.253292,
 0.251894, 0.240558, 0.265458, 0.242091} 

{0.281539, 0.246952,  0.21846, 0.253049,
 0.251776, 0.240726, 0.265408,  0.24209} 

{0.282479, 0.247331, 0.217023, 0.253166,
 0.251096, 0.239907, 0.266995, 0.242002} 

{0.283168, 0.247144, 0.216736, 0.252953,
 0.251353,  0.23923,  0.26714, 0.242276} 

{0.283664, 0.247833, 0.216632, 0.251872,
  0.25169,   0.2394, 0.266599, 0.242311} 

{0.283002, 0.248854, 0.216827, 0.251317,
 0.251868, 0.239737, 0.265921, 0.242474} 

{0.281949, 0.248997, 0.215694, 0.253361,
 0.251778, 0.239409, 0.265807, 0.243005} 

{0.281286, 0.248837, 0.216398, 0.253479,
   0.2525, 0.238313, 0.265163, 0.244023} 

{0.281882, 0.248852,  0.21664, 0.252626,
 0.252908, 0.236908, 0.265836, 0.244349} 

{0.282908, 0.249693, 0.214174, 0.253226,
 0.252702, 0.237701, 0.265447,  0.24415} 

{0.282489, 0.249699, 0.214833, 0.252979,
 0.252814, 0.238243, 0.265945, 0.242998} 

{0.284333, 0.249053, 0.214011, 0.252603,
 0.253261, 0.238047,  0.26617, 0.242522} 

{0.285004, 0.249076, 0.213223, 0.252697,
 0.254107,  0.23762, 0.265783,  0.24249} 

{0.285715, 0.248186, 0.213149, 0.252949,
 0.254102,  0.23776, 0.265786, 0.242352} 

{0.285947, 0.247812, 0.213541,   0.2527,
 0.253666, 0.237726, 0.264857, 0.243751} 

{0.285918,  0.24824, 0.213745, 0.252097,
 0.253594,  0.23776, 0.264749, 0.243897} 

{0.286196, 0.248367, 0.214007, 0.251429,
 0.254125, 0.237529, 0.264748, 0.243598} 

{ 0.28569, 0.248506, 0.213912, 0.251893,
 0.254341, 0.237417, 0.264889, 0.243353} 

{0.285869, 0.248662, 0.213368, 0.252102,
 0.253409, 0.237035, 0.265852, 0.243704} 

{0.286332, 0.248391, 0.213055, 0.252223,
 0.253366, 0.237628, 0.265573, 0.243433} 

{0.285683, 0.248502, 0.213527, 0.252289,
 0.253537, 0.238172, 0.265567, 0.242724} 

{0.285385, 0.249649, 0.212136, 0.252829,
 0.253601, 0.237886, 0.265913, 0.242599} 

{0.286122, 0.249535, 0.211924, 0.252419,
 0.254112, 0.236818, 0.266361,  0.24271} 

{0.285472, 0.249719, 0.212479, 0.252331,
 0.253643, 0.237151, 0.266389, 0.242817} 

{0.285588, 0.249783, 0.211989,  0.25264,
  0.25348, 0.237374, 0.266975, 0.242172} 

{0.283493, 0.250574,  0.21178, 0.254153,
 0.253848, 0.237451, 0.266638, 0.242063} 

{0.283027, 0.250082, 0.211633, 0.255258,
 0.253683, 0.237293,  0.26784, 0.241184} 

{0.283526, 0.251144,  0.21009, 0.255239,
 0.254683, 0.237055, 0.267534, 0.240728} 

{0.283416, 0.251389, 0.210651, 0.254544,
 0.254606, 0.236999, 0.267934, 0.240461} 

{0.286794, 0.249202, 0.210026, 0.253977,
 0.254704, 0.236572,  0.26827, 0.240454} 

{0.288909, 0.250519, 0.208895, 0.251677,
 0.254062,  0.23678, 0.268759, 0.240398} 

{0.289251, 0.249594, 0.208453, 0.252702,
 0.253947, 0.237318, 0.268667, 0.240067} 

{0.288417, 0.249679, 0.207789, 0.254115,
 0.254507, 0.237041, 0.269738, 0.238714} 

{0.286545, 0.251555, 0.208424, 0.253475,
 0.254616, 0.236647, 0.269854, 0.238882} 

{0.287723, 0.252372, 0.208691, 0.251215,
 0.255065, 0.236958, 0.269676,   0.2383} 

{0.288011, 0.252684, 0.208331, 0.250974,
 0.254371, 0.236061, 0.269759, 0.239809} 

{ 0.28934, 0.251876, 0.207927, 0.250857,
  0.25436, 0.236347, 0.269716, 0.239577} 

{0.289311, 0.251651, 0.208281, 0.250757,
 0.253755, 0.236293, 0.270445, 0.239506} 

{0.288963, 0.252215, 0.208468, 0.250354,
 0.253829, 0.236944, 0.269079, 0.240148} 

{0.288723, 0.253591, 0.207963, 0.249722,
 0.253576, 0.237717, 0.268469, 0.240238} 

{0.288743, 0.253901, 0.208123, 0.249233,
   0.2535, 0.237797, 0.267599, 0.241104} 

{0.288986, 0.252731, 0.208454, 0.249829,
 0.253455, 0.238434, 0.267281,  0.24083} 

{0.287604, 0.254032, 0.208267, 0.250096,
  0.25304, 0.238491, 0.267689, 0.240779} 

{0.286538, 0.255368, 0.208268, 0.249827,
 0.253302, 0.238631, 0.267575, 0.240492} 

{0.287215, 0.255002, 0.209992, 0.247791,
 0.253947, 0.239225, 0.266147, 0.240681} 

{0.286294, 0.254695, 0.211244, 0.247768,
 0.256411, 0.237907, 0.265739, 0.239944} 

{0.286151, 0.254915, 0.211169, 0.247766,
 0.256394, 0.238126, 0.265789, 0.239691} 

{ 0.28625, 0.254398,  0.21129, 0.248062,
 0.256866, 0.237438, 0.266746, 0.238951} 

{0.286231, 0.254596, 0.211332, 0.247841,
 0.255828, 0.238061, 0.267971,  0.23814} 

{0.286438, 0.255462, 0.210432, 0.247668,
  0.25548, 0.238594, 0.269009, 0.236918} 

{0.286518, 0.253381, 0.213142, 0.246959,
 0.256937, 0.237917, 0.267909, 0.237237} 

{0.286693, 0.253882, 0.212861, 0.246564,
 0.256989, 0.237994, 0.267588, 0.237429} 

{0.286841, 0.254227, 0.212466, 0.246466,
 0.256983,  0.23747, 0.267855, 0.237691} 

{0.287545, 0.254126, 0.211417, 0.246912,
 0.256902, 0.236584, 0.268095, 0.238419} 

{0.287438, 0.253926, 0.212073, 0.246564,
 0.256615, 0.236666, 0.267786, 0.238934} 

{0.288266, 0.252714, 0.212299, 0.246721,
 0.256793, 0.236881, 0.267443, 0.238883} 

{0.288951, 0.253288, 0.212107, 0.245653,
 0.256785, 0.237207,  0.26722, 0.238788} 

{0.286579, 0.254819, 0.212764, 0.245838,
 0.257203, 0.237504, 0.266815, 0.238479} 

{0.287105, 0.255004, 0.212687, 0.245204,
 0.256778, 0.237627, 0.267234, 0.238361} 

{0.285996, 0.254684, 0.212772, 0.246547,
  0.25642, 0.238289, 0.267208, 0.238083} 

{0.285886, 0.253591,  0.21282, 0.247704,
 0.256082, 0.238383, 0.268169, 0.237366} 

{0.287738, 0.254398,  0.21298, 0.244884,
 0.255644, 0.237905, 0.268092, 0.238359} 

{ 0.28779, 0.254908, 0.210662,  0.24664,
 0.255789, 0.238097, 0.267511, 0.238602} 

{0.287124,  0.25653, 0.210459, 0.245887,
 0.256818, 0.238852, 0.267958, 0.236372} 

{0.287144, 0.257293, 0.209693,  0.24587,
 0.256562, 0.238274, 0.268107, 0.237057} 

{0.287005, 0.257139, 0.209095, 0.246761,
 0.256885, 0.238377, 0.268128, 0.236611} 

{0.286408, 0.257559, 0.209304,  0.24673,
  0.25722, 0.238607, 0.267121, 0.237052} 

{0.285913, 0.257517, 0.209214, 0.247356,
 0.256974, 0.238451, 0.266913, 0.237661} 

{0.286027, 0.257288, 0.209103, 0.247583,
 0.257626,  0.23789, 0.266573, 0.237911} 

{0.285395, 0.256762, 0.208424, 0.249419,
 0.259129, 0.238012, 0.264858, 0.238001} 

{0.283212, 0.256683, 0.209663, 0.250441,
 0.259492, 0.238393, 0.265264,  0.23685} 

{0.282441,  0.25678, 0.209173, 0.251606,
 0.259509,  0.23826, 0.265634, 0.236598} 

{0.282549, 0.256519, 0.209448, 0.251484,
 0.259497, 0.238588, 0.265483, 0.236431} 

{0.283315, 0.255388, 0.209758, 0.251539,
 0.259102, 0.238385, 0.265864, 0.236649} 

{0.282335, 0.255437, 0.210166, 0.252062,
 0.259792, 0.238925, 0.265659, 0.235624} 

{0.282751, 0.255154, 0.209808, 0.252287,
 0.258226, 0.239849, 0.266451, 0.235474} 

{0.283722, 0.254788, 0.209443, 0.252047,
 0.256887, 0.239659, 0.267148, 0.236305} 

{0.286215, 0.253771, 0.209119, 0.250895,
 0.256315,  0.23962,  0.26775, 0.236314} 

{0.286495, 0.253227, 0.208824, 0.251454,
 0.256113, 0.239504, 0.267679, 0.236704} 

{0.285819, 0.254152, 0.208907, 0.251123,
 0.255934, 0.239243, 0.268513,  0.23631} 

{0.286825, 0.254525, 0.208481,  0.25017,
 0.256568, 0.238689, 0.268552, 0.236191} 

{0.287663, 0.253645, 0.207343, 0.251349,
 0.257143, 0.238789, 0.268057, 0.236011} 

{0.287269, 0.253541, 0.208026, 0.251165,
 0.257491, 0.238683,  0.26841, 0.235415} 

{0.287268, 0.253351, 0.208133, 0.251248,
 0.258235, 0.238862, 0.268447, 0.234457} 

{0.287593, 0.253663, 0.206746, 0.251998,
 0.258881, 0.238653, 0.269142, 0.233324} 

{0.286611,  0.25407,  0.20664, 0.252679,
 0.258348, 0.238709, 0.270239, 0.232704} 

{0.286004,  0.25447, 0.206612, 0.252914,
 0.258473, 0.238705, 0.270226, 0.232596} 

{ 0.28587, 0.253519, 0.207029, 0.253582,
 0.258379, 0.238619, 0.269947, 0.233055} 

{0.284852, 0.255306, 0.206451, 0.253392,
 0.258553,  0.23866, 0.269865, 0.232921} 

{0.284733, 0.255462, 0.206377, 0.253427,
 0.258008, 0.239122, 0.270231, 0.232639} 

{0.284703, 0.255264, 0.206367, 0.253666,
 0.257581,  0.23952, 0.270478,  0.23242} 

{0.285667, 0.255634, 0.206199,   0.2525,
 0.257882, 0.239538, 0.270859, 0.231721} 

{0.285117, 0.255716, 0.206859, 0.252308,
 0.257882, 0.239515, 0.271201, 0.231402} 

{0.283609, 0.256899, 0.208219, 0.251273,
 0.257766,  0.23979, 0.271087, 0.231358} 

{ 0.28338, 0.255718, 0.210168, 0.250734,
 0.257333, 0.240501, 0.270914, 0.231252} 

{0.281852, 0.256331, 0.210405, 0.251412,
 0.256976,  0.24009, 0.271518, 0.231416} 

{0.282197, 0.257129, 0.209886, 0.250787,
 0.257702, 0.239822, 0.271227, 0.231249} 

{0.281936, 0.257327, 0.209245, 0.251492,
  0.25775, 0.239661,  0.27158, 0.231009} 

{0.282732, 0.257991, 0.206848, 0.252429,
 0.257547, 0.239933, 0.272215, 0.230306} 

{0.282781, 0.257631, 0.206124, 0.253464,
 0.257625, 0.239874, 0.271592, 0.230909} 

{0.282106, 0.256425, 0.205202, 0.256268,
 0.257219, 0.239779, 0.271667, 0.231335} 

{0.282536, 0.256028, 0.205227, 0.256209,
 0.256756, 0.239623, 0.272087, 0.231534} 

{0.283645, 0.255765, 0.204072, 0.256519,
 0.258263, 0.239088, 0.269782, 0.232866} 

{0.282664, 0.255786, 0.204292, 0.257258,
 0.257782,  0.24008, 0.269368,  0.23277} 

{0.282722, 0.256647, 0.202981, 0.257651,
 0.257382, 0.240159, 0.269751, 0.232708} 

{0.282963, 0.256402, 0.202919, 0.257715,
 0.258024,  0.23754, 0.270669, 0.233767} 

{0.281779,  0.25765, 0.203025, 0.257547,
 0.257711,  0.23772, 0.270783, 0.233785} 

{0.282524, 0.257477, 0.202364, 0.257635,
 0.259061, 0.237348,  0.26961, 0.233981} 

{0.281314, 0.257467, 0.202434, 0.258785,
 0.259353, 0.237554, 0.268606, 0.234486} 

{0.281233, 0.257676, 0.202579, 0.258512,
 0.259475, 0.237301, 0.268869, 0.234355} 

{0.280948, 0.258189, 0.202535, 0.258328,
 0.259972, 0.236736, 0.268988, 0.234305} 

{0.280533, 0.258015, 0.201971, 0.259481,
 0.260198, 0.237931, 0.268469, 0.233402} 

{0.280638, 0.257363, 0.203125, 0.258875,
 0.260763, 0.237675, 0.269345, 0.232218} 

{0.279593, 0.256954, 0.202118, 0.261335,
 0.261199, 0.237203, 0.268807, 0.232791} 

{0.279631, 0.256159, 0.202639, 0.261571,
  0.26136, 0.237162, 0.269007,  0.23247} 

{0.279777, 0.255048, 0.202366, 0.262809,
 0.261322, 0.237857, 0.268917, 0.231904} 

{0.279947, 0.255162, 0.202551,  0.26234,
 0.261452, 0.235919, 0.269623, 0.233007} 

{ 0.27888, 0.253983, 0.202397,  0.26474,
 0.261522, 0.236278, 0.269336, 0.232864} 

{0.278032, 0.254398, 0.202306, 0.265264,
 0.261186, 0.236514, 0.269468, 0.232832} 

{0.277846, 0.252863, 0.204474, 0.264817,
 0.261139, 0.237084, 0.269195, 0.232582} 

{0.278399, 0.252251, 0.204861, 0.264488,
 0.260533, 0.236595, 0.268442,  0.23443} 

{0.277541, 0.252386, 0.204677, 0.265396,
 0.260527, 0.236658, 0.268404,  0.23441} 

{0.275261, 0.253953, 0.204105,  0.26668,
 0.259618,  0.23756,  0.26835, 0.234472} 

{0.274794, 0.254604, 0.204579, 0.266022,
 0.261103, 0.237559, 0.269019, 0.232318} 

{0.274927, 0.254236, 0.204618, 0.266218,
 0.259959, 0.238174, 0.268391, 0.233477} 

{0.275342, 0.254033, 0.204725,   0.2659,
 0.260057, 0.237571, 0.267738, 0.234634} 

{0.275207,   0.2552, 0.204066, 0.265528,
 0.260342, 0.237083, 0.267804, 0.234771} 

{0.275513, 0.255358, 0.203659,  0.26547,
 0.261999, 0.236868, 0.266792, 0.234341} 

{0.275483, 0.255221, 0.203792, 0.265505,
  0.26182, 0.237057, 0.266945, 0.234178} 

{0.274718,  0.25599,  0.20348, 0.265812,
 0.261285, 0.238178, 0.266428,  0.23411} 

{0.275449, 0.255963, 0.203373, 0.265214,
 0.261173, 0.237236, 0.267901,  0.23369} 

{ 0.27451, 0.257252,  0.20362, 0.264617,
 0.260886, 0.237189, 0.268012, 0.233913} 

{0.274936,  0.25726, 0.203531, 0.264272,
 0.260127,  0.23682,  0.26772, 0.235333} 

{0.275939, 0.257589, 0.201067, 0.265405,
 0.260053, 0.236896, 0.267868, 0.235183} 

{0.276307, 0.257867, 0.200199, 0.265627,
  0.25934, 0.236359, 0.268526, 0.235775} 

{0.276108, 0.258803, 0.199377, 0.265712,
 0.259275, 0.236646, 0.268703, 0.235375} 

{0.275721, 0.257971, 0.200411, 0.265897,
  0.25942, 0.236509, 0.268569, 0.235502} 

{0.275827, 0.258884, 0.200007, 0.265282,
 0.259817, 0.235383, 0.268554, 0.236246} 

{0.276112, 0.258297, 0.200178, 0.265413,
 0.259983, 0.235457, 0.268358, 0.236202} 

{0.276402,  0.25867, 0.199846, 0.265082,
 0.260558, 0.234808, 0.268397, 0.236237} 

{0.274042, 0.259666,  0.20064, 0.265652,
 0.260168, 0.235041, 0.268521, 0.236271} 

{0.275454, 0.259421, 0.200126, 0.264998,
 0.260109, 0.234672, 0.268652, 0.236568} 

{ 0.27568, 0.259012, 0.201004, 0.264304,
 0.260434, 0.234573, 0.268529, 0.236465} 

{0.275418, 0.260227, 0.201372, 0.262982,
 0.261004, 0.233071, 0.269772, 0.236153} 

{0.275877, 0.258109, 0.202737, 0.263276,
 0.261194, 0.232694, 0.269943,  0.23617} 

{0.275518, 0.258221, 0.202957, 0.263304,
 0.261082, 0.233095, 0.270175, 0.235648} 

{0.274666, 0.259205, 0.205318, 0.260811,
 0.261369, 0.232589,  0.27096, 0.235082} 

{0.273351, 0.259606, 0.206524, 0.260518,
 0.260825, 0.230572, 0.272569, 0.236034} 

{0.272818, 0.259481,  0.20676, 0.260941,
 0.260731, 0.230779, 0.273006, 0.235485} 

{0.275177, 0.259395, 0.205626, 0.259803,
 0.260438, 0.230954,  0.27282, 0.235789} 

{0.274758, 0.259739, 0.205473, 0.260031,
 0.260439, 0.231834, 0.271646, 0.236081} 

{0.273774, 0.261229,  0.20523, 0.259767,
 0.260443, 0.232319, 0.270842, 0.236396} 

{0.273393, 0.259607, 0.205155, 0.261845,
 0.260611,  0.23197,  0.27085, 0.236568} 

{0.273606, 0.259296, 0.204791, 0.262307,
 0.259695, 0.232044, 0.270831,  0.23743} 

{0.274363, 0.257705, 0.205347, 0.262584,
 0.259466, 0.231882, 0.271056, 0.237596} 

{0.274446, 0.256848, 0.205809, 0.262897,
 0.259795, 0.231548,  0.27091, 0.237748} 

{0.270728, 0.258946, 0.206191, 0.264134,
 0.259671, 0.231511, 0.270798,  0.23802} 

{0.269925, 0.259448, 0.206242, 0.264384,
 0.259554, 0.231409, 0.271048, 0.237989} 

{0.269715,  0.25943, 0.205585,  0.26527,
 0.259894, 0.232015,  0.27046, 0.237631} 

{0.269008, 0.258727, 0.205532, 0.266733,
 0.260105, 0.232294, 0.270015, 0.237587} 

{ 0.26858,  0.25883, 0.207262, 0.265328,
 0.260507, 0.232642, 0.269363, 0.237488} 

{0.269747, 0.256029, 0.208866, 0.265358,
 0.260866,  0.23157, 0.269504, 0.238059} 

{0.269688, 0.255932,  0.20915, 0.265231,
 0.260193, 0.233081, 0.269609, 0.237117} 

{0.269625, 0.255278, 0.209963, 0.265135,
 0.259546, 0.233274, 0.269682, 0.237497} 

{ 0.26941, 0.255753, 0.209988, 0.264849,
 0.259607, 0.233236, 0.269555, 0.237603} 

{0.269865, 0.255877, 0.209714, 0.264544,
  0.26255, 0.231181, 0.268839,  0.23743} 

{0.269972, 0.256494, 0.208924, 0.264609,
 0.262586,  0.23174, 0.268847, 0.236827} 

{0.270225, 0.256942, 0.208879, 0.263954,
 0.261829, 0.231765, 0.269383, 0.237023} 

{0.270302, 0.257289, 0.208377, 0.264032,
 0.261547, 0.231777, 0.268761, 0.237915} 

