jus : 2232 documents
 0.256675, 0.045398, 0.224515, 0.473412,
 0.046706, 0.003765, 0.026617, 0.922912,
 0.142814, 0.005592, 0.004695,   0.8469} 


1 92.92590033576967
{0.028104, 0.112678, 0.488549, 0.370669,
 0.044558, 0.183221, 0.572447, 0.199774,
 0.358448, 0.117683, 0.153502, 0.370368,
 0.376175, 0.107549, 0.228861, 0.287415,
 0.283969, 0.130341, 0.235318, 0.350372,
 0.226845, 0.174902, 0.331807, 0.266447,
 0.232981, 0.174424, 0.260559, 0.332036,
 0.201514, 0.310524, 0.267179, 0.220783,
  0.14371, 0.202425, 0.260866, 0.392998,
 0.124107, 0.108568,  0.28803, 0.479295,
 0.213505, 0.041382, 0.113519, 0.631595,
 0.345188, 0.039839, 0.156833, 0.458139,
 0.134654, 0.037804, 0.284768, 0.542774}
{0.109961, 0.061736, 0.522374,  0.30593,
 0.077706, 0.085837,  0.15404, 0.682418,
 0.496747, 0.036594, 0.114471, 0.352188,
  0.57939, 0.029969, 0.145773, 0.244867,
  0.52806, 0.021085, 0.287497, 0.163358,
   0.5327, 0.118938, 0.229919, 0.118443,
 0.335861, 0.140819, 0.210772, 0.312549,
 0.094079, 0.357558, 0.286212, 0.262151,
 0.258942, 0.131597, 0.173564, 0.435897,
 0.234498, 0.058055, 0.355107,  0.35234,
 0.257049, 0.018895, 0.364755, 0.359301,
 0.508715, 0.006038, 0.019263, 0.465984,
 0.456686, 0.003508, 0.081323, 0.458483} 


1 70.3971464522931
{0.094549, 0.067013, 0.501676, 0.336762,
 0.162778, 0.038042, 0.188149,  0.61103,
  0.35888, 0.118615, 0.153637, 0.368869,
 0.371101, 0.108966, 0.227952, 0.291982,
 0.281586, 0.130297, 0.241371, 0.346746,
 0.239489, 0.156921, 0.338703, 0.264887,
 0.236506, 0.175815, 0.259832, 0.327847,
 0.135105, 0.333791, 0.304561, 0.226543,
 0.143322, 0.200648,  0.25901, 0.397021,
 0.156235, 0.068063, 0.219677, 0.556025,
 0.179024, 0.045225, 0.233264, 0.542487,
 0.265664, 0.068095, 0.124751,  0.54149,
 0.198438, 0.097554, 0.275076, 0.428932}
{0.070057, 0.209583, 0.234943, 0.485416,
 0.303734,  0.12129, 0.151221, 0.423755,
 0.351348, 0.072006, 0.285611, 0.291035,
 0.583544, 0.110376, 0.200849, 0.105231,
 0.473907, 0.014241, 0.304049, 0.207803,
 0.567261, 0.076611, 0.282097, 0.074031,
 0.341644, 0.139137,  0.20997, 0.309249,
 0.099611, 0.356464, 0.284165,  0.25976,
 0.128265, 0.041296, 0.228054, 0.602385,
 0.074741, 0.017632, 0.364971, 0.542656,
 0.295907, 0.002514, 0.076918, 0.624661,
 0.566573, 0.000857, 0.015003, 0.417566,
 0.690329, 0.000757,  0.00788, 0.301035} 


1 90.21422336430459
{0.248204, 0.040283,  0.43715, 0.274363,
 0.165942, 0.059843, 0.321123, 0.453092,
 0.352285, 0.118181, 0.159905, 0.369629,
 0.375633, 0.108859, 0.225152, 0.290355,
 0.281373, 0.128311, 0.246675, 0.343641,
 0.235936, 0.176372, 0.335325, 0.252367,
 0.240026, 0.180731, 0.260901, 0.318342,
 0.141355, 0.336028, 0.302349, 0.220267,
 0.142411,  0.20001, 0.259505, 0.398075,
  0.08909, 0.059026, 0.514427, 0.337457,
 0.180415, 0.102433, 0.241036, 0.476116,
 0.268993,  0.23759, 0.077072, 0.416344,
 0.033179, 0.088296, 0.346858, 0.531667}
{0.181217, 0.118109,  0.20782, 0.492854,
 0.168441, 0.109969, 0.395777, 0.325813,
 0.114604, 0.005782, 0.866884,  0.01273,
 0.494675, 0.020481, 0.409978, 0.074865,
 0.478674, 0.018793, 0.239531, 0.263002,
 0.533077, 0.064354, 0.281506, 0.121063,
 0.342512,  0.14073, 0.211106, 0.305652,
 0.074329, 0.361959, 0.271609, 0.292103,
 0.059043, 0.216506, 0.325683, 0.398768,
 0.025716, 0.019932, 0.063617, 0.890735,
 0.114457, 0.001465, 0.009672, 0.874406,
 0.723739, 0.000533, 0.006987, 0.268741,
 0.971082, 0.000267, 0.002941,  0.02571} 


1 119.55681804337316
{0.286292, 0.036463, 0.406319, 0.270926,
 0.229106,  0.21691, 0.340221, 0.213763,
 0.354242, 0.115667, 0.161175, 0.368916,
 0.377686, 0.107796,  0.22555, 0.288968,
 0.279096, 0.131451, 0.246642, 0.342811,
 0.238302, 0.194012, 0.332185, 0.235501,
  0.23726,  0.18049, 0.262838, 0.319412,
 0.161062, 0.320731, 0.297306, 0.220901,
 0.137287, 0.202758, 0.260273, 0.399682,
 0.088592, 0.303429, 0.346674, 0.261305,
 0.203409, 0.111275, 0.154668, 0.530648,
 0.359227, 0.034974, 0.126039,  0.47976,
 0.289207, 0.038545, 0.145175, 0.527074}
{0.058375,  0.09858, 0.101956, 0.741089,
 0.186769, 0.019558, 0.602474, 0.191198,
 0.253768, 0.010737, 0.442593, 0.292902,
 0.126029, 0.002831, 0.798277, 0.072863,
 0.450655, 0.015983, 0.222556, 0.310805,
 0.435721, 0.132363, 0.293487, 0.138429,
 0.339164, 0.134734, 0.220055, 0.306048,
 0.092356, 0.239666, 0.262504, 0.405475,
 0.114318, 0.054898, 0.162291, 0.668493,
 0.058073, 0.008908, 0.052942, 0.880078,
 0.415927, 0.002492, 0.019347, 0.562234,
 0.622485, 0.001173, 0.025559, 0.350783,
 0.428007, 0.005536, 0.050255, 0.516201} 


1 93.66163579245178
{ 0.26394, 0.061072, 0.385328,  0.28966,
 0.260237, 0.156436,  0.08816, 0.495166,
 0.358731, 0.100578, 0.166654, 0.374037,
  0.38025, 0.107804, 0.229636,  0.28231,
 0.279433, 0.133851, 0.242563, 0.344154,
 0.216904,  0.21793, 0.321057, 0.244109,
  0.23635, 0.182174, 0.261585, 0.319891,
 0.140671, 0.334914, 0.290418, 0.233997,
 0.136902, 0.202304, 0.262036, 0.398757,
 0.073022, 0.302451, 0.294789, 0.329738,
 0.219592, 0.072306, 0.108609, 0.599493,
 0.638896, 0.006397, 0.051855, 0.302852,
 0.816264, 0.002278, 0.106648, 0.074811}
{0.342559, 0.051252, 0.397298, 0.208891,
 0.353802, 0.021254, 0.173605, 0.451339,
 0.765361, 0.010158, 0.069089, 0.155393,
 0.822059, 0.014564, 0.105824, 0.057553,
 0.497418, 0.031083, 0.203101, 0.268398,
 0.419335,  0.14624,  0.34027, 0.094156,
 0.357909, 0.138803, 0.197411, 0.305877,
 0.116665,  0.23692, 0.264444, 0.381971,
 0.036833, 0.051859, 0.140418, 0.770891,
 0.214044, 0.012932, 0.109963, 0.663061,
 0.417196, 0.004062, 0.079216, 0.499526,
 0.327061, 0.003374, 0.084484, 0.585081,
 0.013129, 0.000317, 0.013075, 0.973478} 


1 118.74212229772883
{0.172437,  0.07232, 0.366821, 0.388422,
   0.0716, 0.152918, 0.288095, 0.487387,
 0.360464, 0.101436, 0.167426, 0.370675,
 0.377554, 0.106779, 0.231229, 0.284438,
 0.258837, 0.141833, 0.246874, 0.352457,
 0.244492, 0.208225, 0.313531, 0.233752,
 0.230017, 0.177157, 0.278313, 0.314513,
  0.16917, 0.338009, 0.258917, 0.233904,
 0.134627, 0.197719, 0.265175, 0.402479,
 0.073011, 0.305242, 0.336967, 0.284779,
 0.192307, 0.065907, 0.086556,  0.65523,
 0.485367, 0.006725, 0.079561, 0.428347,
  0.21861, 0.036117,  0.03768, 0.707593}
{0.537552, 0.063313, 0.052129, 0.347006,
 0.827643, 0.003878, 0.025404, 0.143076,
 0.928506, 0.010094, 0.040789, 0.020611,
 0.625956, 0.006625, 0.219583, 0.147836,
 0.512221, 0.038638, 0.167997, 0.281145,
 0.381031, 0.107125, 0.386513, 0.125331,
 0.368918, 0.137243, 0.192971, 0.300868,
 0.164594, 0.147623, 0.281393,  0.40639,
 0.270317, 0.019488,  0.16775, 0.542446,
 0.879217, 0.007704, 0.039085, 0.073994,
 0.774428, 0.009092, 0.059822, 0.156658,
 0.384588, 0.009826, 0.049497,  0.55609,
 0.082207, 0.004901, 0.177164, 0.735729} 


1 77.58039010014335
{0.206485, 0.065612, 0.336693,  0.39121,
 0.266022, 0.051961, 0.214705, 0.467312,
 0.368957, 0.101863, 0.167888, 0.361292,
 0.378295,  0.10718, 0.230324, 0.284201,
 0.258076, 0.144297, 0.245104, 0.352523,
 0.262099, 0.210341, 0.309977, 0.217583,
 0.226904, 0.183348, 0.275444, 0.314304,
 0.200215, 0.309996, 0.287842, 0.201946,
 0.137878, 0.194381, 0.263956, 0.403785,
 0.070202, 0.280107, 0.284305, 0.365385,
 0.264642, 0.085519, 0.088074, 0.561764,
 0.394544, 0.101787, 0.123928, 0.379742,
 0.524503, 0.106243, 0.059323, 0.309931}
{0.978296, 0.000835, 0.002874, 0.017995,
 0.958618, 0.002566, 0.011656, 0.027161,
 0.444334, 0.003547, 0.081265, 0.470855,
 0.583983, 0.022981, 0.139272, 0.253764,
 0.573667,   0.0148, 0.157191, 0.254343,
 0.379284, 0.053361,  0.42972, 0.137635,
 0.366454, 0.147974, 0.191262, 0.294311,
 0.149502, 0.117275, 0.262746, 0.470477,
 0.638363,  0.01944, 0.063874, 0.278323,
 0.581258, 0.011908,  0.03575, 0.371085,
 0.463134, 0.012514, 0.008911, 0.515442,
  0.19838, 0.003289, 0.104433, 0.693898,
 0.315345, 0.004494, 0.040843, 0.639318} 


1 70.31473385949513
{0.376783, 0.045244, 0.227482, 0.350491,
 0.278032, 0.062298, 0.203203, 0.456468,
 0.369573, 0.098645, 0.167714, 0.364068,
  0.38063, 0.106849, 0.226153, 0.286367,
 0.265937, 0.130282, 0.248471,  0.35531,
 0.252362, 0.217807, 0.303492, 0.226339,
 0.203988, 0.189341,  0.28297, 0.323702,
 0.185441, 0.328767, 0.294224, 0.191569,
 0.137367, 0.195036, 0.263499, 0.404098,
  0.18381, 0.321452, 0.220838, 0.273901,
 0.152947,  0.09962, 0.108071, 0.639362,
 0.389402, 0.145427,  0.10162,  0.36355,
 0.295542, 0.142696, 0.122807, 0.438954}
{0.974313, 0.006416, 0.009373, 0.009899,
 0.955611, 0.008054, 0.020288, 0.016047,
 0.822654, 0.017182, 0.075314,  0.08485,
 0.699673,  0.05239, 0.167457,  0.08048,
 0.591125, 0.014815, 0.136512, 0.257549,
 0.432626, 0.042729, 0.400296, 0.124348,
 0.374538, 0.138455, 0.193335, 0.293672,
 0.184695, 0.066922, 0.240333, 0.508049,
 0.334889, 0.068942, 0.305818, 0.290351,
 0.274078, 0.030193,  0.07001, 0.625719,
 0.250302, 0.034335, 0.147323,  0.56804,
 0.340727, 0.063617, 0.102827, 0.492829,
 0.265647,  0.06221, 0.132568, 0.539575} 


1 53.67657360551579
{ 0.44351, 0.043172, 0.228835, 0.284483,
 0.340761, 0.156255, 0.260045, 0.242939,
 0.378538, 0.093658, 0.167806, 0.359998,
 0.378873,  0.10845, 0.227055, 0.285622,
 0.268062, 0.132598, 0.242432, 0.356908,
 0.247385, 0.222973,  0.31518, 0.214462,
 0.202674, 0.196163, 0.278308, 0.322855,
 0.206347, 0.312296, 0.297869, 0.183487,
 0.136899, 0.192999, 0.266591, 0.403511,
 0.217098, 0.130753, 0.227618, 0.424531,
 0.155965, 0.084434,  0.11808, 0.641521,
 0.473866, 0.158115, 0.129714, 0.238305,
 0.325315, 0.209806, 0.174394, 0.290486}
{0.943555,   0.0307, 0.012766,  0.01298,
  0.95235, 0.014406, 0.020622, 0.012623,
  0.85385, 0.033724, 0.061649, 0.050777,
 0.751087, 0.023528,  0.09522, 0.130166,
  0.55347, 0.025597, 0.146825, 0.274108,
 0.424498, 0.038008, 0.404634,  0.13286,
 0.379628, 0.151637, 0.201177, 0.267557,
 0.153813, 0.072693, 0.246539, 0.526955,
  0.08932,   0.0308, 0.242698, 0.637182,
 0.041066, 0.023903, 0.162386, 0.772644,
 0.383143, 0.042896,  0.23401, 0.339951,
 0.364217, 0.057027,  0.31428, 0.264476,
 0.239877, 0.018951, 0.716915, 0.024257} 


1 66.5276452509864
{ 0.48659, 0.095024, 0.334084, 0.084302,
 0.256005, 0.046752, 0.274984, 0.422259,
 0.378971, 0.091342, 0.171089, 0.358599,
 0.378851, 0.107051, 0.228231, 0.285867,
 0.266824, 0.134704, 0.236783, 0.361689,
  0.22205, 0.234357, 0.309809, 0.233785,
 0.197932, 0.214929, 0.275238,   0.3119,
 0.202057, 0.318359, 0.284846, 0.194737,
 0.137004, 0.193245,  0.26701,  0.40274,
 0.165906, 0.188625, 0.165207, 0.480263,
 0.173565,  0.08375, 0.098383, 0.644302,
  0.44468, 0.093212, 0.143787, 0.318321,
 0.361179, 0.165294, 0.138443, 0.335084}
{0.911993, 0.011321, 0.042859, 0.033827,
 0.756484, 0.036851, 0.093556, 0.113109,
 0.693439, 0.044747, 0.184568, 0.077247,
 0.835243, 0.021067,  0.08232,  0.06137,
 0.531159, 0.024453, 0.180226, 0.264161,
 0.497244, 0.064607, 0.322843, 0.115306,
 0.379951, 0.151658, 0.199614, 0.268777,
 0.255078, 0.063024, 0.223949,  0.45795,
   0.0703, 0.037008, 0.113685, 0.779007,
 0.116208, 0.067764, 0.169168,  0.64686,
 0.194257,  0.07918, 0.355822, 0.370741,
 0.190331,  0.06254, 0.653124, 0.094005,
 0.070285, 0.080181, 0.746215, 0.103318} 


1 53.49651995025316
{0.516876, 0.073277, 0.312162, 0.097684,
 0.270095, 0.097861, 0.284884, 0.347159,
 0.379333,  0.09193, 0.171833, 0.356904,
 0.378903, 0.106353, 0.230407, 0.284338,
  0.25968, 0.130545, 0.235807, 0.373968,
 0.204413, 0.213875, 0.366705, 0.215008,
 0.194494, 0.224488, 0.274194, 0.306824,
 0.228716, 0.350959, 0.236994, 0.183331,
 0.131743, 0.194911, 0.265798, 0.407548,
 0.089118, 0.240032, 0.089172, 0.581678,
 0.207642, 0.172771,  0.08374, 0.535847,
 0.316677,  0.25763, 0.102493,   0.3232,
  0.35224, 0.205824, 0.359734, 0.082202}
{0.771367, 0.101026, 0.087663, 0.039943,
 0.805114, 0.052577, 0.097834, 0.044475,
 0.658529, 0.042032, 0.227485, 0.071954,
  0.67544,  0.03186, 0.123291, 0.169409,
 0.620872, 0.017447, 0.143146, 0.218535,
 0.414451,  0.09218, 0.345199,  0.14817,
 0.386375, 0.150288, 0.199749, 0.263588,
 0.200879,  0.09695, 0.242851,  0.45932,
 0.330622, 0.034457,  0.23335,  0.40157,
  0.10418, 0.082592, 0.194507, 0.618722,
 0.136343, 0.052027, 0.570829, 0.240801,
 0.193645,   0.0587, 0.471517, 0.276138,
 0.437776,  0.02813, 0.375482, 0.158613} 


1 51.541165725817976
{0.531366,  0.07745, 0.285992, 0.105193,
 0.495622, 0.028706,  0.21462, 0.261052,
 0.381264, 0.091931, 0.169719, 0.357085,
 0.379019, 0.105316, 0.229307, 0.286358,
 0.252681, 0.126479, 0.233767, 0.387073,
 0.199535,  0.20262, 0.393601, 0.204243,
 0.189657, 0.237788, 0.276869, 0.295686,
 0.197881, 0.379406, 0.228996, 0.193717,
 0.132296, 0.193097, 0.267927,  0.40668,
 0.171043, 0.369912, 0.061774, 0.397271,
 0.147876, 0.238683, 0.103528, 0.509913,
  0.28351,  0.17614, 0.202995, 0.337356,
 0.099152, 0.181812, 0.221923, 0.497112}
{ 0.91723, 0.006738, 0.072756, 0.003276,
 0.733512, 0.023695, 0.230918, 0.011875,
 0.742193, 0.008968,  0.19762, 0.051219,
 0.557129, 0.012991, 0.373754, 0.056126,
 0.605459, 0.023387, 0.127749, 0.243405,
 0.477571, 0.112296, 0.253234, 0.156899,
 0.376565, 0.138634, 0.218197, 0.266604,
 0.222082, 0.085678, 0.278284, 0.413956,
 0.030087, 0.073666, 0.349708, 0.546538,
 0.021099, 0.034859, 0.270317, 0.673726,
  0.05654, 0.054636, 0.471085, 0.417739,
 0.296025, 0.040809, 0.286929, 0.376237,
 0.685439, 0.039266,  0.21217, 0.063125} 


1 82.7780381707422
{0.544323, 0.048141, 0.312209, 0.095328,
 0.375617, 0.038406, 0.342745, 0.243232,
  0.37915, 0.091493, 0.169165, 0.360192,
 0.384838, 0.102787, 0.227818, 0.284557,
 0.256087, 0.119817, 0.245928, 0.378167,
 0.210009, 0.202827, 0.400085, 0.187078,
 0.180837, 0.232173, 0.301792, 0.285199,
 0.196128, 0.392161, 0.242447, 0.169265,
 0.130754, 0.191931, 0.270035,  0.40728,
 0.026199,  0.36284, 0.044071, 0.566889,
 0.187669, 0.205722, 0.115644, 0.490965,
 0.277227, 0.165257, 0.175897, 0.381619,
  0.34236,  0.19997, 0.316549, 0.141122}
{0.455165, 0.025031, 0.479049, 0.040755,
 0.729327, 0.016955, 0.237305, 0.016413,
 0.603238, 0.004598, 0.379048, 0.013116,
 0.646626, 0.008944, 0.273631, 0.070799,
 0.539962, 0.018351, 0.192843, 0.248845,
 0.457091, 0.111236, 0.284505, 0.147169,
 0.379073, 0.131198,  0.21419,  0.27554,
 0.208865, 0.096704, 0.275061,  0.41937,
 0.052465, 0.013897, 0.116861, 0.816777,
 0.065639, 0.051601, 0.393298, 0.489463,
 0.195283, 0.106747, 0.196422, 0.501549,
 0.474645, 0.027472, 0.429767, 0.068116,
 0.517109, 0.025271, 0.344775, 0.112845} 


1 68.53773059146219
{0.527253,  0.04727, 0.325848, 0.099629,
 0.566313, 0.108253,  0.19318, 0.132254,
 0.381351, 0.086179,  0.17028,  0.36219,
 0.383022,  0.10543, 0.224896, 0.286652,
   0.2547, 0.113976, 0.246172, 0.385152,
 0.193839, 0.238451, 0.375768, 0.191942,
 0.181367, 0.227459, 0.300378, 0.290796,
  0.16234, 0.367774, 0.271483, 0.198404,
 0.132113, 0.187776, 0.270906, 0.409205,
  0.03853,  0.48148,  0.07942, 0.400571,
 0.153729, 0.242634, 0.099053, 0.504584,
 0.370337, 0.203719, 0.119555, 0.306388,
 0.181231,  0.34001, 0.249329,  0.22943}
{ 0.62496, 0.044269, 0.301192, 0.029579,
 0.363184, 0.006052,  0.58203, 0.048734,
 0.629126, 0.011007,  0.28368, 0.076187,
 0.642781, 0.005682, 0.192803, 0.158734,
 0.502824, 0.050796, 0.215572, 0.230808,
 0.546797, 0.150636, 0.133427,  0.16914,
 0.385296, 0.130389, 0.202663, 0.281653,
  0.25003, 0.086248, 0.209966, 0.453756,
  0.10708, 0.018876,  0.53121, 0.342834,
 0.158547, 0.063025,  0.44419, 0.334239,
 0.363883, 0.108285, 0.275023, 0.252809,
 0.228131, 0.020392,  0.55766, 0.193816,
 0.279919, 0.009243, 0.418377, 0.292461} 


1 64.40261858524724
{0.600998, 0.034935, 0.237045, 0.127023,
 0.532364, 0.010381, 0.069482, 0.387774,
  0.38153, 0.085443, 0.170889, 0.362137,
 0.382194, 0.110509, 0.223462, 0.283834,
 0.262266, 0.111229, 0.244832, 0.381673,
 0.202762, 0.188829, 0.374343, 0.234066,
 0.196151, 0.231437, 0.276231, 0.296182,
 0.223657, 0.262487, 0.281259, 0.232597,
 0.133382, 0.184009, 0.270717, 0.411892,
 0.038372, 0.429011, 0.153569, 0.379048,
 0.156999, 0.192845, 0.089608, 0.560548,
  0.31671, 0.209167, 0.137685, 0.336438,
 0.329152, 0.591867, 0.032676, 0.046305}
{0.097978, 0.001453,  0.78552, 0.115049,
 0.239702, 0.003245,  0.63458, 0.122472,
 0.306605, 0.008404, 0.572415, 0.112576,
   0.5255, 0.021427, 0.345959, 0.107114,
 0.540854, 0.024124, 0.203853, 0.231169,
 0.592151, 0.079567, 0.186918, 0.141363,
 0.371101, 0.141626, 0.195663,  0.29161,
 0.254987, 0.066787, 0.205599, 0.472628,
 0.247337, 0.052114, 0.467436, 0.233113,
 0.660174, 0.048074, 0.122769, 0.168983,
 0.369123,  0.02786,  0.37617, 0.226847,
 0.181867, 0.013862, 0.731159, 0.073112,
 0.386807, 0.008188,  0.58075, 0.024254} 


1 87.12470724770205
{ 0.48397, 0.020701, 0.287841, 0.207488,
  0.55999,  0.06215, 0.209669, 0.168191,
 0.380866, 0.084636, 0.170116, 0.364383,
 0.383744,  0.11021, 0.221987, 0.284059,
 0.263305, 0.115505, 0.245693, 0.375497,
 0.202949, 0.168466, 0.346394, 0.282191,
 0.209854, 0.227225, 0.270779, 0.292142,
 0.236246,  0.21548, 0.291246, 0.257028,
 0.130026, 0.179836, 0.278036, 0.412102,
  0.12042, 0.373846, 0.268017, 0.237717,
 0.201325, 0.189482, 0.078558, 0.530634,
 0.358333, 0.256905, 0.122335, 0.262426,
 0.512731, 0.010643, 0.009693, 0.466933}
{0.320004, 0.016005, 0.267751, 0.396239,
 0.362836, 0.014978, 0.239629, 0.382558,
 0.588294, 0.024215, 0.188662, 0.198829,
  0.73916, 0.006351, 0.184314, 0.070175,
  0.53667, 0.039957, 0.237719, 0.185654,
 0.680847, 0.089895, 0.172357, 0.056901,
 0.370073, 0.140289, 0.192683, 0.296955,
  0.27795, 0.060057,   0.2041, 0.457893,
 0.790081, 0.009337, 0.032999, 0.167583,
 0.406247, 0.111109, 0.240065, 0.242579,
   0.4945, 0.086244, 0.262281, 0.156975,
 0.551279, 0.032452, 0.353457, 0.062812,
 0.221261, 0.074819, 0.647367, 0.056553} 


1 67.88825672616153
{  0.3987, 0.149775, 0.229949, 0.221576,
 0.310935, 0.064279, 0.167767, 0.457019,
 0.383231, 0.084104, 0.164749, 0.367916,
 0.387303,  0.11028, 0.226777,  0.27564,
 0.267269, 0.116859,  0.24281, 0.373062,
 0.225944, 0.139942, 0.327945, 0.306169,
 0.214067, 0.223698, 0.274982, 0.287254,
 0.227518, 0.230243, 0.286751, 0.255487,
 0.131704, 0.175701, 0.278921, 0.413674,
 0.162117, 0.238932, 0.363302, 0.235649,
 0.190859, 0.155466, 0.131036, 0.522639,
 0.454336, 0.124035, 0.082539, 0.339089,
 0.557789, 0.070532, 0.071982, 0.299697}
{0.196145, 0.017983, 0.342581, 0.443291,
 0.316647, 0.070429, 0.444048, 0.168877,
 0.610191, 0.008236, 0.330607, 0.050966,
 0.552119, 0.035433,  0.31833, 0.094118,
 0.496046, 0.045407, 0.299615, 0.158932,
 0.664721,   0.0931, 0.164172, 0.078006,
 0.387145,  0.13465, 0.174535,  0.30367,
 0.273318, 0.058815, 0.183167, 0.484701,
