42 documents , 1 concepts , 257 context features (14967) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 5, max_docs_per_slice 2000, start -335, end 200, times 27, dT 20, I 100


map[]

===============  per type  ===============
0.239028209622362   T=0,K=0:  14967 (0.068) ; 52680 (0.033) ; 24917 (0.026) ; 114651 (0.023) ; nlsj8790 (0.022) ; 67250 (0.021) ; 84250 (0.019) ; 62204 (0.018) ; 43842 (0.018) ; 37212 (0.017) ; 
0.05424536921489336   T=5,K=1:  73277 (0.066) ; 67299 (0.031) ; 114553 (0.027) ; 16933 (0.026) ; 65565 (0.024) ; 47617 (0.023) ; 61791 (0.023) ; 47928 (0.020) ; 41018 (0.017) ; 81634 (0.015) ; 
0.13600566811732084   T=6,K=1:  73277 (0.087) ; 67299 (0.053) ; 114553 (0.032) ; 16933 (0.027) ; 41018 (0.025) ; 65565 (0.023) ; 81808 (0.017) ; 61791 (0.016) ; 47928 (0.016) ; 102000 (0.013) ; 
0.09494117809384911   T=7,K=1:  73277 (0.087) ; 67299 (0.066) ; 16933 (0.028) ; 81808 (0.023) ; 114553 (0.020) ; 102000 (0.019) ; 41018 (0.019) ; 98234 (0.016) ; 31951 (0.015) ; 61791 (0.015) ; 
0.12847776019191884   T=8,K=1:  73277 (0.101) ; 67299 (0.048) ; 41018 (0.027) ; 81808 (0.026) ; 65565 (0.022) ; 16933 (0.022) ; 102000 (0.020) ; 61791 (0.017) ; 98234 (0.017) ; 114553 (0.016) ; 
0.10764060131628529   T=9,K=1:  73277 (0.089) ; 41018 (0.034) ; 67299 (0.031) ; 81808 (0.029) ; 65565 (0.026) ; 102000 (0.023) ; 98234 (0.021) ; 61791 (0.019) ; 65517 (0.016) ; 114553 (0.014) ; 
0.045371540733242816   T=10,K=1:  73277 (0.069) ; 65565 (0.038) ; 41018 (0.030) ; 98234 (0.027) ; 65517 (0.027) ; 67299 (0.023) ; 81808 (0.020) ; 16933 (0.019) ; 102000 (0.019) ; 61791 (0.018) ; 
0.09492276945135857   T=11,K=1:  73277 (0.043) ; 98234 (0.036) ; 65517 (0.031) ; 41018 (0.031) ; 65565 (0.030) ; 114553 (0.026) ; 81808 (0.024) ; 102000 (0.018) ; 61791 (0.014) ; 38422 (0.013) ; 
0.1720828479814574   T=12,K=1:  73277 (0.042) ; 65517 (0.034) ; 81808 (0.026) ; 41018 (0.021) ; 65565 (0.020) ; 98234 (0.019) ; 114553 (0.015) ; 61791 (0.015) ; 38422 (0.014) ; 110114 (0.014) ; 
0.19427933558770094   T=13,K=1:  73277 (0.053) ; 65517 (0.031) ; 41018 (0.025) ; 81808 (0.019) ; 98234 (0.018) ; 65565 (0.018) ; 110114 (0.016) ; 8665 (0.015) ; 114553 (0.015) ; 25130 (0.014) ; 
0.09110571853967021   T=14,K=1:  73277 (0.033) ; 41018 (0.024) ; 81808 (0.023) ; 8431 (0.021) ; 114553 (0.019) ; 98234 (0.019) ; 8665 (0.018) ; 56090 (0.017) ; 25130 (0.016) ; 65517 (0.016) ; 
0.10558606907574788   T=15,K=1:  73277 (0.037) ; 114553 (0.029) ; 81808 (0.024) ; 25130 (0.021) ; 8431 (0.017) ; 56090 (0.017) ; 31537 (0.017) ; 86122 (0.015) ; 38422 (0.015) ; 65517 (0.014) ; 
0.073732758226272   T=16,K=1:  73277 (0.044) ; 114553 (0.028) ; 56090 (0.025) ; 8665 (0.021) ; 65517 (0.018) ; 67299 (0.017) ; 86122 (0.017) ; 31951 (0.016) ; 41018 (0.015) ; 81808 (0.015) ; 
0.09362853792755405   T=17,K=1:  73277 (0.051) ; 114553 (0.047) ; 102000 (0.023) ; 56090 (0.022) ; 72610 (0.021) ; 8665 (0.020) ; 41018 (0.020) ; 86122 (0.019) ; 84434 (0.018) ; 1397 (0.017) ; 
0.25922284966002856   T=18,K=1:  114553 (0.075) ; 73277 (0.043) ; 3591 (0.027) ; 56090 (0.027) ; 72610 (0.025) ; 8665 (0.020) ; 1397 (0.018) ; 41018 (0.017) ; 86122 (0.016) ; 102000 (0.015) ; 
0.36615919999595764   T=19,K=1:  114553 (0.062) ; 56090 (0.054) ; 73277 (0.036) ; 3591 (0.029) ; 72610 (0.024) ; 86122 (0.017) ; 84434 (0.017) ; 102000 (0.016) ; 61791 (0.015) ; 8665 (0.015) ; 
0.3837505369638725   T=20,K=1:  114553 (0.084) ; 72610 (0.040) ; 73277 (0.030) ; 56090 (0.024) ; 86122 (0.020) ; 61791 (0.020) ; 84434 (0.015) ; 93702 (0.014) ; 31537 (0.014) ; 102000 (0.014) ; 
0.5106123208922873   T=21,K=1:  114553 (0.077) ; 73277 (0.041) ; 72610 (0.034) ; 56090 (0.019) ; 65565 (0.018) ; 61791 (0.018) ; 102000 (0.017) ; 62274 (0.017) ; 102274 (0.015) ; 31537 (0.014) ; 
0.5927238837170025   T=22,K=1:  114553 (0.090) ; 73277 (0.053) ; 72610 (0.048) ; 102274 (0.021) ; 3591 (0.018) ; 84434 (0.018) ; 61791 (0.017) ; 102000 (0.015) ; 62274 (0.015) ; 81808 (0.015) ; 
0.6238259723451535   T=23,K=1:  114553 (0.082) ; 72610 (0.053) ; 73277 (0.043) ; 102274 (0.030) ; 84434 (0.025) ; 93702 (0.023) ; 3591 (0.023) ; 102000 (0.022) ; 61791 (0.016) ; 81808 (0.016) ; 
0.5670023959557045   T=24,K=1:  114553 (0.061) ; 73277 (0.046) ; 72610 (0.041) ; 84434 (0.032) ; 81808 (0.030) ; 102000 (0.028) ; 102274 (0.023) ; 26226 (0.023) ; 93702 (0.021) ; 86122 (0.021) ; 
0.4758009828604485   T=25,K=1:  114553 (0.062) ; 73277 (0.055) ; 81808 (0.043) ; 72610 (0.034) ; 110639 (0.029) ; 84434 (0.028) ; 93702 (0.025) ; 26226 (0.023) ; 102000 (0.022) ; nlsj71743 (0.021) ; 
0.39746525547602857   T=26,K=1:  81808 (0.072) ; 114553 (0.061) ; 73277 (0.047) ; 110639 (0.045) ; 72610 (0.033) ; 102000 (0.031) ; 102274 (0.029) ; nlsj71743 (0.028) ; 26226 (0.028) ; 84434 (0.024) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  73277 (0.056) ; 114553 (0.048) ; 81808 (0.020) ; 61791 (0.018) ; 72610 (0.017) ; 65565 (0.017) ; 67299 (0.017) ; 41018 (0.016) ; 102000 (0.016) ; 98234 (0.013) ; 

0.046086070555731225   T=0,K=2:  26226 (0.066) ; 84250 (0.065) ; 8665 (0.055) ; 25130 (0.043) ; 107349 (0.021) ; 715 (0.020) ; 68641 (0.019) ; 71882 (0.019) ; nlsj67563 (0.018) ; 65469 (0.017) ; 
0.06667828475752649   T=1,K=2:  26226 (0.072) ; 8665 (0.066) ; 84250 (0.051) ; 25130 (0.039) ; 71882 (0.032) ; 107349 (0.021) ; 68641 (0.017) ; 17353 (0.015) ; nlsj67563 (0.015) ; 65469 (0.015) ; 
0.0911429498670723   T=2,K=2:  8665 (0.056) ; 71882 (0.042) ; 26226 (0.041) ; 84250 (0.038) ; 25130 (0.030) ; 17353 (0.024) ; 68641 (0.023) ; 31706 (0.018) ; 107349 (0.016) ; 92384 (0.016) ; 
0.22141436694419564   T=3,K=2:  8665 (0.068) ; 71882 (0.041) ; 26226 (0.041) ; 84250 (0.040) ; 25130 (0.029) ; 17353 (0.022) ; 31706 (0.021) ; 28566 (0.016) ; 50492 (0.016) ; 65362 (0.014) ; 
0.2500420167851116   T=4,K=2:  26226 (0.057) ; 84250 (0.055) ; 71882 (0.048) ; 8665 (0.036) ; 25130 (0.025) ; 17353 (0.021) ; 17154 (0.018) ; 45372 (0.017) ; 31706 (0.017) ; 56090 (0.016) ; 
0.09839762077181903   T=5,K=2:  84250 (0.064) ; 71882 (0.064) ; 8665 (0.049) ; 26226 (0.033) ; 17353 (0.032) ; 65362 (0.031) ; 31706 (0.019) ; 56090 (0.019) ; 25130 (0.018) ; 45372 (0.015) ; 
0.05902596146931687   T=6,K=2:  71882 (0.051) ; 8665 (0.043) ; 84250 (0.037) ; 17353 (0.034) ; 26226 (0.032) ; 56090 (0.027) ; nlsj67563 (0.020) ; 65362 (0.016) ; 113711 (0.015) ; 45372 (0.015) ; 
0.10361360883999322   T=7,K=2:  71882 (0.047) ; 26226 (0.037) ; 8665 (0.033) ; 84250 (0.032) ; 17353 (0.032) ; 56090 (0.021) ; 107349 (0.020) ; 63772 (0.017) ; 25130 (0.017) ; 28566 (0.014) ; 
0.03865760703342201   T=8,K=2:  17353 (0.036) ; 26226 (0.035) ; 8665 (0.034) ; 71882 (0.034) ; 84250 (0.022) ; 79763 (0.020) ; 25130 (0.019) ; 28566 (0.018) ; 107349 (0.017) ; 31706 (0.015) ; 
0.02565433943991981   T=9,K=2:  26226 (0.045) ; 17353 (0.038) ; 8665 (0.032) ; 71882 (0.022) ; 63772 (0.020) ; 84250 (0.020) ; 107349 (0.017) ; 28566 (0.017) ; 113711 (0.016) ; 56090 (0.016) ; 
0.014569226879128623   T=10,K=2:  26226 (0.037) ; 17353 (0.031) ; 79763 (0.024) ; 28566 (0.023) ; 8665 (0.021) ; 84250 (0.020) ; 113711 (0.018) ; 63772 (0.018) ; 107349 (0.017) ; 79955 (0.014) ; 
0.05158003604919525   T=11,K=2:  26226 (0.034) ; 84250 (0.031) ; 113711 (0.029) ; 107349 (0.025) ; 28566 (0.023) ; 63772 (0.019) ; 17353 (0.019) ; 8665 (0.018) ; 79763 (0.015) ; 102841 (0.015) ; 
0.1207661624965508   T=12,K=2:  113711 (0.032) ; 26226 (0.022) ; 8665 (0.020) ; 102841 (0.019) ; 90504 (0.018) ; 107349 (0.018) ; 84250 (0.017) ; 45996 (0.016) ; 63772 (0.014) ; 31537 (0.014) ; 
0.3829935285210775   T=13,K=2:  113711 (0.028) ; 79763 (0.023) ; 102841 (0.021) ; 8665 (0.018) ; 110639 (0.018) ; 45996 (0.018) ; 85306 (0.018) ; 107349 (0.017) ; 84250 (0.016) ; 28566 (0.016) ; 
0.4050660464404394   T=14,K=2:  113711 (0.027) ; 66507 (0.024) ; 90504 (0.023) ; 79763 (0.020) ; 85306 (0.019) ; 65362 (0.018) ; 8665 (0.018) ; 4490 (0.017) ; 102841 (0.015) ; 84250 (0.015) ; 
0.32946338199357167   T=15,K=2:  113711 (0.032) ; 4490 (0.025) ; 85306 (0.021) ; 90504 (0.020) ; 66507 (0.019) ; 65362 (0.019) ; 102841 (0.018) ; 45996 (0.017) ; 84250 (0.015) ; 43842 (0.015) ; 
0.29246541328878256   T=16,K=2:  113711 (0.032) ; 4490 (0.030) ; 65362 (0.022) ; 99045 (0.022) ; 85306 (0.020) ; 90504 (0.018) ; 66507 (0.018) ; 45996 (0.017) ; 102841 (0.016) ; 101714 (0.014) ; 
0.3019443800168725   T=17,K=2:  4490 (0.039) ; 85306 (0.032) ; 66507 (0.024) ; 113711 (0.022) ; 101714 (0.020) ; 45996 (0.020) ; 56090 (0.019) ; 90504 (0.017) ; 84250 (0.017) ; 90922 (0.016) ; 
0.14708754071447297   T=18,K=2:  45996 (0.030) ; 101714 (0.026) ; 85306 (0.024) ; 84250 (0.022) ; 4490 (0.022) ; 90922 (0.021) ; 113711 (0.020) ; 90504 (0.020) ; 110639 (0.017) ; 56090 (0.017) ; 
0.1996266420466909   T=19,K=2:  72610 (0.038) ; 101714 (0.027) ; 110639 (0.024) ; 90922 (0.024) ; 65362 (0.021) ; 85306 (0.019) ; nlsj183 (0.018) ; 84250 (0.018) ; 102841 (0.018) ; 102930 (0.017) ; 
0.20861900465044428   T=20,K=2:  101714 (0.035) ; 11583 (0.026) ; 65362 (0.025) ; 110639 (0.023) ; 85306 (0.022) ; 72610 (0.021) ; nlsj183 (0.019) ; 84250 (0.019) ; 91944 (0.019) ; 90922 (0.018) ; 
0.15786427638023218   T=21,K=2:  101714 (0.035) ; 72610 (0.028) ; 85306 (0.027) ; 110639 (0.024) ; 43842 (0.023) ; 102930 (0.022) ; 65362 (0.019) ; 90922 (0.018) ; 28581 (0.017) ; 11583 (0.016) ; 
0.17795117704900584   T=22,K=2:  72610 (0.049) ; 85306 (0.040) ; 101714 (0.027) ; 28581 (0.026) ; 102930 (0.020) ; 43842 (0.019) ; 90922 (0.018) ; 79955 (0.018) ; 91944 (0.018) ; 110639 (0.017) ; 
0.24500057735984626   T=23,K=2:  72610 (0.046) ; 101714 (0.033) ; 28581 (0.030) ; 85306 (0.029) ; 22209 (0.025) ; 102841 (0.020) ; 110639 (0.018) ; 102930 (0.017) ; 79013 (0.017) ; 91944 (0.016) ; 
0.36672932404415776   T=24,K=2:  72610 (0.043) ; 22209 (0.038) ; 101714 (0.032) ; 79013 (0.030) ; 38488 (0.023) ; 90922 (0.022) ; 43842 (0.020) ; 110639 (0.020) ; 28581 (0.018) ; 85306 (0.017) ; 
0.3687663998816484   T=25,K=2:  72610 (0.054) ; 101714 (0.035) ; 85306 (0.031) ; 79013 (0.029) ; 91944 (0.029) ; 22209 (0.027) ; 31951 (0.026) ; 38488 (0.024) ; 84250 (0.017) ; 35643 (0.017) ; 
0.18646962284941906   T=26,K=2:  72610 (0.059) ; 91944 (0.039) ; 85306 (0.035) ; 38488 (0.034) ; 79013 (0.028) ; nlsj183 (0.025) ; 101714 (0.025) ; 31951 (0.023) ; 22209 (0.020) ; 67250 (0.017) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  84250 (0.026) ; 8665 (0.023) ; 26226 (0.023) ; 71882 (0.018) ; 85306 (0.017) ; 72610 (0.016) ; 113711 (0.016) ; 17353 (0.015) ; 25130 (0.014) ; 65362 (0.013) ; 

0.4053466235220311   T=0,K=3:  73277 (0.048) ; 82862 (0.042) ; 103975 (0.033) ; 65468 (0.032) ; 28569 (0.028) ; 104643 (0.026) ; 107520 (0.020) ; 18650 (0.019) ; 76512 (0.018) ; 47617 (0.016) ; 
0.26520847986192275   T=1,K=3:  73277 (0.033) ; 104643 (0.032) ; 103975 (0.032) ; 82862 (0.031) ; 28569 (0.027) ; 47617 (0.018) ; nlsj61372 (0.015) ; 76512 (0.015) ; 65468 (0.015) ; 35570 (0.014) ; 
0.11495738279018942   T=2,K=3:  82862 (0.045) ; 73277 (0.029) ; 103975 (0.024) ; 18650 (0.021) ; 104643 (0.020) ; 47617 (0.020) ; 76512 (0.019) ; 37212 (0.018) ; 65552 (0.018) ; 28569 (0.017) ; 
0.1703746645669734   T=3,K=3:  82862 (0.034) ; 47617 (0.029) ; 73277 (0.023) ; 18650 (0.020) ; 37212 (0.019) ; 28569 (0.019) ; 45321 (0.018) ; nlsj61372 (0.018) ; 22209 (0.017) ; 27847 (0.015) ; 
0.1709510454656323   T=4,K=3:  82862 (0.030) ; 65552 (0.029) ; 28569 (0.028) ; 45321 (0.027) ; 47617 (0.025) ; nlsj61372 (0.024) ; 18650 (0.022) ; 73277 (0.019) ; 37212 (0.017) ; 102274 (0.016) ; 
0.2658920427770861   T=5,K=3:  47617 (0.023) ; 28569 (0.023) ; 18650 (0.023) ; nlsj61372 (0.020) ; 102274 (0.020) ; 82862 (0.020) ; 107520 (0.019) ; 65552 (0.019) ; 92384 (0.018) ; 45321 (0.018) ; 
0.10430652598455127   T=6,K=3:  nlsj61372 (0.028) ; 65552 (0.023) ; 107520 (0.022) ; 18650 (0.021) ; 45321 (0.020) ; 47617 (0.019) ; 28569 (0.017) ; 102274 (0.017) ; 73277 (0.016) ; 42214 (0.015) ; 
0.07246156374539003   T=7,K=3:  nlsj61372 (0.032) ; 73277 (0.025) ; 107520 (0.024) ; 45321 (0.021) ; 65552 (0.021) ; 18650 (0.019) ; nlsj4677 (0.017) ; 42214 (0.016) ; 47617 (0.016) ; 48579 (0.015) ; 
0.13131215286715592   T=8,K=3:  nlsj61372 (0.033) ; 48579 (0.019) ; 73277 (0.019) ; 37885 (0.018) ; 85600 (0.017) ; 113388 (0.017) ; nlsj4677 (0.016) ; 65552 (0.016) ; 107520 (0.016) ; 82862 (0.015) ; 
0.1757091562826774   T=9,K=3:  nlsj61372 (0.041) ; nlsj4709 (0.022) ; 45321 (0.021) ; nlsj4677 (0.021) ; 113388 (0.018) ; 45235 (0.017) ; 42214 (0.016) ; 85600 (0.015) ; 107520 (0.014) ; 100990 (0.013) ; 
0.12448612094814493   T=10,K=3:  nlsj61372 (0.051) ; nlsj4709 (0.021) ; nlsj4677 (0.020) ; 45321 (0.019) ; 45235 (0.018) ; 113388 (0.018) ; 85600 (0.016) ; 92384 (0.016) ; 37212 (0.014) ; 104274 (0.012) ; 
0.16737912781382255   T=11,K=3:  nlsj61372 (0.056) ; nlsj4677 (0.033) ; 45321 (0.018) ; nlsj4709 (0.017) ; 104274 (0.016) ; 45235 (0.015) ; 85600 (0.015) ; 65552 (0.014) ; 12210 (0.013) ; 102274 (0.013) ; 
0.11706727468064168   T=12,K=3:  nlsj61372 (0.030) ; nlsj4677 (0.026) ; 45321 (0.025) ; nlsj4709 (0.019) ; 85600 (0.017) ; 84234 (0.017) ; 65552 (0.016) ; 113356 (0.015) ; 58386 (0.013) ; 100990 (0.012) ; 
0.2289734079724723   T=13,K=3:  nlsj4677 (0.042) ; 65552 (0.022) ; nlsj61372 (0.022) ; 45321 (0.020) ; nlsj4709 (0.018) ; 85600 (0.018) ; 107520 (0.016) ; 113388 (0.016) ; 65517 (0.016) ; 37212 (0.015) ; 
0.1678202914261221   T=14,K=3:  nlsj4677 (0.034) ; 65552 (0.027) ; 45321 (0.026) ; nlsj61372 (0.018) ; 113356 (0.016) ; 45996 (0.016) ; 65517 (0.016) ; nlsj31542 (0.015) ; 7915 (0.015) ; 113388 (0.015) ; 
0.300524738487359   T=15,K=3:  45321 (0.032) ; nlsj4677 (0.027) ; nlsj61372 (0.020) ; 65552 (0.019) ; 100990 (0.017) ; 49875 (0.017) ; nlsj31542 (0.016) ; 45996 (0.016) ; 113356 (0.016) ; 107520 (0.015) ; 
0.37812124723166873   T=16,K=3:  45321 (0.031) ; 49875 (0.028) ; nlsj4677 (0.021) ; 45996 (0.018) ; 80306 (0.018) ; 100990 (0.016) ; 113356 (0.015) ; 4490 (0.015) ; nlsj61372 (0.015) ; 107520 (0.014) ; 
0.33631314003349927   T=17,K=3:  45321 (0.033) ; nlsj4677 (0.033) ; 49875 (0.030) ; nlsj71743 (0.027) ; 45996 (0.017) ; 4490 (0.015) ; 27199 (0.014) ; nlsj61372 (0.013) ; nlsj31542 (0.013) ; 12281 (0.012) ; 
0.19972009180584077   T=18,K=3:  nlsj4677 (0.050) ; 45321 (0.041) ; 49875 (0.034) ; nlsj71743 (0.028) ; 12281 (0.023) ; 45996 (0.015) ; 31598 (0.015) ; 21187 (0.013) ; 103701 (0.012) ; nlsj31542 (0.012) ; 
0.16287174976243782   T=19,K=3:  nlsj4677 (0.029) ; 31598 (0.029) ; 49875 (0.024) ; 45321 (0.024) ; nlsj71743 (0.021) ; 21187 (0.018) ; 12281 (0.018) ; 103701 (0.017) ; 75552 (0.017) ; 27847 (0.017) ; 
