sanctus : 2086 documents
 0.267962, 0.260278, 0.228315, 0.243446} 

{0.374713, 0.116577, 0.209375, 0.299336,
 0.268009, 0.260554, 0.228079, 0.243357} 

{0.374252, 0.125688, 0.217947, 0.282112,
 0.267844, 0.260715, 0.227978, 0.243463} 

{0.404705, 0.129484, 0.246053, 0.219758,
 0.267498, 0.260395, 0.228394, 0.243713} 

{0.400611, 0.132036, 0.249473,  0.21788,
 0.267029, 0.260101, 0.228337, 0.244532} 

{0.388619, 0.136778, 0.255726, 0.218876,
  0.26705, 0.261128, 0.227388, 0.244433} 

{0.410867, 0.144189, 0.246935, 0.198008,
 0.267091, 0.261382, 0.227243, 0.244284} 

{0.407099, 0.144154, 0.248437,  0.20031,
 0.266962, 0.261162, 0.227732, 0.244143} 

{0.403592, 0.148312, 0.223665, 0.224431,
 0.267078, 0.260921, 0.227564, 0.244436} 

{0.394113, 0.158088, 0.231617, 0.216182,
 0.267642,   0.2606, 0.227127,  0.24463} 

{0.391147, 0.162831, 0.219748, 0.226274,
 0.266216, 0.260117, 0.229677, 0.243991} 

{0.373368, 0.166028, 0.229861, 0.230742,
 0.266413, 0.260306, 0.229541,  0.24374} 

{0.379242, 0.160419, 0.235045, 0.225294,
 0.266375, 0.260115,  0.22995,  0.24356} 

{0.370728, 0.169117, 0.255833, 0.204322,
 0.266903, 0.259437, 0.229706, 0.243954} 

{0.378975, 0.161816, 0.262163, 0.197046,
 0.266683, 0.259871,  0.22978, 0.243666} 

{0.410552, 0.144912, 0.257739, 0.186797,
 0.266304, 0.260026, 0.229853, 0.243817} 

{0.381306, 0.149804,  0.26378,  0.20511,
 0.265601, 0.259843, 0.229451, 0.245105} 

{0.400107, 0.153835, 0.254408, 0.191649,
 0.265936,  0.25916, 0.229722, 0.245182} 

{0.394198, 0.149835, 0.263603, 0.192364,
 0.265666, 0.259667, 0.230335, 0.244333} 

{0.408942, 0.147713, 0.258629, 0.184716,
 0.265933, 0.258353, 0.230988, 0.244727} 

{ 0.43079, 0.140911, 0.243269, 0.185031,
 0.265875,  0.25837, 0.231028, 0.244727} 

{0.405184,  0.14243, 0.251789, 0.200597,
 0.266201, 0.258122,   0.2314, 0.244278} 

{0.393662, 0.151418, 0.254674, 0.200246,
 0.267061, 0.257842, 0.231248, 0.243849} 

{0.389237, 0.174278,  0.24533, 0.191154,
 0.267086, 0.257924,  0.23067,  0.24432} 

{0.398481, 0.171387, 0.241654, 0.188478,
 0.266832,    0.258, 0.231071, 0.244097} 

{0.400301, 0.191429,  0.23579,  0.17248,
 0.266939, 0.257934, 0.231317,  0.24381} 

{ 0.40223, 0.190524,   0.2371, 0.170146,
 0.266751,  0.25854, 0.231887, 0.242822} 

{  0.3949, 0.189436, 0.244874, 0.170791,
 0.266075, 0.259395, 0.230982, 0.243548} 

{ 0.37535,  0.19701, 0.252734, 0.174906,
  0.26583, 0.259805, 0.230726, 0.243639} 

{ 0.37529, 0.195039, 0.251462,  0.17821,
 0.266347, 0.259732, 0.230199, 0.243722} 

{0.363573, 0.199419, 0.260728,  0.17628,
 0.266465, 0.259776, 0.230794, 0.242964} 

{0.349782, 0.189808,   0.2556,  0.20481,
 0.266668, 0.259215, 0.230648, 0.243469} 

{0.338903, 0.182511, 0.279883, 0.198703,
 0.267367, 0.259369, 0.230552, 0.242712} 

{ 0.35371, 0.178768, 0.278357, 0.189165,
 0.266689, 0.259624, 0.230702, 0.242985} 

{0.355299, 0.192042, 0.288877, 0.163782,
 0.268169, 0.258733, 0.230838,  0.24226} 

{0.335064, 0.198247, 0.302354, 0.164334,
 0.268562, 0.258069, 0.231018, 0.242351} 

{0.331915, 0.203916,   0.2924, 0.171769,
 0.270055, 0.257132, 0.231288, 0.241524} 

{0.338114, 0.208893, 0.289132, 0.163862,
 0.268801, 0.257884, 0.229954,  0.24336} 

{0.335756, 0.222107, 0.282222, 0.159915,
 0.268579, 0.258144, 0.229756, 0.243522} 

{0.315824, 0.229888, 0.295286, 0.159003,
  0.26808, 0.258061, 0.229469,  0.24439} 

{0.313355, 0.221571, 0.283863,  0.18121,
 0.268177, 0.257689, 0.229085, 0.245049} 

{0.326653, 0.212826, 0.276337, 0.184183,
 0.267683, 0.258103, 0.228759, 0.245455} 

{0.330846, 0.215061, 0.283203,  0.17089,
 0.268005, 0.258547, 0.227883, 0.245565} 

{0.339516,  0.21413, 0.281746, 0.164607,
 0.268813, 0.258755, 0.228396, 0.244036} 

{0.364124, 0.204029, 0.275225, 0.156621,
 0.269363,  0.25935, 0.227146, 0.244141} 

{0.365814, 0.200892,  0.28259, 0.150704,
 0.269061,  0.25944, 0.227264, 0.244235} 

{0.360027,  0.20709, 0.279503,  0.15338,
 0.268835, 0.259259, 0.228088, 0.243819} 

{0.359202,  0.20815, 0.272828,  0.15982,
 0.268795, 0.259125, 0.227993, 0.244087} 

{0.381662, 0.212695, 0.272277, 0.133367,
 0.268226, 0.258854, 0.228588, 0.244332} 

{0.381265, 0.213936, 0.268915, 0.135883,
 0.267672, 0.259184, 0.228661, 0.244482} 

{0.394067, 0.184061, 0.278768, 0.143104,
 0.267497, 0.259067, 0.228404, 0.245033} 

{0.407387, 0.178539, 0.265956, 0.148118,
 0.266269, 0.259927, 0.229112, 0.244693} 

{0.406442, 0.186245, 0.244743,  0.16257,
 0.265977, 0.259012, 0.229252, 0.245758} 

{0.414265, 0.188716, 0.233203, 0.163815,
 0.265781, 0.258924, 0.229939, 0.245356} 

{0.400825, 0.190287, 0.246231, 0.162657,
 0.266235, 0.259068,  0.22999, 0.244707} 

{0.394201, 0.207521, 0.244744, 0.153533,
 0.266547, 0.259138, 0.229494,  0.24482} 

{0.383584, 0.246824, 0.216574, 0.153018,
 0.266093, 0.259872, 0.229345, 0.244691} 

{0.369365,  0.23303, 0.223758, 0.173846,
 0.266085, 0.259831, 0.229377, 0.244707} 

{ 0.37373, 0.246975, 0.229119, 0.150177,
 0.265951, 0.260036, 0.229437, 0.244576} 

{ 0.38026, 0.257917, 0.247123,   0.1147,
 0.266103, 0.259935, 0.229092,  0.24487} 

{0.356706, 0.228268, 0.272038, 0.142988,
 0.266085, 0.260098, 0.228741, 0.245075} 

{ 0.37501, 0.221252, 0.247197, 0.156541,
 0.266163, 0.260817, 0.227973, 0.245048} 

{0.404745, 0.228552, 0.200261, 0.166442,
 0.266928, 0.261148, 0.227707, 0.244217} 

{0.414059, 0.224624, 0.202676, 0.158641,
 0.267677, 0.260534, 0.227251, 0.244537} 

{0.407762, 0.226239, 0.204958, 0.161041,
 0.270776, 0.259709, 0.227743, 0.241772} 

{0.400694, 0.203082, 0.234901, 0.161322,
 0.270487, 0.259098, 0.227843, 0.242572} 

{0.391048, 0.202871, 0.242818, 0.163263,
  0.27061, 0.258664, 0.228086,  0.24264} 

{0.387574, 0.203631, 0.239323, 0.169472,
  0.26974, 0.258446, 0.228943, 0.242871} 

{0.378511, 0.190822, 0.250952, 0.179715,
 0.270045, 0.258166, 0.228864, 0.242926} 

{0.388682, 0.187031, 0.246503, 0.177785,
 0.270182, 0.258415, 0.228965, 0.242439} 

{0.402207, 0.170637, 0.249832, 0.177324,
 0.270261, 0.258496, 0.229613,  0.24163} 

{0.402676, 0.171468, 0.247836,  0.17802,
 0.268669, 0.259133, 0.230173, 0.242024} 

{0.424917, 0.158275,  0.25746, 0.159348,
 0.268381, 0.259254, 0.230269, 0.242097} 

{0.412016,  0.14872, 0.281275, 0.157989,
  0.26801, 0.258945, 0.230187, 0.242857} 

{0.392377,  0.18294, 0.273316, 0.151366,
 0.268131,  0.25816,  0.23074, 0.242968} 

{0.386114, 0.193838, 0.271636, 0.148412,
  0.26781,  0.25817, 0.230955, 0.243065} 

{0.383953, 0.210649, 0.269559, 0.135839,
 0.267842,  0.25888, 0.231628, 0.241649} 

{0.376372, 0.224902, 0.271006,  0.12772,
 0.268862, 0.258679,  0.23101, 0.241448} 

{0.382279, 0.216746, 0.278021, 0.122954,
 0.268862, 0.259327, 0.230101,  0.24171} 

{0.400843, 0.187606, 0.284901,  0.12665,
 0.268647, 0.259278, 0.230071, 0.242004} 

{0.394521, 0.191043, 0.282117, 0.132319,
 0.268879, 0.259753, 0.229527, 0.241841} 

{0.373784, 0.167343, 0.281692,  0.17718,
 0.269031, 0.260769, 0.228163, 0.242037} 

{0.386957, 0.168589, 0.298014,  0.14644,
 0.270202, 0.259494, 0.228284, 0.242019} 

{0.393588, 0.169179, 0.308715, 0.128518,
 0.270455, 0.259913, 0.226788, 0.242844} 

{0.397103, 0.151107, 0.314646, 0.137144,
 0.270409, 0.259275, 0.227138, 0.243178} 

{0.394248, 0.144153, 0.319436, 0.142163,
 0.270836,  0.25845, 0.227867, 0.242847} 

{0.392303, 0.161131,  0.29473, 0.151836,
 0.271422, 0.257544, 0.227695, 0.243339} 

{0.387309, 0.169565,  0.29279, 0.150335,
 0.271786, 0.257765, 0.228138, 0.242311} 

{0.386335, 0.156271, 0.264494, 0.192899,
 0.270835, 0.258069, 0.228745, 0.242351} 

{0.395763, 0.143194, 0.273124, 0.187919,
 0.270547, 0.257865, 0.229627, 0.241961} 

{0.395994,  0.14949, 0.270914, 0.183602,
  0.27105, 0.258054, 0.229541, 0.241355} 

{0.392037, 0.171117, 0.259175, 0.177671,
  0.27039, 0.259033, 0.228825, 0.241752} 

{0.394157, 0.164026, 0.259893, 0.181923,
 0.270476, 0.259142, 0.229013, 0.241368} 

{0.399622, 0.171716, 0.270921, 0.157741,
 0.270443, 0.258699, 0.229662, 0.241196} 

{ 0.39472, 0.180027, 0.262692,  0.16256,
 0.270568, 0.258913, 0.229953, 0.240566} 

{ 0.40025, 0.164561, 0.265533, 0.169655,
 0.270734, 0.258763, 0.229945, 0.240558} 

{0.394982, 0.172133,  0.26448, 0.168405,
 0.270702, 0.258883, 0.230494, 0.239922} 

{0.408582, 0.156714, 0.266541, 0.168163,
 0.270219, 0.257609,  0.23246, 0.239712} 

{0.383442, 0.160296, 0.271905, 0.184357,
 0.270043, 0.257929, 0.232451, 0.239577} 

{0.376274, 0.172261, 0.249641, 0.201824,
 0.269422, 0.257354, 0.233554,  0.23967} 

{0.384239, 0.157586, 0.249118, 0.209057,
 0.269294, 0.257255, 0.233257, 0.240194} 

{0.378883, 0.168125, 0.233519, 0.219473,
 0.269336, 0.257108, 0.233314, 0.240243} 

{0.382128, 0.165827, 0.240517, 0.211527,
 0.269954, 0.257537, 0.232641, 0.239868} 

{ 0.37826, 0.158485, 0.238779, 0.224476,
 0.270213,  0.25729, 0.232706, 0.239792} 

{0.373851, 0.159912, 0.236933, 0.229304,
 0.270268, 0.257106, 0.232989, 0.239638} 

{0.398968, 0.155976, 0.226045,  0.21901,
 0.270381, 0.257557, 0.232746, 0.239316} 

{0.398196, 0.170865, 0.251195, 0.179744,
 0.270365, 0.257354, 0.233343, 0.238938} 

{0.386587, 0.171401,  0.26053, 0.181482,
 0.269991, 0.257573, 0.233673, 0.238763} 

{0.412428, 0.184384, 0.223696, 0.179493,
 0.270701, 0.257244,  0.23376, 0.238295} 

{ 0.41047, 0.183457, 0.227758, 0.178315,
 0.271009, 0.257287, 0.233495, 0.238209} 

{0.396836, 0.193395, 0.233125, 0.176643,
 0.270735, 0.257932, 0.233326, 0.238006} 

{0.408511, 0.192753, 0.231729, 0.167007,
 0.269037, 0.258182, 0.234364, 0.238417} 

{ 0.39805, 0.198167, 0.223874, 0.179909,
 0.268548, 0.258208, 0.234108, 0.239136} 

{0.387783, 0.187414, 0.218625, 0.206179,
 0.268451, 0.258445,  0.23385, 0.239253} 

{0.365791, 0.193417, 0.216369, 0.224423,
 0.268685, 0.258742,  0.23367, 0.238903} 

{0.360133, 0.206486, 0.208936, 0.224445,
 0.269089, 0.258279,  0.23344, 0.239192} 

{0.356002, 0.219065, 0.206932, 0.218001,
 0.269582,  0.25787, 0.233132, 0.239416} 

{0.351053, 0.223618, 0.206066, 0.219263,
 0.267639, 0.258197, 0.234534, 0.239631} 

{ 0.34359, 0.230407, 0.210556, 0.215447,
 0.267649, 0.258602, 0.234566, 0.239184} 

{0.344878, 0.238274, 0.215311, 0.201538,
 0.269073, 0.258286, 0.233167, 0.239475} 

{0.335911, 0.254179, 0.202106, 0.207804,
 0.270939, 0.258806, 0.232743, 0.237512} 

{0.333624, 0.266203, 0.183847, 0.216326,
 0.271336, 0.258299, 0.233069, 0.237296} 

{0.343719, 0.267651, 0.171786, 0.216844,
 0.271369, 0.257864, 0.232815, 0.237952} 

{0.368925, 0.272872, 0.181267, 0.176936,
 0.271777, 0.257656, 0.232806, 0.237762} 

{0.380541, 0.264346, 0.182273,  0.17284,
 0.271623, 0.257455, 0.232534, 0.238388} 

{0.397791,  0.25469,  0.17591, 0.171609,
 0.271429, 0.257327, 0.232995, 0.238249} 

{0.400229,  0.25862, 0.179346, 0.161806,
 0.271528, 0.257714, 0.233082, 0.237676} 

{0.419365, 0.237822, 0.188634, 0.154179,
 0.271193, 0.258231,  0.23318, 0.237396} 

{ 0.41454, 0.247965, 0.175094, 0.162401,
 0.271165, 0.257765, 0.233542, 0.237529} 

{0.440022, 0.240251, 0.172521, 0.147205,
 0.271674, 0.257618, 0.232929, 0.237779} 

{0.423004, 0.232145, 0.190359, 0.154492,
 0.271265,  0.25691, 0.234135,  0.23769} 

{0.427832, 0.242753, 0.191137, 0.138278,
 0.271454, 0.256415, 0.234368, 0.237763} 

{ 0.44256, 0.237297, 0.187695, 0.132448,
 0.271337,  0.25626, 0.234195, 0.238207} 

{0.454282, 0.227111, 0.183571, 0.135036,
 0.271435, 0.256375, 0.234357, 0.237833} 

{0.468947, 0.211242, 0.192562, 0.127248,
 0.271998, 0.256343, 0.234122, 0.237536} 

{0.462422, 0.219192, 0.183308, 0.135078,
 0.271703, 0.256208, 0.233949,  0.23814} 

{0.440521, 0.222804, 0.189782, 0.146893,
 0.270103, 0.256484, 0.233969, 0.239444} 

{0.435939, 0.222041, 0.197384, 0.144637,
 0.270081, 0.256747, 0.234184, 0.238987} 

{0.448772, 0.216245,  0.19811, 0.136873,
 0.271407, 0.256151, 0.233781, 0.238662} 

{0.442549, 0.221957, 0.202945, 0.132549,
 0.270683, 0.256478, 0.233893, 0.238946} 

{0.419281, 0.226541, 0.208894, 0.145284,
 0.270117, 0.256519, 0.233834,  0.23953} 

{0.432196, 0.231032, 0.208838, 0.127934,
 0.269832, 0.256636, 0.234226, 0.239306} 

{0.435326, 0.221354, 0.210159, 0.133161,
 0.270062, 0.256935,  0.23316, 0.239843} 

{0.433496,  0.18861, 0.234803, 0.143091,
 0.270514, 0.256959, 0.232489, 0.240038} 

{0.429241, 0.200631, 0.228094, 0.142035,
 0.269777, 0.257055, 0.232472, 0.240695} 

{0.419074, 0.209972, 0.230599, 0.140355,
 0.268114, 0.257558, 0.233467, 0.240861} 

{ 0.42063, 0.218385, 0.212293, 0.148693,
 0.267309,  0.25789, 0.233759, 0.241042} 

{0.425316, 0.196545, 0.213748, 0.164392,
 0.267242, 0.257728, 0.234071, 0.240959} 

{0.432452, 0.185109, 0.215781, 0.166658,
 0.267529, 0.257621, 0.234182, 0.240669} 

{0.417502, 0.205887,   0.2191, 0.157511,
 0.268145, 0.258327,  0.23384, 0.239688} 

{0.415466, 0.207472, 0.219217, 0.157846,
 0.266688, 0.258673, 0.234602, 0.240037} 

{0.411465, 0.220227, 0.216089, 0.152218,
 0.266175, 0.258975, 0.234111, 0.240739} 

{0.418888, 0.224701, 0.208802,  0.14761,
 0.266106, 0.258954, 0.233846, 0.241095} 

{0.449342, 0.203045, 0.201523,  0.14609,
 0.266317,  0.25875, 0.234066, 0.240867} 

{0.445104, 0.198351, 0.203311, 0.153234,
  0.26634, 0.259094,  0.23412, 0.240446} 

{0.436568, 0.189616, 0.195575, 0.178241,
 0.266734,  0.25908, 0.233673, 0.240512} 

{0.434251, 0.195492,  0.19108, 0.179177,
 0.267007, 0.258701, 0.233803,  0.24049} 

{0.440815,  0.17248, 0.194352, 0.192354,
 0.267958, 0.258465, 0.233448, 0.240129} 

{0.441066, 0.181749, 0.182808, 0.194377,
 0.268506, 0.257947, 0.232833, 0.240714} 

{0.442405, 0.183326, 0.189517, 0.184752,
 0.268892, 0.257123, 0.233058, 0.240927} 

{0.423915, 0.185303, 0.183694, 0.207088,
 0.268339, 0.256833, 0.233709, 0.241119} 

{ 0.41722, 0.188224, 0.172829, 0.221727,
 0.268337, 0.257047, 0.233909, 0.240707} 

{0.398788,  0.21406, 0.163551, 0.223601,
 0.267421, 0.257152, 0.234261, 0.241166} 

{0.409409, 0.204766, 0.154415, 0.231411,
 0.267381,  0.25662, 0.234145, 0.241855} 

{0.388024, 0.208692,  0.15672, 0.246563,
 0.267147,   0.2562,  0.23409, 0.242564} 

{0.397812, 0.204664,  0.16121, 0.236314,
 0.267758, 0.256278, 0.233934, 0.242029} 

{0.390875,  0.21287,  0.16549, 0.230765,
 0.268215, 0.255485, 0.234225, 0.242074} 

{0.387198,  0.20709,  0.16078, 0.244931,
 0.267049, 0.254287, 0.238689, 0.239975} 

{0.403411, 0.213429, 0.160328, 0.222833,
 0.267741, 0.254709, 0.238513, 0.239037} 

{0.400533, 0.214309, 0.166795, 0.218362,
 0.266843,  0.25498, 0.238947,  0.23923} 

{0.409662, 0.219226, 0.150441, 0.220671,
 0.267629, 0.255546, 0.238109, 0.238715} 

{0.392229, 0.260811,  0.13136,   0.2156,
 0.268181, 0.255289, 0.237977, 0.238553} 

{0.408025, 0.252114, 0.129983, 0.209878,
 0.268028,  0.25507, 0.238394, 0.238508} 

{0.421864, 0.253683, 0.132368, 0.192085,
 0.267671, 0.255166, 0.238838, 0.238326} 

{0.407232, 0.243511, 0.129424, 0.219833,
 0.267125, 0.255704, 0.238414, 0.238757} 

{0.405144, 0.241144, 0.122164, 0.231548,
  0.26674, 0.257224, 0.237883, 0.238152} 

{0.414206, 0.223572, 0.116636, 0.245585,
  0.26683, 0.258022, 0.238281, 0.236867} 

{0.417596, 0.230708, 0.117772, 0.233924,
 0.266825,  0.25857, 0.237856, 0.236749} 

{0.434204, 0.215704, 0.134543, 0.215548,
 0.266982, 0.258729,  0.23855, 0.235739} 

{0.431254, 0.211626, 0.140068, 0.217052,
 0.267149, 0.258833, 0.238624, 0.235394} 

{0.437297, 0.211556, 0.144337,  0.20681,
 0.267176,  0.25896, 0.238336, 0.235529} 

{0.431972, 0.209808, 0.137554, 0.220666,
 0.266027,  0.25895, 0.238641, 0.236381} 

{0.434502, 0.208351, 0.137006, 0.220142,
 0.266546, 0.257099, 0.239393, 0.236963} 

{0.446886, 0.203936, 0.146541, 0.202637,
 0.266788, 0.256516, 0.239611, 0.237085} 

{0.436579, 0.195128, 0.167746, 0.200547,
 0.267325,  0.25658,  0.23997, 0.236125} 

{0.418582, 0.195138,  0.15684, 0.229441,
 0.267285, 0.257131, 0.239716, 0.235867} 

{0.438241, 0.195407, 0.139997, 0.226355,
 0.266861, 0.257041, 0.240195, 0.235903} 

{ 0.44106, 0.193155, 0.137648, 0.228138,
 0.266995,  0.25671, 0.240336, 0.235959} 

{0.463084, 0.188239, 0.134673, 0.214004,
 0.267129, 0.257001, 0.240309, 0.235562} 

{0.432204, 0.199071, 0.138472, 0.230253,
 0.268291, 0.256557, 0.239986, 0.235167} 

{ 0.43412, 0.201019, 0.143251,  0.22161,
 0.268321, 0.256058, 0.240121,   0.2355} 

{0.410179, 0.217557,  0.16619, 0.206075,
 0.268142,  0.25598, 0.240583, 0.235295} 

{0.409015, 0.207262, 0.179034, 0.204688,
 0.268486, 0.255244, 0.240748, 0.235522} 

{0.423645, 0.210033, 0.186398, 0.179923,
 0.268575, 0.254705, 0.241446, 0.235274} 

{0.401703,  0.22203, 0.170848, 0.205419,
 0.268013, 0.255609, 0.240868,  0.23551} 

{0.402919, 0.228114, 0.170136, 0.198831,
 0.268458, 0.254998, 0.241027, 0.235517} 

{0.398053, 0.231409, 0.166723, 0.203815,
 0.268464, 0.255077, 0.240545, 0.235914} 

{0.382236, 0.246752, 0.170836, 0.200176,
 0.267693, 0.254038, 0.240318, 0.237951} 

{0.395134, 0.225766, 0.176738, 0.202362,
 0.267655, 0.254166, 0.240061, 0.238118} 

{0.432096, 0.219718, 0.155201, 0.192986,
 0.267712, 0.254517, 0.239932, 0.237839} 

{ 0.42981, 0.216873, 0.161834, 0.191483,
 0.268701, 0.254054, 0.239691, 0.237554} 

{0.435389, 0.209027, 0.164935, 0.190649,
 0.268678, 0.253776, 0.239429, 0.238118} 

{0.437256,   0.2126, 0.169228, 0.180916,
 0.267994, 0.254453, 0.239518, 0.238035} 

{0.425595,   0.1855, 0.190417, 0.198488,
  0.26662, 0.254809, 0.239962, 0.238608} 

{0.422789, 0.195068,  0.18717, 0.194974,
 0.266671, 0.254624, 0.239843, 0.238862} 

{0.425701,   0.1918, 0.185757, 0.196742,
  0.26643, 0.254746, 0.240363, 0.238461} 

{0.431731, 0.179544, 0.189628, 0.199097,
 0.265718, 0.254292, 0.242371, 0.237618} 

{0.451845, 0.187716, 0.192068, 0.168372,
 0.265939, 0.254482, 0.242536, 0.237044} 

{0.451878,  0.19099, 0.186982,  0.17015,
 0.266082, 0.255317, 0.242252, 0.236348} 

{0.450921, 0.194603, 0.186115, 0.168361,
 0.266246, 0.254611, 0.243063,  0.23608} 

{0.427014, 0.224862, 0.181182, 0.166942,
 0.266614, 0.254583, 0.242598, 0.236206} 

{0.414773, 0.227435, 0.188602,  0.16919,
 0.266154, 0.254937, 0.242556, 0.236352} 

