poena : 1075 documents
  0.30544,  0.21294, 0.315681, 0.165939,
 0.238126, 0.289833, 0.254875, 0.217166,
 0.207726, 0.318443, 0.255613, 0.218217,
 0.146963,  0.26383, 0.212613, 0.376594,
 0.240715, 0.256995, 0.278244, 0.224045,
 0.356945, 0.151546, 0.152446, 0.339064,
 0.182954, 0.243804, 0.373235, 0.200008,
 0.143639, 0.139341, 0.540723, 0.176297,
 0.098545, 0.171654, 0.643373, 0.086428,
 0.059247, 0.243068, 0.681113, 0.016572,
 0.045741,    0.167, 0.780021, 0.007238} 

{0.088128, 0.266019, 0.616866, 0.028987,
 0.014167, 0.573376, 0.394933, 0.017523,
 0.310125, 0.214956, 0.310601, 0.164317,
 0.239812, 0.286854, 0.243202, 0.230132,
 0.217005, 0.309554, 0.255786, 0.217656,
 0.133477, 0.249301, 0.206066, 0.411156,
 0.240208, 0.261296, 0.281764, 0.216731,
 0.358571, 0.145304, 0.138607, 0.357517,
 0.182336, 0.241556, 0.377187, 0.198921,
 0.153554, 0.282249, 0.409628, 0.154569,
 0.034773, 0.211604, 0.655071, 0.098552,
 0.058321, 0.171326, 0.635593,  0.13476,
  0.15417, 0.178182, 0.598508,  0.06914} 

{0.005294, 0.322178, 0.662378,  0.01015,
  0.01949, 0.449129, 0.286892,  0.24449,
 0.314318, 0.212372,  0.30531,    0.168,
  0.24012, 0.290116, 0.242888, 0.226877,
 0.219813, 0.298106, 0.260071,  0.22201,
  0.13987, 0.233268,  0.22899, 0.397872,
 0.243631, 0.260223, 0.274266,  0.22188,
 0.415569, 0.145549, 0.114967, 0.323915,
 0.180393, 0.241995, 0.375758, 0.201854,
 0.035135, 0.037078, 0.870584, 0.057203,
 0.019454, 0.233088, 0.688247, 0.059211,
 0.034242, 0.298762, 0.629169, 0.037828,
 0.018225, 0.585609, 0.331725, 0.064441} 

{ 0.01431, 0.141251, 0.609397, 0.235042,
 0.068479, 0.062632, 0.809452, 0.059436,
 0.317729, 0.212606, 0.304452, 0.165212,
  0.24111, 0.289693, 0.240847,  0.22835,
 0.188537,  0.29583, 0.283812, 0.231822,
 0.151861, 0.264644,  0.23958, 0.343915,
  0.23836, 0.260701, 0.277418,  0.22352,
 0.453516, 0.115205,  0.10929, 0.321989,
 0.180943, 0.234663, 0.379319, 0.205075,
 0.031638,  0.13295, 0.780185, 0.055227,
 0.012583, 0.173511, 0.738669, 0.075237,
 0.017171, 0.184388, 0.769949, 0.028493,
 0.025532, 0.095783, 0.857946, 0.020739} 

{0.067689, 0.010873, 0.877587, 0.043851,
 0.297307, 0.121969, 0.315817, 0.264908,
 0.308949, 0.213254, 0.314936, 0.162861,
 0.241888, 0.286697,  0.24215, 0.229264,
 0.187508, 0.290999, 0.276211, 0.245282,
 0.146106, 0.268823, 0.231924, 0.353147,
 0.236945, 0.263463,  0.28128, 0.218312,
 0.407401, 0.124452, 0.117879, 0.350268,
 0.182591, 0.237046,   0.3755, 0.204864,
 0.057195, 0.346206,   0.5144, 0.082199,
 0.025478, 0.350897, 0.447834, 0.175791,
  0.02039, 0.217831,  0.66942, 0.092359,
 0.050299, 0.436669, 0.442414, 0.070618} 

{0.096198, 0.015641, 0.877635, 0.010526,
 0.060085, 0.024757, 0.876064, 0.039094,
  0.29142, 0.210392, 0.332706, 0.165481,
 0.238943, 0.295699, 0.243599, 0.221759,
  0.18426,  0.29846, 0.272003, 0.245277,
 0.195633, 0.251843, 0.209433,  0.34309,
 0.243843, 0.266099, 0.274631, 0.215427,
 0.392406, 0.140933, 0.128975, 0.337685,
  0.17611, 0.231849, 0.391735, 0.200306,
 0.036317, 0.235015, 0.492149,  0.23652,
 0.042777, 0.335223, 0.500311, 0.121689,
 0.030507, 0.185416, 0.737005, 0.047073,
 0.090842,  0.08624, 0.789617, 0.033301} 

{ 0.01264, 0.003713, 0.952785, 0.030862,
  0.16964, 0.045456, 0.688147, 0.096758,
  0.28642, 0.218084, 0.334167, 0.161329,
 0.237885, 0.296098, 0.244097,  0.22192,
 0.182537, 0.300624, 0.271644, 0.245195,
 0.152199, 0.281033, 0.201354, 0.365414,
 0.245137, 0.260573, 0.271951, 0.222338,
 0.413422,  0.13017, 0.145973, 0.310436,
 0.175435, 0.231332, 0.384939, 0.208293,
 0.064931, 0.175157, 0.411976, 0.347936,
 0.053939, 0.493105, 0.352276, 0.100679,
  0.05378,  0.16148, 0.730884, 0.053856,
 0.221431, 0.439963, 0.305513, 0.033093} 

{0.051927, 0.004729, 0.896348, 0.046996,
 0.119756, 0.038849, 0.678212, 0.163182,
  0.28512, 0.215172, 0.336318,  0.16339,
 0.236407, 0.305301, 0.244446, 0.213847,
 0.190744, 0.308441, 0.264562, 0.236252,
 0.140081, 0.310461, 0.198399, 0.351059,
   0.2431, 0.260189, 0.270373, 0.226338,
   0.4418,  0.09893, 0.174074, 0.285196,
 0.170286,   0.2343,  0.38791, 0.207504,
  0.10652, 0.626659, 0.219315, 0.047507,
 0.085424, 0.517686,  0.35157,  0.04532,
 0.080767,  0.41905,  0.45648, 0.043704,
 0.487748, 0.447001, 0.049163, 0.016087} 

{0.150465, 0.179769, 0.462518, 0.207248,
 0.042518, 0.098254, 0.754031, 0.105198,
 0.287757, 0.215226,  0.33454, 0.162477,
 0.245554, 0.294846, 0.250225, 0.209376,
 0.192416, 0.311549, 0.265558, 0.230476,
 0.165213, 0.318453, 0.182335, 0.333998,
 0.244149, 0.252958, 0.259659, 0.243233,
 0.426599, 0.097038,  0.17397, 0.302393,
 0.162862, 0.233113, 0.393559, 0.210467,
 0.119675, 0.257136, 0.545677, 0.077513,
 0.082436, 0.444166, 0.445837, 0.027561,
 0.167577, 0.670479,  0.13619, 0.025754,
 0.055749, 0.800351, 0.113968, 0.029933} 

{0.028611, 0.080519, 0.752469, 0.138401,
 0.012733, 0.020796, 0.810595, 0.155875,
 0.293204, 0.202079, 0.339892, 0.164826,
 0.244362, 0.292861, 0.251485, 0.211292,
 0.216846,  0.29669, 0.256031, 0.230433,
  0.18916, 0.305281, 0.225551, 0.280008,
 0.241042, 0.249871, 0.268655, 0.240432,
 0.405509, 0.142862, 0.154229,   0.2974,
 0.163883,  0.22802,  0.39784, 0.210257,
 0.097486, 0.129601, 0.720992, 0.051921,
  0.06349, 0.507981, 0.360817, 0.067712,
 0.144896, 0.609074, 0.204232, 0.041798,
 0.025467,  0.76146, 0.161262,  0.05181} 

{0.011347, 0.043573, 0.881488, 0.063592,
 0.071386, 0.035066, 0.367724, 0.525824,
 0.274203, 0.222304, 0.338652, 0.164841,
 0.257705, 0.287048, 0.245606, 0.209641,
 0.218643, 0.323228, 0.222005, 0.236124,
 0.147212, 0.327621, 0.209217, 0.315949,
 0.241197, 0.247669, 0.269422, 0.241712,
 0.427068, 0.150001,  0.15757, 0.265361,
 0.162927,  0.22799,  0.40065, 0.208432,
 0.056378, 0.291937, 0.569893, 0.081792,
 0.059145, 0.503912,  0.37102, 0.065922,
 0.030129, 0.479131, 0.428638, 0.062101,
 0.118614, 0.104234, 0.565025, 0.212127} 

{ 0.01532, 0.013106, 0.926305,  0.04527,
 0.034583, 0.076457, 0.715565, 0.173395,
 0.273895, 0.216886, 0.346569,  0.16265,
 0.257046, 0.292083, 0.244825, 0.206046,
 0.251934, 0.308258, 0.211138,  0.22867,
   0.1675,  0.29356, 0.216555, 0.322385,
 0.249846, 0.241533, 0.269154, 0.239467,
 0.407065, 0.126647, 0.160884, 0.305405,
 0.165415, 0.220015, 0.409757, 0.204813,
 0.042401, 0.563133, 0.303704, 0.090762,
 0.051547, 0.506936, 0.319527, 0.121991,
 0.057848, 0.274297, 0.572437, 0.095417,
  0.07468, 0.827783, 0.057909, 0.039628} 

{0.004574, 0.002541, 0.833498, 0.159387,
  0.00802, 0.004006, 0.882525, 0.105448,
 0.277483, 0.209166, 0.350279, 0.163072,
 0.260325, 0.297276, 0.236245, 0.206154,
 0.252336, 0.308774, 0.207506, 0.231385,
 0.165498, 0.281697,  0.23134, 0.321465,
 0.248394, 0.251945, 0.254494, 0.245167,
 0.374682, 0.174011, 0.164048,  0.28726,
 0.163406, 0.217115, 0.413192, 0.206287,
 0.453103, 0.237913, 0.194268, 0.114716,
 0.051828, 0.463955, 0.429508, 0.054708,
 0.035712, 0.171444, 0.767117, 0.025728,
 0.025587, 0.449118, 0.473951, 0.051345} 

{0.002205, 0.009285, 0.958697, 0.029814,
 0.054442, 0.152277, 0.604003, 0.189278,
 0.290695,  0.19797, 0.340453, 0.170882,
 0.262513,  0.30269, 0.232689, 0.202108,
 0.255271, 0.313117, 0.201997, 0.229615,
 0.161226, 0.296716, 0.227079, 0.314979,
 0.246227, 0.251482, 0.250963, 0.251328,
 0.466035, 0.124348, 0.169664, 0.239953,
  0.16541,  0.21164, 0.409331,  0.21362,
  0.23255, 0.248332, 0.224234, 0.294884,
 0.123473, 0.419434, 0.420456, 0.036637,
 0.037761, 0.533418, 0.399462, 0.029359,
 0.038028, 0.606579,  0.34579, 0.009602} 

{0.052543, 0.044069, 0.644484, 0.258905,
 0.277375, 0.391311, 0.278874,  0.05244,
 0.275202,  0.20696, 0.344442, 0.173396,
 0.266862, 0.294272, 0.239183, 0.199683,
  0.25548,  0.31182, 0.206577, 0.226123,
 0.164388, 0.290832, 0.218813, 0.325967,
 0.246547,  0.25054, 0.250351, 0.252562,
 0.463513, 0.115133, 0.191701, 0.229653,
 0.156322, 0.211756, 0.403253, 0.228669,
 0.171417, 0.442642, 0.304829, 0.081112,
 0.192095,  0.26066, 0.513442, 0.033804,
 0.022726, 0.650544, 0.308978, 0.017752,
 0.020382, 0.653466, 0.302251, 0.023901} 

{0.268883, 0.058078, 0.542493, 0.130546,
 0.155885, 0.057332, 0.455836, 0.330947,
  0.27918, 0.204228, 0.342778, 0.173814,
 0.271578,  0.29165, 0.238055, 0.198718,
 0.248588, 0.299804, 0.228393, 0.223215,
 0.158155, 0.294834, 0.227764, 0.319247,
 0.242609, 0.248113,   0.2466, 0.262678,
 0.521666, 0.084533,   0.1427, 0.251101,
 0.159972, 0.211342,   0.4016, 0.227086,
  0.18624, 0.634319, 0.081799, 0.097642,
 0.168665, 0.623848, 0.196874, 0.010613,
 0.031084, 0.457844, 0.500404, 0.010668,
 0.112278, 0.826067, 0.056246, 0.005409} 

{0.063989, 0.262912, 0.457576, 0.215524,
 0.107544, 0.138222, 0.496415, 0.257818,
 0.283185,   0.1959, 0.332762, 0.188154,
 0.268812, 0.291621, 0.235341, 0.204227,
  0.26348, 0.306159, 0.200723, 0.229638,
 0.158689, 0.287852, 0.233876, 0.319582,
 0.248572, 0.255454,  0.25417, 0.241804,
 0.508189, 0.101293, 0.157674, 0.232845,
 0.152994, 0.210882, 0.410151, 0.225974,
 0.267739, 0.554432, 0.159089,  0.01874,
 0.068232, 0.784119, 0.141874, 0.005775,
 0.109026,  0.71148, 0.169065, 0.010429,
 0.018543, 0.960597, 0.019895, 0.000964} 

{0.453427, 0.045465, 0.443082, 0.058026,
  0.31472, 0.220798, 0.398371, 0.066111,
 0.271008, 0.199213, 0.340927, 0.188852,
 0.271125, 0.290244, 0.244953, 0.193678,
 0.264223, 0.303007, 0.202911, 0.229859,
 0.150814, 0.271133, 0.228483, 0.349571,
 0.256887, 0.252497, 0.248395, 0.242221,
 0.486324, 0.099819, 0.166604, 0.247253,
 0.153149, 0.211253, 0.411183, 0.224415,
 0.088804, 0.414236,  0.45902,  0.03794,
 0.022739, 0.793362, 0.177107, 0.006793,
 0.004267,  0.94147, 0.053684, 0.000579,
 0.007591, 0.784728, 0.206138, 0.001543} 

{0.045206, 0.043594, 0.794124, 0.117076,
 0.490504, 0.091574, 0.349237, 0.068685,
 0.266461, 0.200117, 0.343415, 0.190008,
 0.269765,  0.28888, 0.250503, 0.190852,
 0.273129, 0.283716, 0.214524,  0.22863,
 0.164123, 0.254672, 0.240305,   0.3409,
 0.262295, 0.259408, 0.249915, 0.228383,
 0.467809,  0.11292, 0.157953, 0.261318,
 0.157648, 0.211178, 0.407859, 0.223316,
 0.074132, 0.732617, 0.172224, 0.021026,
 0.040178, 0.662149, 0.292252, 0.005421,
 0.013766,  0.52689, 0.455786, 0.003559,
 0.015756, 0.693545, 0.288069,  0.00263} 

{0.114208, 0.171109,  0.51429, 0.200393,
 0.174067, 0.062025, 0.651948,  0.11196,
 0.263991,  0.20389, 0.341545, 0.190573,
 0.274783, 0.292577, 0.243889, 0.188751,
 0.265649, 0.289484,  0.22027, 0.224597,
 0.152821, 0.252382, 0.269376, 0.325421,
 0.253772, 0.265774, 0.252974, 0.227481,
  0.47702, 0.105107, 0.160438, 0.257435,
  0.15865,  0.21472, 0.404153, 0.222476,
 0.196306, 0.312615, 0.455824, 0.035255,
  0.02662, 0.488918, 0.477799, 0.006662,
 0.032489, 0.763554, 0.201512, 0.002445,
 0.007824, 0.977008, 0.013895, 0.001273} 

{0.013489, 0.025599, 0.936865, 0.024047,
 0.081235, 0.142123, 0.684575, 0.092067,
 0.272379, 0.204104, 0.337191, 0.186325,
 0.273797, 0.289898, 0.248852, 0.187453,
 0.262936, 0.284311, 0.217009, 0.235743,
 0.162484, 0.243724, 0.267365, 0.326428,
 0.261157, 0.258085,  0.25347, 0.227288,
 0.421303, 0.102585, 0.141228, 0.334884,
 0.150764, 0.213818, 0.414013, 0.221405,
 0.064763, 0.355095, 0.557909, 0.022234,
 0.050395, 0.545697, 0.398004, 0.005903,
 0.062106, 0.751708, 0.184106, 0.002081,
   0.0182, 0.899151,  0.08087, 0.001779} 

{0.094737, 0.116987, 0.655987, 0.132289,
 0.031384, 0.041003, 0.824167, 0.103446,
   0.2742, 0.197055, 0.337133, 0.191612,
 0.280805, 0.290518, 0.249952, 0.178726,
 0.252773, 0.284547, 0.237134, 0.225547,
 0.151932,  0.22188, 0.271472, 0.354715,
 0.257147, 0.255196,  0.25552, 0.232136,
 0.416641, 0.098831, 0.148068, 0.336461,
 0.158438, 0.205786, 0.414666,  0.22111,
 0.026003, 0.640825, 0.309158, 0.024015,
 0.050679, 0.492251,   0.4235,  0.03357,
 0.028292, 0.436275, 0.524308, 0.011126,
 0.113074, 0.572697, 0.309328, 0.004901} 

{0.084175, 0.062227, 0.646451, 0.207147,
  0.05579,  0.02875, 0.746858, 0.168602,
 0.265629,  0.20665, 0.323459, 0.204262,
 0.290701,  0.28421, 0.242637, 0.182452,
 0.255015, 0.284226, 0.235752, 0.225008,
 0.163834, 0.220386, 0.275997, 0.339783,
 0.255917, 0.253669, 0.261623, 0.228792,
 0.440641,  0.09128,  0.15554, 0.312539,
 0.162257, 0.202119,  0.41566, 0.219964,
 0.102346, 0.312579, 0.372753, 0.212321,
 0.050123, 0.514484, 0.395226, 0.040168,
  0.07656, 0.590103, 0.321167,  0.01217,
 0.021672, 0.831201,  0.13955, 0.007577} 

{0.023946, 0.120548, 0.586276,  0.26923,
 0.068366, 0.073472, 0.745818, 0.112343,
 0.259838, 0.211398,  0.32592, 0.202844,
 0.291618, 0.288071, 0.236304, 0.184007,
 0.254461, 0.279776, 0.230113,  0.23565,
 0.170054, 0.227734, 0.280833,  0.32138,
 0.272052,  0.24644, 0.253492, 0.228017,
 0.420575, 0.076603, 0.141695, 0.361127,
 0.162992, 0.200644, 0.417338, 0.219026,
 0.057847, 0.604983, 0.247976, 0.089193,
 0.045641, 0.636561, 0.279919, 0.037878,
 0.019323, 0.685209,  0.27732, 0.018148,
 0.003852, 0.934591, 0.032534, 0.029023} 

{0.009888, 0.081595, 0.562973, 0.345543,
 0.022103, 0.094874, 0.199041, 0.683982,
 0.265366, 0.212324, 0.318224, 0.204087,
 0.293614, 0.290209, 0.229468, 0.186709,
 0.241257,  0.27697, 0.233207, 0.248567,
  0.12732, 0.240667, 0.287594, 0.344419,
 0.272336, 0.246892, 0.249942, 0.230829,
   0.3964, 0.086604,  0.13161, 0.385386,
 0.162802,  0.19918, 0.418405, 0.219614,
  0.07556, 0.723714, 0.136793, 0.063933,
 0.043299, 0.670155, 0.216195, 0.070351,
 0.009021, 0.701814, 0.250333, 0.038833,
 0.047355, 0.696879,  0.15661, 0.099156} 

{0.010995, 0.122535, 0.481018, 0.385452,
 0.058879,  0.39949, 0.230655, 0.310975,
 0.267857, 0.216805, 0.314845, 0.200493,
 0.300015, 0.285506, 0.223901, 0.190578,
