2176 documents , 1 concepts , 4824 context features (112720) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.08187070363739075   T=0,K=0:  42890 (0.002) ; 5112 (0.001) ; 111700 (0.001) ; 4470 (0.001) ; 111728 (0.001) ; 95849 (0.001) ; 106197 (0.001) ; nlsj4709 (0.001) ; 86371 (0.001) ; 98894 (0.001) ; 
0.03452305886072984   T=0,K=2:  46802 (0.001) ; 85306 (0.001) ; 112350 (0.001) ; 64914 (0.001) ; 31035 (0.001) ; 43024 (0.001) ; 22209 (0.001) ; 9938 (0.001) ; 43206 (0.001) ; 2830 (0.001) ; 
0.12698830481119233   T=1,K=2:  85306 (0.003) ; 43206 (0.002) ; 22209 (0.002) ; nlsj2153 (0.001) ;  (0.001) ; 64990 (0.001) ; 111700 (0.001) ; 8909 (0.001) ; 28002 (0.001) ; 43024 (0.001) ; 
0.16377504790693356   T=2,K=2:  22209 (0.006) ; 8909 (0.005) ; 85306 (0.004) ; 43206 (0.004) ; 45996 (0.002) ; nlsj71743 (0.002) ; nlsj2153 (0.002) ; 6174 (0.002) ; 39489 (0.002) ;  (0.001) ; 
0.0609645807053242   T=3,K=2:  85306 (0.017) ; 22209 (0.016) ; 8909 (0.010) ; 45996 (0.006) ; 43206 (0.005) ; 4845 (0.005) ; 106974 (0.004) ;  (0.003) ; 19972 (0.002) ; nlsj71743 (0.002) ; 
0.09511605620096832   T=4,K=2:  22209 (0.037) ; 85306 (0.022) ; 45996 (0.022) ; 106974 (0.017) ; 4845 (0.008) ; 8909 (0.007) ; 19972 (0.005) ; 43206 (0.004) ;  (0.003) ; 31236 (0.003) ; 
0.02987828647955998   T=5,K=2:  45996 (0.032) ; 22209 (0.019) ; 106974 (0.011) ; 85306 (0.010) ; 4845 (0.010) ; 31236 (0.007) ; 8909 (0.006) ;  (0.005) ; 19972 (0.005) ; 62204 (0.005) ; 
0.047147781783279934   T=6,K=2:  45996 (0.057) ; 8909 (0.016) ; 22209 (0.014) ;  (0.010) ; 31236 (0.009) ; 4845 (0.008) ; 85306 (0.008) ; 62204 (0.007) ; 90504 (0.007) ; 63772 (0.007) ; 
0.11377553089485822   T=7,K=2:  45996 (0.041) ; 8909 (0.027) ;  (0.019) ; 62204 (0.016) ; 63772 (0.013) ; 90504 (0.011) ; 85306 (0.011) ; 16051 (0.010) ; 22209 (0.010) ; 31236 (0.010) ; 
0.11863503558382196   T=8,K=2:  45996 (0.071) ;  (0.047) ; 22209 (0.030) ; 8909 (0.022) ; 63772 (0.019) ; 90504 (0.018) ; 84234 (0.015) ; 62204 (0.015) ; 85306 (0.014) ; 28569 (0.014) ; 
0.09098714339984357   T=9,K=2:  45996 (0.033) ; 22209 (0.032) ; 63772 (0.028) ; 62204 (0.025) ; 90504 (0.019) ;  (0.018) ; 31236 (0.017) ; 84234 (0.015) ; 75552 (0.014) ; 28569 (0.012) ; 
0.09418063021598298   T=10,K=2:  112720 (0.043) ; 72627 (0.037) ; 63772 (0.036) ; 45996 (0.031) ; 84234 (0.026) ; 31236 (0.023) ; 15893 (0.018) ; 62204 (0.017) ; 103922 (0.017) ; 102000 (0.016) ; 
0.10835944669848734   T=11,K=2:  72627 (0.030) ; 31236 (0.022) ; 45996 (0.022) ; 112720 (0.021) ; 103922 (0.014) ; 84234 (0.013) ; 64866 (0.011) ; 63772 (0.008) ; 62204 (0.007) ; nlsj76838 (0.007) ; 
0.1916410148978043   T=12,K=2:  112720 (0.026) ; 31236 (0.022) ; 72627 (0.022) ; 45996 (0.014) ; 92010 (0.013) ; 64866 (0.013) ; 103922 (0.012) ; 84234 (0.011) ; 102000 (0.009) ; 83718 (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  45996 (0.025) ; 22209 (0.014) ; 31236 (0.010) ; 63772 (0.010) ;  (0.009) ; 112720 (0.009) ; 85306 (0.009) ; 8909 (0.009) ; 72627 (0.008) ; 62204 (0.008) ; 

0.39561126220367426   T=0,K=3:  37262 (0.002) ; 90504 (0.002) ; 10998 (0.001) ; nlsj61372 (0.001) ; 71065 (0.001) ; 4478 (0.001) ; 58319 (0.001) ; 44964 (0.001) ; 93789 (0.001) ; 79705 (0.001) ; 
0.2602118244001684   T=1,K=3:  90504 (0.004) ; 71065 (0.002) ; 72610 (0.002) ; 37262 (0.002) ; 10998 (0.001) ; 85665 (0.001) ; 102000 (0.001) ; 70958 (0.001) ; 93789 (0.001) ; 44964 (0.001) ; 
0.1652827922917343   T=2,K=3:  90504 (0.004) ; 75552 (0.004) ; 71065 (0.004) ; nlsj61372 (0.003) ; 63724 (0.003) ; 72610 (0.003) ; 102000 (0.002) ; 96089 (0.002) ; nlsj68228 (0.002) ; 10998 (0.002) ; 
0.06472348680508618   T=3,K=3:  72627 (0.009) ; 63724 (0.007) ; 102000 (0.006) ; 72610 (0.005) ; nlsj61372 (0.005) ; 106974 (0.004) ; 71308 (0.004) ; 45996 (0.003) ; 1564 (0.003) ; 112720 (0.003) ; 
0.10148711028837615   T=4,K=3:  72627 (0.033) ; 45996 (0.017) ; 1564 (0.014) ;  (0.013) ; 20621 (0.012) ; 106974 (0.011) ; 71308 (0.011) ; 62204 (0.007) ; 23069 (0.007) ; 22209 (0.005) ; 
0.13087422238975094   T=5,K=3:  45996 (0.023) ;  (0.012) ; 1564 (0.012) ; 72627 (0.008) ; 11583 (0.006) ; 62204 (0.006) ; 20621 (0.006) ; 23069 (0.005) ; 85306 (0.005) ; 22209 (0.005) ; 
0.10461610217985504   T=6,K=3:  45996 (0.024) ;  (0.013) ; 85306 (0.009) ; 1564 (0.008) ; nlsj14967 (0.007) ; 72627 (0.007) ; 8865 (0.007) ; nlsj76838 (0.006) ; 22209 (0.006) ; 57460 (0.006) ; 
0.09761943288946734   T=7,K=3:  45996 (0.036) ; 85306 (0.020) ;  (0.014) ; 90504 (0.014) ; 27847 (0.010) ; nlsj14967 (0.009) ; nlsj76838 (0.008) ; 8865 (0.008) ; 103922 (0.007) ; 23069 (0.007) ; 
0.08779750439732228   T=8,K=3:  45996 (0.050) ;  (0.032) ; 84234 (0.029) ; 23069 (0.025) ; 63772 (0.022) ; 90504 (0.019) ; 15893 (0.015) ; 8865 (0.012) ; 65552 (0.010) ; 20621 (0.010) ; 
0.09611076977663345   T=9,K=3:  45996 (0.052) ;  (0.027) ; 84234 (0.024) ; 72627 (0.022) ; 68641 (0.019) ; 112720 (0.014) ; 64866 (0.013) ; 90504 (0.010) ; 8865 (0.010) ; 70958 (0.010) ; 
0.1071083707205778   T=10,K=3:  45996 (0.085) ; 72627 (0.044) ; 112720 (0.032) ; 102000 (0.030) ;  (0.026) ; 22209 (0.018) ; 31236 (0.013) ; 72610 (0.009) ; 67762 (0.008) ; 1564 (0.008) ; 
0.1380518800061273   T=11,K=3:  112720 (0.036) ; 45996 (0.022) ; 22209 (0.015) ; 72627 (0.015) ; 31236 (0.011) ; 99507 (0.010) ; 102000 (0.010) ; 63845 (0.010) ; nlsj76838 (0.008) ; 8909 (0.008) ; 
0.06877725155786146   T=12,K=3:  112720 (0.030) ; 45996 (0.017) ; 99507 (0.013) ; 102000 (0.011) ; 44964 (0.009) ; 31236 (0.009) ; 22209 (0.009) ; 68641 (0.009) ; 72627 (0.008) ; 63845 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  45996 (0.025) ; 72627 (0.012) ;  (0.012) ; 112720 (0.011) ; 84234 (0.006) ; 22209 (0.006) ; 90504 (0.006) ; 102000 (0.006) ; 23069 (0.006) ; 1564 (0.006) ; 

0.16667161913056253   T=0,K=4:  54200 (0.002) ; 29541 (0.002) ; 735 (0.001) ; 87484 (0.001) ; 39045 (0.001) ; 45996 (0.001) ; 115071 (0.001) ; 95641 (0.001) ; 86112 (0.001) ; 76703 (0.001) ; 
0.18176796393601086   T=1,K=4:  45996 (0.003) ; 39045 (0.002) ; 71023 (0.002) ; 31565 (0.002) ; nlsj177 (0.002) ; 86112 (0.002) ; 735 (0.002) ; 87484 (0.002) ; 29541 (0.002) ; 892 (0.001) ; 
0.17181298122073424   T=2,K=4:  45996 (0.007) ;  (0.006) ; 31565 (0.005) ; 71023 (0.005) ; nlsj71743 (0.004) ; nlsj177 (0.003) ; 72202 (0.003) ; 6339 (0.003) ; 87484 (0.002) ; 86112 (0.002) ; 
0.11889403577557013   T=3,K=4:  31565 (0.017) ;  (0.017) ; nlsj71743 (0.009) ; 45996 (0.008) ; 22209 (0.007) ; 68641 (0.006) ; 72627 (0.006) ; 26197 (0.005) ; 6339 (0.005) ; 72202 (0.004) ; 
0.09743817804512978   T=4,K=4:  22209 (0.029) ; 26197 (0.021) ;  (0.019) ; 85306 (0.014) ; 45996 (0.005) ; 26886 (0.005) ; 110598 (0.005) ; 72627 (0.004) ; 31565 (0.004) ; 86112 (0.004) ; 
0.04890454813430906   T=5,K=4:   (0.026) ; 85306 (0.025) ; 22209 (0.015) ; 26197 (0.012) ; 45996 (0.009) ; 110598 (0.007) ; 114753 (0.005) ; 103701 (0.004) ; 26886 (0.004) ; 50236 (0.004) ; 
0.0458687721720729   T=6,K=4:  85306 (0.044) ;  (0.025) ; 22209 (0.016) ; 45996 (0.011) ; 26197 (0.009) ; 110598 (0.007) ; 103701 (0.005) ; 76570 (0.005) ; 62204 (0.004) ; 26886 (0.004) ; 
0.05472317752018472   T=7,K=4:  85306 (0.040) ;  (0.026) ; 22209 (0.019) ; 45996 (0.016) ; 260 (0.010) ; 62204 (0.010) ; 103701 (0.008) ; 64866 (0.008) ; 110598 (0.007) ; 116416 (0.007) ; 
0.078938257466727   T=8,K=4:   (0.036) ; 116416 (0.030) ; 64866 (0.024) ; 45996 (0.023) ; 22209 (0.022) ; 85306 (0.019) ; 260 (0.018) ; 62204 (0.018) ; 8909 (0.013) ; 15893 (0.012) ; 
0.08946561667276853   T=9,K=4:  45996 (0.033) ; 22209 (0.028) ; 8909 (0.025) ; 6339 (0.022) ;  (0.016) ; 72627 (0.015) ; 58429 (0.014) ; 64866 (0.012) ; 73277 (0.011) ; 116416 (0.010) ; 
0.08962835170057981   T=10,K=4:  45996 (0.073) ; 22209 (0.025) ; 72627 (0.021) ; nlsj11198 (0.016) ; 92010 (0.015) ; 102000 (0.012) ; 58429 (0.011) ; 6339 (0.010) ; 8909 (0.010) ; 85306 (0.007) ; 
0.0923051696755143   T=11,K=4:  22209 (0.014) ; 45996 (0.012) ; 72627 (0.011) ; 58429 (0.011) ; 102000 (0.011) ; 92010 (0.011) ; 8909 (0.010) ; 6339 (0.009) ; 63772 (0.009) ; nlsj11198 (0.008) ; 
0.07254926309106681   T=12,K=4:  22209 (0.020) ; 45996 (0.016) ; 72627 (0.016) ; 58429 (0.013) ; 63772 (0.012) ; 102000 (0.012) ; 8909 (0.009) ; 6339 (0.009) ; 41502 (0.008) ; nlsj11198 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  45996 (0.017) ; 22209 (0.015) ;  (0.014) ; 85306 (0.013) ; 8909 (0.007) ; 72627 (0.006) ; 6339 (0.005) ; 58429 (0.005) ; 26197 (0.005) ; 116416 (0.005) ; 

0.021706607192294433   T=0,K=5:  74126 (0.001) ; 97677 (0.001) ; 72202 (0.001) ;  (0.001) ; 10266 (0.001) ; 97133 (0.001) ; nlsj76838 (0.001) ; 33603 (0.001) ; 52571 (0.001) ; 85907 (0.001) ; 
0.05913991739236083   T=1,K=5:  nlsj76838 (0.002) ;  (0.002) ; 72202 (0.002) ; 106094 (0.002) ; 45996 (0.001) ; 74126 (0.001) ; 75552 (0.001) ; 60308 (0.001) ; 85696 (0.001) ; 95813 (0.001) ; 
0.0377367961192243   T=2,K=5:   (0.005) ; 45996 (0.004) ; 72202 (0.004) ; nlsj76838 (0.003) ; 74126 (0.003) ; 8665 (0.002) ; 892 (0.002) ; 106094 (0.002) ; 75552 (0.002) ; 28569 (0.001) ; 
0.04171401879764527   T=3,K=5:  45996 (0.016) ; 72202 (0.011) ;  (0.006) ; 72627 (0.005) ; nlsj76838 (0.004) ; 28569 (0.003) ; 8665 (0.003) ; 104355 (0.003) ; 110639 (0.002) ; 892 (0.002) ; 
0.12470836430668295   T=4,K=5:  45996 (0.045) ; 72627 (0.014) ; 104355 (0.012) ;  (0.005) ; nlsj76838 (0.004) ; 28569 (0.003) ; 72202 (0.003) ; 84422 (0.003) ; 75552 (0.002) ; 22209 (0.002) ; 
0.06146231950547562   T=5,K=5:  45996 (0.028) ;  (0.010) ; 104355 (0.009) ; 72627 (0.009) ; 85306 (0.006) ; 22209 (0.005) ; 106502 (0.004) ; 84422 (0.004) ; 28569 (0.004) ; 8665 (0.004) ; 
0.12099295969681745   T=6,K=5:  45996 (0.026) ; 85306 (0.012) ;  (0.011) ; 65552 (0.010) ; 104355 (0.010) ; 8909 (0.010) ; 106502 (0.009) ; 22209 (0.007) ; 72627 (0.006) ; 62204 (0.006) ; 
0.07858881121045044   T=7,K=5:  45996 (0.024) ; 85306 (0.022) ; 65552 (0.019) ; 8909 (0.018) ;  (0.012) ; 62204 (0.011) ; 22209 (0.007) ; 23069 (0.007) ; 59339 (0.007) ; 104355 (0.006) ; 
0.11136478097866553   T=8,K=5:  45996 (0.051) ; 65552 (0.032) ;  (0.026) ; 8909 (0.018) ; 85306 (0.016) ; 22209 (0.013) ; 62204 (0.013) ; 91547 (0.010) ; 105829 (0.010) ; nlsj71743 (0.009) ; 
0.11324544211125176   T=9,K=5:   (0.026) ; 45996 (0.024) ; 75552 (0.022) ; 62204 (0.018) ; 84234 (0.018) ; 105829 (0.013) ; 116416 (0.012) ; 8909 (0.011) ; 28566 (0.011) ; 63772 (0.010) ; 
0.11147736212876942   T=10,K=5:   (0.043) ; 75552 (0.036) ; 84234 (0.033) ; 45996 (0.027) ; 104421 (0.018) ; 102381 (0.013) ; 26447 (0.008) ; 62204 (0.007) ; 74735 (0.007) ; 42214 (0.006) ; 
0.07729371202322195   T=11,K=5:   (0.026) ; 104421 (0.018) ; 102381 (0.014) ; 75552 (0.012) ; 45996 (0.011) ; 84234 (0.010) ; 83869 (0.006) ; 74735 (0.006) ; 26447 (0.006) ; 86112 (0.005) ; 
0.08300513307399966   T=12,K=5:   (0.027) ; 75552 (0.021) ; 102381 (0.011) ; 104421 (0.010) ; 84234 (0.009) ; 26447 (0.008) ; 83869 (0.007) ; 15893 (0.007) ; 85306 (0.007) ; 83718 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  45996 (0.020) ;  (0.015) ; 75552 (0.009) ; 84234 (0.007) ; 85306 (0.007) ; 65552 (0.007) ; 8909 (0.006) ; 62204 (0.005) ; 72627 (0.005) ; 22209 (0.004) ; 

0.081911404976756   T=0,K=6:  112720 (0.002) ; 18107 (0.001) ; 98929 (0.001) ; 24856 (0.001) ; 91186 (0.001) ; 99012 (0.001) ; 110114 (0.001) ; 5276 (0.001) ; 7010 (0.001) ; 83182 (0.001) ; 
0.06784817597928834   T=1,K=6:  112720 (0.003) ; 110114 (0.002) ; 51358 (0.002) ; 18107 (0.002) ; 38743 (0.001) ; 91186 (0.001) ; 66294 (0.001) ; 103838 (0.001) ; nlsj89241 (0.001) ; 113560 (0.001) ; 
0.09830319480538673   T=2,K=6:  110114 (0.007) ; 51358 (0.005) ; 112720 (0.004) ; 45996 (0.003) ; 18107 (0.003) ; 59794 (0.002) ; 28566 (0.002) ; 61791 (0.002) ; 112217 (0.002) ; 106094 (0.002) ; 
0.07457132293901542   T=3,K=6:  45996 (0.012) ; 28566 (0.009) ; 22209 (0.009) ; 112720 (0.008) ; 51358 (0.007) ; 110114 (0.007) ; 106094 (0.006) ;  (0.005) ; 27847 (0.004) ; 80011 (0.004) ; 
0.10772575887890977   T=4,K=6:  22209 (0.034) ;  (0.021) ; 106094 (0.016) ; 27847 (0.015) ; nlsj114757 (0.015) ; 42214 (0.013) ; 21920 (0.012) ; 61791 (0.008) ; 80011 (0.006) ; 28566 (0.005) ; 
0.21479444129945402   T=5,K=6:   (0.016) ; 22209 (0.015) ; nlsj114757 (0.011) ; 106094 (0.010) ; 27847 (0.007) ; 45996 (0.006) ; 104429 (0.005) ; 42214 (0.005) ; 72627 (0.005) ; 8909 (0.005) ; 
0.1272584311385008   T=6,K=6:   (0.017) ; 22209 (0.011) ; 45996 (0.011) ; 27847 (0.007) ; 104429 (0.007) ; 8909 (0.007) ; 102000 (0.007) ; nlsj114757 (0.007) ; 72627 (0.006) ; 85306 (0.006) ; 
0.09877852514080611   T=7,K=6:  45996 (0.029) ; 8909 (0.019) ; 85306 (0.013) ;  (0.013) ; 110114 (0.010) ; 27847 (0.010) ; 72627 (0.010) ; 22209 (0.009) ; 102000 (0.008) ; 103701 (0.008) ; 
0.10495771574756914   T=8,K=6:  8909 (0.045) ; 45996 (0.044) ;  (0.028) ; 102000 (0.027) ; 22209 (0.022) ; 106263 (0.014) ; 68641 (0.012) ; 85306 (0.012) ; 103701 (0.012) ; nlsj14967 (0.011) ; 
0.1223310529965879   T=9,K=6:  8909 (0.042) ; 45996 (0.027) ; 102000 (0.025) ; 112720 (0.021) ; 65552 (0.019) ; 115887 (0.018) ; 28569 (0.018) ; 22209 (0.015) ;  (0.014) ; 63772 (0.013) ; 
0.10643141542065584   T=10,K=6:  45996 (0.066) ; 115887 (0.039) ; 112720 (0.038) ; 62204 (0.030) ; 63772 (0.027) ; 8909 (0.019) ; 72627 (0.017) ; 70922 (0.012) ; 28569 (0.010) ; 892 (0.010) ; 
0.09774414266695511   T=11,K=6:  45996 (0.018) ; 72627 (0.016) ; 8909 (0.013) ; 70922 (0.013) ; 112720 (0.012) ; 63772 (0.012) ; 62204 (0.012) ; 115887 (0.011) ; 104355 (0.009) ; 68641 (0.009) ; 
0.06254032610782241   T=12,K=6:  72627 (0.031) ; 45996 (0.019) ; 112720 (0.018) ; 28569 (0.017) ; 63772 (0.015) ; 104355 (0.012) ; 70922 (0.010) ; 8909 (0.010) ; 62204 (0.010) ; 21902 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  45996 (0.018) ; 8909 (0.013) ; 22209 (0.010) ; 112720 (0.010) ;  (0.010) ; 72627 (0.008) ; 115887 (0.007) ; 63772 (0.007) ; 102000 (0.007) ; 62204 (0.006) ; 

0.07194562564270388   T=0,K=7:  51313 (0.001) ; 109194 (0.001) ; 72610 (0.001) ; 27261 (0.001) ; 67526 (0.001) ; 39543 (0.001) ; 116408 (0.001) ; 35983 (0.001) ; 109729 (0.001) ; 43943 (0.001) ; 
0.07466252187166192   T=1,K=7:  98584 (0.002) ; 116408 (0.002) ;  (0.002) ; 72610 (0.002) ; 67526 (0.002) ; 83665 (0.002) ; 109194 (0.002) ; 112720 (0.001) ; 30866 (0.001) ; 27261 (0.001) ; 
0.061880368608738925   T=2,K=7:  112720 (0.004) ; 22209 (0.004) ; 98584 (0.004) ; 30866 (0.003) ; 109194 (0.002) ; 112794 (0.002) ; 84494 (0.002) ; 27261 (0.002) ; 22210 (0.002) ; 67526 (0.002) ; 
0.16755873312424124   T=3,K=7:  30866 (0.010) ; 22209 (0.010) ; 98584 (0.008) ; 112720 (0.007) ; 90504 (0.005) ; 260 (0.004) ; 103012 (0.004) ; 106974 (0.003) ;  (0.003) ; 112794 (0.003) ; 
0.09641484545575812   T=4,K=7:  22209 (0.031) ; 90504 (0.019) ; 260 (0.017) ; 103012 (0.016) ; 106974 (0.010) ; 68641 (0.010) ; 6330 (0.006) ; 98584 (0.004) ; 30866 (0.004) ; 45996 (0.004) ; 
0.07420755698555923   T=5,K=7:  22209 (0.021) ; 68641 (0.019) ; 90504 (0.015) ; 260 (0.010) ; 45996 (0.009) ; 103012 (0.006) ; 64866 (0.005) ; 106974 (0.005) ; nlsj114757 (0.004) ;  (0.004) ; 
0.07324274154567237   T=6,K=7:  45996 (0.021) ; 22209 (0.016) ; 260 (0.012) ; 68641 (0.012) ; 90504 (0.010) ; 8909 (0.010) ; nlsj114757 (0.009) ; 116416 (0.009) ; 86219 (0.006) ;  (0.006) ; 
