756 documents , 1 concepts , 2613 context features (59339) 
kappaF 100.000000, kappaK 2.000000, a0 1.000000, b0 1.000000, K 4, max_docs_per_slice 2000, start -700, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
0.43832047679781067   T=0,K=0:  59295 (0.013) ; 45996 (0.011) ; 102000 (0.009) ; 85306 (0.009) ; 23069 (0.007) ; 29883 (0.007) ; 72627 (0.007) ; 43206 (0.007) ; 112720 (0.007) ; 73277 (0.007) ; 
0.3072499489298317   T=10,K=1:  45996 (0.011) ; 84494 (0.010) ; 22100 (0.009) ; 72627 (0.008) ; 75552 (0.008) ; 48291 (0.007) ; 22209 (0.007) ; 8909 (0.007) ; 84234 (0.006) ; nlsj61372 (0.006) ; 
0.22326816440633623   T=11,K=1:  45996 (0.011) ; 84494 (0.009) ; 72627 (0.009) ; 22100 (0.008) ; 75552 (0.008) ; 48291 (0.008) ; 61791 (0.007) ; nlsj61372 (0.007) ; 84234 (0.007) ; 73277 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  84494 (0.010) ; 45996 (0.009) ; 72627 (0.009) ; 22100 (0.008) ; 22209 (0.007) ; 84234 (0.007) ; 48291 (0.007) ; 8909 (0.007) ; 62204 (0.006) ; 65552 (0.006) ; 

0.4736830210499831   T=0,K=2:  115887 (0.026) ; 59339 (0.021) ; 84234 (0.019) ; 22209 (0.012) ; 68641 (0.011) ; 70922 (0.011) ; 63772 (0.008) ; 48291 (0.008) ; 62204 (0.008) ; 45996 (0.008) ; 
0.00038643902933335387   T=1,K=2:  115887 (0.025) ; 59339 (0.020) ; 84234 (0.019) ; 68641 (0.012) ; 22209 (0.011) ; 62204 (0.009) ; 70922 (0.009) ; 45996 (0.009) ; 48291 (0.008) ; 63772 (0.008) ; 
0.6610183226586559   T=2,K=2:  115887 (0.028) ; 59339 (0.024) ; 84234 (0.020) ; 68641 (0.012) ; 22209 (0.012) ; 62204 (0.011) ; 45996 (0.009) ; 48291 (0.009) ; 112720 (0.008) ; 71023 (0.007) ; 
0.01331224351276136   T=3,K=2:  115887 (0.026) ; 59339 (0.022) ; 84234 (0.019) ; 22209 (0.012) ; 45996 (0.011) ; 62204 (0.010) ; 68641 (0.009) ; 48291 (0.009) ; 112720 (0.008) ; 85306 (0.007) ; 
0.09266127994509468   T=4,K=2:  59339 (0.023) ; 115887 (0.021) ; 84234 (0.019) ; 22209 (0.013) ; 45996 (0.012) ; 62204 (0.011) ; 48291 (0.010) ; 68641 (0.008) ; 63772 (0.008) ; 85306 (0.008) ; 
0.12091849031676838   T=5,K=2:  59339 (0.023) ; 115887 (0.018) ; 84234 (0.018) ; 45996 (0.014) ; 22209 (0.014) ; 62204 (0.011) ; 48291 (0.010) ; 28566 (0.007) ; 85306 (0.007) ; 112720 (0.007) ; 
0.7003423139833456   T=6,K=2:  59339 (0.026) ; 115887 (0.020) ; 45996 (0.018) ; 22209 (0.013) ; 84234 (0.013) ; 48291 (0.012) ; 62204 (0.011) ; 28566 (0.007) ; 112720 (0.007) ; 63772 (0.007) ; 
0.1376186681286577   T=7,K=2:  59339 (0.025) ; 45996 (0.018) ; 115887 (0.018) ; 22209 (0.014) ; 84234 (0.014) ; 48291 (0.011) ; 62204 (0.010) ; 68641 (0.008) ; 75552 (0.007) ; 112720 (0.007) ; 
0.18759377133878374   T=8,K=2:  59339 (0.029) ; 45996 (0.016) ; 84234 (0.015) ; 22209 (0.015) ; 115887 (0.014) ; 48291 (0.011) ; 62204 (0.010) ; 85306 (0.008) ; 68641 (0.008) ; 70922 (0.008) ; 
0.11535259210282178   T=9,K=2:  59339 (0.031) ; 84234 (0.017) ; 45996 (0.015) ; 115887 (0.015) ; 22209 (0.015) ; 62204 (0.010) ; 48291 (0.010) ; 68641 (0.009) ; 75552 (0.008) ; 70922 (0.008) ; 
0.2716995423398839   T=10,K=2:  59339 (0.033) ; 84234 (0.020) ; 115887 (0.015) ; 22209 (0.015) ; 45996 (0.015) ; 62204 (0.013) ; 48291 (0.011) ; 68641 (0.008) ; 70922 (0.008) ; 71023 (0.008) ; 
0.6201133952558351   T=11,K=2:  59339 (0.033) ; 84234 (0.019) ; 115887 (0.015) ; 22209 (0.015) ; 45996 (0.014) ; 62204 (0.013) ; 48291 (0.010) ; 68641 (0.009) ; 70922 (0.008) ; 71023 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  59339 (0.026) ; 115887 (0.020) ; 84234 (0.018) ; 45996 (0.013) ; 22209 (0.013) ; 62204 (0.011) ; 48291 (0.010) ; 68641 (0.009) ; 70922 (0.007) ; 63772 (0.007) ; 

2.85879862439107e-08   T=0,K=3:  84494 (0.013) ; 22209 (0.012) ; 85306 (0.012) ; 110598 (0.009) ; 90504 (0.009) ; 22100 (0.008) ; 45996 (0.008) ; 48291 (0.008) ; 102381 (0.007) ; 4845 (0.007) ; 
1.0685861664514437e-10   T=1,K=3:  22209 (0.014) ; 84494 (0.012) ; 85306 (0.012) ; 90504 (0.009) ; 110598 (0.009) ; 22100 (0.009) ; 4845 (0.008) ; 48291 (0.008) ; 45996 (0.007) ; 102381 (0.007) ; 
3.77075784448828e-08   T=2,K=3:  85306 (0.012) ; 22209 (0.012) ; 84494 (0.011) ; 90504 (0.009) ; 110598 (0.009) ; 48291 (0.009) ; 22100 (0.008) ; 45996 (0.007) ; 4845 (0.007) ; 75954 (0.006) ; 
2.2176315573393196e-10   T=3,K=3:  22209 (0.012) ; 84494 (0.012) ; 85306 (0.010) ; 110598 (0.010) ; 90504 (0.009) ; 22100 (0.009) ; 48291 (0.008) ; 45996 (0.008) ; 4845 (0.007) ; 75954 (0.007) ; 
5.836951383994698e-14   T=4,K=3:  84494 (0.012) ; 22209 (0.012) ; 85306 (0.010) ; 110598 (0.009) ; 48291 (0.009) ; 90504 (0.009) ; 22100 (0.009) ; 45996 (0.007) ; 4845 (0.007) ; 75954 (0.007) ; 
3.2372853969837416e-10   T=5,K=3:  84494 (0.011) ; 22209 (0.011) ; 110598 (0.010) ; 85306 (0.009) ; 22100 (0.009) ; 90504 (0.009) ; 48291 (0.009) ; 4845 (0.007) ; 45996 (0.007) ; 75954 (0.006) ; 
9.073230029814085e-08   T=6,K=3:  110598 (0.011) ; 22209 (0.010) ; 48291 (0.010) ; 85306 (0.010) ; 84494 (0.010) ; 22100 (0.010) ; 90504 (0.009) ; 45996 (0.007) ; 75954 (0.006) ; 79223 (0.006) ; 
2.478217358647509e-06   T=7,K=3:  110598 (0.013) ; 48291 (0.012) ; 84494 (0.010) ; 22100 (0.010) ; 85306 (0.010) ; 22209 (0.010) ; 90504 (0.009) ; 75954 (0.007) ; 45996 (0.006) ; 4845 (0.006) ; 
6.816164469987993e-05   T=8,K=3:  110598 (0.015) ; 48291 (0.012) ; 85306 (0.012) ; 84494 (0.011) ; 22100 (0.010) ; 90504 (0.010) ; 22209 (0.009) ; 75954 (0.007) ; 45996 (0.007) ; 4845 (0.005) ; 
0.012527087376842976   T=9,K=3:  110598 (0.016) ; 48291 (0.014) ; 85306 (0.012) ; 84494 (0.011) ; 22100 (0.010) ; 22209 (0.009) ; 90504 (0.008) ; 75954 (0.007) ; 45996 (0.007) ; 4845 (0.006) ; 
0.19050161693881995   T=10,K=3:  110598 (0.016) ; 48291 (0.014) ; 85306 (0.012) ; 84494 (0.010) ; 90504 (0.009) ; 22209 (0.008) ; 22100 (0.008) ; 75954 (0.007) ; 4845 (0.006) ; 45996 (0.006) ; 
0.153489804185207   T=11,K=3:  110598 (0.017) ; 85306 (0.012) ; 48291 (0.012) ; 84494 (0.011) ; 90504 (0.009) ; 22209 (0.008) ; 45996 (0.008) ; 22100 (0.007) ; 75954 (0.007) ; 4845 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  110598 (0.012) ; 84494 (0.011) ; 85306 (0.011) ; 22209 (0.011) ; 48291 (0.010) ; 90504 (0.009) ; 22100 (0.009) ; 45996 (0.007) ; 75954 (0.007) ; 4845 (0.006) ; 

0.9926264229505424   T=0,K=0:  59295 (0.013) ; 45996 (0.011) ; 102000 (0.009) ; 85306 (0.009) ; 23069 (0.007) ; 29883 (0.007) ; 72627 (0.007) ; 43206 (0.007) ; 112720 (0.007) ; 73277 (0.007) ; 
0.999001150289352   T=1,K=0:  59295 (0.016) ; 45996 (0.010) ; 85306 (0.009) ; 102000 (0.008) ; 72627 (0.007) ; 23069 (0.007) ; 73277 (0.007) ; 29883 (0.007) ; 93634 (0.006) ; 43206 (0.006) ; 
0.46116051540197134   T=2,K=0:  59295 (0.017) ; 102000 (0.009) ; 45996 (0.009) ; 85306 (0.008) ; 112720 (0.007) ; 73277 (0.007) ; 23069 (0.007) ; 72627 (0.007) ; 43206 (0.006) ; 75954 (0.006) ; 
0.23926185836348604   T=3,K=0:  59295 (0.016) ; 102000 (0.010) ; 73277 (0.008) ; 85306 (0.008) ; 112720 (0.008) ; 45996 (0.007) ; 23069 (0.007) ; 75954 (0.006) ; 93634 (0.006) ; 72627 (0.006) ; 
0.4394554503982278   T=4,K=0:  59295 (0.014) ; 102000 (0.009) ; 85306 (0.009) ; 23069 (0.008) ; 73277 (0.008) ; 112720 (0.008) ; 75954 (0.007) ; 45996 (0.007) ; 93634 (0.006) ; 48291 (0.006) ; 
0.29515956297995044   T=5,K=0:  59295 (0.012) ; 112720 (0.009) ; 102000 (0.009) ; 85306 (0.009) ; 23069 (0.009) ; 73277 (0.009) ; 45996 (0.007) ; 93634 (0.006) ; 48291 (0.006) ; 75954 (0.006) ; 
0.01895620034440389   T=6,K=0:  73277 (0.011) ; 102000 (0.010) ; 59295 (0.009) ; 85306 (0.009) ; 23069 (0.008) ; 112720 (0.008) ; 75954 (0.006) ; 45996 (0.006) ; 93634 (0.006) ; 18107 (0.006) ; 
0.15009603536069416   T=7,K=0:  73277 (0.011) ; 102000 (0.010) ; 23069 (0.009) ; 112720 (0.009) ; 85306 (0.008) ; 59295 (0.008) ; 75954 (0.006) ; 18107 (0.006) ; 93634 (0.006) ; 45996 (0.006) ; 
0.29786815558148466   T=8,K=0:  102000 (0.010) ; 73277 (0.010) ; 112720 (0.009) ; 23069 (0.008) ; 75954 (0.008) ; 85306 (0.007) ; 59295 (0.007) ; 48291 (0.006) ; 93634 (0.006) ; 18107 (0.006) ; 
0.08777487623279397   T=9,K=0:  102000 (0.011) ; 73277 (0.010) ; 112720 (0.009) ; 23069 (0.008) ; 75954 (0.007) ; 59295 (0.006) ; 48291 (0.006) ; 85306 (0.006) ; 45996 (0.006) ; 93634 (0.006) ; 
0.19775297222825589   T=10,K=0:  73277 (0.011) ; 102000 (0.010) ; 112720 (0.008) ; 23069 (0.008) ; 75954 (0.008) ; 59295 (0.007) ; 45996 (0.007) ; 48291 (0.006) ; 58429 (0.006) ; 93634 (0.006) ; 
0.09014261884760076   T=11,K=0:  102000 (0.011) ; 73277 (0.010) ; 75954 (0.009) ; 112720 (0.008) ; 59295 (0.008) ; 23069 (0.007) ; 45996 (0.007) ; 48291 (0.006) ; 85306 (0.006) ; 58429 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  59295 (0.011) ; 102000 (0.010) ; 73277 (0.009) ; 112720 (0.008) ; 23069 (0.008) ; 85306 (0.008) ; 45996 (0.007) ; 75954 (0.007) ; 93634 (0.006) ; 48291 (0.006) ; 

1.4347254429375565e-07   T=0,K=1:  84494 (0.011) ; 84234 (0.010) ; 22100 (0.008) ; 65552 (0.008) ; 8909 (0.008) ; 72627 (0.007) ; 45996 (0.007) ; 22209 (0.007) ; 48291 (0.006) ; 62204 (0.006) ; 
7.357889505374589e-06   T=1,K=1:  84494 (0.010) ; 72627 (0.009) ; 84234 (0.009) ; 45996 (0.008) ; 22100 (0.008) ; 8909 (0.007) ; 48291 (0.007) ; 62204 (0.006) ; 65552 (0.006) ; 73277 (0.006) ; 
0.0010731607658117052   T=2,K=1:  84494 (0.010) ; 45996 (0.009) ; 72627 (0.009) ; 84234 (0.008) ; 22100 (0.008) ; 48291 (0.007) ; 8909 (0.007) ; 62204 (0.007) ; 114816 (0.006) ; 65552 (0.006) ; 
0.4274664578147137   T=3,K=1:  84494 (0.011) ; 72627 (0.009) ; 45996 (0.008) ; 22100 (0.008) ; 48291 (0.007) ; 8909 (0.007) ; 62204 (0.007) ; 84234 (0.007) ; 61791 (0.006) ; 22209 (0.006) ; 
0.010555446526050689   T=4,K=1:  84494 (0.011) ; 72627 (0.009) ; 45996 (0.008) ; 22100 (0.008) ; 48291 (0.008) ; 22209 (0.007) ; 62204 (0.007) ; 84234 (0.007) ; 8909 (0.006) ; 65552 (0.006) ; 
0.21123455200855892   T=5,K=1:  84494 (0.011) ; 22209 (0.009) ; 45996 (0.009) ; 22100 (0.009) ; 72627 (0.008) ; 62204 (0.007) ; 48291 (0.007) ; 84234 (0.007) ; 65552 (0.007) ; 8909 (0.006) ; 
0.37167453235034725   T=6,K=1:  84494 (0.011) ; 45996 (0.009) ; 22209 (0.009) ; 72627 (0.009) ; 22100 (0.008) ; 62204 (0.007) ; 84234 (0.007) ; 48291 (0.007) ; 65552 (0.007) ; 8909 (0.006) ; 
0.3588049726995988   T=7,K=1:  84494 (0.012) ; 22209 (0.009) ; 72627 (0.009) ; 45996 (0.009) ; 22100 (0.009) ; nlsj61372 (0.007) ; 63772 (0.007) ; 84234 (0.006) ; 62204 (0.006) ; 48291 (0.006) ; 
0.25776205831996357   T=8,K=1:  45996 (0.010) ; 72627 (0.010) ; 84494 (0.010) ; 22100 (0.009) ; 22209 (0.009) ; nlsj61372 (0.007) ; 84234 (0.006) ; 65552 (0.006) ; 8909 (0.006) ; 48291 (0.006) ; 
0.10413420879253235   T=9,K=1:  45996 (0.012) ; 84494 (0.010) ; 22100 (0.009) ; 72627 (0.009) ; 22209 (0.007) ; 48291 (0.007) ; nlsj61372 (0.007) ; 75552 (0.006) ; 62204 (0.006) ; 84234 (0.006) ; 
0.44801221846216494   T=10,K=1:  45996 (0.011) ; 84494 (0.010) ; 22100 (0.009) ; 72627 (0.008) ; 75552 (0.008) ; 48291 (0.007) ; 22209 (0.007) ; 8909 (0.007) ; 84234 (0.006) ; nlsj61372 (0.006) ; 
0.11025331451611305   T=11,K=1:  45996 (0.011) ; 84494 (0.009) ; 72627 (0.009) ; 22100 (0.008) ; 75552 (0.008) ; 48291 (0.008) ; 61791 (0.007) ; nlsj61372 (0.007) ; 84234 (0.007) ; 73277 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  84494 (0.010) ; 45996 (0.009) ; 72627 (0.009) ; 22100 (0.008) ; 22209 (0.007) ; 84234 (0.007) ; 48291 (0.007) ; 8909 (0.007) ; 62204 (0.006) ; 65552 (0.006) ; 

0.006630819235529939   T=0,K=2:  115887 (0.026) ; 59339 (0.021) ; 84234 (0.019) ; 22209 (0.012) ; 68641 (0.011) ; 70922 (0.011) ; 63772 (0.008) ; 48291 (0.008) ; 62204 (0.008) ; 45996 (0.008) ; 
0.00032994466365069477   T=1,K=2:  115887 (0.025) ; 59339 (0.020) ; 84234 (0.019) ; 68641 (0.012) ; 22209 (0.011) ; 62204 (0.009) ; 70922 (0.009) ; 45996 (0.009) ; 48291 (0.008) ; 63772 (0.008) ; 
0.1654186509549795   T=2,K=2:  115887 (0.028) ; 59339 (0.024) ; 84234 (0.020) ; 68641 (0.012) ; 22209 (0.012) ; 62204 (0.011) ; 45996 (0.009) ; 48291 (0.009) ; 112720 (0.008) ; 71023 (0.007) ; 
0.00732182274938624   T=3,K=2:  115887 (0.026) ; 59339 (0.022) ; 84234 (0.019) ; 22209 (0.012) ; 45996 (0.011) ; 62204 (0.010) ; 68641 (0.009) ; 48291 (0.009) ; 112720 (0.008) ; 85306 (0.007) ; 
0.13848729470950524   T=4,K=2:  59339 (0.023) ; 115887 (0.021) ; 84234 (0.019) ; 22209 (0.013) ; 45996 (0.012) ; 62204 (0.011) ; 48291 (0.010) ; 68641 (0.008) ; 63772 (0.008) ; 85306 (0.008) ; 
0.3166189657473197   T=5,K=2:  59339 (0.023) ; 115887 (0.018) ; 84234 (0.018) ; 45996 (0.014) ; 22209 (0.014) ; 62204 (0.011) ; 48291 (0.010) ; 28566 (0.007) ; 85306 (0.007) ; 112720 (0.007) ; 
0.19834092140629603   T=6,K=2:  59339 (0.026) ; 115887 (0.020) ; 45996 (0.018) ; 22209 (0.013) ; 84234 (0.013) ; 48291 (0.012) ; 62204 (0.011) ; 28566 (0.007) ; 112720 (0.007) ; 63772 (0.007) ; 
0.2711178334982831   T=7,K=2:  59339 (0.025) ; 45996 (0.018) ; 115887 (0.018) ; 22209 (0.014) ; 84234 (0.014) ; 48291 (0.011) ; 62204 (0.010) ; 68641 (0.008) ; 75552 (0.007) ; 112720 (0.007) ; 
0.23916401303169418   T=8,K=2:  59339 (0.029) ; 45996 (0.016) ; 84234 (0.015) ; 22209 (0.015) ; 115887 (0.014) ; 48291 (0.011) ; 62204 (0.010) ; 85306 (0.008) ; 68641 (0.008) ; 70922 (0.008) ; 
0.6256268360959522   T=9,K=2:  59339 (0.031) ; 84234 (0.017) ; 45996 (0.015) ; 115887 (0.015) ; 22209 (0.015) ; 62204 (0.010) ; 48291 (0.010) ; 68641 (0.009) ; 75552 (0.008) ; 70922 (0.008) ; 
0.18120522136655953   T=10,K=2:  59339 (0.033) ; 84234 (0.020) ; 115887 (0.015) ; 22209 (0.015) ; 45996 (0.015) ; 62204 (0.013) ; 48291 (0.011) ; 68641 (0.008) ; 70922 (0.008) ; 71023 (0.008) ; 
0.37503359594497615   T=11,K=2:  59339 (0.033) ; 84234 (0.019) ; 115887 (0.015) ; 22209 (0.015) ; 45996 (0.014) ; 62204 (0.013) ; 48291 (0.010) ; 68641 (0.009) ; 70922 (0.008) ; 71023 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  59339 (0.026) ; 115887 (0.020) ; 84234 (0.018) ; 45996 (0.013) ; 22209 (0.013) ; 62204 (0.011) ; 48291 (0.010) ; 68641 (0.009) ; 70922 (0.007) ; 63772 (0.007) ; 

0.0007426143413833975   T=0,K=3:  84494 (0.013) ; 22209 (0.012) ; 85306 (0.012) ; 110598 (0.009) ; 90504 (0.009) ; 22100 (0.008) ; 45996 (0.008) ; 48291 (0.008) ; 102381 (0.007) ; 4845 (0.007) ; 
0.000661547157492035   T=1,K=3:  22209 (0.014) ; 84494 (0.012) ; 85306 (0.012) ; 90504 (0.009) ; 110598 (0.009) ; 22100 (0.009) ; 4845 (0.008) ; 48291 (0.008) ; 45996 (0.007) ; 102381 (0.007) ; 
0.3723476728772375   T=2,K=3:  85306 (0.012) ; 22209 (0.012) ; 84494 (0.011) ; 90504 (0.009) ; 110598 (0.009) ; 48291 (0.009) ; 22100 (0.008) ; 45996 (0.007) ; 4845 (0.007) ; 75954 (0.006) ; 
0.325949861072414   T=3,K=3:  22209 (0.012) ; 84494 (0.012) ; 85306 (0.010) ; 110598 (0.010) ; 90504 (0.009) ; 22100 (0.009) ; 48291 (0.008) ; 45996 (0.008) ; 4845 (0.007) ; 75954 (0.007) ; 
0.4115018083662162   T=4,K=3:  84494 (0.012) ; 22209 (0.012) ; 85306 (0.010) ; 110598 (0.009) ; 48291 (0.009) ; 90504 (0.009) ; 22100 (0.009) ; 45996 (0.007) ; 4845 (0.007) ; 75954 (0.007) ; 
0.17698691926417112   T=5,K=3:  84494 (0.011) ; 22209 (0.011) ; 110598 (0.010) ; 85306 (0.009) ; 22100 (0.009) ; 90504 (0.009) ; 48291 (0.009) ; 4845 (0.007) ; 45996 (0.007) ; 75954 (0.006) ; 
0.4110283458989529   T=6,K=3:  110598 (0.011) ; 22209 (0.010) ; 48291 (0.010) ; 85306 (0.010) ; 84494 (0.010) ; 22100 (0.010) ; 90504 (0.009) ; 45996 (0.007) ; 75954 (0.006) ; 79223 (0.006) ; 
0.21998115844142402   T=7,K=3:  110598 (0.013) ; 48291 (0.012) ; 84494 (0.010) ; 22100 (0.010) ; 85306 (0.010) ; 22209 (0.010) ; 90504 (0.009) ; 75954 (0.007) ; 45996 (0.006) ; 4845 (0.006) ; 
0.2052057730668576   T=8,K=3:  110598 (0.015) ; 48291 (0.012) ; 85306 (0.012) ; 84494 (0.011) ; 22100 (0.010) ; 90504 (0.010) ; 22209 (0.009) ; 75954 (0.007) ; 45996 (0.007) ; 4845 (0.005) ; 
0.18246407887872154   T=9,K=3:  110598 (0.016) ; 48291 (0.014) ; 85306 (0.012) ; 84494 (0.011) ; 22100 (0.010) ; 22209 (0.009) ; 90504 (0.008) ; 75954 (0.007) ; 45996 (0.007) ; 4845 (0.006) ; 
0.17302958794301973   T=10,K=3:  110598 (0.016) ; 48291 (0.014) ; 85306 (0.012) ; 84494 (0.010) ; 90504 (0.009) ; 22209 (0.008) ; 22100 (0.008) ; 75954 (0.007) ; 4845 (0.006) ; 45996 (0.006) ; 
0.42457047069131   T=11,K=3:  110598 (0.017) ; 85306 (0.012) ; 48291 (0.012) ; 84494 (0.011) ; 90504 (0.009) ; 22209 (0.008) ; 45996 (0.008) ; 22100 (0.007) ; 75954 (0.007) ; 4845 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  110598 (0.012) ; 84494 (0.011) ; 85306 (0.011) ; 22209 (0.011) ; 48291 (0.010) ; 90504 (0.009) ; 22100 (0.009) ; 45996 (0.007) ; 75954 (0.007) ; 4845 (0.006) ; 

===============  per time  ===============
Time=0  
