dubius : 944 documents
 0.284482, 0.286743, 0.164593, 0.264182,
 0.241179, 0.234158, 0.224639, 0.300025,
 0.243197, 0.171737, 0.313878, 0.271189,
 0.210313, 0.324329, 0.237595, 0.227763,
 0.332544, 0.293299, 0.124442, 0.249714,
 0.312424, 0.316908, 0.215247,  0.15542,
 0.124167, 0.268498, 0.321516, 0.285819} 

{0.339745, 0.166451, 0.184258, 0.309547,
 0.283498, 0.278567, 0.165919, 0.272016,
 0.238953, 0.239492, 0.219708, 0.301847,
 0.254212, 0.228211, 0.272585, 0.244993,
 0.210622, 0.317399, 0.234707, 0.237272,
 0.344218,  0.32696, 0.122829, 0.205993,
 0.297589, 0.361062, 0.180324, 0.161025,
 0.122557, 0.276204, 0.315348, 0.285891} 

{0.333219, 0.159407, 0.186828, 0.320545,
 0.299345, 0.267679, 0.157975, 0.275001,
 0.239538,  0.24613, 0.216877, 0.297455,
 0.251368, 0.231861, 0.257271,   0.2595,
 0.206693, 0.318176, 0.238285, 0.236847,
 0.337022, 0.285367, 0.207448, 0.170163,
 0.295578, 0.374259, 0.172542, 0.157622,
  0.13212, 0.277553, 0.298136, 0.292191} 

{0.336761, 0.153249, 0.188732, 0.321258,
 0.295588, 0.267741, 0.158012, 0.278659,
 0.235558,  0.23797, 0.232596, 0.293876,
 0.227124, 0.233851, 0.233227, 0.305798,
 0.199454, 0.328838, 0.230845, 0.240863,
 0.348088, 0.299316, 0.197174, 0.155422,
 0.330422, 0.374725, 0.157264, 0.137589,
  0.14241, 0.276242, 0.311566, 0.269782} 

{0.320224, 0.157981, 0.193176, 0.328619,
  0.29327, 0.269041, 0.155738, 0.281951,
 0.229156,  0.23671, 0.231231, 0.302904,
 0.220746, 0.234864,  0.23136, 0.313029,
 0.207654, 0.321913, 0.231616, 0.238817,
 0.350975, 0.324823, 0.171391, 0.152811,
 0.309955,  0.36846, 0.185153, 0.136432,
 0.138764, 0.273912, 0.324699, 0.262626} 

{0.314274, 0.165119, 0.197959, 0.322649,
  0.29846, 0.266012, 0.156292, 0.279236,
 0.232168, 0.233152, 0.233394, 0.301287,
 0.220665, 0.228135, 0.231574, 0.319626,
 0.229946, 0.302136, 0.218596, 0.249322,
 0.352319, 0.351032, 0.154631, 0.142018,
 0.271018, 0.388533, 0.200331, 0.140118,
 0.132338, 0.267142, 0.338615, 0.261906} 

{0.317062,  0.16699, 0.196195, 0.319752,
 0.288388, 0.266045, 0.165103, 0.280464,
 0.225601, 0.260989, 0.226224, 0.287186,
 0.253961, 0.182635, 0.196211, 0.367192,
 0.231494, 0.305396, 0.218218, 0.244892,
 0.359766, 0.329198, 0.147788, 0.163248,
 0.265642, 0.372911, 0.228797, 0.132649,
 0.154887,  0.22833, 0.354628, 0.262155} 

{0.321374, 0.172042,  0.19353, 0.313055,
 0.291307, 0.260324, 0.168775, 0.279594,
 0.227825, 0.265642, 0.226424, 0.280109,
 0.233721,  0.20195, 0.162882, 0.401446,
  0.23116, 0.313024, 0.215334, 0.240483,
 0.376425, 0.298363, 0.159379, 0.165833,
 0.259179, 0.390371, 0.234454, 0.115995,
 0.151708, 0.247301, 0.372446, 0.228545} 

{0.322721, 0.175401, 0.192341, 0.309537,
 0.298165, 0.253943,  0.17196, 0.275933,
 0.228355, 0.259365,  0.22645,  0.28583,
 0.211448, 0.183649, 0.215339, 0.389563,
 0.229512, 0.313198, 0.219313, 0.237977,
 0.328616, 0.391289, 0.135582, 0.144512,
 0.251961,  0.40618, 0.222851, 0.119008,
 0.159485, 0.254209, 0.383713, 0.202593} 

{0.328668, 0.171574, 0.191406, 0.308352,
 0.304882,  0.25014, 0.170973, 0.274005,
 0.230466, 0.255194, 0.226928, 0.287412,
 0.241803, 0.150904, 0.235345, 0.371948,
 0.238326, 0.316165, 0.219134, 0.226376,
 0.331539, 0.403016,  0.12591, 0.139535,
 0.254621, 0.390895, 0.228666, 0.125818,
 0.190958, 0.257034, 0.361943, 0.190066} 

{0.329839, 0.170667, 0.189206, 0.310288,
 0.304017, 0.250371, 0.170202,  0.27541,
 0.226578, 0.256437, 0.230318, 0.286667,
 0.173459,  0.14304, 0.210147, 0.473355,
 0.236863, 0.300381, 0.247925, 0.214831,
 0.345204, 0.427379, 0.119146, 0.108271,
 0.251177, 0.398756, 0.228419, 0.121647,
 0.225583, 0.263435,  0.36694, 0.144043} 

{0.326908, 0.171337, 0.187135, 0.314619,
 0.304313, 0.254185, 0.160291, 0.281212,
 0.233173, 0.253812, 0.225911, 0.287104,
  0.17146, 0.136078, 0.298681, 0.393782,
 0.224999, 0.335973, 0.237707, 0.201321,
 0.341168, 0.433005, 0.141995, 0.083832,
 0.297182, 0.381344,  0.19927, 0.122204,
 0.220223, 0.277161, 0.360193, 0.142423} 

{0.323438, 0.165975,  0.19073, 0.319857,
 0.305663, 0.253119, 0.161873, 0.279345,
 0.233865, 0.241379, 0.231458, 0.293298,
 0.146643, 0.127582,  0.26616, 0.459614,
  0.22386, 0.313242, 0.227185, 0.235714,
 0.308889,  0.40283,  0.17215, 0.116131,
 0.299037, 0.384727, 0.189041, 0.127195,
 0.223624, 0.288245, 0.351963, 0.136167} 

{0.322961, 0.166761, 0.189693, 0.320585,
 0.307773, 0.250987, 0.161929, 0.279311,
 0.231275,  0.24374, 0.228338, 0.296648,
 0.164053, 0.128952, 0.263892, 0.443103,
 0.218653, 0.309898, 0.228376, 0.243073,
 0.319168, 0.438569, 0.135081, 0.107182,
 0.314244, 0.365123, 0.193784,  0.12685,
 0.228004, 0.288537, 0.366959,   0.1165} 

{0.321936, 0.165086, 0.188195, 0.324782,
 0.309648,  0.25285, 0.160169, 0.277332,
  0.23659, 0.241589, 0.228087, 0.293735,
 0.193918, 0.102229, 0.280601, 0.423252,
 0.231563, 0.287668, 0.231148, 0.249622,
 0.314814, 0.432293, 0.152004, 0.100889,
 0.316969, 0.370782, 0.185518, 0.126731,
  0.21696, 0.291563,  0.37278, 0.118697} 

{0.313055, 0.175756, 0.190362, 0.320826,
 0.313458, 0.249286, 0.160675, 0.276582,
 0.240357,  0.24308, 0.220301, 0.296262,
 0.203509, 0.138263, 0.290954, 0.367274,
 0.221674, 0.300088, 0.235099, 0.243138,
 0.283179, 0.419987, 0.202376, 0.094458,
 0.305149, 0.348646, 0.171389, 0.174817,
 0.199163, 0.293009, 0.383235, 0.124593} 

{0.324392, 0.178369, 0.177689, 0.319549,
 0.311695, 0.244475, 0.169466, 0.274364,
 0.237091, 0.242004, 0.215776,  0.30513,
 0.245733, 0.121129, 0.289237,   0.3439,
 0.221365, 0.304487, 0.229737,  0.24441,
 0.313079, 0.370583, 0.210445, 0.105894,
 0.320705, 0.356277, 0.161868,  0.16115,
 0.209509, 0.304032, 0.314822, 0.171637} 

{0.323863, 0.179426, 0.179415, 0.317296,
 0.307208, 0.241671, 0.175101,  0.27602,
  0.23252, 0.241876,  0.21708, 0.308524,
 0.266075, 0.139666, 0.268258,    0.326,
 0.217828, 0.306062, 0.221738, 0.254372,
 0.351188, 0.304424, 0.231523, 0.112865,
 0.313863, 0.363427, 0.163164, 0.159546,
 0.189302, 0.310954, 0.317148, 0.182595} 

{0.324731, 0.187137, 0.177802,  0.31033,
 0.312326, 0.242368, 0.164321, 0.280985,
  0.24057, 0.235116,  0.22244, 0.301875,
 0.229481, 0.197951, 0.241822, 0.330747,
 0.208397, 0.311719,  0.22367, 0.256214,
 0.349701, 0.304861, 0.225974, 0.119464,
 0.316231,  0.36777, 0.192016, 0.123983,
 0.161834, 0.326392, 0.322098, 0.189676} 

{0.328672, 0.181093, 0.172782, 0.317454,
 0.317248, 0.244669, 0.162001, 0.276081,
 0.244251, 0.230985, 0.220255, 0.304508,
 0.270578, 0.221117, 0.250855, 0.257451,
  0.19941, 0.310706, 0.213866, 0.276017,
 0.291665, 0.332585, 0.235169, 0.140581,
 0.313529, 0.344769, 0.228709, 0.112993,
 0.166482, 0.339892, 0.310392, 0.183233} 

{0.323015, 0.187598, 0.175229, 0.314157,
 0.304871, 0.258244, 0.158693, 0.278193,
 0.245878, 0.232407,  0.21576, 0.305954,
 0.259557, 0.235658, 0.249784, 0.255001,
 0.194356, 0.308232, 0.210908, 0.286503,
  0.29042, 0.386215, 0.224986, 0.098379,
 0.312817, 0.340532, 0.234107, 0.112545,
 0.142974, 0.361448, 0.307699, 0.187879} 

{0.308176, 0.193696, 0.174693, 0.323434,
 0.302612, 0.262806, 0.159754, 0.274827,
 0.245627, 0.229206, 0.216162, 0.309006,
 0.234689, 0.257767, 0.196957, 0.310587,
  0.19158, 0.309784, 0.223125, 0.275511,
 0.285955,  0.38257,  0.23396, 0.097515,
 0.297491, 0.351953,  0.19775, 0.152805,
  0.14185,  0.36239, 0.301663, 0.194097} 

{0.311858,  0.19328, 0.171566, 0.323296,
 0.299843, 0.263468, 0.159547, 0.277142,
 0.238996, 0.235733, 0.218278, 0.306992,
 0.283847, 0.194323, 0.211351, 0.310479,
 0.195002, 0.277703, 0.217421, 0.309875,
 0.268682, 0.381172,  0.23035, 0.119796,
  0.27963, 0.329493,  0.24464, 0.146237,
 0.115381, 0.370386, 0.308687, 0.205546} 

{ 0.31447, 0.182864, 0.173285,  0.32938,
 0.307246, 0.261973, 0.158313, 0.272468,
 0.240742,  0.23573, 0.220296, 0.303232,
 0.267533, 0.201966, 0.211664, 0.318838,
 0.220644, 0.263785, 0.224844, 0.290726,
 0.274446, 0.364293, 0.259436, 0.101825,
 0.346239, 0.322239,  0.20483, 0.126692,
 0.124295, 0.359802,  0.31095, 0.204953} 

{0.313958, 0.187638, 0.176725, 0.321679,
 0.305787, 0.262309, 0.158142, 0.273762,
 0.251705, 0.230438, 0.219068, 0.298788,
 0.280893, 0.189057, 0.219111, 0.310939,
  0.22664,  0.26313, 0.218919, 0.291311,
 0.278679, 0.377655, 0.240562, 0.103104,
 0.332789, 0.332139, 0.215742,  0.11933,
 0.127855, 0.354462, 0.315107, 0.202576} 

{0.311028, 0.189884, 0.168103, 0.330985,
 0.305306, 0.262312, 0.159354, 0.273028,
 0.261183, 0.210083,  0.21975, 0.308984,
 0.258827, 0.221579, 0.177748, 0.341846,
  0.22818, 0.266591, 0.221442, 0.283787,
 0.259125,  0.42006, 0.233973, 0.086842,
 0.325001, 0.327413, 0.238623, 0.108963,
 0.127451, 0.345155, 0.351633, 0.175761} 

{0.325498, 0.186998, 0.148466, 0.339038,
 0.295085, 0.272755,  0.16531, 0.266849,
 0.257105, 0.215555, 0.219413, 0.307927,
 0.230712, 0.226155, 0.222327, 0.320806,
 0.229925, 0.263303, 0.214941,  0.29183,
 0.264052, 0.421169,  0.23237, 0.082409,
 0.313382, 0.301774, 0.284851, 0.099993,
 0.126363, 0.350347,  0.30765,  0.21564} 

{0.322522,   0.1853, 0.157746, 0.334432,
 0.293308, 0.273209, 0.166394, 0.267088,
  0.25995, 0.212327, 0.215664, 0.312059,
  0.29755, 0.211786, 0.222871, 0.267793,
 0.236558, 0.254485, 0.219073, 0.289884,
 0.258322, 0.443622, 0.211622, 0.086434,
   0.2951, 0.302183,  0.29875, 0.103967,
 0.136434,   0.3724, 0.266877, 0.224288} 

{ 0.32191, 0.184522, 0.158035, 0.335534,
 0.295738, 0.269717, 0.170158, 0.264387,
 0.241179, 0.217576, 0.219268, 0.321977,
 0.332473, 0.231096, 0.202388, 0.234043,
  0.24584, 0.265569, 0.217246, 0.271344,
 0.285075, 0.429095, 0.213688, 0.072143,
 0.274785, 0.319876,    0.305, 0.100339,
  0.13631, 0.375047,   0.2704, 0.218243} 

{0.315344, 0.183283, 0.155414, 0.345959,
 0.293386, 0.265672, 0.176381, 0.264561,
 0.245484, 0.211774, 0.220952,  0.32179,
 0.364536, 0.176841, 0.209074, 0.249548,
 0.244118, 0.261446, 0.224805, 0.269631,
 0.285698, 0.415538, 0.226021, 0.072742,
 0.263635, 0.306605, 0.311416, 0.118344,
 0.167887, 0.355153, 0.249464, 0.227496} 

{0.315803, 0.181599, 0.153878, 0.348719,
 0.290164, 0.266346, 0.178445, 0.265046,
 0.247874, 0.210743, 0.221297, 0.320086,
 0.295805, 0.154494, 0.272669, 0.277033,
 0.237318, 0.261453, 0.231606, 0.269624,
 0.320893, 0.361732, 0.245067, 0.072309,
  0.24196, 0.302693, 0.321486, 0.133861,
 0.152174, 0.339749, 0.291592, 0.216484} 

{0.310678,  0.15793, 0.155718, 0.375673,
 0.286587, 0.263054, 0.187277, 0.263082,
 0.248267, 0.215792, 0.209097, 0.326843,
 0.252923, 0.159997, 0.246955, 0.340124,
 0.233025, 0.265014, 0.237735, 0.264226,
 0.279873,  0.38825, 0.239704, 0.092173,
 0.227699, 0.310153, 0.316021, 0.146127,
 0.164277, 0.328386, 0.290124, 0.217213} 

{  0.3066, 0.156235, 0.157907, 0.379259,
 0.289234, 0.261056,  0.18599,  0.26372,
 0.255259, 0.210754, 0.217199, 0.316789,
 0.228812, 0.118207, 0.281654, 0.371327,
 0.219742, 0.270995, 0.241161, 0.268102,
 0.265839, 0.388071, 0.247179, 0.098912,
 0.219563, 0.326613,  0.27086, 0.182963,
 0.203006, 0.327516, 0.267955, 0.201523} 

{0.302281, 0.159059, 0.162035, 0.376624,
 0.291902, 0.261362, 0.187146,  0.25959,
   0.2524, 0.208701, 0.228743, 0.310156,
 0.229201, 0.117927, 0.270062, 0.382811,
 0.204421,   0.2702, 0.248012, 0.277367,
 0.265676, 0.369849, 0.259629, 0.104846,
 0.212084, 0.354133, 0.267188, 0.166596,
 0.188719, 0.321578, 0.262011, 0.227692} 

{0.302198, 0.157904, 0.160697, 0.379202,
 0.287142, 0.257853, 0.193777, 0.261228,
 0.251046, 0.216945, 0.207126, 0.324883,
 0.205883, 0.162791, 0.245135,  0.38619,
 0.197938, 0.275769, 0.253133,  0.27316,
 0.270668, 0.400306, 0.247899, 0.081126,
 0.176904, 0.399712, 0.281815, 0.141569,
 0.165485, 0.316421, 0.274603, 0.243492} 

{0.309071, 0.157448, 0.157667, 0.375814,
 0.290952, 0.261249, 0.196441, 0.251358,
 0.248259, 0.216636, 0.206626,  0.32848,
 0.277357, 0.097059, 0.210972, 0.414612,
 0.192337, 0.289205, 0.265475, 0.252983,
 0.287353, 0.379362, 0.264384, 0.068901,
 0.205494, 0.400227, 0.254889, 0.139389,
 0.138865, 0.340457, 0.270981, 0.249698} 

{0.301574, 0.161933, 0.159635, 0.376858,
 0.288593, 0.270898, 0.194531, 0.245979,
 0.256325, 0.217601, 0.203362, 0.322713,
  0.27302, 0.083967, 0.234594, 0.408419,
 0.186988, 0.305654, 0.274596, 0.232763,
 0.255264, 0.391049, 0.269815, 0.083872,
 0.227926, 0.385072, 0.244634, 0.142369,
 0.144056, 0.329574, 0.273947, 0.252423} 

{0.308531, 0.161105,   0.1554, 0.374964,
 0.290991, 0.271538, 0.192381,  0.24509,
 0.254445, 0.220065, 0.207489, 0.318002,
 0.235232, 0.117463, 0.244294, 0.403012,
  0.19903, 0.317933, 0.239633, 0.243404,
 0.262029, 0.362117,  0.27472, 0.101134,
 0.259919, 0.366554, 0.239273, 0.134254,
 0.155519, 0.286008, 0.294013,  0.26446} 

{0.301225, 0.163386, 0.160153, 0.375236,
 0.293681, 0.272657, 0.191096, 0.242565,
 0.257442, 0.219871, 0.208268, 0.314419,
 0.199068, 0.150714, 0.254007,  0.39621,
 0.196774, 0.317201, 0.250547, 0.235478,
 0.230072, 0.356926, 0.287542, 0.125461,
 0.260175,  0.37747, 0.212435,  0.14992,
 0.140409, 0.283359, 0.309431, 0.266801} 

{0.295531, 0.174576,  0.15794, 0.371953,
 0.293918, 0.277555, 0.181924, 0.246603,
 0.264467, 0.219748,  0.20338, 0.312405,
 0.180899, 0.114577, 0.225301, 0.479223,
 0.205403,  0.32617, 0.266302, 0.202125,
 0.248303, 0.351448,  0.25928, 0.140968,
 0.258108, 0.353216, 0.237424, 0.151252,
 0.150326, 0.268724, 0.318009,  0.26294} 

{0.296141, 0.174595, 0.158394, 0.370871,
 0.297007, 0.278564, 0.177679, 0.246749,
 0.265678, 0.211053, 0.209155, 0.314114,
 0.157482, 0.088028, 0.216713, 0.537778,
 0.204615, 0.328197, 0.264907, 0.202281,
 0.250024, 0.385709, 0.220873, 0.143394,
 0.272751, 0.326615, 0.237989, 0.162646,
 0.148224, 0.291667, 0.247414, 0.312696} 

{0.286455,  0.17405, 0.164298, 0.375197,
 0.301561, 0.274851, 0.173931, 0.249656,
 0.271046, 0.207347, 0.208525, 0.313082,
  0.17839, 0.093845, 0.214714, 0.513051,
 0.207168, 0.338522, 0.261594, 0.192716,
 0.223201, 0.391968, 0.233855, 0.150976,
  0.26276, 0.335841, 0.237692, 0.163707,
 0.137725, 0.291784, 0.249052, 0.321439} 

{0.280995, 0.168927,  0.17661, 0.373469,
  0.30251, 0.274782, 0.173333, 0.249374,
  0.26726, 0.209749, 0.212438, 0.310553,
 0.216064, 0.153484, 0.258542, 0.371909,
 0.200929, 0.372021,  0.24526, 0.181791,
 0.244166, 0.361947, 0.229829, 0.164058,
 0.228213,  0.33701,  0.24532, 0.189457,
 0.151447, 0.222037, 0.265248, 0.361267} 

{ 0.27923, 0.163773, 0.182313, 0.374684,
 0.301493, 0.281428, 0.172979,   0.2441,
 0.269596,  0.21033, 0.211153, 0.308922,
 0.155403, 0.187008, 0.256417, 0.401172,
 0.196767, 0.374648, 0.244796, 0.183789,
  0.23642, 0.323847, 0.247347, 0.192386,
 0.276137, 0.369151, 0.199438, 0.155274,
  0.15449, 0.227475, 0.253524,  0.36451} 

{0.268066, 0.161467, 0.183127,  0.38734,
 0.297433, 0.279104, 0.177903,  0.24556,
 0.268328, 0.207241, 0.212204, 0.312227,
 0.194943, 0.218638, 0.227878, 0.358541,
 0.195612, 0.349124, 0.251057, 0.204207,
 0.255096, 0.331486, 0.274482, 0.138936,
 0.288467, 0.348425, 0.200205, 0.162903,
 0.172504, 0.237291,  0.23925, 0.350956} 

{0.255626, 0.170738, 0.180923, 0.392713,
 0.293062, 0.280252, 0.178051, 0.248634,
 0.270931,   0.2061, 0.209131, 0.313839,
 0.200061, 0.166841, 0.225161, 0.407937,
 0.211113, 0.344441, 0.242064, 0.202382,
 0.252335, 0.333447, 0.273314, 0.140904,
 0.287879, 0.320209, 0.239294, 0.152617,
 0.185172, 0.251496, 0.232695, 0.330637} 

{0.235296, 0.171749, 0.184154, 0.408801,
 0.290861, 0.278524, 0.175571, 0.255044,
 0.272134, 0.204326,  0.20809,  0.31545,
 0.203185,  0.16917, 0.259237, 0.368409,
 0.199674, 0.335757, 0.263234, 0.201336,
 0.209117, 0.352355, 0.295126, 0.143402,
  0.28802,  0.31334, 0.242552, 0.156088,
 0.175416,  0.26628, 0.224979, 0.333325} 

{0.238551, 0.181688, 0.167353, 0.412409,
 0.295392, 0.277831, 0.171907,  0.25487,
 0.270975, 0.205935, 0.207623, 0.315466,
 0.223823, 0.161049, 0.278438,  0.33669,
 0.201982, 0.338319, 0.254958,  0.20474,
 0.216666, 0.380553,  0.30547, 0.097311,
 0.281695, 0.312138, 0.255509, 0.150659,
 0.176258, 0.235467, 0.238157, 0.350119} 

{0.233927, 0.176655,  0.17221, 0.417209,
 0.295094, 0.269855, 0.173387, 0.261663,
 0.271316, 0.203669, 0.207971, 0.317044,
 0.310553, 0.150104, 0.253089, 0.286253,
 0.216552, 0.336048, 0.239688, 0.207713,
 0.218832, 0.389497, 0.301107, 0.090564,
 0.268154, 0.295543, 0.252536, 0.183768,
 0.189739,   0.2091, 0.252709, 0.348452} 

{0.246215, 0.167983, 0.175189, 0.410613,
 0.297278, 0.271986, 0.167921, 0.262815,
 0.278084, 0.198958, 0.210318, 0.312641,
 0.241841, 0.163376, 0.282178, 0.312604,
  0.21777, 0.340299, 0.234831,   0.2071,
  0.27204, 0.409394, 0.240352, 0.078215,
 0.267251, 0.315968, 0.225278, 0.191503,
 0.195988, 0.203638, 0.263903, 0.336472} 

{0.244305, 0.168012, 0.177296, 0.410387,
 0.291278, 0.272533, 0.173337, 0.262852,
 0.283048,  0.19188,  0.21239, 0.312682,
 0.241431, 0.189959, 0.270723, 0.297886,
 0.222289, 0.364442, 0.208493, 0.204776,
 0.237253, 0.402066, 0.265413, 0.095267,
 0.278735, 0.300765, 0.235307, 0.185193,
 0.192076, 0.219264, 0.262172, 0.326488} 

{0.253015, 0.167305, 0.175404, 0.404277,
 0.294182, 0.268076, 0.172615, 0.265126,
 0.286337, 0.193184, 0.205586, 0.314894,
 0.263301, 0.149481, 0.286824, 0.300395,
