1396 documents , 1 concepts , 3528 context features (nlsj14967) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.047762401818080634   T=0,K=0:  nlsj14552 (0.003) ; 8665 (0.002) ; 45794 (0.002) ; nlsj76811 (0.002) ; 70035 (0.002) ; 33791 (0.001) ; 55814 (0.001) ; 16052 (0.001) ; 74420 (0.001) ; 95641 (0.001) ; 
0.05317240040685743   T=1,K=3:  62204 (0.004) ; 84234 (0.003) ; 26887 (0.002) ; 8665 (0.002) ; nlsj14967 (0.001) ; 56030 (0.001) ; 63845 (0.001) ; 92323 (0.001) ; 15133 (0.001) ; 67762 (0.001) ; 
0.08766843014157198   T=2,K=3:  84234 (0.009) ; 62204 (0.003) ; 45996 (0.002) ; 26887 (0.002) ; 114624 (0.002) ; 260 (0.002) ; 48580 (0.002) ; 16266 (0.002) ; 24436 (0.002) ; 22209 (0.002) ; 
0.06471383302768331   T=3,K=3:  84234 (0.019) ; 45996 (0.007) ; 62204 (0.005) ; 24436 (0.004) ; 98234 (0.003) ; 84494 (0.003) ; 65552 (0.003) ; 114624 (0.003) ; 52093 (0.003) ; 22209 (0.003) ; 
0.13566978077368452   T=4,K=3:  45996 (0.022) ; 24436 (0.009) ; 84234 (0.009) ; 65552 (0.008) ; 98234 (0.006) ; 26887 (0.005) ; 260 (0.005) ; 33623 (0.004) ; 62204 (0.004) ;  (0.003) ; 
0.27628433852272766   T=5,K=3:  24436 (0.018) ; 65552 (0.015) ; 260 (0.008) ; 84234 (0.006) ; 19972 (0.005) ; 84513 (0.005) ; 66507 (0.004) ; 45996 (0.004) ; 85306 (0.004) ; 63772 (0.004) ; 
0.1969308859291941   T=6,K=3:  65552 (0.017) ; 19972 (0.013) ; 66507 (0.009) ; 260 (0.009) ; 24436 (0.008) ; 68641 (0.008) ; 22209 (0.008) ; 84234 (0.006) ; 63772 (0.006) ; 85306 (0.006) ; 
0.08046894052600086   T=7,K=3:  19972 (0.020) ; 22209 (0.016) ; 68641 (0.015) ; 66507 (0.010) ; 63772 (0.009) ; 65552 (0.009) ; 8665 (0.009) ; 42214 (0.008) ; 20621 (0.008) ; 260 (0.008) ; 
0.12372248006187395   T=8,K=3:  22209 (0.029) ; 70958 (0.028) ; 68641 (0.024) ; 42214 (0.020) ; 8665 (0.014) ; 102000 (0.012) ; 63772 (0.011) ; 28360 (0.010) ; 72627 (0.009) ; 260 (0.009) ; 
0.05885850242484933   T=9,K=3:  72627 (0.016) ; 260 (0.016) ;  (0.015) ; 22209 (0.013) ; 68641 (0.013) ; 70958 (0.010) ; 42214 (0.009) ; 63772 (0.008) ; 8665 (0.008) ; 31236 (0.006) ; 
0.10004594838786526   T=10,K=3:   (0.021) ; 260 (0.018) ; 31236 (0.011) ; 7911 (0.010) ; 72627 (0.007) ; 84234 (0.007) ; 63772 (0.005) ; 22209 (0.005) ; 45996 (0.005) ; 90166 (0.005) ; 
0.11114887381631235   T=11,K=3:  260 (0.012) ;  (0.011) ; 31236 (0.007) ; 90166 (0.006) ; 72627 (0.006) ; 7911 (0.005) ; 19972 (0.005) ; 48051 (0.003) ; nlsj61372 (0.003) ; 60308 (0.003) ; 
0.10670793871339085   T=12,K=3:   (0.012) ; 31236 (0.009) ; 260 (0.009) ; 72627 (0.008) ; 19972 (0.005) ; nlsj61372 (0.004) ; 7911 (0.004) ; 90166 (0.004) ; 68641 (0.004) ; 3630 (0.003) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  260 (0.008) ; 22209 (0.007) ;  (0.007) ; 84234 (0.006) ; 68641 (0.006) ; 65552 (0.006) ; 19972 (0.005) ; 72627 (0.005) ; 45996 (0.005) ; 63772 (0.004) ; 

0.036383689732771944   T=0,K=4:  63772 (0.003) ;  (0.002) ; 65548 (0.002) ; 52332 (0.002) ; 85907 (0.002) ; 47030 (0.002) ; 83665 (0.002) ; 70958 (0.002) ; 18436 (0.001) ; 49705 (0.001) ; 
0.06769625384704327   T=1,K=4:   (0.005) ; 63772 (0.004) ; 52332 (0.003) ; 70958 (0.002) ; 83665 (0.002) ; 65548 (0.002) ; 82665 (0.002) ; 46195 (0.002) ; 49705 (0.002) ; 81963 (0.001) ; 
0.091791938519982   T=2,K=4:  52332 (0.011) ;  (0.008) ; 63772 (0.007) ; 70958 (0.005) ; 72273 (0.004) ; 81963 (0.003) ; 84505 (0.002) ; 83665 (0.002) ; 15133 (0.002) ; 84234 (0.002) ; 
0.1611503150105986   T=3,K=4:   (0.018) ; 70958 (0.008) ; 52332 (0.006) ; 63772 (0.006) ; nlsj61372 (0.005) ; 15133 (0.005) ; 8665 (0.004) ; 81963 (0.004) ; 84505 (0.004) ; 72273 (0.004) ; 
0.08919618449679131   T=4,K=4:  nlsj61372 (0.036) ;  (0.036) ; 8665 (0.024) ; 84505 (0.007) ; 112794 (0.005) ; 46123 (0.005) ; 63772 (0.005) ; 15133 (0.005) ; 104429 (0.004) ; 52332 (0.004) ; 
0.13191838696056057   T=5,K=4:   (0.036) ; 8665 (0.022) ; nlsj61372 (0.018) ; 84505 (0.008) ; 112794 (0.006) ; 17478 (0.006) ; 45996 (0.006) ; 63772 (0.006) ; 6339 (0.005) ; 15133 (0.005) ; 
0.16201642258832452   T=6,K=4:  8665 (0.026) ;  (0.025) ; 45996 (0.015) ; nlsj61372 (0.012) ; 22209 (0.011) ; 63772 (0.009) ; 84505 (0.007) ; 31236 (0.006) ; 85306 (0.006) ; 112794 (0.005) ; 
0.1214125198172995   T=7,K=4:  22209 (0.040) ;  (0.025) ; 45996 (0.025) ; 8665 (0.021) ; 63772 (0.019) ; 11583 (0.014) ; 42214 (0.013) ; nlsj71743 (0.012) ; 85306 (0.009) ; 84494 (0.008) ; 
0.10077313524804701   T=8,K=4:  63772 (0.068) ;  (0.035) ; 22209 (0.025) ; 31161 (0.021) ; 85306 (0.015) ; 11583 (0.013) ; 84494 (0.011) ; 51647 (0.010) ; 116416 (0.008) ; 45996 (0.007) ; 
0.10722172356137875   T=9,K=4:  63772 (0.032) ;  (0.024) ; 22209 (0.010) ; 31161 (0.010) ; 85306 (0.010) ; 260 (0.008) ; 59735 (0.007) ; 8909 (0.007) ; 68641 (0.007) ; 116416 (0.006) ; 
0.10222765943979288   T=10,K=4:  260 (0.017) ; 63772 (0.016) ; 22209 (0.013) ; 8909 (0.010) ;  (0.009) ; 115887 (0.008) ; 74126 (0.007) ; 70364 (0.006) ; 29974 (0.006) ; nlsj14967 (0.006) ; 
0.13568376413617445   T=11,K=4:  22209 (0.011) ; 260 (0.011) ; 74126 (0.011) ; 63772 (0.011) ; 70364 (0.009) ; 115887 (0.009) ; 11072 (0.008) ; 8909 (0.008) ; 29974 (0.006) ; 89366 (0.006) ; 
0.07058357331739   T=12,K=4:  260 (0.015) ; 74126 (0.010) ; 63772 (0.010) ; 115887 (0.009) ; 29974 (0.009) ; 22209 (0.007) ; 70364 (0.007) ; 11072 (0.007) ; 89366 (0.006) ; nlsj14967 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:   (0.018) ; 63772 (0.015) ; 22209 (0.010) ; 8665 (0.009) ; nlsj61372 (0.007) ; 260 (0.006) ; 45996 (0.005) ; 8909 (0.005) ; 85306 (0.004) ; 11583 (0.004) ; 

0.0397079055202362   T=0,K=5:  nlsj95366 (0.002) ; 40882 (0.002) ; 57798 (0.001) ; nlsj2559 (0.001) ; 22164 (0.001) ; 47589 (0.001) ; 67551 (0.001) ; 102274 (0.001) ; 92108 (0.001) ; 59296 (0.001) ; 
0.08911257494250448   T=1,K=5:  67551 (0.002) ; 80327 (0.002) ; 47589 (0.002) ; 94316 (0.001) ; 107753 (0.001) ; 85907 (0.001) ; nlsj95366 (0.001) ; 84434 (0.001) ; 59120 (0.001) ; 22164 (0.001) ; 
0.11105727480070501   T=2,K=5:  94316 (0.003) ; 59120 (0.003) ; 80327 (0.002) ; 85907 (0.002) ; 46613 (0.002) ; 112720 (0.002) ; 84434 (0.002) ; 22209 (0.002) ; 76744 (0.002) ; 107753 (0.002) ; 
0.07370198548547002   T=3,K=5:  22209 (0.004) ; 59120 (0.003) ; 72627 (0.003) ; 107773 (0.003) ; 60340 (0.003) ; 26197 (0.003) ; 45773 (0.003) ; 80327 (0.003) ; 85907 (0.003) ; 86184 (0.002) ; 
0.12106689842306861   T=4,K=5:  105974 (0.005) ; 65552 (0.004) ; 63772 (0.004) ; nlsj14967 (0.004) ; 22209 (0.004) ; 85306 (0.004) ; 72627 (0.003) ; 86184 (0.003) ; 51358 (0.003) ; 21920 (0.003) ; 
0.03247414043148317   T=5,K=5:  85306 (0.008) ;  (0.006) ; 45996 (0.006) ; 260 (0.006) ; 22209 (0.006) ; 63772 (0.005) ; 76703 (0.004) ; 84234 (0.003) ; 86184 (0.003) ; nlsj14967 (0.003) ; 
0.05707878275787043   T=6,K=5:  45996 (0.020) ; 22209 (0.014) ; 8665 (0.010) ; 72254 (0.010) ; 260 (0.009) ; 33819 (0.008) ; 85306 (0.007) ; 1899 (0.006) ; 62204 (0.006) ; 55544 (0.005) ; 
0.11034287572000404   T=7,K=5:  45996 (0.057) ; 22209 (0.023) ; 72254 (0.014) ; 102000 (0.014) ; 85306 (0.009) ; 68641 (0.008) ; 260 (0.008) ; 65552 (0.008) ; 55544 (0.007) ; 8665 (0.007) ; 
0.10757142827999092   T=8,K=5:  45996 (0.052) ; 102000 (0.023) ; 31565 (0.018) ; 65552 (0.017) ; 68641 (0.016) ; 84234 (0.015) ; 31161 (0.010) ; 90504 (0.010) ; 22209 (0.010) ; 28569 (0.009) ; 
0.10577311133014382   T=9,K=5:  45996 (0.030) ; 31161 (0.019) ; 102000 (0.014) ; 11583 (0.013) ; 22100 (0.012) ; 85306 (0.012) ; 84234 (0.012) ; 65552 (0.011) ; 68641 (0.010) ; 75555 (0.007) ; 
0.08050565913011765   T=10,K=5:  102000 (0.018) ; 45996 (0.018) ; 22100 (0.017) ; 31161 (0.013) ; 84234 (0.009) ; 65552 (0.008) ; 11583 (0.006) ; 48291 (0.005) ; 75552 (0.005) ; 112720 (0.005) ; 
0.09977278313711459   T=11,K=5:  22100 (0.016) ; 45996 (0.012) ; 102000 (0.011) ; 31161 (0.009) ; 84234 (0.007) ; 46123 (0.007) ; 84534 (0.007) ; 39125 (0.006) ; 65552 (0.006) ; 116416 (0.005) ; 
0.1656969282757945   T=12,K=5:  45996 (0.015) ; 84234 (0.015) ; 22100 (0.013) ; 46123 (0.011) ; 31161 (0.009) ; 102000 (0.009) ; 112720 (0.007) ; 39125 (0.006) ; 65552 (0.006) ; 84534 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  45996 (0.017) ; 102000 (0.007) ; 84234 (0.006) ; 22209 (0.006) ; 31161 (0.005) ; 65552 (0.005) ; 22100 (0.005) ; 85306 (0.005) ; 68641 (0.004) ; 11583 (0.003) ; 

0.017620212929750072   T=0,K=6:  nlsj9579 (0.002) ; 114615 (0.002) ; 61791 (0.002) ; 64836 (0.002) ; 96227 (0.001) ; 28458 (0.001) ; 113862 (0.001) ; 40564 (0.001) ; 61310 (0.001) ; 75552 (0.001) ; 
0.07188240712443625   T=1,K=6:  61791 (0.004) ;  (0.003) ; 71308 (0.003) ; 61310 (0.002) ; 64836 (0.002) ; 28458 (0.002) ; 113862 (0.002) ; 96227 (0.002) ; 114615 (0.002) ; 8909 (0.002) ; 
0.1232851674222977   T=2,K=6:  63772 (0.007) ;  (0.006) ; 61791 (0.005) ; 71308 (0.005) ; 75552 (0.004) ; 65552 (0.004) ; 8909 (0.003) ; 61310 (0.003) ; 45996 (0.002) ; 19546 (0.002) ; 
0.1362866376913707   T=3,K=6:  65552 (0.018) ;  (0.013) ; 75552 (0.011) ; 61791 (0.009) ; 63772 (0.005) ; 71308 (0.004) ; 8909 (0.003) ; 45996 (0.003) ; 86219 (0.003) ; 78100 (0.002) ; 
0.07296028741025676   T=4,K=6:   (0.008) ; 65552 (0.006) ; 63772 (0.004) ; 86219 (0.004) ; 75552 (0.004) ; 45996 (0.004) ; 85306 (0.004) ; 84363 (0.003) ; 21920 (0.003) ; 84494 (0.003) ; 
0.05688728673339852   T=5,K=6:  63772 (0.010) ;  (0.008) ; 65552 (0.006) ; 45996 (0.006) ; 8665 (0.006) ; 83774 (0.004) ; 85306 (0.004) ; 90504 (0.004) ; 75552 (0.004) ; 84494 (0.004) ; 
0.08485557335151042   T=6,K=6:  63772 (0.024) ; 45996 (0.014) ; 8665 (0.014) ;  (0.012) ; 83774 (0.008) ; 90504 (0.008) ; 31161 (0.005) ; 42214 (0.004) ; 87537 (0.004) ; 65552 (0.004) ; 
0.09877800045513473   T=7,K=6:  45996 (0.032) ; 8665 (0.029) ; 63772 (0.026) ; 83774 (0.017) ; 90504 (0.015) ;  (0.012) ; 21899 (0.009) ; 65552 (0.008) ; 42214 (0.008) ; 74571 (0.006) ; 
0.12395366420601923   T=8,K=6:  8665 (0.052) ; 45996 (0.033) ; 65552 (0.024) ; 63772 (0.021) ;  (0.020) ; 90504 (0.016) ; 42214 (0.015) ; 35219 (0.012) ; 102000 (0.011) ; 22825 (0.009) ; 
0.09191835183501885   T=9,K=6:  45996 (0.036) ; 65552 (0.032) ;  (0.030) ; 8665 (0.017) ; 63772 (0.012) ; 90504 (0.008) ; 102000 (0.007) ; 22209 (0.007) ; 83774 (0.007) ; 85306 (0.007) ; 
0.10796299095875045   T=10,K=6:  45996 (0.027) ; 65552 (0.016) ; 22209 (0.015) ; 8665 (0.009) ; 49875 (0.007) ; 102000 (0.007) ;  (0.007) ; 63772 (0.007) ; 84494 (0.005) ; 85306 (0.004) ; 
0.04853040429850672   T=11,K=6:  45996 (0.021) ; 65552 (0.016) ; 22209 (0.012) ; 84494 (0.009) ; 79634 (0.006) ; 63772 (0.006) ; 114624 (0.006) ; 49875 (0.005) ;  (0.004) ; 38547 (0.004) ; 
0.024851860376348976   T=12,K=6:  45996 (0.023) ; 65552 (0.014) ; 22209 (0.010) ; 114624 (0.006) ; 63772 (0.006) ; 84494 (0.006) ; 49875 (0.005) ; 38547 (0.005) ; 48051 (0.004) ; 52572 (0.004) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  45996 (0.016) ; 65552 (0.012) ; 8665 (0.011) ; 63772 (0.010) ;  (0.010) ; 90504 (0.005) ; 22209 (0.004) ; 83774 (0.004) ; 84494 (0.003) ; 102000 (0.003) ; 

0.0916712454486069   T=0,K=7:  85306 (0.002) ; 4670 (0.002) ; 87543 (0.002) ; 110114 (0.001) ; 50824 (0.001) ; 18848 (0.001) ; 34855 (0.001) ; 8743 (0.001) ; 4335 (0.001) ; 104429 (0.001) ; 
0.09879612680736934   T=1,K=7:  85306 (0.004) ; 97150 (0.002) ; 87543 (0.002) ; 110114 (0.002) ; 107172 (0.001) ; 110662 (0.001) ; 27385 (0.001) ; 8743 (0.001) ; 34855 (0.001) ; nlsj38720 (0.001) ; 
0.14719636235523748   T=2,K=7:  85306 (0.010) ; 33819 (0.003) ; 22209 (0.003) ; 73064 (0.002) ; 107172 (0.002) ;  (0.002) ; 110114 (0.002) ; 65313 (0.002) ; 110662 (0.002) ; 46123 (0.002) ; 
0.11506368173604259   T=3,K=7:  85306 (0.011) ; 22209 (0.008) ; 2654 (0.004) ; 33819 (0.004) ; 73064 (0.003) ; 12409 (0.003) ;  (0.003) ; 56393 (0.003) ; 45996 (0.003) ; 110639 (0.002) ; 
0.10392391520070202   T=4,K=7:  85306 (0.007) ; 33819 (0.006) ; 22209 (0.006) ; 16051 (0.004) ; 2777 (0.004) ;  (0.004) ; 4076 (0.003) ; 260 (0.003) ; 84494 (0.003) ; 45996 (0.003) ; 
0.06151268211351173   T=5,K=7:  22209 (0.012) ; 85306 (0.009) ; 33819 (0.007) ; 45996 (0.007) ; 49875 (0.005) ; 74735 (0.005) ; 68641 (0.005) ; 84234 (0.005) ;  (0.004) ; 48291 (0.004) ; 
0.03532397085106312   T=6,K=7:  33819 (0.015) ; 22209 (0.014) ; 45996 (0.013) ; 68641 (0.012) ; 85306 (0.009) ; 106094 (0.006) ; 84234 (0.006) ; 60003 (0.005) ; 11058 (0.005) ; 8665 (0.005) ; 
