2299 documents , 1 concepts , 4569 context features (86219) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.0815443724956394   T=0,K=0:  2764 (0.002) ; 42713 (0.001) ; 54345 (0.001) ; 19017 (0.001) ; 12621 (0.001) ; 76703 (0.001) ; nlsj4392 (0.001) ; 44534 (0.001) ; 18714 (0.001) ; 16658 (0.001) ; 
0.05334916759405154   T=5,K=2:  86219 (0.038) ; 45996 (0.018) ; 90504 (0.015) ;  (0.013) ; 22209 (0.013) ; 27847 (0.013) ; 28566 (0.013) ; 62204 (0.012) ; 72610 (0.011) ; 116416 (0.008) ; 
0.0950606115926327   T=6,K=2:  22209 (0.031) ; 45996 (0.020) ;  (0.019) ; 86219 (0.017) ; 62204 (0.017) ; 90504 (0.013) ; 85306 (0.012) ; 84234 (0.011) ; 28566 (0.010) ; 84434 (0.009) ; 
0.11883855352185499   T=7,K=2:  45996 (0.021) ;  (0.018) ; 22209 (0.018) ; 48291 (0.016) ; 90504 (0.016) ; 86219 (0.014) ; 15893 (0.013) ; 62204 (0.012) ; 104429 (0.011) ; 85306 (0.011) ; 
0.07753513378511023   T=8,K=2:  45996 (0.049) ; 22209 (0.031) ; 90504 (0.028) ; 20621 (0.021) ;  (0.020) ; 85306 (0.017) ; 84234 (0.015) ; 104429 (0.015) ; 86219 (0.014) ; nlsj56179 (0.013) ; 
0.09532441246617979   T=9,K=2:   (0.055) ; 86219 (0.021) ; 84494 (0.021) ; 90504 (0.016) ; 22209 (0.015) ; 85306 (0.014) ; 64866 (0.012) ; 62204 (0.012) ; 2654 (0.011) ; 20621 (0.010) ; 
0.10071175866651208   T=10,K=2:  75552 (0.029) ;  (0.026) ; 85306 (0.016) ; 62204 (0.014) ; 43309 (0.011) ; 90504 (0.011) ; 48291 (0.009) ; 114753 (0.009) ; 86219 (0.009) ; 22209 (0.008) ; 
0.06013368627476028   T=11,K=2:  75552 (0.029) ;  (0.022) ; 62204 (0.010) ; 84494 (0.009) ; 114753 (0.009) ; 85306 (0.008) ; 110598 (0.006) ; 90504 (0.006) ; 48291 (0.006) ; 86219 (0.006) ; 
0.020421186922180482   T=12,K=2:  75552 (0.026) ;  (0.013) ; 85306 (0.009) ; 114753 (0.009) ; 63845 (0.008) ; 41416 (0.008) ; 22209 (0.008) ; 62204 (0.006) ; 90504 (0.006) ; 86219 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:   (0.019) ; 86219 (0.013) ; 45996 (0.012) ; 22209 (0.011) ; 90504 (0.010) ; 62204 (0.010) ; 85306 (0.009) ; 75552 (0.008) ; 84494 (0.006) ; 20621 (0.005) ; 

0.038805295520178106   T=0,K=3:  52995 (0.003) ; 8665 (0.002) ; 74735 (0.002) ; 29803 (0.002) ; 71308 (0.001) ; 85807 (0.001) ; 101822 (0.001) ; 22209 (0.001) ; 5446 (0.001) ; 2224 (0.001) ; 
0.03146811341066283   T=1,K=3:  22209 (0.004) ; 71308 (0.003) ; 8665 (0.002) ; 52332 (0.002) ; 43309 (0.002) ; 11583 (0.002) ; 85807 (0.002) ; 101822 (0.002) ; 52995 (0.002) ; 29803 (0.002) ; 
0.048082014463549524   T=2,K=3:  52332 (0.010) ; 72202 (0.006) ; 22209 (0.005) ; 8665 (0.005) ; 62204 (0.005) ; 43309 (0.005) ; 71308 (0.004) ; 114753 (0.004) ; 20621 (0.004) ; 36677 (0.004) ; 
0.12848457699648128   T=3,K=3:  52332 (0.019) ; 85306 (0.013) ; 43309 (0.013) ; 84234 (0.011) ; 22209 (0.010) ; 8665 (0.010) ; 72202 (0.009) ; 20621 (0.008) ;  (0.006) ; 62204 (0.006) ; 
0.10144400433918749   T=4,K=3:  84234 (0.032) ; 8665 (0.030) ; 85306 (0.026) ; 52332 (0.024) ;  (0.020) ; nlsj76838 (0.017) ; 75552 (0.016) ; 62204 (0.015) ; 34855 (0.014) ; 22209 (0.013) ; 
0.18346065491175242   T=5,K=3:  84234 (0.029) ;  (0.026) ; 8665 (0.015) ; nlsj76838 (0.015) ; 85306 (0.013) ; 70958 (0.011) ; 75552 (0.010) ; 52332 (0.010) ; 260 (0.009) ; 42214 (0.009) ; 
0.12069789446613019   T=6,K=3:   (0.028) ; 84234 (0.022) ; 8665 (0.015) ; nlsj76838 (0.012) ; 62204 (0.012) ; 22209 (0.011) ; 260 (0.011) ; 42214 (0.011) ; 24292 (0.008) ; 70958 (0.008) ; 
0.08661967706241665   T=7,K=3:   (0.035) ; 45996 (0.016) ; 42214 (0.016) ; 85306 (0.016) ; 84234 (0.015) ; 22209 (0.015) ; 8665 (0.015) ; 260 (0.013) ; 84494 (0.012) ; 28002 (0.010) ; 
0.09239674576248408   T=8,K=3:   (0.041) ; 45996 (0.030) ; 85306 (0.025) ; 84234 (0.022) ; 62204 (0.016) ; 19546 (0.016) ; 11583 (0.015) ; 43309 (0.015) ; 8665 (0.015) ; 58429 (0.014) ; 
0.10487859387760025   T=9,K=3:   (0.039) ; 66173 (0.026) ; 85306 (0.025) ; 19546 (0.022) ; 42214 (0.021) ; 65552 (0.017) ; 68641 (0.014) ; 43309 (0.013) ; 110639 (0.013) ; 86219 (0.012) ; 
0.0924721048413128   T=10,K=3:   (0.046) ; 52332 (0.021) ; 68641 (0.017) ; 43309 (0.016) ; 19546 (0.016) ; 22209 (0.008) ; 8909 (0.008) ; 28569 (0.008) ; 66173 (0.007) ; 26447 (0.007) ; 
0.11721515320458524   T=11,K=3:   (0.027) ; 52332 (0.017) ; 43309 (0.015) ; 26447 (0.010) ; 68641 (0.010) ; 28569 (0.008) ; 8909 (0.008) ; 22209 (0.007) ; 19546 (0.007) ; 49415 (0.006) ; 
0.05499582733817643   T=12,K=3:   (0.037) ; 43309 (0.018) ; 52332 (0.017) ; 68641 (0.009) ; 63772 (0.009) ; 26447 (0.008) ; 49415 (0.007) ; 15133 (0.007) ; 28569 (0.006) ; 22209 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:   (0.024) ; 84234 (0.012) ; 52332 (0.011) ; 85306 (0.011) ; 8665 (0.009) ; 43309 (0.009) ; 22209 (0.008) ; 42214 (0.008) ; 62204 (0.007) ; 45996 (0.006) ; 

0.19841415452102676   T=0,K=4:  76703 (0.002) ; 98173 (0.002) ; 48498 (0.001) ; 23420 (0.001) ; 62204 (0.001) ; 67868 (0.001) ; 13113 (0.001) ; 90833 (0.001) ; 28592 (0.001) ; 71308 (0.001) ; 
0.13844818955577168   T=1,K=4:  71308 (0.003) ; 114624 (0.003) ; 52332 (0.002) ; 28592 (0.002) ; 76703 (0.002) ; 23420 (0.002) ; 48498 (0.002) ; 19870 (0.002) ; 62204 (0.002) ; 22209 (0.002) ; 
0.19749465420000087   T=2,K=4:  114624 (0.006) ; 84234 (0.006) ; 22209 (0.005) ; 52332 (0.005) ; 19546 (0.005) ; 86219 (0.005) ; 116416 (0.005) ; 71308 (0.004) ; 26447 (0.004) ; nlsj6956 (0.004) ; 
0.13977202025757954   T=3,K=4:  84234 (0.015) ; 116416 (0.012) ; 22209 (0.011) ; 86219 (0.011) ; 114624 (0.010) ; 19546 (0.009) ; 20621 (0.009) ;  (0.009) ; 66173 (0.007) ; 45996 (0.007) ; 
0.09023170411494148   T=4,K=4:  20621 (0.053) ; 84234 (0.035) ; 61791 (0.027) ; 26886 (0.023) ; 86219 (0.021) ; 116416 (0.020) ;  (0.020) ; 15893 (0.017) ; 45996 (0.016) ; 104429 (0.015) ; 
0.046277949494912436   T=5,K=4:  20621 (0.036) ; 84234 (0.026) ;  (0.017) ; 86219 (0.015) ; 45996 (0.015) ; 66173 (0.013) ; 27847 (0.012) ; 15893 (0.010) ; 19546 (0.009) ; 104429 (0.009) ; 
0.0740821895225631   T=6,K=4:  84234 (0.027) ; 86219 (0.022) ; 45996 (0.020) ;  (0.018) ; 27847 (0.014) ; 104429 (0.013) ; 20621 (0.013) ; 22502 (0.009) ; 15893 (0.008) ; 86184 (0.008) ; 
0.11701266143858666   T=7,K=4:   (0.024) ; 45996 (0.023) ; 27847 (0.020) ; 90504 (0.020) ; 86219 (0.019) ; 84234 (0.014) ; 42214 (0.014) ; 85306 (0.012) ; 33819 (0.011) ; 62204 (0.011) ; 
0.09345308147345786   T=8,K=4:  42214 (0.032) ; 85306 (0.031) ; 45996 (0.029) ; 62204 (0.022) ; 110639 (0.021) ; 11583 (0.020) ; 86219 (0.018) ;  (0.018) ; 84234 (0.016) ; 22209 (0.016) ; 
0.11288976210795232   T=9,K=4:  62204 (0.034) ; 84234 (0.034) ; 85306 (0.033) ;  (0.022) ; 22209 (0.021) ; 45996 (0.021) ; 31161 (0.017) ; 86219 (0.014) ; 63772 (0.014) ; 65552 (0.011) ; 
0.08562865698461543   T=10,K=4:   (0.028) ; 85306 (0.025) ; 45996 (0.020) ; 62204 (0.020) ; 65552 (0.016) ; 22209 (0.012) ; 80043 (0.007) ; 46613 (0.007) ; 31161 (0.006) ; 43309 (0.006) ; 
0.17750909023497896   T=11,K=4:   (0.013) ; 45996 (0.012) ; 62204 (0.012) ; 65552 (0.009) ; 110114 (0.008) ; 85306 (0.008) ; 22209 (0.007) ; 110598 (0.007) ; 43309 (0.007) ; 73742 (0.006) ; 
0.08120816411415513   T=12,K=4:  62204 (0.017) ; 65552 (0.013) ; 45996 (0.010) ; 43309 (0.009) ; 8909 (0.009) ; 22209 (0.008) ;  (0.007) ; 73742 (0.007) ; 110114 (0.007) ; 110598 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  84234 (0.015) ;  (0.014) ; 45996 (0.013) ; 20621 (0.011) ; 62204 (0.011) ; 86219 (0.010) ; 85306 (0.009) ; 22209 (0.008) ; 27847 (0.007) ; 15893 (0.006) ; 

0.20124907294087568   T=0,K=5:  12641 (0.002) ; 11058 (0.002) ; 46646 (0.001) ; nlsj6956 (0.001) ; 13813 (0.001) ; 73672 (0.001) ; 100597 (0.001) ; 21056 (0.001) ; nlsj6753 (0.001) ; 114548 (0.001) ; 
0.2725664114398966   T=1,K=5:  19546 (0.002) ; 73672 (0.002) ; 8665 (0.002) ; 12641 (0.002) ; 63772 (0.002) ; 18107 (0.002) ; 45996 (0.002) ; 2328 (0.002) ; 72627 (0.002) ; 62204 (0.002) ; 
0.10689597159311501   T=2,K=5:  18107 (0.009) ; 19546 (0.005) ; 85306 (0.005) ; 65552 (0.005) ; 63772 (0.005) ; 72627 (0.005) ; 8665 (0.004) ; 1984 (0.004) ; 46646 (0.004) ; 45996 (0.004) ; 
0.13807353201147135   T=3,K=5:  72627 (0.012) ; 85306 (0.012) ; 65552 (0.011) ; 2739 (0.010) ; 114624 (0.008) ; 6325 (0.008) ; 84234 (0.008) ; 67868 (0.008) ; 28566 (0.007) ; 45996 (0.007) ; 
0.11559914054630477   T=4,K=5:  28566 (0.038) ; 45996 (0.020) ; 90504 (0.019) ; 22209 (0.017) ; 62204 (0.013) ; 75552 (0.013) ; 6325 (0.013) ; 65552 (0.012) ; 68641 (0.011) ; 29883 (0.010) ; 
0.12056896848402521   T=5,K=5:  22209 (0.018) ; 75552 (0.016) ; 90504 (0.013) ; 19546 (0.012) ; 79223 (0.011) ; 62204 (0.010) ; 28566 (0.010) ; 45996 (0.009) ; 24436 (0.008) ; 104429 (0.007) ; 
0.11341766257312648   T=6,K=5:  22209 (0.016) ; 19546 (0.014) ; 75552 (0.013) ; 62204 (0.013) ; 42214 (0.013) ; 79223 (0.012) ;  (0.011) ; 65552 (0.011) ; 84234 (0.011) ; 90504 (0.009) ; 
0.07804189992513305   T=7,K=5:  84234 (0.021) ; 62204 (0.017) ;  (0.016) ; 19546 (0.015) ; 85306 (0.012) ; 42214 (0.011) ; 22209 (0.011) ; 104429 (0.010) ; 65552 (0.010) ; 90504 (0.010) ; 
0.08983980301003724   T=8,K=5:  65552 (0.034) ; 22209 (0.032) ;  (0.022) ; 62204 (0.020) ; 85306 (0.019) ; 84494 (0.019) ; 86219 (0.016) ; 42214 (0.016) ; 63772 (0.014) ; 19546 (0.011) ; 
0.10792235771279003   T=9,K=5:  62204 (0.043) ;  (0.031) ; 75552 (0.019) ; 22209 (0.019) ; 65552 (0.017) ; 84494 (0.013) ; 63772 (0.013) ; 8665 (0.013) ; 85306 (0.011) ; 31161 (0.010) ; 
0.11286629969582013   T=10,K=5:  110639 (0.022) ; 65552 (0.014) ;  (0.013) ; 68641 (0.011) ; 62204 (0.011) ; 84234 (0.011) ; 80140 (0.011) ; 104429 (0.010) ; 105829 (0.010) ; 90504 (0.009) ; 
0.09626012484519539   T=11,K=5:  65552 (0.012) ; 80140 (0.010) ; 90504 (0.010) ; 104429 (0.010) ; 110639 (0.009) ; 48291 (0.009) ; 13096 (0.008) ; 105829 (0.008) ; 62204 (0.007) ; 66342 (0.007) ; 
0.15469413170475618   T=12,K=5:  110639 (0.014) ; 90504 (0.012) ;  (0.011) ; 65552 (0.011) ; 13096 (0.010) ; 104429 (0.009) ; 66342 (0.007) ; 80140 (0.007) ; 105829 (0.007) ; 62204 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  62204 (0.012) ; 65552 (0.011) ;  (0.010) ; 22209 (0.010) ; 90504 (0.008) ; 75552 (0.007) ; 85306 (0.007) ; 84234 (0.006) ; 19546 (0.006) ; 104429 (0.006) ; 

0.018391501315493754   T=0,K=6:  46802 (0.002) ; nlsj61372 (0.001) ; 80327 (0.001) ; 56458 (0.001) ; 98673 (0.001) ; 60535 (0.001) ; 72254 (0.001) ; 110598 (0.001) ; 36933 (0.001) ; 2749 (0.001) ; 
0.01820685563461804   T=1,K=6:  nlsj61372 (0.003) ; 80327 (0.003) ; 46802 (0.002) ; 110243 (0.002) ; 110598 (0.002) ; 6339 (0.001) ; 86112 (0.001) ; 66173 (0.001) ; 19546 (0.001) ; 103922 (0.001) ; 
0.052870822708740675   T=2,K=6:  nlsj61372 (0.008) ; 80327 (0.004) ; 22210 (0.004) ; 66173 (0.004) ; 20621 (0.004) ; 46802 (0.003) ; 79223 (0.003) ; 86112 (0.003) ; 43309 (0.003) ; 1377 (0.003) ; 
0.06145274184019927   T=3,K=6:  22209 (0.011) ; 66173 (0.009) ; 20621 (0.009) ; 86112 (0.008) ; 79223 (0.008) ; 42214 (0.007) ; 114624 (0.006) ; nlsj61372 (0.006) ; 22210 (0.005) ; 80327 (0.004) ; 
0.1022860999037986   T=4,K=6:  22209 (0.030) ; 86112 (0.029) ; 42214 (0.028) ; 84234 (0.020) ; 79223 (0.013) ; 20621 (0.012) ; 73742 (0.007) ; 24292 (0.005) ; 42830 (0.005) ; 55139 (0.004) ; 
0.04222747903767629   T=5,K=6:  22209 (0.022) ; 86112 (0.021) ; 42214 (0.012) ; 62204 (0.009) ; 42830 (0.008) ; 84234 (0.007) ; 45996 (0.006) ; 79223 (0.006) ; 80327 (0.005) ; 85306 (0.005) ; 
0.08632246489147212   T=6,K=6:  62204 (0.036) ; 86112 (0.017) ; 72627 (0.013) ; 45996 (0.013) ; 11583 (0.012) ; 8909 (0.012) ; 86219 (0.011) ; 84494 (0.011) ; 90504 (0.010) ; 22209 (0.010) ; 
0.09019745885372858   T=7,K=6:  62204 (0.080) ; 86219 (0.025) ; 65552 (0.020) ; 72627 (0.019) ; 11583 (0.017) ; 84494 (0.016) ; 45996 (0.015) ; 58429 (0.015) ; 8909 (0.014) ; 34855 (0.014) ; 
0.08910298127622034   T=8,K=6:  62204 (0.024) ; 45996 (0.023) ; 84494 (0.023) ; 85306 (0.022) ; 8909 (0.018) ; 86219 (0.018) ; 58429 (0.017) ; 65552 (0.014) ; 22502 (0.013) ; 31161 (0.009) ; 
0.12987433073437457   T=9,K=6:  64866 (0.018) ; 86219 (0.017) ; 45996 (0.013) ; 8909 (0.012) ; 85306 (0.012) ; 90504 (0.011) ; 31161 (0.009) ; 65552 (0.008) ; 86112 (0.008) ; nlsj32160 (0.007) ; 
0.07839836835516728   T=10,K=6:  86219 (0.035) ; 64866 (0.033) ; 90504 (0.012) ; 63772 (0.010) ; 8909 (0.009) ; 45996 (0.006) ; 8665 (0.005) ; 31161 (0.005) ; 20621 (0.005) ; 84234 (0.005) ; 
0.05977473941046008   T=11,K=6:  64866 (0.029) ; 86219 (0.016) ; 90504 (0.016) ; 75552 (0.010) ; 20621 (0.008) ; 8665 (0.006) ; 31161 (0.005) ; 84234 (0.005) ; 63772 (0.004) ; 26447 (0.004) ; 
0.04219265686136288   T=12,K=6:  64866 (0.031) ; 90504 (0.021) ; 86219 (0.018) ; 20621 (0.014) ; 75552 (0.011) ; 8665 (0.005) ; 31161 (0.005) ; 84234 (0.005) ; 63772 (0.004) ; 114432 (0.004) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  62204 (0.013) ; 86219 (0.011) ; 64866 (0.010) ; 86112 (0.009) ; 90504 (0.008) ; 22209 (0.007) ; 45996 (0.007) ; 8909 (0.006) ; 85306 (0.006) ; 20621 (0.006) ; 

0.0821307213745882   T=0,K=7:  33155 (0.001) ; 51148 (0.001) ; 943 (0.001) ; 52571 (0.001) ; 87576 (0.001) ; 114753 (0.001) ; 41448 (0.001) ; 23726 (0.001) ; 57643 (0.001) ; 57929 (0.001) ; 
0.10698597403729146   T=1,K=7:  51148 (0.002) ; 52571 (0.002) ; nlsj61372 (0.002) ; 114753 (0.002) ; 41448 (0.001) ; 84234 (0.001) ; 23726 (0.001) ; 102000 (0.001) ; 52332 (0.001) ; 943 (0.001) ; 
0.11861125452501044   T=2,K=7:  84234 (0.005) ; 23726 (0.005) ; 52571 (0.005) ; nlsj61372 (0.004) ; 52332 (0.003) ; 114753 (0.003) ; 28566 (0.003) ; 20621 (0.002) ; 55313 (0.002) ; 42214 (0.002) ; 
0.088955229109144   T=3,K=7:  84234 (0.017) ; 23726 (0.009) ; 42214 (0.006) ; 20621 (0.006) ; 28566 (0.005) ; 114753 (0.005) ; 15893 (0.005) ; 85306 (0.004) ; 84494 (0.004) ; 26943 (0.004) ; 
0.09883540127580233   T=4,K=7:  65552 (0.021) ; 84234 (0.018) ; 85306 (0.017) ; 42214 (0.016) ; 15893 (0.016) ; 86219 (0.016) ; 20621 (0.014) ; 84494 (0.014) ; 45996 (0.013) ; 104429 (0.012) ; 
0.058392856083536275   T=5,K=7:  15893 (0.023) ; 45996 (0.014) ; 85306 (0.014) ; 24292 (0.013) ; 65552 (0.011) ; 23726 (0.010) ; 84234 (0.010) ; 27847 (0.010) ; 42214 (0.010) ; 84434 (0.009) ; 
0.1344626556378421   T=6,K=7:  15893 (0.023) ; 45996 (0.017) ; 24292 (0.015) ; 65552 (0.015) ; 86219 (0.013) ; 62204 (0.012) ; 85306 (0.012) ; 22209 (0.011) ; 84234 (0.011) ; 42214 (0.011) ; 
0.08989076633668118   T=7,K=7:  15893 (0.021) ; 62204 (0.017) ; 11583 (0.016) ;  (0.016) ; 23726 (0.015) ; 48291 (0.015) ; 84494 (0.015) ; 65552 (0.015) ; 24292 (0.014) ; 90504 (0.013) ; 
