1606 documents , 1 concepts , 2924 context features (51148) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.007549111327587865   T=0,K=0:  52332 (0.017) ; 43206 (0.016) ; 84494 (0.015) ; 106094 (0.013) ;  (0.013) ; 46249 (0.013) ; 15047 (0.010) ; 90504 (0.009) ; 85306 (0.009) ; 26886 (0.009) ; 
0.06885873666046982   T=12,K=0:   (0.023) ; 65552 (0.018) ; 84494 (0.017) ; 43206 (0.015) ; 114753 (0.014) ; 85306 (0.013) ; 33819 (0.011) ; 33426 (0.010) ; 16051 (0.009) ; 72610 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  43206 (0.013) ;  (0.013) ; 85306 (0.013) ; 84494 (0.012) ; 114753 (0.009) ; 22209 (0.009) ; 65552 (0.009) ; 26886 (0.008) ; 45996 (0.008) ; 33426 (0.008) ; 

0.011409962707449694   T=0,K=1:  15893 (0.063) ; 66838 (0.042) ; 90504 (0.035) ; 85306 (0.032) ;  (0.026) ; 26886 (0.018) ; 51182 (0.018) ; 24292 (0.016) ; 72627 (0.016) ; 11970 (0.015) ; 
0.2622669951092431   T=1,K=1:  85306 (0.064) ; 66838 (0.050) ; 15893 (0.036) ; 90504 (0.034) ; 24292 (0.026) ;  (0.025) ; 72627 (0.020) ; 11970 (0.017) ; 26886 (0.017) ; 75306 (0.015) ; 
0.17672358893659204   T=2,K=1:  85306 (0.047) ; 90504 (0.029) ; 24292 (0.029) ; 66838 (0.027) ; 15893 (0.025) ;  (0.020) ; 114339 (0.018) ; 26886 (0.018) ; 51182 (0.018) ; 33426 (0.017) ; 
0.018301173455543825   T=3,K=1:  85306 (0.035) ; 90504 (0.030) ; 66838 (0.024) ; 114339 (0.024) ; 24292 (0.022) ;  (0.021) ; 26886 (0.019) ; 15893 (0.018) ; 72627 (0.017) ; 63772 (0.016) ; 
0.049700782136623024   T=4,K=1:  85306 (0.049) ;  (0.028) ; 24292 (0.023) ; 63772 (0.021) ; 90504 (0.021) ; 66838 (0.018) ; 72627 (0.018) ; 114339 (0.017) ; 51182 (0.016) ; 110745 (0.015) ; 
0.005045962286772273   T=5,K=1:  85306 (0.034) ; 24292 (0.032) ; 90504 (0.028) ; 51182 (0.024) ;  (0.020) ; 114339 (0.018) ; 66838 (0.016) ; 72627 (0.015) ; 63772 (0.015) ; 26886 (0.015) ; 
0.015002671503111022   T=6,K=1:  24292 (0.039) ; 26886 (0.028) ; 85306 (0.027) ; 90504 (0.023) ; 114339 (0.021) ; 15893 (0.019) ; 33426 (0.018) ;  (0.016) ; 51182 (0.012) ; 66838 (0.012) ; 
0.028919406948332147   T=7,K=1:  24292 (0.044) ; 85306 (0.034) ; 26886 (0.032) ; 15893 (0.031) ; 33426 (0.018) ; 51148 (0.017) ; 84410 (0.016) ; 63772 (0.016) ; 90504 (0.015) ; 110745 (0.013) ; 
0.029143944658446535   T=8,K=1:  26886 (0.045) ; 85306 (0.036) ; 24292 (0.026) ; 15893 (0.026) ; 51148 (0.024) ; 33426 (0.017) ; 51849 (0.015) ; 63772 (0.015) ; 51182 (0.014) ; 90504 (0.014) ; 
0.09366061716767052   T=9,K=1:  24292 (0.029) ; 15893 (0.028) ; 26886 (0.024) ; 51148 (0.023) ; 63772 (0.021) ; 85306 (0.019) ; 51849 (0.017) ; 51182 (0.015) ; 89960 (0.014) ; 90504 (0.013) ; 
0.07060526131728258   T=10,K=1:  24292 (0.030) ; 51148 (0.026) ; 15893 (0.025) ; 51182 (0.024) ; 63772 (0.021) ; 85306 (0.021) ; 26886 (0.019) ; 84234 (0.016) ; nlsj65911 (0.015) ; 51849 (0.013) ; 
0.03782698858744918   T=11,K=1:  63772 (0.037) ; 51182 (0.035) ; 26886 (0.021) ; 24292 (0.021) ; 15893 (0.018) ; nlsj65911 (0.018) ; 51148 (0.017) ; 77596 (0.015) ; 51849 (0.014) ; 84234 (0.014) ; 
0.04671317342425817   T=12,K=1:  63772 (0.044) ; nlsj65911 (0.030) ; 90504 (0.027) ; 24292 (0.026) ; 51182 (0.023) ; 26886 (0.021) ; 33426 (0.020) ; 51148 (0.016) ; 65552 (0.014) ; 15893 (0.013) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  85306 (0.032) ; 24292 (0.028) ; 15893 (0.025) ; 26886 (0.022) ; 90504 (0.022) ; 63772 (0.019) ; 51182 (0.018) ; 66838 (0.017) ;  (0.017) ; 51148 (0.014) ; 

0.7085887485073601   T=0,K=2:   (0.058) ; 73672 (0.021) ; 72202 (0.017) ; 65548 (0.016) ; 6174 (0.015) ; 20621 (0.015) ; 84234 (0.012) ; nlsj6847 (0.012) ; 45996 (0.011) ; 84494 (0.011) ; 
0.5345047136363793   T=1,K=2:   (0.053) ; 73672 (0.017) ; 45996 (0.016) ; 65548 (0.015) ; 104117 (0.012) ; 84494 (0.012) ; 20621 (0.011) ; 1093 (0.010) ; nlsj6847 (0.009) ; 48291 (0.009) ; 
0.33030568628618007   T=2,K=2:   (0.048) ; 45996 (0.022) ; 73672 (0.015) ; 104117 (0.012) ; 84234 (0.011) ; 12035 (0.011) ; 65552 (0.011) ; 20621 (0.010) ; 43206 (0.009) ; 1093 (0.009) ; 
0.1354202185887069   T=3,K=2:  45996 (0.035) ;  (0.031) ; 65552 (0.013) ; 73672 (0.013) ; 104117 (0.012) ; 84234 (0.011) ; nlsj76838 (0.010) ; 11583 (0.010) ; 26447 (0.009) ; 1093 (0.009) ; 
0.19753820875386707   T=4,K=2:   (0.035) ; 45996 (0.025) ; 84234 (0.015) ; 65552 (0.014) ; 73672 (0.014) ; 11583 (0.011) ; 26943 (0.011) ; 1093 (0.009) ; 104117 (0.008) ; 28569 (0.007) ; 
0.006706274864328229   T=5,K=2:   (0.029) ; 45996 (0.018) ; 84234 (0.016) ; 73672 (0.014) ; 11583 (0.012) ; 65552 (0.011) ; 1093 (0.011) ; 26447 (0.009) ; 26943 (0.008) ; 22209 (0.008) ; 
0.24121498561232207   T=6,K=2:   (0.023) ; 45996 (0.020) ; 84234 (0.016) ; 73672 (0.011) ; 1093 (0.010) ; 11583 (0.009) ; 48291 (0.009) ; 31607 (0.009) ; 106974 (0.008) ; 26447 (0.008) ; 
0.20096130045092653   T=7,K=2:  45996 (0.023) ; 84234 (0.016) ;  (0.016) ; 106974 (0.012) ; 48291 (0.010) ; 73672 (0.009) ; 26447 (0.009) ; 1093 (0.009) ; 28569 (0.009) ; 104421 (0.009) ; 
0.08768549203911218   T=8,K=2:  45996 (0.020) ; 84234 (0.016) ;  (0.010) ; 31562 (0.010) ; 31236 (0.010) ; 104421 (0.010) ; 1093 (0.010) ; 106974 (0.009) ; 26447 (0.008) ; 48291 (0.008) ; 
0.145790518349306   T=9,K=2:  31236 (0.015) ; 45996 (0.014) ; 26447 (0.013) ; 84234 (0.012) ;  (0.010) ; 104421 (0.010) ; 48291 (0.009) ; 1093 (0.009) ; 11583 (0.008) ; 28569 (0.008) ; 
0.18683213699398166   T=10,K=2:  31236 (0.017) ; 48291 (0.014) ; 114753 (0.012) ; 11583 (0.011) ; 45996 (0.011) ; 104421 (0.010) ;  (0.010) ; 79484 (0.009) ; 106974 (0.009) ; nlsj76838 (0.008) ; 
0.15959712102672416   T=11,K=2:  11583 (0.011) ; 110639 (0.011) ; 106974 (0.010) ; 90504 (0.010) ; 31236 (0.010) ; 48291 (0.009) ; 91439 (0.009) ; 28569 (0.009) ; 67762 (0.009) ; nlsj76838 (0.009) ; 
0.22849111545807993   T=12,K=2:  31236 (0.012) ; nlsj76838 (0.011) ; 106974 (0.011) ; 90504 (0.010) ; 51148 (0.009) ; 110639 (0.009) ; 48291 (0.008) ; 79484 (0.008) ; 4845 (0.008) ; 28188 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:   (0.026) ; 45996 (0.018) ; 84234 (0.011) ; 73672 (0.010) ; 1093 (0.009) ; 48291 (0.008) ; 11583 (0.008) ; 31236 (0.007) ; 26447 (0.007) ; 104117 (0.007) ; 

0.2138073097808849   T=0,K=3:   (0.032) ; 51148 (0.023) ; 66295 (0.023) ; 66342 (0.021) ; 84234 (0.019) ; 83774 (0.019) ; 29698 (0.018) ; 72627 (0.018) ; 62204 (0.017) ; 43206 (0.014) ; 
0.10165648146469021   T=1,K=3:   (0.023) ; 83774 (0.022) ; 51148 (0.021) ; 29698 (0.021) ; 66342 (0.019) ; 66295 (0.018) ; 72627 (0.016) ; 62204 (0.016) ; 43206 (0.016) ; 90504 (0.015) ; 
0.1120973471093321   T=2,K=3:  83774 (0.041) ; 43206 (0.024) ; 51148 (0.023) ; 29698 (0.021) ; 62204 (0.018) ; 66295 (0.016) ; 66342 (0.015) ; 104787 (0.015) ; 9070 (0.015) ;  (0.015) ; 
0.3749529821153772   T=3,K=3:  83774 (0.043) ; 51148 (0.035) ; 66342 (0.022) ; 45996 (0.020) ; 9070 (0.019) ; 62204 (0.019) ; 66295 (0.015) ;  (0.014) ; 43206 (0.014) ; 72627 (0.013) ; 
0.20184623807614724   T=4,K=3:  51148 (0.064) ; 83774 (0.040) ; 9070 (0.029) ; 15047 (0.022) ;  (0.021) ; 66342 (0.019) ; 62204 (0.018) ; 68449 (0.016) ; 45996 (0.014) ; 90504 (0.013) ; 
0.04870116953209542   T=5,K=3:  83774 (0.111) ; 51148 (0.098) ; 15047 (0.048) ; 68449 (0.021) ; 66295 (0.018) ; 66342 (0.018) ;  (0.016) ; 9070 (0.016) ; 24847 (0.015) ; 90504 (0.013) ; 
0.053767610339664304   T=6,K=3:  83774 (0.065) ; 15047 (0.036) ; 51148 (0.032) ;  (0.019) ; 68449 (0.019) ; 9070 (0.018) ; 84234 (0.014) ; 66342 (0.013) ; 66295 (0.012) ; 42214 (0.010) ; 
0.07857215053682164   T=7,K=3:  83774 (0.030) ; 15047 (0.025) ; 9070 (0.021) ; 51148 (0.019) ;  (0.016) ; 42214 (0.013) ; 45996 (0.011) ; 66295 (0.010) ; 22209 (0.009) ; 66342 (0.009) ; 
0.26455643195291195   T=8,K=3:  9070 (0.019) ; 42214 (0.014) ;  (0.013) ; 51148 (0.012) ; 83774 (0.011) ; 22209 (0.009) ; 15047 (0.009) ; 46646 (0.009) ; 45996 (0.008) ; 66342 (0.008) ; 
0.1913932566243053   T=9,K=3:  9070 (0.016) ;  (0.012) ; 46646 (0.010) ; 66295 (0.009) ; 42214 (0.009) ; 22209 (0.009) ; 84422 (0.009) ; 51148 (0.008) ; 84234 (0.008) ; 114005 (0.008) ; 
0.11192931245843321   T=10,K=3:  9070 (0.019) ; 46646 (0.014) ; 66295 (0.010) ; 110114 (0.010) ; 22209 (0.009) ;  (0.009) ; 42214 (0.009) ; 110598 (0.008) ; 84234 (0.008) ; 67225 (0.008) ; 
0.0760594114625916   T=11,K=3:  9070 (0.019) ; 110114 (0.017) ;  (0.014) ; 84422 (0.010) ; 84234 (0.009) ; 67225 (0.009) ; 83774 (0.008) ; 45996 (0.008) ; 46646 (0.008) ; 51148 (0.008) ; 
0.30741815092681374   T=12,K=3:  110114 (0.016) ; 84234 (0.015) ; 84422 (0.013) ; 9070 (0.013) ; 57457 (0.011) ; 46646 (0.010) ; 31236 (0.009) ; 110012 (0.009) ; 60003 (0.008) ; 38547 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  83774 (0.032) ; 51148 (0.027) ; 9070 (0.018) ;  (0.016) ; 15047 (0.015) ; 66295 (0.012) ; 66342 (0.012) ; 62204 (0.011) ; 45996 (0.011) ; 84234 (0.010) ; 

1.2673569968908476e-05   T=0,K=4:  104655 (0.083) ; 60646 (0.037) ; 63772 (0.034) ; 28592 (0.033) ; 83774 (0.029) ; 68641 (0.025) ; 99808 (0.022) ; nlsj55277 (0.017) ; 107520 (0.016) ; 76910 (0.012) ; 
0.0002771002625322203   T=1,K=4:  104655 (0.051) ; 60646 (0.049) ; 68641 (0.027) ; 83774 (0.026) ; 63772 (0.022) ; 28592 (0.021) ; 51148 (0.020) ; 61791 (0.018) ; 76910 (0.017) ; 22825 (0.016) ; 
0.004595208662853096   T=2,K=4:  60646 (0.040) ; 51148 (0.038) ; 61791 (0.033) ; 104655 (0.032) ; 63772 (0.028) ; 83774 (0.023) ; 68641 (0.019) ; 76910 (0.019) ; 28592 (0.019) ; 93812 (0.018) ; 
0.018833527495231706   T=3,K=4:  60646 (0.039) ; 61791 (0.036) ; 104655 (0.030) ; 51148 (0.028) ; 93812 (0.025) ; 63772 (0.023) ; 83774 (0.020) ;  (0.015) ; 84539 (0.015) ; 56642 (0.014) ; 
0.07091899755254259   T=4,K=4:  60646 (0.038) ; 51148 (0.035) ; 61791 (0.024) ; 104655 (0.019) ; 63772 (0.019) ; 93812 (0.018) ; 83774 (0.017) ; 56642 (0.016) ; 15345 (0.015) ; 28592 (0.014) ; 
0.055669930569665654   T=5,K=4:  60646 (0.050) ; 51148 (0.044) ; 61791 (0.030) ; 63772 (0.025) ; 15345 (0.021) ; 56642 (0.020) ; 65552 (0.018) ; 93812 (0.018) ; 83774 (0.015) ; 33057 (0.015) ; 
0.021534652464405026   T=6,K=4:  51148 (0.032) ; 60646 (0.029) ; 61791 (0.023) ; 50917 (0.022) ; 63772 (0.016) ; 56642 (0.014) ; 68641 (0.014) ; 33057 (0.014) ; 15345 (0.014) ; 25916 (0.013) ; 
0.09966191703287385   T=7,K=4:  51148 (0.029) ; 61791 (0.022) ; 33057 (0.020) ; 50917 (0.016) ; nlsj65911 (0.015) ; 60646 (0.015) ; 25916 (0.014) ; 31607 (0.013) ; 72627 (0.012) ; 104655 (0.012) ; 
0.11996384285168935   T=8,K=4:  51148 (0.029) ; nlsj65911 (0.020) ; 61791 (0.018) ; 72627 (0.013) ; 65552 (0.013) ; 60646 (0.013) ; 83756 (0.012) ; 50917 (0.012) ; 39363 (0.012) ; 84539 (0.011) ; 
0.021227146491403944   T=9,K=4:  nlsj65911 (0.021) ; 51148 (0.019) ; 61791 (0.018) ; 31607 (0.017) ; 45996 (0.016) ; 63772 (0.014) ; 60646 (0.013) ; 72627 (0.013) ; 1564 (0.013) ; 116416 (0.012) ; 
0.03350851363866903   T=10,K=4:  51148 (0.022) ; nlsj65911 (0.022) ; 72627 (0.020) ; 61791 (0.017) ; 51123 (0.013) ; 104655 (0.013) ; 68641 (0.013) ; 6926 (0.013) ; 103922 (0.012) ; 63772 (0.012) ; 
0.01977237048211401   T=11,K=4:  61791 (0.022) ; nlsj65911 (0.021) ; 51148 (0.021) ; 72627 (0.018) ; 1564 (0.018) ; 63772 (0.016) ; 104655 (0.016) ; 6926 (0.015) ; 103922 (0.014) ; 75005 (0.014) ; 
0.006032207449400465   T=12,K=4:  51148 (0.035) ; 61791 (0.020) ; 75005 (0.019) ; nlsj65911 (0.019) ; 1564 (0.013) ; 6926 (0.013) ; 60646 (0.013) ; 72627 (0.013) ; 51123 (0.013) ; 116416 (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  51148 (0.027) ; 60646 (0.027) ; 104655 (0.023) ; 61791 (0.022) ; 63772 (0.018) ; 68641 (0.014) ; 83774 (0.013) ; 28592 (0.011) ; 50917 (0.011) ; nlsj65911 (0.011) ; 

0.04721188589224918   T=0,K=5:  83732 (0.048) ; 63845 (0.044) ; 109336 (0.042) ; 6933 (0.034) ; 45996 (0.027) ; 31236 (0.019) ; 22209 (0.014) ; 60646 (0.014) ; 23129 (0.013) ; 51148 (0.013) ; 
0.07285938236074258   T=1,K=5:  63845 (0.066) ; 83732 (0.048) ; 45996 (0.038) ; 109336 (0.036) ; 6933 (0.029) ; 31236 (0.028) ; 23129 (0.018) ; 60646 (0.014) ; nlsj6199 (0.012) ; 22209 (0.011) ; 
0.04027883793694449   T=2,K=5:  83732 (0.064) ; 109336 (0.048) ; 63845 (0.048) ; 45996 (0.033) ; 6933 (0.029) ; 31236 (0.026) ; 23129 (0.025) ; 51148 (0.022) ; 60646 (0.012) ; 22209 (0.012) ; 
0.10136660836427508   T=3,K=5:  83732 (0.048) ; 63845 (0.042) ; 23129 (0.038) ; 51148 (0.035) ; 45996 (0.032) ; 6933 (0.028) ; 109336 (0.026) ; 31236 (0.026) ; 36229 (0.014) ; 22209 (0.013) ; 
0.07242419808369968   T=4,K=5:  31236 (0.055) ; 51148 (0.054) ; 83732 (0.051) ; 63845 (0.049) ; 45996 (0.048) ; 23129 (0.042) ; 6933 (0.033) ; 109336 (0.021) ; 31607 (0.013) ; 51010 (0.008) ; 
0.08329473157704059   T=5,K=5:  23129 (0.096) ; 83732 (0.096) ; 63845 (0.079) ; 31236 (0.066) ; 51148 (0.062) ; 45996 (0.048) ; 31607 (0.027) ; 109336 (0.024) ; 6933 (0.017) ; 104881 (0.007) ; 
0.01874461867014509   T=6,K=5:  51148 (0.063) ; 23129 (0.058) ; 83732 (0.050) ; 63845 (0.042) ; 45996 (0.032) ; 31236 (0.028) ; 31607 (0.027) ; 109336 (0.027) ; 51010 (0.015) ; 6933 (0.012) ; 
0.08156938332554177   T=7,K=5:  45996 (0.034) ; 83732 (0.031) ; 51148 (0.024) ; 23129 (0.021) ; 31607 (0.019) ; 31236 (0.018) ; 109336 (0.015) ; 63845 (0.015) ; 6933 (0.011) ; 68641 (0.009) ; 
0.05619660071077101   T=8,K=5:  45996 (0.029) ; 83732 (0.028) ; 51148 (0.024) ; 31236 (0.017) ; 23129 (0.017) ; 63845 (0.014) ; 109336 (0.013) ; 84234 (0.012) ; 31607 (0.010) ;  (0.008) ; 
0.12794620618614436   T=9,K=5:  83732 (0.020) ; 45996 (0.018) ; 23129 (0.016) ; 51148 (0.015) ; 25916 (0.011) ; 63845 (0.011) ; 22209 (0.011) ; 31607 (0.011) ; 31236 (0.009) ;  (0.009) ; 
0.0945570781736108   T=10,K=5:  45996 (0.026) ; 83732 (0.016) ;  (0.015) ; 51148 (0.012) ; 23129 (0.012) ; 31607 (0.011) ; 63845 (0.011) ; 66494 (0.011) ; 84234 (0.011) ; 25916 (0.010) ; 
0.24573486963618996   T=11,K=5:  45996 (0.019) ;  (0.014) ; nlsj56179 (0.013) ; 106502 (0.013) ; 83732 (0.013) ; 73277 (0.012) ; 66494 (0.011) ; 31607 (0.010) ; 63845 (0.010) ; 51148 (0.009) ; 
0.23555569794174921   T=12,K=5:  45996 (0.036) ; 66494 (0.019) ; 83732 (0.014) ; 25916 (0.013) ; 51148 (0.012) ; nlsj56179 (0.012) ; 73277 (0.012) ; 63845 (0.011) ;  (0.010) ; 54003 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  83732 (0.041) ; 63845 (0.034) ; 45996 (0.032) ; 23129 (0.028) ; 51148 (0.027) ; 31236 (0.024) ; 109336 (0.021) ; 6933 (0.017) ; 31607 (0.013) ; 60646 (0.009) ; 

0.00012697760976885952   T=0,K=6:  51148 (0.032) ; 8665 (0.029) ; 16765 (0.027) ; 92378 (0.027) ; 45996 (0.025) ; 27438 (0.021) ; 1377 (0.017) ; 26886 (0.016) ; 22209 (0.016) ; 113560 (0.015) ; 
0.002431639557707122   T=1,K=6:  8665 (0.035) ; 92378 (0.034) ; 51148 (0.023) ; 45996 (0.020) ; 113560 (0.020) ; 16765 (0.019) ; 68641 (0.017) ; 27438 (0.017) ; 26886 (0.016) ; 98417 (0.014) ; 
0.23242177085306365   T=2,K=6:  92378 (0.037) ; 8665 (0.028) ; 51148 (0.024) ; 45996 (0.024) ; 16765 (0.023) ; 113560 (0.018) ; 98417 (0.018) ; 26886 (0.015) ; 68641 (0.015) ;  (0.014) ; 
0.23428751848040916   T=3,K=6:  16765 (0.030) ; 92378 (0.029) ; 51148 (0.028) ; 98417 (0.022) ;  (0.019) ; 8665 (0.018) ; 66494 (0.015) ; 22209 (0.015) ; 45996 (0.014) ; 68641 (0.014) ; 
0.08990527451909099   T=4,K=6:  16765 (0.038) ; 51148 (0.030) ; 92378 (0.029) ; 98417 (0.027) ; 45996 (0.025) ; 27438 (0.022) ;  (0.019) ; 67352 (0.015) ; 66494 (0.015) ; 22209 (0.013) ; 
0.028664941375556006   T=5,K=6:  98417 (0.084) ; 16765 (0.061) ; 27438 (0.035) ; 92378 (0.030) ; 51148 (0.029) ; 15345 (0.029) ; 45996 (0.020) ; 66494 (0.015) ; 67352 (0.014) ; 65552 (0.012) ; 
0.07019075635541044   T=6,K=6:  98417 (0.042) ; 16765 (0.030) ; 45996 (0.026) ; 15345 (0.024) ; 27438 (0.024) ; 51148 (0.021) ; 92378 (0.020) ; 31236 (0.015) ; 65552 (0.014) ;  (0.014) ; 
0.052541250373587894   T=7,K=6:  51148 (0.024) ; 98417 (0.024) ; 45996 (0.024) ; 16765 (0.021) ; 65552 (0.020) ;  (0.019) ; 92378 (0.015) ; 27438 (0.014) ; 15893 (0.012) ; 31236 (0.012) ; 
0.16033622112320067   T=8,K=6:  51148 (0.026) ; 45996 (0.022) ; 16765 (0.019) ;  (0.018) ; 65552 (0.013) ; 92378 (0.013) ; 15893 (0.013) ; 98417 (0.013) ; 16051 (0.011) ; 72627 (0.011) ; 
0.09297236600561713   T=9,K=6:  45996 (0.022) ; 72627 (0.018) ; 92378 (0.015) ;  (0.014) ; 65552 (0.014) ; 98417 (0.014) ; 23726 (0.013) ; 22209 (0.013) ; 51148 (0.012) ; 31236 (0.011) ; 
0.18318637469128174   T=10,K=6:  72627 (0.028) ; 45996 (0.024) ; 23726 (0.017) ; 65552 (0.015) ; 79983 (0.015) ; 11583 (0.014) ; 112720 (0.014) ; 92378 (0.014) ; 73672 (0.014) ; 90504 (0.013) ; 
0.07608307343259683   T=11,K=6:  45996 (0.025) ; 65552 (0.022) ; 72627 (0.020) ; 23726 (0.020) ; 79983 (0.015) ; 98358 (0.014) ; 31236 (0.013) ; 73672 (0.012) ; 112720 (0.012) ; 46712 (0.011) ; 
0.07044844071762897   T=12,K=6:  45996 (0.037) ; 23726 (0.024) ; 65552 (0.019) ; 98358 (0.019) ; 73672 (0.018) ; 72627 (0.015) ; 31236 (0.014) ; 79983 (0.013) ;  (0.011) ; 98417 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  45996 (0.024) ; 16765 (0.024) ; 98417 (0.023) ; 92378 (0.022) ; 51148 (0.021) ; 27438 (0.015) ;  (0.014) ; 65552 (0.014) ; 15345 (0.012) ; 8665 (0.012) ; 

0.00022220209747068323   T=0,K=7:  51148 (0.163) ; 65565 (0.116) ; 83774 (0.037) ; 15345 (0.025) ; nlsj553 (0.022) ; 23129 (0.020) ; nlsj23415 (0.019) ; 24847 (0.018) ; 73277 (0.015) ; 66295 (0.015) ; 
0.004145756998708536   T=1,K=7:  51148 (0.175) ; 65565 (0.058) ; 83774 (0.038) ; 24847 (0.030) ; 73277 (0.021) ; 66295 (0.021) ; 104421 (0.020) ; nlsj23415 (0.020) ; nlsj553 (0.019) ; 15345 (0.019) ; 
0.06858282298778502   T=2,K=7:  51148 (0.150) ; 65565 (0.044) ; 83774 (0.035) ; 24847 (0.034) ; 104421 (0.029) ; 75552 (0.023) ; 73277 (0.020) ; 84234 (0.020) ; nlsj553 (0.019) ; 66295 (0.018) ; 
0.03412326171990978   T=3,K=7:  51148 (0.127) ; 24847 (0.041) ; 65565 (0.041) ; 83774 (0.038) ; 104421 (0.035) ; 75552 (0.021) ; 73277 (0.017) ; 84234 (0.016) ; nlsj553 (0.015) ; 15345 (0.015) ; 
0.08316759510021343   T=4,K=7:  51148 (0.116) ; 83774 (0.039) ; 24847 (0.036) ; 104421 (0.032) ; 75552 (0.022) ; 65565 (0.021) ; 84234 (0.017) ; 50917 (0.016) ; nlsj553 (0.015) ; 84542 (0.012) ; 
0.0505922305466416   T=5,K=7:  51148 (0.190) ; 83774 (0.053) ; 104421 (0.039) ; 75552 (0.033) ; 65565 (0.032) ; 24847 (0.025) ; 84542 (0.016) ; nlsj553 (0.015) ; 73277 (0.013) ; 15345 (0.012) ; 
0.022943543336318897   T=6,K=7:  51148 (0.085) ; 104421 (0.032) ; 83774 (0.031) ; 65565 (0.030) ; 84234 (0.021) ; 75552 (0.016) ; 61791 (0.016) ; 50917 (0.015) ; 23129 (0.013) ; 24847 (0.013) ; 
