1461 documents , 1 concepts , 3508 context features (79983) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.03823600706231274   T=0,K=0:  79983 (0.043) ; 52332 (0.035) ; 90504 (0.023) ; 23726 (0.020) ; 74777 (0.018) ; 40154 (0.016) ; nlsj56179 (0.013) ; 85306 (0.013) ; 113388 (0.013) ; 72610 (0.013) ; 
0.021584512694979692   T=6,K=1:  22209 (0.043) ; 116416 (0.021) ; 76703 (0.021) ; 73672 (0.021) ; 45996 (0.017) ; 100495 (0.016) ; nlsj65911 (0.016) ; 27847 (0.013) ; 7198 (0.012) ; 1564 (0.012) ; 
0.02430285734521661   T=7,K=1:  22209 (0.034) ; 73672 (0.028) ; 76703 (0.028) ; 45996 (0.021) ; 100495 (0.016) ; 49875 (0.014) ; 116416 (0.014) ; nlsj65911 (0.014) ; 84494 (0.011) ; 1564 (0.010) ; 
0.05294440898981545   T=8,K=1:  73672 (0.034) ; 22209 (0.024) ; 100495 (0.016) ; 76703 (0.015) ; 45996 (0.014) ; 7198 (0.012) ; 116416 (0.012) ; 23069 (0.011) ; 27847 (0.011) ; 84494 (0.011) ; 
0.023907660606789782   T=9,K=1:  73672 (0.023) ; 23069 (0.016) ; 91547 (0.015) ; 27847 (0.014) ; 7198 (0.012) ; 22209 (0.012) ; 76703 (0.012) ; 116416 (0.011) ; 79487 (0.010) ; 45996 (0.010) ; 
0.05149501674291475   T=10,K=1:  91547 (0.033) ; 7198 (0.017) ; 46646 (0.015) ; 45996 (0.014) ; 76335 (0.014) ; 76703 (0.014) ; 116416 (0.013) ; 73672 (0.013) ; 84494 (0.013) ; 1984 (0.012) ; 
0.03046388686859357   T=11,K=1:  91547 (0.031) ; 46646 (0.021) ; 76335 (0.015) ; 73672 (0.014) ; 45996 (0.014) ; 100495 (0.014) ; 7198 (0.012) ; 116416 (0.012) ; 27847 (0.011) ; 89984 (0.011) ; 
0.013714673420728131   T=12,K=1:  91547 (0.044) ; 7198 (0.021) ; 46646 (0.017) ; 22209 (0.016) ; 45996 (0.014) ; 73672 (0.014) ; 116416 (0.013) ; 27847 (0.012) ; 1564 (0.012) ; 6933 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  22209 (0.038) ; 76703 (0.018) ; 73672 (0.017) ; 116416 (0.015) ; 91547 (0.014) ; 27847 (0.013) ; 1564 (0.013) ; 45996 (0.012) ; 100495 (0.012) ; 67868 (0.011) ; 

0.08039137948376751   T=0,K=2:  79983 (0.098) ; 84234 (0.045) ; 89366 (0.023) ; 103972 (0.020) ; 26886 (0.016) ; 85306 (0.015) ; 43309 (0.013) ; 23726 (0.013) ; 33426 (0.012) ; 48291 (0.011) ; 
0.05400779774422862   T=1,K=2:  79983 (0.060) ; 84234 (0.034) ; 43309 (0.020) ; 103972 (0.018) ; 89366 (0.018) ; 26886 (0.018) ; 48291 (0.017) ; 114615 (0.014) ; 85306 (0.012) ; 23726 (0.010) ; 
0.12068020633820215   T=2,K=2:  84234 (0.038) ; 26886 (0.027) ; 79983 (0.026) ; 43309 (0.020) ; 103972 (0.017) ; 116416 (0.013) ; 89366 (0.012) ; 23726 (0.012) ; 65552 (0.012) ; 85306 (0.011) ; 
0.055854152901985456   T=3,K=2:  103972 (0.024) ; 79983 (0.022) ; 43309 (0.018) ; 26886 (0.016) ; 84234 (0.015) ; 65552 (0.015) ; 22209 (0.012) ; 84422 (0.012) ; 23726 (0.011) ; 85306 (0.011) ; 
0.11733007043098903   T=4,K=2:  85306 (0.024) ; 84234 (0.017) ; 103972 (0.017) ; 26886 (0.016) ; 79983 (0.016) ; 43309 (0.015) ; 20621 (0.014) ; 26447 (0.011) ; 2668 (0.011) ; 65552 (0.011) ; 
0.10983889389814006   T=5,K=2:  85306 (0.028) ; 65552 (0.018) ; 79983 (0.015) ; 26886 (0.014) ; 43309 (0.013) ; 103972 (0.013) ; 26447 (0.012) ; 84234 (0.011) ; 89366 (0.010) ; 23726 (0.010) ; 
0.0845222219028931   T=6,K=2:  85306 (0.028) ; 43309 (0.016) ; 65552 (0.015) ; 26886 (0.014) ; 79983 (0.012) ; 103972 (0.011) ; 84234 (0.011) ; 45996 (0.010) ; 113388 (0.010) ; 23726 (0.009) ; 
0.24858624580962088   T=7,K=2:  85306 (0.032) ; 23726 (0.018) ; 65552 (0.014) ; 52332 (0.011) ; 79983 (0.011) ; nlsj56179 (0.011) ; 43309 (0.010) ; 22209 (0.010) ; 113388 (0.010) ; 89366 (0.009) ; 
0.09233664690927867   T=8,K=2:  85306 (0.022) ; 23726 (0.020) ; 26886 (0.012) ; 65552 (0.011) ; 79983 (0.011) ; 113388 (0.010) ; 43309 (0.010) ; 84234 (0.010) ; 22209 (0.010) ; 2668 (0.009) ; 
0.088142968416731   T=9,K=2:  85306 (0.023) ; 23726 (0.015) ; 43309 (0.014) ; 79983 (0.012) ; 64866 (0.012) ; 65552 (0.011) ; 26447 (0.011) ; 84234 (0.010) ; 26886 (0.009) ; 22209 (0.009) ; 
0.11524509489743419   T=10,K=2:  85306 (0.024) ; 64866 (0.018) ; 102000 (0.018) ; 84234 (0.015) ; 79983 (0.014) ; 28569 (0.014) ; 43309 (0.013) ; 26447 (0.012) ; 22209 (0.012) ; 23726 (0.010) ; 
0.13762758405326522   T=11,K=2:  64866 (0.029) ; 85306 (0.022) ; 43309 (0.020) ; 79983 (0.017) ; 102000 (0.013) ; 65552 (0.012) ; 2668 (0.011) ; 28569 (0.011) ; 89366 (0.010) ; 84234 (0.010) ; 
0.36210606239227355   T=12,K=2:  64866 (0.033) ; 102000 (0.022) ; 85306 (0.021) ; 43309 (0.016) ; 79983 (0.015) ; 23304 (0.015) ; 65552 (0.014) ; 89366 (0.014) ; 84234 (0.012) ; 28569 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  79983 (0.025) ; 85306 (0.021) ; 84234 (0.018) ; 43309 (0.015) ; 26886 (0.013) ; 65552 (0.013) ; 23726 (0.012) ; 103972 (0.012) ; 89366 (0.011) ; 22209 (0.010) ; 

0.24157772825054186   T=0,K=3:  72627 (0.032) ; 52332 (0.028) ; 8665 (0.018) ; 33819 (0.018) ; 11411 (0.012) ; 85306 (0.012) ; 84434 (0.011) ; 72610 (0.010) ; 56496 (0.010) ; nlsj61372 (0.010) ; 
0.03164876722075843   T=1,K=3:  72627 (0.036) ; 52332 (0.029) ; 8665 (0.021) ; nlsj61372 (0.014) ; 11411 (0.013) ; 84434 (0.012) ; 33819 (0.011) ; 26886 (0.011) ; 56496 (0.009) ; 104698 (0.009) ; 
0.055472970593124   T=2,K=3:  72627 (0.039) ; 52332 (0.036) ; 84434 (0.017) ; 8665 (0.016) ; 26886 (0.014) ; 28360 (0.012) ; 62204 (0.010) ; 84234 (0.010) ; 84494 (0.010) ; 110114 (0.009) ; 
0.14283687446970036   T=3,K=3:  72627 (0.032) ; 52332 (0.032) ; 28360 (0.016) ; 84234 (0.014) ; 8665 (0.012) ; 62204 (0.012) ; 84434 (0.012) ; 26886 (0.011) ; 75552 (0.011) ; 22209 (0.009) ; 
0.16876389624505736   T=4,K=3:  72627 (0.023) ; 52332 (0.022) ; 28360 (0.014) ; nlsj6956 (0.014) ; 22209 (0.013) ; 85306 (0.013) ; 8665 (0.012) ; 26886 (0.012) ; 84434 (0.010) ; 84494 (0.010) ; 
0.07954010344304771   T=5,K=3:  52332 (0.017) ; 8665 (0.015) ; 85306 (0.015) ; 72627 (0.015) ; 22209 (0.013) ; 23726 (0.012) ; 28360 (0.011) ; 84434 (0.011) ; 84234 (0.011) ; 80011 (0.009) ; 
0.12794047155945898   T=6,K=3:  85306 (0.015) ; 8665 (0.014) ; 23726 (0.014) ; 52332 (0.013) ; 72627 (0.013) ; 22209 (0.013) ; 67868 (0.012) ; 84234 (0.011) ; 26886 (0.011) ; 62204 (0.010) ; 
0.1857120298497906   T=7,K=3:  22209 (0.022) ; 23726 (0.019) ; 85306 (0.017) ; 8665 (0.016) ; 72627 (0.015) ; 62204 (0.014) ; 28360 (0.014) ; 52332 (0.009) ; 84434 (0.009) ; 84234 (0.009) ; 
0.1325582170091729   T=8,K=3:  22209 (0.019) ; 73672 (0.019) ; 85306 (0.018) ; 28360 (0.018) ; 72627 (0.018) ; 23726 (0.018) ; 8665 (0.012) ; 84234 (0.012) ; 52332 (0.011) ; 33819 (0.010) ; 
0.1804139996979669   T=9,K=3:  28360 (0.023) ; 73672 (0.020) ; 23726 (0.019) ; 84234 (0.017) ; 72627 (0.017) ; 22209 (0.016) ; 33819 (0.014) ; 85306 (0.012) ; 22100 (0.011) ; 8665 (0.011) ; 
0.10556860694181405   T=10,K=3:  22209 (0.027) ; 84234 (0.019) ; 23726 (0.018) ; 72627 (0.015) ; 73672 (0.013) ; 28360 (0.012) ; 22100 (0.011) ; 85306 (0.011) ; 8665 (0.011) ; 110639 (0.010) ; 
0.12034325961180631   T=11,K=3:  22209 (0.018) ; 23726 (0.016) ; 72627 (0.014) ; 28360 (0.013) ; 73672 (0.013) ; 110639 (0.011) ; 84234 (0.011) ; 24792 (0.010) ; 77699 (0.010) ; 80011 (0.010) ; 
0.032775604414744   T=12,K=3:  23726 (0.018) ; 22209 (0.017) ; 75552 (0.017) ; nlsj61372 (0.013) ; 24792 (0.013) ; 8665 (0.013) ; 72627 (0.012) ; 77699 (0.011) ; 43206 (0.010) ; 84234 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  72627 (0.022) ; 52332 (0.017) ; 22209 (0.015) ; 8665 (0.014) ; 23726 (0.013) ; 28360 (0.013) ; 85306 (0.012) ; 84234 (0.011) ; 75552 (0.009) ; 84434 (0.009) ; 

0.0019905778167654624   T=0,K=4:  91816 (0.047) ; 6396 (0.029) ; 50257 (0.026) ; 3277 (0.024) ; 84234 (0.024) ; 28002 (0.022) ; nlsj9090 (0.021) ; 79983 (0.020) ; 45370 (0.018) ; 52332 (0.017) ; 
0.004387689189799885   T=1,K=4:  91816 (0.045) ; 6396 (0.043) ; 28002 (0.027) ; 3277 (0.027) ; 84234 (0.025) ; 50257 (0.024) ; 45370 (0.024) ; nlsj9090 (0.021) ; 1377 (0.019) ; 23069 (0.018) ; 
0.01453463574808765   T=2,K=4:  91816 (0.033) ; 84234 (0.028) ; 52332 (0.024) ; 28002 (0.023) ; 3277 (0.023) ; nlsj9090 (0.022) ; 50257 (0.020) ; 79983 (0.019) ; 1377 (0.019) ; 45370 (0.018) ; 
0.014709047875969682   T=3,K=4:  84234 (0.046) ; 1377 (0.032) ; 52332 (0.032) ; 91816 (0.027) ; 79983 (0.025) ; nlsj9090 (0.020) ; 3277 (0.019) ; 45370 (0.017) ; 28002 (0.015) ; 110639 (0.014) ; 
0.019356275029249522   T=4,K=4:  84234 (0.055) ; 1377 (0.053) ; 52332 (0.037) ; nlsj9090 (0.024) ; 3277 (0.023) ; 79983 (0.023) ; 91816 (0.022) ; 28002 (0.020) ; 84511 (0.019) ; 33304 (0.018) ; 
0.048457114852705326   T=5,K=4:  84234 (0.065) ; nlsj9090 (0.039) ; 52332 (0.036) ; 1377 (0.035) ; 28002 (0.024) ; 79983 (0.022) ; 52048 (0.019) ; 3277 (0.019) ; 91816 (0.016) ; 84494 (0.015) ; 
0.030263964383120463   T=6,K=4:  84234 (0.046) ; nlsj9090 (0.032) ; 79983 (0.031) ; 28002 (0.024) ; 1377 (0.023) ; 52332 (0.022) ; 33304 (0.018) ; 84494 (0.017) ; 91816 (0.016) ; 3277 (0.016) ; 
0.013846853220697777   T=7,K=4:  84234 (0.036) ; 1377 (0.031) ; 52332 (0.026) ; nlsj9090 (0.026) ; 79983 (0.023) ; 107753 (0.023) ; 33304 (0.019) ; 28002 (0.018) ; 52048 (0.018) ; 91816 (0.016) ; 
0.0156778603465331   T=8,K=4:  84234 (0.052) ; 52332 (0.039) ; 1377 (0.024) ; 79983 (0.022) ; 40316 (0.019) ; 72627 (0.018) ; nlsj9090 (0.017) ; 79595 (0.017) ; 52048 (0.017) ; 84511 (0.017) ; 
0.03618264084221802   T=9,K=4:  52332 (0.052) ; 84234 (0.043) ; 79983 (0.026) ; nlsj9090 (0.021) ; 91816 (0.019) ; 95811 (0.019) ; 40316 (0.018) ; 64151 (0.018) ; 1377 (0.017) ; 72610 (0.016) ; 
0.00578370024977967   T=10,K=4:  52332 (0.053) ; 40316 (0.029) ; 91816 (0.028) ; 84234 (0.027) ; 72627 (0.027) ; 28002 (0.023) ; 79983 (0.023) ; nlsj9090 (0.019) ; 64151 (0.019) ; 79595 (0.017) ; 
0.008585923781751603   T=11,K=4:  52332 (0.056) ; 84234 (0.035) ; 91816 (0.026) ; 72627 (0.024) ; 40316 (0.023) ; 64151 (0.020) ; 80964 (0.018) ; nlsj9090 (0.017) ; 95811 (0.017) ; 79983 (0.016) ; 
0.00647683175439593   T=12,K=4:  52332 (0.048) ; 80964 (0.031) ; 84234 (0.025) ; 40316 (0.020) ; 64151 (0.019) ; 72627 (0.019) ; 79595 (0.018) ; nlsj9090 (0.018) ; 32100 (0.017) ; 107753 (0.017) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  84234 (0.039) ; 52332 (0.035) ; 91816 (0.025) ; nlsj9090 (0.023) ; 1377 (0.023) ; 79983 (0.021) ; 28002 (0.020) ; 3277 (0.016) ; 40316 (0.014) ; 72627 (0.013) ; 

0.006481084910629999   T=0,K=5:  97121 (0.038) ; 64597 (0.036) ; 61791 (0.029) ; 260 (0.029) ; 31565 (0.025) ; 108218 (0.021) ; nlsj35046 (0.019) ; 52571 (0.014) ; 112989 (0.013) ; 74602 (0.012) ; 
0.0023327496862421337   T=1,K=5:  31565 (0.046) ; 260 (0.029) ; 64597 (0.028) ; 97121 (0.026) ; 61791 (0.018) ; 52571 (0.016) ; 41335 (0.015) ; 22209 (0.015) ; 74602 (0.014) ; nlsj35046 (0.014) ; 
0.0078001910973941515   T=2,K=5:  31565 (0.042) ; 260 (0.023) ; 22209 (0.020) ; 85306 (0.018) ; 41335 (0.017) ; 97121 (0.017) ; 52571 (0.017) ; 61791 (0.013) ; 74602 (0.013) ; 64597 (0.013) ; 
0.009786934263984883   T=3,K=5:  31565 (0.036) ; 52571 (0.020) ; 260 (0.018) ; 28566 (0.015) ; 41335 (0.015) ; 22209 (0.013) ; 83756 (0.013) ; 98925 (0.012) ; 64757 (0.012) ; 115212 (0.012) ; 
0.047835398257269936   T=4,K=5:  31565 (0.020) ; 260 (0.020) ; 65552 (0.018) ; 22209 (0.015) ; 28566 (0.013) ; 83756 (0.013) ; nlsj35046 (0.013) ; 41335 (0.013) ; 85306 (0.012) ; 64757 (0.011) ; 
0.0899694240893139   T=5,K=5:  31565 (0.018) ; 62204 (0.017) ; 65552 (0.017) ; 28566 (0.017) ; 260 (0.016) ; 85306 (0.014) ; 43309 (0.013) ; nlsj35046 (0.011) ; 87413 (0.011) ; 52571 (0.011) ; 
0.02449281339315563   T=6,K=5:  260 (0.022) ; 65552 (0.022) ; nlsj36945 (0.014) ; 43309 (0.013) ; 55910 (0.013) ; 31565 (0.012) ; 62204 (0.012) ; 41335 (0.012) ; 28566 (0.012) ; 85306 (0.011) ; 
0.020764244586392148   T=7,K=5:  nlsj35046 (0.021) ; 43309 (0.016) ; 65552 (0.016) ; 55910 (0.016) ; nlsj36945 (0.015) ; 260 (0.014) ; 115213 (0.011) ; 85306 (0.011) ; 31565 (0.010) ; 73277 (0.010) ; 
0.0364972735745029   T=8,K=5:  43309 (0.023) ; nlsj35046 (0.016) ; 65552 (0.015) ; 260 (0.014) ; 89673 (0.013) ; 55910 (0.012) ; 62204 (0.011) ; 85306 (0.010) ; 88855 (0.010) ; 73277 (0.009) ; 
0.021722714208039572   T=9,K=5:  43309 (0.033) ; 65552 (0.019) ; 89673 (0.015) ; 62204 (0.013) ; 28566 (0.012) ; 64866 (0.012) ; 260 (0.011) ; 85306 (0.011) ; 88855 (0.011) ; 55910 (0.011) ; 
0.02138667137493413   T=10,K=5:  43309 (0.031) ; 62204 (0.024) ; 65552 (0.021) ; 64866 (0.015) ; 89673 (0.015) ; 28566 (0.014) ; 260 (0.014) ; 79223 (0.012) ; nlsj35046 (0.011) ; 1083 (0.011) ; 
0.014912613208229961   T=11,K=5:  43309 (0.033) ; 64866 (0.029) ; 65552 (0.020) ; 62204 (0.018) ; nlsj75598 (0.017) ; 83756 (0.015) ; nlsj35046 (0.013) ; 79223 (0.010) ; 260 (0.010) ; 1083 (0.010) ; 
0.016539160984176723   T=12,K=5:  43309 (0.034) ; 64866 (0.029) ; 62204 (0.025) ; 88855 (0.019) ; 1083 (0.015) ; 83756 (0.015) ; nlsj75598 (0.014) ; 65552 (0.014) ; 18968 (0.013) ; nlsj35046 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  31565 (0.018) ; 260 (0.018) ; 43309 (0.018) ; 65552 (0.015) ; nlsj35046 (0.013) ; 62204 (0.013) ; 64866 (0.011) ; 28566 (0.011) ; 85306 (0.011) ; 64597 (0.010) ; 

0.03478043768555613   T=0,K=6:  45996 (0.080) ; 79983 (0.024) ; 28360 (0.022) ; 75595 (0.018) ; 43206 (0.013) ; 75552 (0.013) ; 48383 (0.012) ; 92077 (0.011) ; 105829 (0.011) ; 91991 (0.011) ; 
0.018197928349830587   T=1,K=6:  45996 (0.043) ; 79983 (0.024) ; 75595 (0.022) ; 28360 (0.019) ; 105829 (0.016) ; 48383 (0.015) ; 75552 (0.015) ; 43206 (0.013) ; 91991 (0.013) ; 92077 (0.010) ; 
0.04387621841612655   T=2,K=6:  45996 (0.041) ; 79983 (0.028) ; 105829 (0.025) ; 43206 (0.021) ; 75552 (0.019) ; 48383 (0.018) ; 75595 (0.017) ; 74602 (0.013) ; 84234 (0.012) ; 92077 (0.012) ; 
0.13473661178257862   T=3,K=6:  45996 (0.046) ; 75595 (0.034) ; 43206 (0.028) ; 79983 (0.023) ; 105829 (0.015) ; 74602 (0.015) ; 28360 (0.012) ; 48383 (0.011) ; 22209 (0.011) ; 62204 (0.010) ; 
0.06644763623911744   T=4,K=6:  45996 (0.048) ; 43206 (0.025) ; 79983 (0.019) ; 84234 (0.017) ; 75595 (0.015) ; 105829 (0.014) ; 74602 (0.013) ; 52332 (0.013) ; 28360 (0.012) ; 75552 (0.012) ; 
0.04517878763920404   T=5,K=6:  45996 (0.030) ; 43206 (0.024) ; 79983 (0.018) ; 84234 (0.017) ; 64866 (0.016) ; 52332 (0.014) ; 65552 (0.012) ; 75552 (0.012) ; 74602 (0.012) ; 28360 (0.011) ; 
0.0514101191014386   T=6,K=6:  43206 (0.034) ; 45996 (0.019) ; 64866 (0.017) ; 84234 (0.015) ; 74602 (0.013) ; 75552 (0.012) ; 91991 (0.011) ; 28360 (0.011) ; 79983 (0.011) ; 41335 (0.011) ; 
0.0638634103007571   T=7,K=6:  43206 (0.029) ; 45996 (0.024) ; 79983 (0.018) ; 64866 (0.015) ; 84234 (0.015) ; 68185 (0.015) ; 75552 (0.013) ; 91991 (0.013) ; 61791 (0.011) ; 62204 (0.010) ; 
0.03656483914987823   T=8,K=6:  79983 (0.027) ; 45996 (0.022) ; 84234 (0.021) ; 52332 (0.017) ; 75552 (0.016) ; 64866 (0.015) ; 61791 (0.014) ; 68185 (0.013) ; 26886 (0.013) ; 74602 (0.011) ; 
0.06379119646373928   T=9,K=6:  79983 (0.029) ; 75552 (0.022) ; 45996 (0.021) ; 52332 (0.017) ; 84234 (0.016) ; 26886 (0.014) ; 68185 (0.012) ; 2764 (0.011) ; 64866 (0.010) ; 116216 (0.009) ; 
0.1222092403353203   T=10,K=6:  79983 (0.032) ; 45996 (0.030) ; 84234 (0.025) ; 75552 (0.018) ; 52332 (0.015) ; 22209 (0.015) ; 41335 (0.013) ; 26886 (0.012) ; 42840 (0.010) ; 2764 (0.010) ; 
0.12640896345092525   T=11,K=6:  84234 (0.040) ; 79983 (0.032) ; 45996 (0.032) ; 75552 (0.024) ; 52332 (0.017) ; 41335 (0.014) ; 22209 (0.011) ; 26886 (0.011) ; 64866 (0.010) ; 1397 (0.009) ; 
0.217176828839375   T=12,K=6:  79983 (0.035) ; 84234 (0.034) ; 75552 (0.031) ; 45996 (0.025) ; 26886 (0.020) ; 64866 (0.016) ; 52332 (0.016) ; 12483 (0.011) ; 33544 (0.011) ; 41335 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  45996 (0.035) ; 79983 (0.025) ; 84234 (0.019) ; 75552 (0.017) ; 43206 (0.016) ; 52332 (0.012) ; 75595 (0.011) ; 64866 (0.011) ; 28360 (0.011) ; 74602 (0.010) ; 

0.0529144777878002   T=0,K=7:  113560 (0.020) ; 106175 (0.020) ; 90504 (0.019) ; 42827 (0.017) ; 85306 (0.017) ; 45996 (0.016) ; 42659 (0.014) ; 84234 (0.013) ; 79983 (0.012) ; 73064 (0.011) ; 
0.015831778236408287   T=1,K=7:  84234 (0.026) ; 106175 (0.020) ; 113560 (0.017) ; 90504 (0.016) ; 31161 (0.015) ; 79983 (0.014) ; 106974 (0.011) ; 26447 (0.011) ; 71308 (0.011) ; 85306 (0.011) ; 
0.014904651963751202   T=2,K=7:  84234 (0.027) ; 90504 (0.022) ; 31161 (0.016) ; 52332 (0.014) ; 85306 (0.013) ; 28592 (0.012) ; 106974 (0.012) ; 22825 (0.012) ; 115972 (0.011) ; 114615 (0.011) ; 
0.021621423174724205   T=3,K=7:  84234 (0.024) ; 72627 (0.021) ; 106175 (0.017) ; 85306 (0.016) ; 52332 (0.016) ; 31161 (0.015) ; 43206 (0.014) ; 48579 (0.012) ; 45996 (0.011) ; 106974 (0.011) ; 
0.08525491811997826   T=4,K=7:  43206 (0.029) ; 84234 (0.028) ; 72627 (0.018) ; 31161 (0.017) ; 106175 (0.016) ; 45996 (0.015) ; 85306 (0.015) ; 52332 (0.014) ; 90504 (0.010) ; 71308 (0.010) ; 
