1170 documents , 1 concepts , 3436 context features (113388) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.0646071891124629   T=0,K=0:  πατήρ [80011] (0.028) ; ἐνέχυρον [35485] (0.024) ; λαμβάνω [61791] (0.022) ; θάνατος [47876] (0.018) ; πλείων [83669] (0.017) ; μαρτύριον [65089] (0.015) ; Ἑλλάς [33791] (0.015) ; πάρειμι [79223] (0.014) ; δέησις [23628] (0.013) ; δίδωμι [26447] (0.012) ; 
0.19128826532927412   T=12,K=0:  γυνή [23069] (0.027) ; γνωτός [22546] (0.023) ; σῶμα [102000] (0.021) ; λαμυρός [61879] (0.020) ; Ἑλλάς [33791] (0.016) ; χαλεπός [112989] (0.015) ; Μεγαρεύς [65542] (0.015) ; πάρειμι [79223] (0.013) ; ὑποδοχή [108341] (0.013) ; συμβολή [98303] (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=0:  πατήρ [80011] (0.018) ; λαμβάνω [61791] (0.017) ; Ἑλλάς [33791] (0.017) ; γυνή [23069] (0.016) ; πάρειμι [79223] (0.015) ; δέησις [23628] (0.014) ; Μεγαρεύς [65542] (0.011) ; πλεῖστος [83665] (0.011) ; λαμυρός [61879] (0.010) ; μαρτύριον [65089] (0.010) ; 

0.005717930192613361   T=0,K=1:  ἕτερος [43206] (0.047) ; ἔχω [45996] (0.034) ; μέγας [65552] (0.018) ; ποιέω [84234] (0.017) ; Ἀκραγαντῖνος [nlsj2041] (0.014) ; πολέμιος [84422] (0.014) ; ἐπαινέω [37885] (0.012) ; συγχωρέω [98038] (0.012) ; εἶπον [31161] (0.011) ; χράομαι [114548] (0.011) ; 
0.007649376575787355   T=1,K=1:  ἔχω [45996] (0.048) ; ποιέω [84234] (0.023) ; ἕτερος [43206] (0.015) ; εἶπον [31161] (0.013) ; μέγας [65552] (0.013) ; πολέμιος [84422] (0.013) ; σύμμαχος [98358] (0.011) ; συγχωρέω [98038] (0.011) ; πατρίς [80043] (0.011) ; χράομαι [114548] (0.011) ; 
0.01854697262942605   T=2,K=1:  ἔχω [45996] (0.043) ; πολέμιος [84422] (0.022) ; εἶπον [31161] (0.018) ; ποιέω [84234] (0.017) ; ἕτερος [43206] (0.016) ; χράομαι [114548] (0.015) ; πολύς [85306] (0.011) ; Ἀκραγαντῖνος [nlsj2041] (0.011) ; ἅπας [11583] (0.011) ; πανηγυρικός [77412] (0.010) ; 
0.09838185236502976   T=3,K=1:  ἔχω [45996] (0.039) ; χράομαι [114548] (0.021) ; εἶπον [31161] (0.014) ; ποιέω [84234] (0.014) ; πολέμιος [84422] (0.014) ; λόγος [63772] (0.011) ; Ἀκραγαντῖνος [nlsj2041] (0.010) ; σύμμαχος [98358] (0.010) ; πολύς [85306] (0.009) ; τυγχάνω [105829] (0.009) ; 
0.1383507646830454   T=4,K=1:  ἔχω [45996] (0.037) ; ποιέω [84234] (0.016) ; πολύς [85306] (0.015) ; εἶπον [31161] (0.014) ; χράομαι [114548] (0.014) ; ἅπας [11583] (0.012) ; πλέως [83756] (0.011) ; πατρίς [80043] (0.011) ; λόγος [63772] (0.011) ; πολέμιος [84422] (0.009) ; 
0.10216955349769556   T=5,K=1:  ἔχω [45996] (0.025) ; πολύς [85306] (0.022) ; λόγος [63772] (0.016) ; μέγας [65552] (0.012) ; εἶπον [31161] (0.011) ; σύμμαχος [98358] (0.011) ; ποιέω [84234] (0.011) ; ἁγέομαι [463] (0.010) ; πολέμιος [84422] (0.009) ; ἅπας [11583] (0.009) ; 
0.05115427620130053   T=6,K=1:  ἔχω [45996] (0.034) ; πολύς [85306] (0.024) ; εἶπον [31161] (0.015) ; χράομαι [114548] (0.013) ; ποιέω [84234] (0.013) ; ἁγέομαι [463] (0.013) ; φιλόσοφος [111490] (0.011) ; λόγος [63772] (0.011) ; δῆμος [24436] (0.010) ; μεστός [66561] (0.009) ; 
0.06586874411780129   T=7,K=1:  ἔχω [45996] (0.028) ; ποιέω [84234] (0.021) ; πολύς [85306] (0.019) ; χράομαι [114548] (0.015) ; ἅπας [11583] (0.014) ; εἶπον [31161] (0.013) ; ἁγέομαι [463] (0.012) ; μέγας [65552] (0.011) ; λόγος [63772] (0.009) ; οἶδα [72202] (0.009) ; 
0.10306186949131026   T=8,K=1:  πολύς [85306] (0.027) ; ἔχω [45996] (0.026) ; ποιέω [84234] (0.026) ; λόγος [63772] (0.016) ; μέγας [65552] (0.015) ; ἅπας [11583] (0.014) ; χράομαι [114548] (0.014) ; δῆμος [24436] (0.013) ; εἶπον [31161] (0.012) ; οἶδα [72202] (0.011) ; 
0.057408103402020995   T=9,K=1:  πολύς [85306] (0.024) ; ἔχω [45996] (0.023) ; ποιέω [84234] (0.023) ; εἶπον [31161] (0.018) ; χράομαι [114548] (0.017) ; λόγος [63772] (0.014) ; ἐκτίνω [33014] (0.013) ; ἅπας [11583] (0.012) ; τυγχάνω [105829] (0.011) ; δῆμος [24436] (0.011) ; 
0.027600553945367992   T=10,K=1:  πολύς [85306] (0.032) ; χράομαι [114548] (0.018) ; ποιέω [84234] (0.018) ; εἶπον [31161] (0.017) ; λόγος [63772] (0.016) ; ἐκτίνω [33014] (0.015) ; ἔχω [45996] (0.015) ; ἄνθρωπος [8909] (0.013) ; ἅπας [11583] (0.011) ; σύμβολον [98312] (0.011) ; 
0.012266847186059497   T=11,K=1:  πολύς [85306] (0.039) ; ἐκτίνω [33014] (0.024) ; ποιέω [84234] (0.021) ; ἅπας [11583] (0.020) ; ἄνθρωπος [8909] (0.020) ; ἔχω [45996] (0.017) ; εἶπον [31161] (0.015) ; λόγος [63772] (0.013) ; σύμβολον [98312] (0.013) ; τοσοῦτος [104421] (0.012) ; 
0.014084104011175585   T=12,K=1:  πολύς [85306] (0.057) ; ἐκτίνω [33014] (0.022) ; ἅπας [11583] (0.022) ; ἄνθρωπος [8909] (0.021) ; ποιέω [84234] (0.016) ; τυγχάνω [105829] (0.015) ; σύμβολον [98312] (0.013) ; λόγος [63772] (0.012) ; τοσοῦτος [104421] (0.011) ; ἔχω [45996] (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  ἔχω [45996] (0.029) ; πολύς [85306] (0.022) ; ποιέω [84234] (0.018) ; εἶπον [31161] (0.014) ; χράομαι [114548] (0.014) ; ἕτερος [43206] (0.012) ; ἅπας [11583] (0.012) ; λόγος [63772] (0.011) ; μέγας [65552] (0.010) ; πολέμιος [84422] (0.009) ; 

0.09222816564074918   T=0,K=2:  μᾶλλον [64866] (0.025) ; λόγος [63772] (0.022) ; νεάζω [69930] (0.020) ; ἔνιοι [35708] (0.019) ; μέλλω [66173] (0.019) ; ἄσπονδος [16413] (0.014) ; παρέχω [79526] (0.012) ; νῦν [71308] (0.011) ; καλός [nlsj61372] (0.010) ; κακός [52332] (0.009) ; 
0.0229072728480019   T=1,K=2:  μᾶλλον [64866] (0.037) ; νεάζω [69930] (0.027) ; ἔχω [45996] (0.017) ; παρέχω [79526] (0.016) ; καλός [nlsj61372] (0.016) ; ἄσπονδος [16413] (0.015) ; ἔνιοι [35708] (0.013) ; μέλλω [66173] (0.013) ; λόγος [63772] (0.012) ; ἀρχή [15893] (0.011) ; 
0.040572074859380296   T=2,K=2:  νεάζω [69930] (0.032) ; μᾶλλον [64866] (0.030) ; ἔχω [45996] (0.016) ; παρέχω [79526] (0.015) ; καλός [nlsj61372] (0.015) ; νῦν [71308] (0.013) ; ἄσπονδος [16413] (0.013) ; ἔνιοι [35708] (0.010) ; μέλλω [66173] (0.010) ; ἕλκος [33751] (0.010) ; 
0.05529685843356082   T=3,K=2:  μᾶλλον [64866] (0.036) ; νεάζω [69930] (0.021) ; καλός [nlsj61372] (0.015) ; εὖ [43309] (0.013) ; ἔχω [45996] (0.012) ; ὑπέρτερος [107890] (0.010) ; μέγας [65552] (0.010) ; ὀργή [74767] (0.010) ; νῦν [71308] (0.009) ; ἄσπονδος [16413] (0.009) ; 
0.027126721201061278   T=4,K=2:  μᾶλλον [64866] (0.038) ; μέγας [65552] (0.017) ; νεάζω [69930] (0.015) ; εὖ [43309] (0.014) ; εὔνοια [44552] (0.013) ; ἔχω [45996] (0.012) ; καλός [nlsj61372] (0.011) ; ἄσπονδος [16413] (0.011) ; ἐργάζομαι [42159] (0.009) ; οἴομαι [72610] (0.008) ; 
0.11709098758009824   T=5,K=2:  μᾶλλον [64866] (0.030) ; μέγας [65552] (0.021) ; καλός [nlsj61372] (0.012) ; ἔχω [45996] (0.012) ; νεάζω [69930] (0.012) ; εὖ [43309] (0.010) ; νῦν [71308] (0.010) ; μέλλω [66173] (0.009) ; ἀμφότερος [6174] (0.008) ; οἴομαι [72610] (0.008) ; 
0.06270244762397535   T=6,K=2:  μέγας [65552] (0.018) ; μᾶλλον [64866] (0.016) ; ὁρμή [75156] (0.014) ; κοινωνέω [58444] (0.011) ; καλός [nlsj61372] (0.010) ; ἔχω [45996] (0.009) ; εὖ [43309] (0.009) ; ἀμφότερος [6174] (0.009) ; νῦν [71308] (0.008) ; καταδουλόω [53934] (0.008) ; 
0.046089253616874444   T=7,K=2:  μέγας [65552] (0.019) ; μᾶλλον [64866] (0.012) ; ἔχω [45996] (0.011) ; ὁρμή [75156] (0.011) ; καλός [nlsj61372] (0.011) ; εὔνοια [44552] (0.011) ; νῦν [71308] (0.010) ; τιμή [103975] (0.008) ; ἀμφότερος [6174] (0.008) ; εὖ [43309] (0.008) ; 
0.05857795039187409   T=8,K=2:  μέγας [65552] (0.023) ; εὔνοια [44552] (0.015) ; μᾶλλον [64866] (0.012) ; καλός [nlsj61372] (0.010) ; οἴομαι [72610] (0.010) ; τιμή [103975] (0.009) ; ἔχω [45996] (0.009) ; εὖ [43309] (0.009) ; πολύς [85306] (0.009) ; χράομαι [114548] (0.008) ; 
0.05552192242054384   T=9,K=2:  μέγας [65552] (0.018) ; μᾶλλον [64866] (0.012) ; οἴομαι [72610] (0.011) ; κίνδυνος [57457] (0.011) ; σῶμα [102000] (0.010) ; εὖ [43309] (0.010) ; τιμή [103975] (0.009) ; νεάζω [69930] (0.008) ; ἕτερος [43206] (0.008) ; νῦν [71308] (0.008) ; 
0.03694714698518933   T=10,K=2:  οἴομαι [72610] (0.016) ; μέγας [65552] (0.015) ; μᾶλλον [64866] (0.015) ; κίνδυνος [57457] (0.014) ; ἕτερος [43206] (0.013) ; νεάζω [69930] (0.011) ; πολύς [85306] (0.011) ; εὖ [43309] (0.010) ; τιμή [103975] (0.010) ; σῶμα [102000] (0.009) ; 
0.03406337675146338   T=11,K=2:  ἕτερος [43206] (0.018) ; οἴομαι [72610] (0.015) ; κτάομαι [60308] (0.015) ; μᾶλλον [64866] (0.014) ; κίνδυνος [57457] (0.013) ; παρέχω [79526] (0.012) ; σῶμα [102000] (0.012) ; θεός [48291] (0.011) ; πολέμιος [84422] (0.010) ; τιμή [103975] (0.010) ; 
0.020901533396027083   T=12,K=2:  μᾶλλον [64866] (0.022) ; ἕτερος [43206] (0.021) ; πολέμιος [84422] (0.015) ; οἴομαι [72610] (0.015) ; ἀφαιρέω [18107] (0.014) ; νεάζω [69930] (0.012) ; σῶμα [102000] (0.012) ; κίνδυνος [57457] (0.011) ; τιμή [103975] (0.011) ; παρέχω [79526] (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  μᾶλλον [64866] (0.023) ; νεάζω [69930] (0.014) ; μέγας [65552] (0.014) ; οἴομαι [72610] (0.010) ; ἔχω [45996] (0.010) ; καλός [nlsj61372] (0.009) ; εὖ [43309] (0.009) ; παρέχω [79526] (0.009) ; μέλλω [66173] (0.008) ; νῦν [71308] (0.008) ; 

0.008363754387821559   T=0,K=3:  ἡγεμών [46612] (0.032) ; βουλεύς [20588] (0.023) ; πέμπω [80557] (0.021) ; ἡδονά [nlsj59172] (0.021) ; δέομαι [nlsj32160] (0.021) ; ὄνομα [74126] (0.016) ; ἀνάγκη [6339] (0.015) ; νήπιος [70708] (0.014) ; καταδείκνυμι [53873] (0.013) ; δοκέω [27847] (0.013) ; 
0.010281742808485215   T=1,K=3:  ἡδονά [nlsj59172] (0.031) ; πέμπω [80557] (0.031) ; βουλεύς [20588] (0.024) ; ἡγεμών [46612] (0.022) ; δέομαι [nlsj32160] (0.019) ; ἀνήρ [8665] (0.018) ; ἀνάγκη [6339] (0.016) ; ὄνομα [74126] (0.013) ; ὁμολογέω [73742] (0.013) ; καταδείκνυμι [53873] (0.013) ; 
0.022748096438978342   T=2,K=3:  ἡδονά [nlsj59172] (0.034) ; ἀνήρ [8665] (0.028) ; ἡγεμών [46612] (0.023) ; πέμπω [80557] (0.022) ; βουλεύς [20588] (0.016) ; ὁμολογέω [73742] (0.016) ; καταδείκνυμι [53873] (0.015) ; δέομαι [nlsj32160] (0.014) ; ὄνομα [74126] (0.013) ; μανθάνω [64914] (0.012) ; 
0.0507025228427725   T=3,K=3:  ἀνήρ [8665] (0.037) ; πέμπω [80557] (0.023) ; ἀνάγκη [6339] (0.017) ; ὁμολογέω [73742] (0.017) ; μανθάνω [64914] (0.017) ; ἡδονά [nlsj59172] (0.015) ; ὄνομα [74126] (0.015) ; δέομαι [nlsj32160] (0.015) ; πόλις [84494] (0.014) ; καταδείκνυμι [53873] (0.012) ; 
0.0395822881312709   T=4,K=3:  δέομαι [nlsj32160] (0.021) ; ἀνήρ [8665] (0.020) ; ἡδονά [nlsj59172] (0.016) ; πέμπω [80557] (0.016) ; ἀνάγκη [6339] (0.015) ; μανθάνω [64914] (0.014) ; πόλις [84494] (0.014) ; ὁμολογέω [73742] (0.014) ; καταδείκνυμι [53873] (0.012) ; νήπιος [70708] (0.011) ; 
0.018285647878108973   T=5,K=3:  δέομαι [nlsj32160] (0.028) ; ἀνάγκη [6339] (0.016) ; ἡδονά [nlsj59172] (0.015) ; πέμπω [80557] (0.013) ; μανθάνω [64914] (0.012) ; ὁμολογέω [73742] (0.011) ; καταδείκνυμι [53873] (0.010) ; γαστήρ [21651] (0.010) ; τοσοῦτος [104421] (0.009) ; στρατηγός [97121] (0.009) ; 
0.014265796471565305   T=6,K=3:  πέμπω [80557] (0.018) ; ὁμολογέω [73742] (0.017) ; δέομαι [nlsj32160] (0.017) ; ἡδονά [nlsj59172] (0.016) ; ἀνήρ [8665] (0.013) ; πόλις [84494] (0.013) ; ἀνάγκη [6339] (0.013) ; τιμωρέω [104015] (0.011) ; τοσοῦτος [104421] (0.010) ; στρατηγός [97121] (0.010) ; 
0.015987109269816578   T=7,K=3:  δέομαι [nlsj32160] (0.022) ; πέμπω [80557] (0.021) ; ὁμολογέω [73742] (0.019) ; ἡδονά [nlsj59172] (0.018) ; τοσοῦτος [104421] (0.013) ; ἐφίστημι [45794] (0.012) ; σῶμα [102000] (0.011) ; ἀνάγκη [6339] (0.010) ; κρατέω [59708] (0.010) ; στρατηγός [97121] (0.010) ; 
0.06069166880034393   T=8,K=3:  ὁμολογέω [73742] (0.021) ; δέομαι [nlsj32160] (0.019) ; τοσοῦτος [104421] (0.017) ; γίγνομαι [22209] (0.014) ; ἡδονά [nlsj59172] (0.014) ; πέμπω [80557] (0.012) ; ποιέω [84234] (0.011) ; κρατέω [59708] (0.010) ; ἀνήρ [8665] (0.009) ; σῶμα [102000] (0.009) ; 
0.14931603332062934   T=9,K=3:  γίγνομαι [22209] (0.026) ; ὁμολογέω [73742] (0.018) ; τοσοῦτος [104421] (0.018) ; ἡδονά [nlsj59172] (0.014) ; ποιέω [84234] (0.012) ; ἡγεμών [46612] (0.011) ; δέομαι [nlsj32160] (0.010) ; Διονύσιον [27209] (0.010) ; πόλις [84494] (0.010) ; σῶμα [102000] (0.008) ; 
0.10082593286424818   T=10,K=3:  γίγνομαι [22209] (0.020) ; τοσοῦτος [104421] (0.013) ; ὁμολογέω [73742] (0.011) ; σῶμα [102000] (0.010) ; κρατέω [59708] (0.010) ; πέμπω [80557] (0.009) ; ἡδονά [nlsj59172] (0.009) ; ποιέω [84234] (0.009) ; καταδείκνυμι [53873] (0.009) ; τάσσω [102515] (0.009) ; 
0.11950228825203313   T=11,K=3:  γίγνομαι [22209] (0.013) ; ποιέω [84234] (0.011) ; ὁμολογέω [73742] (0.011) ; γαστήρ [21651] (0.011) ; ἡδονά [nlsj59172] (0.011) ; κρατέω [59708] (0.009) ; φαῦλος [110456] (0.009) ; καταδείκνυμι [53873] (0.009) ; Λύκιοι [nlsj7266] (0.009) ; τοσοῦτος [104421] (0.008) ; 
0.05782652394091597   T=12,K=3:  ὁμολογέω [73742] (0.018) ; γαστήρ [21651] (0.012) ; ἡδονά [nlsj59172] (0.011) ; ἔοικα [37776] (0.011) ; κρατέω [59708] (0.011) ; λοιπός [63845] (0.010) ; γίγνομαι [22209] (0.010) ; ποιέω [84234] (0.009) ; τοσοῦτος [104421] (0.009) ; φαῦλος [110456] (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  ἡδονά [nlsj59172] (0.017) ; δέομαι [nlsj32160] (0.016) ; πέμπω [80557] (0.015) ; ὁμολογέω [73742] (0.015) ; ἀνήρ [8665] (0.014) ; ἡγεμών [46612] (0.012) ; ἀνάγκη [6339] (0.011) ; καταδείκνυμι [53873] (0.010) ; τοσοῦτος [104421] (0.010) ; βουλεύς [20588] (0.010) ; 

0.010061058891051635   T=0,K=4:  νῦν [71308] (0.025) ; ἔχω [45996] (0.023) ; δίδωμι [26447] (0.021) ; πρότερος [90504] (0.021) ; βούλομαι [20621] (0.014) ; κύριος [61056] (0.013) ; κοινός [58429] (0.012) ; θεός [48291] (0.011) ; πόλις [84494] (0.011) ; ποιέω [84234] (0.010) ; 
0.005487343479941959   T=1,K=4:  δίδωμι [26447] (0.041) ; πρότερος [90504] (0.029) ; ἔχω [45996] (0.023) ; νῦν [71308] (0.018) ; κύριος [61056] (0.012) ; ποιέω [84234] (0.011) ; μέγας [65552] (0.009) ; δύναμις [28569] (0.008) ; ἅμα [4845] (0.008) ; ἄδικος [1397] (0.008) ; 
0.005686134818514586   T=2,K=4:  δίδωμι [26447] (0.033) ; ἔχω [45996] (0.024) ; πρότερος [90504] (0.022) ; νῦν [71308] (0.017) ; ποιέω [84234] (0.013) ; κύριος [61056] (0.013) ; δύναμις [28569] (0.011) ; κοινός [58429] (0.011) ; μέγας [65552] (0.010) ; εὑρίσκω [44964] (0.009) ; 
0.03785069049848173   T=3,K=4:  δίδωμι [26447] (0.031) ; νῦν [71308] (0.017) ; ἔχω [45996] (0.015) ; ποιέω [84234] (0.014) ; μέγας [65552] (0.014) ; πρότερος [90504] (0.013) ; ἅμα [4845] (0.011) ; ὅμοιος [73672] (0.010) ; βούλομαι [20621] (0.010) ; κύριος [61056] (0.010) ; 
0.16003952801889848   T=4,K=4:  δίδωμι [26447] (0.026) ; ἔχω [45996] (0.021) ; ποιέω [84234] (0.016) ; νῦν [71308] (0.016) ; μέγας [65552] (0.015) ; πόλις [84494] (0.015) ; εὑρίσκω [44964] (0.011) ; ἀποδίδωμι [12485] (0.010) ; πρότερος [90504] (0.010) ; δύναμις [28569] (0.010) ; 
0.1547465438764719   T=5,K=4:  δίδωμι [26447] (0.024) ; ποιέω [84234] (0.020) ; ἔχω [45996] (0.016) ; πόλις [84494] (0.014) ; μέγας [65552] (0.014) ; νῦν [71308] (0.013) ; εὑρίσκω [44964] (0.010) ; λαμβάνω [61791] (0.009) ; πρότερος [90504] (0.009) ; ὅμοιος [73672] (0.008) ; 
0.27813193672002146   T=6,K=4:  ἔχω [45996] (0.021) ; ποιέω [84234] (0.021) ; δίδωμι [26447] (0.020) ; πόλις [84494] (0.013) ; μέγας [65552] (0.013) ; κύριος [61056] (0.013) ; νῦν [71308] (0.010) ; ἀποδίδωμι [12485] (0.009) ; φημί [110639] (0.009) ; λαμβάνω [61791] (0.009) ; 
0.1716406896846665   T=7,K=4:  πόλις [84494] (0.026) ; ἔχω [45996] (0.019) ; εὑρίσκω [44964] (0.015) ; ποιέω [84234] (0.013) ; μέγας [65552] (0.013) ; ἀποδίδωμι [12485] (0.012) ; δίδωμι [26447] (0.009) ; κύριος [61056] (0.009) ; πολύς [85306] (0.008) ; κλῆρος [57881] (0.008) ; 
0.079732467685494   T=8,K=4:  μέγας [65552] (0.026) ; ἔχω [45996] (0.024) ; πόλις [84494] (0.023) ; ποιέω [84234] (0.013) ; δίκαιος [26886] (0.012) ; ἀποδίδωμι [12485] (0.011) ; βούλομαι [20621] (0.010) ; πολύς [85306] (0.010) ; εὑρίσκω [44964] (0.009) ; λαμβάνω [61791] (0.009) ; 
0.10431394977190743   T=9,K=4:  μέγας [65552] (0.029) ; ἔχω [45996] (0.028) ; πόλις [84494] (0.017) ; ποιέω [84234] (0.016) ; νικάω [70839] (0.012) ; ἄνθρωπος [8909] (0.011) ; ἀποδίδωμι [12485] (0.011) ; βούλομαι [20621] (0.010) ; κύριος [61056] (0.010) ; πόλεμος [84434] (0.010) ; 
0.09379561384035612   T=10,K=4:  ἔχω [45996] (0.037) ; ποιέω [84234] (0.023) ; μέγας [65552] (0.022) ; ἄνθρωπος [8909] (0.013) ; πόλις [84494] (0.012) ; ἀποδίδωμι [12485] (0.012) ; νικάω [70839] (0.011) ; εὐεργεσία [43833] (0.011) ; εὑρίσκω [44964] (0.010) ; κύριος [61056] (0.009) ; 
0.0633016504642982   T=11,K=4:  ἔχω [45996] (0.030) ; ποιέω [84234] (0.029) ; μέγας [65552] (0.025) ; εὑρίσκω [44964] (0.016) ; κύριος [61056] (0.016) ; ἄνθρωπος [8909] (0.016) ; βούλομαι [20621] (0.012) ; παῖς [76703] (0.012) ; νικάω [70839] (0.012) ; εἶπον [31161] (0.010) ; 
0.06302431044654337   T=12,K=4:  μέγας [65552] (0.031) ; ἔχω [45996] (0.028) ; ποιέω [84234] (0.024) ; ἀποδίδωμι [12485] (0.023) ; εὑρίσκω [44964] (0.015) ; ἄνθρωπος [8909] (0.014) ; νικάω [70839] (0.013) ; βούλομαι [20621] (0.013) ; παῖς [76703] (0.012) ; κύριος [61056] (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  ἔχω [45996] (0.024) ; δίδωμι [26447] (0.018) ; μέγας [65552] (0.018) ; ποιέω [84234] (0.017) ; πόλις [84494] (0.013) ; πρότερος [90504] (0.012) ; κύριος [61056] (0.011) ; εὑρίσκω [44964] (0.010) ; νῦν [71308] (0.010) ; ἀποδίδωμι [12485] (0.010) ; 

0.00013800490569473167   T=0,K=5:  πολύς [85306] (0.036) ; υἱός [106566] (0.029) ; πραγματεία [86114] (0.024) ; ψευδής [115471] (0.024) ; θεός [48291] (0.017) ; ἐπιχώριος [41705] (0.017) ; χρόνος [114753] (0.016) ; χριστός [114725] (0.015) ; συντυχία [101099] (0.015) ; μᾶλλον [64866] (0.015) ; 
