voluntas : 1571 documents
 0.228617, 0.265408,  0.30309, 0.202885,
 0.260324, 0.243737, 0.231474, 0.264466,
 0.202716, 0.420336, 0.071109, 0.305839,
 0.240622, 0.230504, 0.290054, 0.238821,
   0.2401, 0.133424, 0.465707, 0.160769,
 0.311851, 0.327311, 0.110279, 0.250559,
 0.206028, 0.395424, 0.172944, 0.225604} 

{ 0.39002, 0.164077, 0.206465, 0.239438,
 0.219231, 0.269327, 0.307222,  0.20422,
 0.258404, 0.248705, 0.230589, 0.262302,
 0.193931, 0.435705,  0.07124, 0.299124,
 0.238871, 0.233185, 0.291845, 0.236099,
 0.231075, 0.131827, 0.470616, 0.166483,
 0.303209, 0.325721, 0.134963, 0.236107,
 0.196641, 0.393923, 0.181416, 0.228021} 

{0.391597, 0.161704, 0.207199,   0.2395,
 0.232683, 0.268792, 0.306962, 0.191563,
  0.25864, 0.247671, 0.232081, 0.261608,
 0.261019, 0.428293, 0.058423, 0.252265,
 0.237815, 0.240813, 0.285644, 0.235728,
 0.230519, 0.133963, 0.470199, 0.165319,
 0.301191, 0.327019, 0.143798, 0.227993,
 0.193896, 0.396757, 0.182178, 0.227169} 

{0.388395, 0.161005, 0.209215, 0.241385,
 0.223907, 0.278252, 0.304402, 0.193439,
 0.259153, 0.243064,  0.23552, 0.262263,
 0.250671, 0.362321, 0.086803, 0.300204,
 0.234388, 0.242957, 0.285803, 0.236851,
 0.225686, 0.132526, 0.469758, 0.172031,
 0.303792, 0.312779, 0.144893, 0.238536,
 0.191096, 0.392555, 0.181727, 0.234622} 

{ 0.38596, 0.160858, 0.211007, 0.242176,
 0.223327,  0.27558, 0.300384, 0.200709,
  0.25871, 0.243587, 0.235525, 0.262177,
 0.173988, 0.361846, 0.216948, 0.247218,
 0.232459, 0.245325, 0.289207, 0.233009,
  0.24584, 0.126119, 0.459892, 0.168149,
 0.280723,   0.3048, 0.155074, 0.259403,
 0.198368, 0.399635, 0.171521, 0.230477} 

{0.383395, 0.166588, 0.207029, 0.242988,
 0.208217, 0.279468, 0.307287, 0.205027,
 0.259489, 0.240662,  0.23426, 0.265589,
 0.177141, 0.371098, 0.221434, 0.230326,
 0.235742, 0.245983, 0.286536, 0.231739,
 0.253286, 0.125229, 0.450189, 0.171296,
 0.307455, 0.282139, 0.140476, 0.269931,
 0.194514, 0.405634, 0.171624, 0.228229} 

{0.375267, 0.167726, 0.207029, 0.249978,
 0.192883, 0.285931, 0.309607,  0.21158,
 0.264002, 0.231143, 0.232159, 0.272696,
 0.165628, 0.400023, 0.197037, 0.237311,
 0.239675, 0.245756, 0.287285, 0.227284,
 0.248592, 0.122709, 0.453959,  0.17474,
  0.28973, 0.281513, 0.134403, 0.294354,
 0.198019, 0.404297,  0.17391, 0.223774} 

{0.372948, 0.170613, 0.207057, 0.249382,
 0.192503, 0.280769, 0.317457,  0.20927,
 0.267127, 0.228943, 0.230179, 0.273751,
 0.189412, 0.391307, 0.193851, 0.225429,
 0.240187, 0.241964, 0.289241, 0.228607,
 0.241347, 0.131972, 0.451366, 0.175314,
 0.273357, 0.285186, 0.127657,   0.3138,
 0.193565, 0.405463, 0.173212,  0.22776} 

{ 0.37019, 0.170431, 0.206018, 0.253361,
 0.197999, 0.290029,  0.29561, 0.216362,
 0.270205, 0.226214, 0.229979, 0.273602,
 0.219267, 0.355165, 0.138956, 0.286612,
 0.234982, 0.238099, 0.302173, 0.224745,
 0.250091, 0.132049, 0.442873, 0.174987,
 0.300474, 0.266031, 0.117109, 0.316386,
 0.207737, 0.394965, 0.169113, 0.228185} 

{0.372016, 0.171416, 0.207067, 0.249501,
 0.199513, 0.290185, 0.293257, 0.217045,
 0.270604, 0.228491, 0.229315, 0.271591,
  0.23224, 0.282518, 0.200632, 0.284609,
 0.238839, 0.235666,   0.2997, 0.225795,
 0.245605, 0.134308, 0.441808, 0.178279,
 0.328757, 0.282014, 0.124942, 0.264287,
 0.207651, 0.399004, 0.171096, 0.222249} 

{0.370849, 0.170998, 0.206632, 0.251521,
 0.199556, 0.296139,  0.29397, 0.210334,
 0.272013, 0.228304, 0.227543,  0.27214,
 0.210415,  0.27409, 0.164279, 0.351216,
 0.239723, 0.233302,  0.29695, 0.230025,
 0.236095, 0.125646, 0.449645, 0.188614,
 0.373105, 0.255197, 0.123533, 0.248165,
 0.204826, 0.388527, 0.186669, 0.219977} 

{0.373181, 0.172352, 0.203527,  0.25094,
 0.206257, 0.288563, 0.294126, 0.211053,
    0.274, 0.223821, 0.229523, 0.272656,
 0.254796, 0.328434, 0.129382, 0.287388,
 0.252886, 0.232489, 0.287886, 0.226739,
  0.22876, 0.125825, 0.456035,  0.18938,
 0.296822, 0.291892, 0.135719, 0.275567,
  0.20822,  0.39431, 0.184244, 0.213226} 

{ 0.37126, 0.175963, 0.201735, 0.251042,
  0.21042, 0.284986, 0.296843, 0.207751,
 0.271949, 0.224944, 0.232545, 0.270562,
 0.243088, 0.340982, 0.134712, 0.281218,
 0.250905, 0.235711, 0.287965, 0.225419,
 0.219806, 0.127109, 0.458933, 0.194153,
 0.304612, 0.277402, 0.152205, 0.265782,
 0.199805, 0.397987, 0.191906, 0.210302} 

{0.371105, 0.174093, 0.201784, 0.253018,
 0.219692, 0.273699, 0.296795, 0.209814,
  0.27674, 0.223095, 0.229846, 0.270319,
 0.220101, 0.369328, 0.146952, 0.263619,
 0.251914, 0.235507,  0.29017, 0.222408,
 0.222341, 0.125827, 0.462817, 0.189016,
 0.312874, 0.236179, 0.173744, 0.277203,
 0.205032, 0.381021, 0.200063, 0.213883} 

{0.367417, 0.169849, 0.206682, 0.256052,
 0.229881, 0.273393, 0.294074, 0.202651,
 0.275832, 0.226438, 0.231131, 0.266599,
 0.233636, 0.389739, 0.140446, 0.236178,
 0.248476, 0.238181, 0.292878, 0.220465,
 0.225073, 0.124906, 0.479271, 0.170751,
 0.319274,   0.2538, 0.171969, 0.254957,
 0.206046, 0.377146, 0.201515, 0.215293} 

{0.357696, 0.171807, 0.222442, 0.248055,
 0.243632, 0.259684,  0.29391, 0.202774,
 0.275983,  0.22719, 0.230239, 0.266588,
  0.23942, 0.363706, 0.156121, 0.240753,
 0.249969, 0.234963, 0.293737, 0.221331,
 0.231756, 0.122251, 0.478762, 0.167231,
 0.326962, 0.203804, 0.177834, 0.291399,
 0.206638, 0.371757, 0.209829, 0.211775} 

{0.351302, 0.172705, 0.225285, 0.250708,
   0.2396, 0.267234, 0.292793, 0.200374,
 0.277063, 0.223913, 0.234016, 0.265008,
 0.213078,  0.32794, 0.135873, 0.323108,
 0.247852,  0.24628, 0.288565, 0.217304,
 0.233126,  0.12985, 0.474565, 0.162459,
 0.327361, 0.194738, 0.146581,  0.33132,
 0.214737, 0.334066, 0.222495, 0.228701} 

{0.351152, 0.168207, 0.229393, 0.251248,
 0.237165, 0.264377, 0.286166, 0.212292,
 0.277468,  0.22391, 0.235754, 0.262867,
 0.274953,  0.27684, 0.157081, 0.291125,
 0.253755, 0.247778, 0.287597, 0.210871,
  0.22644,  0.13605, 0.487802, 0.149709,
 0.315659, 0.186388, 0.182795, 0.315157,
 0.216608, 0.324165, 0.226079, 0.233149} 

{0.344169, 0.169228, 0.236401, 0.250201,
 0.236958, 0.261017, 0.289092, 0.212932,
 0.279257, 0.217947, 0.239517,  0.26328,
 0.269565, 0.265584, 0.170293, 0.294558,
 0.255327,  0.25004, 0.285845, 0.208788,
 0.217017, 0.138648, 0.482125,  0.16221,
 0.312635, 0.186713, 0.183102, 0.317551,
 0.218012, 0.307194,  0.23996, 0.234834} 

{0.344717, 0.167759, 0.236677, 0.250847,
 0.236198, 0.253881, 0.285107, 0.224813,
 0.279441, 0.220082,  0.24035, 0.260127,
 0.270255, 0.288311, 0.188821, 0.252612,
 0.260513, 0.248537,   0.2823,  0.20865,
 0.212318, 0.133828, 0.493272, 0.160582,
 0.328027, 0.175297, 0.180371, 0.316304,
 0.215936,  0.30462, 0.248703, 0.230741} 

{0.349661, 0.160988, 0.241209, 0.248142,
 0.236646,  0.25687, 0.281021, 0.225463,
  0.28139, 0.220546, 0.239006, 0.259058,
 0.336298, 0.273165, 0.182251, 0.208286,
 0.279493, 0.248229, 0.272657, 0.199622,
 0.218671, 0.129389, 0.490545, 0.161395,
 0.303588,  0.19214, 0.177953, 0.326319,
 0.216938,  0.31093, 0.240596, 0.231536} 

{0.352383, 0.162044, 0.243241, 0.242332,
 0.237198, 0.255903, 0.282476, 0.224422,
 0.280119, 0.218688, 0.241162, 0.260032,
 0.289772, 0.373772, 0.093976,  0.24248,
 0.279757, 0.248021, 0.270576, 0.201646,
 0.219624, 0.129075, 0.490147, 0.161155,
 0.300275, 0.196017, 0.162434, 0.341274,
 0.186639, 0.335502, 0.235206, 0.242653} 

{0.352513, 0.159977, 0.246423, 0.241087,
 0.239239, 0.253207, 0.281855, 0.225699,
 0.276904, 0.220739, 0.238293, 0.264065,
 0.271848, 0.467049, 0.078784,  0.18232,
 0.277589, 0.248615, 0.269268, 0.204528,
 0.215813, 0.131079, 0.488708, 0.164401,
 0.312856,  0.21098, 0.146961, 0.329203,
 0.185413, 0.339188, 0.238367, 0.237032} 

{0.349939, 0.169288, 0.243916, 0.236857,
 0.226672,    0.256, 0.287749, 0.229579,
 0.276791, 0.221309, 0.239034, 0.262865,
 0.326771, 0.372973, 0.144874, 0.155382,
 0.274752,  0.25471, 0.265386, 0.205152,
 0.215966, 0.135956, 0.484805, 0.163273,
 0.305685, 0.209687, 0.170082, 0.314546,
 0.186316, 0.338677, 0.242967,  0.23204} 

{0.349529, 0.164257, 0.243382, 0.242832,
 0.242106, 0.251694, 0.279537, 0.226662,
 0.276011, 0.221564, 0.239437, 0.262988,
   0.3117, 0.364169, 0.159314, 0.164817,
  0.27433,  0.25723, 0.263244, 0.205196,
 0.216899, 0.137499, 0.503016, 0.142586,
 0.309493, 0.204165, 0.164101, 0.322241,
 0.178117, 0.323222, 0.267684, 0.230978} 

{0.328616, 0.170352, 0.249351, 0.251681,
 0.246004, 0.238584, 0.284635, 0.230777,
 0.275632, 0.221135,  0.23407, 0.269163,
 0.394643, 0.371622, 0.105781, 0.127954,
 0.273245, 0.255938, 0.266766, 0.204051,
  0.20171, 0.146535, 0.507228, 0.144527,
 0.312629, 0.193789, 0.140467, 0.353115,
 0.176757, 0.322694, 0.268055, 0.232494} 

{0.328574, 0.171639, 0.248727,  0.25106,
 0.241344,  0.23814, 0.276415,   0.2441,
 0.275963, 0.219648, 0.233909, 0.270479,
 0.396206, 0.365748, 0.111611, 0.126435,
 0.271191, 0.258953, 0.267252, 0.202604,
 0.194908, 0.152757, 0.522706,  0.12963,
  0.31722, 0.202614, 0.147085, 0.333081,
 0.175832, 0.326639, 0.266609,  0.23092} 

{0.334481, 0.169758, 0.246936, 0.248825,
 0.241225, 0.234379, 0.275909, 0.248488,
 0.273655, 0.223164, 0.233946, 0.269235,
 0.370889, 0.365714, 0.120183, 0.143214,
 0.268134, 0.259073, 0.266913, 0.205879,
 0.214597, 0.163114, 0.486734, 0.135555,
 0.356382, 0.180654, 0.138368, 0.324597,
 0.175668, 0.318227, 0.266621, 0.239484} 

{0.338171, 0.171174, 0.249039, 0.241616,
 0.241392, 0.226696, 0.274961, 0.256951,
 0.275073, 0.225578, 0.228664, 0.270685,
 0.392488, 0.206454, 0.141021, 0.260037,
 0.266202, 0.258668, 0.269574, 0.205555,
 0.221563, 0.165554, 0.479909, 0.132974,
 0.348812, 0.181374, 0.138809, 0.331006,
 0.169978, 0.332266, 0.270249, 0.227506} 

{0.326653, 0.174166, 0.253379, 0.245802,
 0.239445, 0.221831,  0.28762, 0.251104,
 0.277538, 0.225572, 0.227408, 0.269481,
 0.430435,  0.20963, 0.137372, 0.222563,
 0.261435, 0.256817, 0.275445, 0.206303,
 0.217974,   0.1638, 0.481064, 0.137162,
  0.34294,  0.20485, 0.132952, 0.319258,
 0.155642, 0.339455, 0.273716, 0.231188} 

{0.332361, 0.172257, 0.251271, 0.244111,
  0.24346,  0.22567, 0.290388, 0.240482,
 0.278389, 0.222355, 0.227744, 0.271512,
 0.443802, 0.219928, 0.133382, 0.202888,
 0.264473, 0.256144,  0.27448, 0.204903,
 0.217966, 0.157973, 0.485075, 0.138986,
 0.347938, 0.201146, 0.145711, 0.305205,
 0.164286, 0.331983, 0.283981,  0.21975} 

{0.335445, 0.174057, 0.244146, 0.246352,
 0.252789, 0.222922, 0.284438, 0.239852,
 0.278295, 0.222039, 0.228548, 0.271118,
 0.378865, 0.229631, 0.195694,  0.19581,
  0.26678, 0.256425, 0.270946, 0.205849,
 0.220362, 0.147059,  0.48919, 0.143389,
 0.348862, 0.212073, 0.140602, 0.298463,
 0.163665,  0.34218, 0.273174,  0.22098} 

{0.330827, 0.176742, 0.245031,   0.2474,
 0.249713, 0.229697, 0.281361, 0.239228,
 0.277117, 0.224728, 0.228851, 0.269304,
 0.275451, 0.272664, 0.247925,  0.20396,
   0.2635, 0.254803, 0.273811, 0.207887,
 0.218742, 0.146301, 0.489851, 0.145107,
  0.28275,  0.32229, 0.157903, 0.237057,
 0.178285, 0.333278, 0.263347,  0.22509} 

{0.345225,  0.17446, 0.237674, 0.242641,
 0.247062, 0.226676, 0.287695, 0.238567,
 0.278929, 0.223531, 0.231061, 0.266479,
 0.311766, 0.344026, 0.147691, 0.196516,
 0.263895, 0.254639, 0.272556,  0.20891,
 0.225704, 0.146354, 0.473875, 0.154067,
 0.288182, 0.335239, 0.167938, 0.208642,
 0.183214,  0.34599, 0.262328, 0.208467} 

{0.341979, 0.176485, 0.239808, 0.241728,
 0.252763,   0.2237, 0.276194, 0.247344,
 0.280424, 0.224176, 0.231296, 0.264104,
 0.369761,  0.24004, 0.153612, 0.236588,
 0.264476, 0.255318, 0.273699, 0.206506,
 0.222339, 0.146597, 0.488745, 0.142319,
 0.322257, 0.355988, 0.083771, 0.237984,
 0.188389,  0.34293, 0.254813, 0.213868} 

{0.339469, 0.174929, 0.246666, 0.238936,
 0.249686, 0.229212,   0.2765, 0.244601,
  0.28327, 0.221127, 0.233016, 0.262587,
 0.360487, 0.299943, 0.114582, 0.224988,
 0.269129, 0.243895, 0.278717, 0.208258,
 0.223601, 0.146002, 0.485359, 0.145038,
 0.337676, 0.313176, 0.087722, 0.261425,
  0.18953, 0.342735, 0.251652, 0.216083} 

{0.335681, 0.171607, 0.246701, 0.246011,
 0.252409, 0.231418, 0.277843,  0.23833,
 0.287331, 0.217833, 0.232391, 0.262445,
 0.405152, 0.214378, 0.088937, 0.291533,
 0.266511, 0.243229,  0.27868,  0.21158,
 0.222948, 0.145419, 0.485684, 0.145949,
 0.350242, 0.317621, 0.092611, 0.239526,
 0.191447, 0.348032, 0.252786, 0.207736} 

{0.335024,  0.17701, 0.249163, 0.238804,
 0.258852, 0.226473, 0.276341, 0.238334,
 0.287803,  0.21971, 0.229952, 0.262535,
 0.419722, 0.173895, 0.075954, 0.330429,
 0.270347, 0.244445, 0.282181, 0.203027,
 0.230466,  0.14319,  0.47907, 0.147275,
  0.36061, 0.305039, 0.094889, 0.239462,
 0.191307, 0.347007, 0.251735, 0.209952} 

{0.339681,  0.18145,   0.2311, 0.247769,
 0.264485, 0.238194, 0.257186, 0.240135,
 0.290791, 0.217878, 0.228077, 0.263253,
 0.354584, 0.236666, 0.085777, 0.322973,
 0.272667, 0.249519, 0.276437, 0.201378,
 0.252456, 0.137065, 0.456103, 0.154376,
 0.373421, 0.291242, 0.097973, 0.237364,
 0.185791, 0.347394, 0.248762, 0.218052} 

{0.340343, 0.179975, 0.232619, 0.247064,
 0.255758, 0.232273, 0.274685, 0.237284,
 0.295252, 0.217813,  0.22723, 0.259704,
 0.412007, 0.267586, 0.067188, 0.253219,
 0.273327, 0.248998, 0.277415,  0.20026,
 0.256619, 0.136757, 0.453588, 0.153037,
 0.345306, 0.307598,   0.0962, 0.250896,
 0.191795, 0.342241, 0.257037, 0.208927} 

{0.342274,  0.18109, 0.229113, 0.247523,
  0.25571,  0.23355, 0.267347, 0.243394,
  0.29682, 0.216282, 0.227437, 0.259461,
 0.371607, 0.303479, 0.057668, 0.267247,
  0.27629,  0.24709, 0.276923, 0.199698,
 0.254045, 0.136696, 0.457107, 0.152152,
   0.3396,  0.32785, 0.097742, 0.234808,
 0.189043, 0.347378, 0.258605, 0.204974} 

{0.344428, 0.180221, 0.227811,  0.24754,
 0.248214, 0.251016, 0.264297, 0.236474,
 0.296112, 0.216166, 0.227722,     0.26,
 0.369436,  0.34408, 0.079165, 0.207319,
 0.279059,  0.25089, 0.269732, 0.200319,
 0.236169, 0.140467,  0.45916, 0.164204,
 0.341473, 0.303513,  0.10101, 0.254004,
  0.18709, 0.355651, 0.236107, 0.221152} 

{ 0.34966, 0.181341, 0.222826, 0.246173,
 0.250057, 0.254431, 0.260398, 0.235114,
 0.297522, 0.215326, 0.228593, 0.258559,
 0.362622, 0.357055, 0.099782,  0.18054,
 0.278927, 0.253175, 0.267842, 0.200056,
 0.239747, 0.137486, 0.459472, 0.163294,
  0.33722, 0.323064, 0.101608, 0.238107,
  0.19323, 0.356028, 0.232121, 0.218621} 

{0.345616, 0.184558, 0.229298, 0.240528,
 0.255913,  0.25579, 0.259084, 0.229213,
 0.296498, 0.217086,  0.22799, 0.258427,
 0.350137, 0.330457, 0.092653, 0.226753,
  0.27799,  0.24993,  0.27014, 0.201941,
  0.24119, 0.130501, 0.470314, 0.157994,
 0.334587, 0.320373, 0.102654, 0.242386,
  0.18593, 0.366126, 0.229892, 0.218053} 

{0.329361, 0.185391,   0.2385, 0.246749,
 0.250936, 0.259788, 0.256849, 0.232427,
 0.293507, 0.217058, 0.229905, 0.259531,
 0.348486, 0.382235, 0.120382, 0.148897,
 0.276748, 0.250953, 0.272402, 0.199897,
 0.235208, 0.145268, 0.455154, 0.164371,
 0.352936, 0.288886, 0.099072, 0.259105,
 0.167276,  0.36678, 0.236429, 0.229516} 

{0.328663, 0.186984, 0.244587, 0.239766,
 0.257447, 0.243553, 0.264497, 0.234502,
  0.29169, 0.216698, 0.230371,  0.26124,
 0.387462,  0.40077, 0.082359, 0.129409,
 0.273231, 0.256565, 0.271643, 0.198561,
 0.244367, 0.139627, 0.461726,  0.15428,
 0.321838, 0.306372, 0.096746, 0.275044,
 0.170118, 0.373569, 0.232199, 0.224114} 

{0.333391, 0.186822, 0.241121, 0.238665,
  0.24862, 0.254478, 0.263286, 0.233616,
  0.29337, 0.211029, 0.235213, 0.260388,
 0.360923, 0.429056, 0.135818, 0.074203,
 0.276229, 0.255983, 0.270016, 0.197772,
 0.273534,  0.14118, 0.440477, 0.144809,
 0.342444, 0.340433,  0.10727, 0.209853,
 0.164623, 0.365787, 0.242781, 0.226809} 

{0.336171, 0.187922, 0.235603, 0.240304,
 0.248872, 0.256369, 0.263115, 0.231644,
 0.292961, 0.213318, 0.234432, 0.259288,
 0.323135, 0.383762,  0.15563, 0.137473,
 0.277529, 0.246508, 0.273502, 0.202461,
 0.276421, 0.140516, 0.438577, 0.144486,
 0.314435, 0.346492, 0.104424,  0.23465,
 0.159611, 0.367349, 0.237247, 0.235793} 

{0.337803, 0.186185,   0.2346, 0.241412,
 0.262823, 0.255797,   0.2572,  0.22418,
 0.293219, 0.212742, 0.234309,  0.25973,
  0.31854, 0.379603, 0.159501, 0.142356,
 0.281445, 0.245632,   0.2719, 0.201023,
 0.282108, 0.151919,  0.43258, 0.133393,
  0.23978, 0.403117,  0.10965, 0.247453,
 0.158992, 0.360117, 0.241939, 0.238952} 

{0.338762, 0.185334, 0.234664, 0.241241,
 0.256183, 0.252661, 0.264054, 0.227102,
   0.2958, 0.215353, 0.231668, 0.257179,
 0.306088, 0.462793, 0.121009, 0.110109,
 0.283243, 0.245327, 0.268404, 0.203027,
 0.294988, 0.146595, 0.446758, 0.111659,
  0.23943, 0.379626, 0.131281, 0.249663,
  0.16131,  0.36248, 0.236774, 0.239435} 

{0.334004, 0.183568, 0.240021, 0.242408,
 0.254744, 0.251173, 0.264269, 0.229815,
 0.290558,  0.21235, 0.241683, 0.255409,
 0.303554, 0.494706, 0.073596, 0.128144,
 0.276372, 0.244484, 0.271576, 0.207568,
 0.300294, 0.152261,  0.43649, 0.110955,
 0.250067, 0.380271, 0.136825, 0.232837,
 0.159171, 0.377455, 0.234993, 0.228381} 

{0.318187,  0.21279, 0.235913,  0.23311,
 0.255878, 0.248352, 0.260506, 0.235264,
 0.289252, 0.218198,  0.24117, 0.251381,
 0.296442, 0.466174,  0.08474, 0.152644,
 0.277181, 0.245352, 0.269043, 0.208424,
 0.297883, 0.154259, 0.436435, 0.111423,
 0.240178, 0.365586, 0.126393, 0.267843,
 0.172433, 0.361093, 0.235375, 0.231099} 

{0.317506, 0.214139, 0.234481, 0.233873,
 0.258251, 0.241875, 0.273748, 0.226126,
 0.288169, 0.219569, 0.240539, 0.251723,
 0.276358, 0.441913, 0.125787, 0.155942,
 0.273885, 0.244858, 0.277885, 0.203373,
  0.29694, 0.157585, 0.441259, 0.104216,
 0.237222, 0.382184, 0.148853, 0.231741,
 0.188813, 0.355636, 0.231207, 0.224344} 

{0.319228, 0.214845, 0.234167,  0.23176,
 0.252372, 0.239684, 0.287733, 0.220211,
 0.287688, 0.217389,  0.23392, 0.261003,
 0.353677, 0.383634, 0.129089, 0.133599,
 0.275465, 0.243977, 0.277486, 0.203072,
  0.28567, 0.145343, 0.451261, 0.117726,
 0.244472,  0.34967, 0.159529, 0.246329,
 0.191811, 0.361374, 0.232929, 0.213885} 

{0.320406, 0.219442, 0.231017, 0.229135,
 0.268366, 0.233284, 0.284197, 0.214152,
 0.287371, 0.213895,  0.23783, 0.260904,
 0.327176, 0.425494, 0.111933, 0.135397,
 0.275227, 0.248603, 0.273211, 0.202959,
 0.281528, 0.142735, 0.443159, 0.132577,
 0.245536, 0.363333, 0.153203, 0.237928,
 0.192714, 0.357074,  0.23517, 0.215042} 

{0.318345,  0.22761, 0.227158, 0.226887,
 0.266021,  0.23097, 0.288515, 0.214494,
 0.286687, 0.213498, 0.238937, 0.260879,
 0.316797, 0.416934, 0.132767, 0.133503,
 0.272356, 0.249341, 0.276231, 0.202072,
   0.2763, 0.137291, 0.439549, 0.146861,
 0.232322, 0.350945, 0.176019, 0.240714,
 0.182726, 0.352423, 0.228101,  0.23675} 

{0.320299, 0.224381,  0.22563,  0.22969,
 0.273019, 0.229481, 0.280998, 0.216502,
 0.286745, 0.212942, 0.242297, 0.258016,
  0.33336, 0.447008, 0.112368, 0.107265,
 0.274041, 0.247144, 0.275836, 0.202979,
 0.278063, 0.135467, 0.433546, 0.152923,
 0.232708, 0.320235, 0.184962, 0.262096,
 0.184806, 0.351459, 0.225925, 0.237809} 

{0.321466,  0.22407,  0.22271, 0.231753,
 0.270755, 0.227916, 0.278293, 0.223036,
 0.286598, 0.209013, 0.244077, 0.260311,
 0.287594, 0.488673, 0.122217, 0.101515,
 0.274885, 0.250529, 0.275426,  0.19916,
 0.274199,  0.14061, 0.438353, 0.146838,
 0.228002, 0.345195, 0.179347, 0.247456,
 0.186284, 0.349331, 0.228059, 0.236326} 

{0.324408, 0.219608, 0.223987, 0.231997,
 0.263367, 0.218103, 0.301302, 0.217227,
 0.285552, 0.210136, 0.244912, 0.259399,
 0.286673, 0.477653, 0.144649, 0.091025,
 0.272994, 0.247231, 0.271797, 0.207977,
 0.263257, 0.141001, 0.452395, 0.143348,
 0.236119,  0.34366, 0.162703, 0.257517,
 0.185965, 0.345483, 0.223728, 0.244824} 

{0.319267, 0.220656, 0.225833, 0.234244,
 0.270162, 0.197623, 0.309077, 0.223138,
 0.286255,  0.21057, 0.245282, 0.257894,
 0.301775, 0.468562,  0.13496, 0.094702,
 0.270082, 0.244936, 0.277493, 0.207489,
 0.265904, 0.138212, 0.447916, 0.147967,
 0.253939, 0.278671, 0.181856, 0.285535,
 0.191015, 0.328427, 0.232044, 0.248514} 

{0.325536, 0.223375, 0.222692, 0.228397,
 0.267153, 0.191559, 0.318816, 0.222472,
  0.28475, 0.210314, 0.246015, 0.258922,
 0.313317, 0.481892, 0.141237, 0.063555,
 0.264591,  0.24898, 0.275275, 0.211154,
 0.252442, 0.158105, 0.433781, 0.155672,
 0.258936, 0.261329, 0.186499, 0.293236,
 0.196277, 0.307221, 0.230861, 0.265641} 

{0.322234, 0.224386, 0.221363, 0.232017,
 0.257916, 0.185793, 0.327453, 0.228839,
  0.28198, 0.209331, 0.251904, 0.256785,
 0.340642,  0.37789,  0.15828, 0.123188,
 0.266051, 0.250905, 0.273078, 0.209966,
  0.25871, 0.159919, 0.424291,  0.15708,
 0.236518, 0.253018, 0.216779, 0.293685,
 0.192267, 0.300521, 0.221135, 0.286078} 

{0.327108, 0.217043, 0.226351, 0.229499,
 0.257551, 0.184763, 0.326847, 0.230838,
 0.281778, 0.211997, 0.250557, 0.255669,
