464 documents , 1 concepts , 1900 context features (59339) 
kappaF 100.000000, kappaK 2.000000, a0 1.000000, b0 1.000000, K 12, max_docs_per_slice 2000, start -700, end 142, times 9, dT 100, I 10000


map[]

===============  per type  ===============
0.0015071868207920474   T=0,K=0:  κοσμέω [59295] (0.051) ; προσκυνέω [89676] (0.034) ; σελήνη [93634] (0.027) ; γίγνομαι [22209] (0.026) ; οἰκεῖος [72254] (0.021) ; ὅλος [73277] (0.020) ; ἥλιος [46892] (0.018) ; Χρύσιππος [nlsj11071] (0.016) ; οὐρανός [75954] (0.013) ; ἔχω [45996] (0.012) ; 
0.03161895837476051   T=0,K=1:  χρύσεος [114816] (0.024) ; χράομαι [114548] (0.022) ; ἄνθρωπος [8909] (0.018) ; ποιέω [84234] (0.018) ; οἶδα [72202] (0.018) ; προσδιαλέγομαι [88870] (0.017) ; ἄφθαρτος [18298] (0.017) ; ἔχω [45996] (0.016) ; βασιλεύς [19546] (0.016) ; ἱμάτιον [50451] (0.016) ; 
0.10923060528257053   T=1,K=1:  χρύσεος [114816] (0.023) ; ποιέω [84234] (0.019) ; ἔχω [45996] (0.018) ; προσδιαλέγομαι [88870] (0.018) ; οἶδα [72202] (0.018) ; χράομαι [114548] (0.018) ; ἄφθαρτος [18298] (0.016) ; ἄνθρωπος [8909] (0.016) ; πλῆθος [83774] (0.016) ; ἱμάτιον [50451] (0.015) ; 
0.12252428011842117   T=2,K=1:  χρύσεος [114816] (0.025) ; ποιέω [84234] (0.020) ; ἔχω [45996] (0.019) ; προσδιαλέγομαι [88870] (0.019) ; ἄνθρωπος [8909] (0.018) ; πλῆθος [83774] (0.017) ; χράομαι [114548] (0.017) ; ἄφθαρτος [18298] (0.016) ; οἶδα [72202] (0.015) ; παρασκευάζω [78757] (0.015) ; 
0.04191598606949626   T=3,K=1:  χρύσεος [114816] (0.026) ; ποιέω [84234] (0.021) ; προσδιαλέγομαι [88870] (0.019) ; ἔχω [45996] (0.018) ; πλῆθος [83774] (0.017) ; παρασκευάζω [78757] (0.017) ; ἄφθαρτος [18298] (0.017) ; ἄνθρωπος [8909] (0.016) ; χράομαι [114548] (0.016) ; σύμπας [98584] (0.015) ; 
0.022826364201055813   T=4,K=1:  χρύσεος [114816] (0.031) ; προσδιαλέγομαι [88870] (0.019) ; ποιέω [84234] (0.018) ; χράομαι [114548] (0.018) ; ἄνθρωπος [8909] (0.018) ; ἔχω [45996] (0.017) ; ἄφθαρτος [18298] (0.017) ; παρασκευάζω [78757] (0.016) ; πλῆθος [83774] (0.016) ; οἶδα [72202] (0.016) ; 
0.15198923726175437   T=5,K=1:  χρύσεος [114816] (0.030) ; ποιέω [84234] (0.020) ; προσδιαλέγομαι [88870] (0.019) ; ἄνθρωπος [8909] (0.018) ; ἔχω [45996] (0.018) ; πλῆθος [83774] (0.016) ; ἐπιμελέομαι [40154] (0.016) ; χράομαι [114548] (0.016) ; ἄφθαρτος [18298] (0.016) ; οἶδα [72202] (0.015) ; 
0.15929993682093807   T=6,K=1:  χρύσεος [114816] (0.025) ; ἔχω [45996] (0.022) ; προσδιαλέγομαι [88870] (0.020) ; ἐπιμελέομαι [40154] (0.018) ; παρασκευάζω [78757] (0.017) ; ποιέω [84234] (0.017) ; οἶδα [72202] (0.017) ; πλῆθος [83774] (0.016) ; ἄνθρωπος [8909] (0.016) ; χράομαι [114548] (0.015) ; 
0.08160743870526897   T=7,K=1:  ἔχω [45996] (0.024) ; χρύσεος [114816] (0.023) ; προσδιαλέγομαι [88870] (0.019) ; ἄνθρωπος [8909] (0.018) ; πλῆθος [83774] (0.018) ; παρασκευάζω [78757] (0.018) ; οἶδα [72202] (0.017) ; χράομαι [114548] (0.016) ; ποιέω [84234] (0.016) ; ἐπιμελέομαι [40154] (0.015) ; 
0.03621843037266316   T=8,K=1:  ἔχω [45996] (0.024) ; χρύσεος [114816] (0.024) ; παρασκευάζω [78757] (0.019) ; ἄνθρωπος [8909] (0.018) ; οἶδα [72202] (0.017) ; ποιέω [84234] (0.017) ; προσδιαλέγομαι [88870] (0.016) ; χράομαι [114548] (0.016) ; ἄφθαρτος [18298] (0.016) ; ἐπιμελέομαι [40154] (0.015) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  χρύσεος [114816] (0.026) ; ἔχω [45996] (0.020) ; προσδιαλέγομαι [88870] (0.018) ; ποιέω [84234] (0.018) ; ἄνθρωπος [8909] (0.017) ; χράομαι [114548] (0.017) ; οἶδα [72202] (0.016) ; πλῆθος [83774] (0.016) ; παρασκευάζω [78757] (0.016) ; ἄφθαρτος [18298] (0.016) ; 

0.028105505544334945   T=0,K=2:  ἀγαθός [260] (0.033) ; ἀφαιρέω [18107] (0.027) ; ἄξιος [11058] (0.024) ; πολιτεία [84505] (0.018) ; ἐνταῦθα [36165] (0.018) ; προσακούω [88498] (0.015) ; ἔχω [45996] (0.014) ; Ἀσωπόδωρος [nlsj2976] (0.014) ; θλίβω [48896] (0.012) ; κελεύω [56496] (0.012) ; 
0.06995844769264081   T=1,K=2:  ἀγαθός [260] (0.033) ; ἀφαιρέω [18107] (0.027) ; ἄξιος [11058] (0.021) ; πολιτεία [84505] (0.017) ; ἐνταῦθα [36165] (0.017) ; Ἀσωπόδωρος [nlsj2976] (0.015) ; ἔχω [45996] (0.015) ; προσακούω [88498] (0.015) ; θλίβω [48896] (0.013) ; πολύς [85306] (0.012) ; 
0.07592919333121578   T=2,K=2:  ἀγαθός [260] (0.031) ; ἀφαιρέω [18107] (0.021) ; ἄξιος [11058] (0.021) ; ἐνταῦθα [36165] (0.019) ; πολιτεία [84505] (0.017) ; ἔχω [45996] (0.016) ; Ἀσωπόδωρος [nlsj2976] (0.014) ; προσακούω [88498] (0.014) ; πολύς [85306] (0.013) ; θλίβω [48896] (0.012) ; 
0.03199454738323714   T=3,K=2:  ἀγαθός [260] (0.031) ; ἀφαιρέω [18107] (0.021) ; ἄξιος [11058] (0.021) ; ἐνταῦθα [36165] (0.018) ; ἔχω [45996] (0.016) ; πολιτεία [84505] (0.015) ; προσακούω [88498] (0.014) ; Ἀσωπόδωρος [nlsj2976] (0.014) ; πολύς [85306] (0.014) ; σιγή [93968] (0.012) ; 
0.02243279950566491   T=4,K=2:  ἀγαθός [260] (0.029) ; ἀφαιρέω [18107] (0.022) ; ἐνταῦθα [36165] (0.020) ; ἔχω [45996] (0.017) ; ἄξιος [11058] (0.017) ; Ἀσωπόδωρος [nlsj2976] (0.016) ; πολύς [85306] (0.016) ; πολιτεία [84505] (0.015) ; προσακούω [88498] (0.015) ; ἐπιτρέπω [41416] (0.012) ; 
0.028992585498565093   T=5,K=2:  ἀγαθός [260] (0.030) ; ἐνταῦθα [36165] (0.022) ; ἀφαιρέω [18107] (0.021) ; ἔχω [45996] (0.017) ; προσακούω [88498] (0.017) ; πολιτεία [84505] (0.016) ; ἐπιτρέπω [41416] (0.015) ; πολύς [85306] (0.015) ; ἄξιος [11058] (0.015) ; χώρα [115193] (0.013) ; 
0.011813205847108935   T=6,K=2:  ἀγαθός [260] (0.034) ; προσακούω [88498] (0.022) ; ἐνταῦθα [36165] (0.021) ; ἀφαιρέω [18107] (0.021) ; ἔχω [45996] (0.018) ; πολιτεία [84505] (0.017) ; πολύς [85306] (0.014) ; ἄξιος [11058] (0.014) ; χώρα [115193] (0.013) ; κελεύω [56496] (0.013) ; 
0.0539444178796144   T=7,K=2:  ἀγαθός [260] (0.034) ; προσακούω [88498] (0.023) ; ἔχω [45996] (0.020) ; ἀφαιρέω [18107] (0.018) ; ἐνταῦθα [36165] (0.017) ; πολιτεία [84505] (0.017) ; πολύς [85306] (0.016) ; φημί [110639] (0.014) ; χώρα [115193] (0.014) ; ἄξιος [11058] (0.014) ; 
0.043175284661380126   T=8,K=2:  ἀγαθός [260] (0.038) ; προσακούω [88498] (0.023) ; ἀφαιρέω [18107] (0.019) ; ἐνταῦθα [36165] (0.018) ; πολύς [85306] (0.017) ; ἔχω [45996] (0.016) ; πολιτεία [84505] (0.016) ; ἄξιος [11058] (0.015) ; ἐπιτρέπω [41416] (0.014) ; χώρα [115193] (0.014) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  ἀγαθός [260] (0.032) ; ἀφαιρέω [18107] (0.022) ; ἐνταῦθα [36165] (0.019) ; ἄξιος [11058] (0.018) ; προσακούω [88498] (0.018) ; ἔχω [45996] (0.017) ; πολιτεία [84505] (0.017) ; πολύς [85306] (0.014) ; Ἀσωπόδωρος [nlsj2976] (0.013) ; χώρα [115193] (0.012) ; 

0.07039334944874505   T=0,K=3:  ἀγαπάω [346] (0.020) ; πατήρ [80011] (0.018) ; ὄνομα [74126] (0.018) ; ἐπανορθόω [38227] (0.017) ; ἁμαρτία [4965] (0.017) ; κόσμος [59339] (0.015) ; δόξα [28002] (0.015) ; ἀριθμός [15047] (0.015) ; σύνθεσις [100583] (0.015) ; γίγνομαι [22209] (0.013) ; 
0.0901086341181976   T=1,K=3:  ἀγαπάω [346] (0.024) ; πατήρ [80011] (0.017) ; σύνθεσις [100583] (0.016) ; ἐπανορθόω [38227] (0.016) ; δόξα [28002] (0.016) ; ἁμαρτία [4965] (0.016) ; κόσμος [59339] (0.015) ; ὄνομα [74126] (0.014) ; ἀριθμός [15047] (0.014) ; λέγω [62204] (0.013) ; 
0.04090532132087815   T=2,K=3:  ἀγαπάω [346] (0.026) ; πατήρ [80011] (0.018) ; ἁμαρτία [4965] (0.018) ; σύνθεσις [100583] (0.018) ; κόσμος [59339] (0.016) ; ἐπανορθόω [38227] (0.015) ; δόξα [28002] (0.015) ; ἀριθμός [15047] (0.014) ; φημί [110639] (0.013) ; λέγω [62204] (0.013) ; 
0.015875987099800377   T=3,K=3:  ἀγαπάω [346] (0.026) ; σύνθεσις [100583] (0.018) ; πατήρ [80011] (0.017) ; λέγω [62204] (0.016) ; κόσμος [59339] (0.016) ; ἁμαρτία [4965] (0.016) ; ἐπανορθόω [38227] (0.016) ; νόμος [nlsj76838] (0.015) ; δόξα [28002] (0.014) ; ἀριθμός [15047] (0.013) ; 
0.22947482371496455   T=4,K=3:  ἀγαπάω [346] (0.028) ; ἐπανορθόω [38227] (0.018) ; σύνθεσις [100583] (0.017) ; ἁμαρτία [4965] (0.015) ; πατήρ [80011] (0.015) ; ὄνομα [74126] (0.014) ; λέγω [62204] (0.014) ; νόμος [nlsj76838] (0.014) ; κόσμος [59339] (0.013) ; φημί [110639] (0.013) ; 
0.2532300832616091   T=5,K=3:  ἀγαπάω [346] (0.028) ; ἐπανορθόω [38227] (0.019) ; νόμος [nlsj76838] (0.017) ; σύνθεσις [100583] (0.016) ; ὄνομα [74126] (0.015) ; ἁμαρτία [4965] (0.014) ; λέγω [62204] (0.014) ; πατήρ [80011] (0.014) ; φημί [110639] (0.013) ; δόξα [28002] (0.013) ; 
0.0743677190131258   T=6,K=3:  ἀγαπάω [346] (0.030) ; ἐπανορθόω [38227] (0.019) ; νόμος [nlsj76838] (0.017) ; σύνθεσις [100583] (0.017) ; ἁμαρτία [4965] (0.015) ; ὄνομα [74126] (0.015) ; λέγω [62204] (0.014) ; δόξα [28002] (0.014) ; πατήρ [80011] (0.013) ; κόσμος [59339] (0.013) ; 
0.062436388377939446   T=7,K=3:  ἀγαπάω [346] (0.030) ; νόμος [nlsj76838] (0.018) ; ἐπανορθόω [38227] (0.017) ; ἁμαρτία [4965] (0.016) ; σύνθεσις [100583] (0.016) ; πατήρ [80011] (0.014) ; ὄνομα [74126] (0.014) ; κόσμος [59339] (0.013) ; δέησις [23628] (0.013) ; δόξα [28002] (0.013) ; 
0.029431851559499497   T=8,K=3:  ἀγαπάω [346] (0.033) ; σύνθεσις [100583] (0.018) ; νόμος [nlsj76838] (0.018) ; ἐπανορθόω [38227] (0.016) ; ἀκολουθέω [3289] (0.015) ; ἁμαρτία [4965] (0.015) ; κόσμος [59339] (0.014) ; ἀριθμός [15047] (0.014) ; δόξα [28002] (0.014) ; δέησις [23628] (0.014) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  ἀγαπάω [346] (0.027) ; ἐπανορθόω [38227] (0.017) ; σύνθεσις [100583] (0.017) ; ἁμαρτία [4965] (0.016) ; πατήρ [80011] (0.015) ; νόμος [nlsj76838] (0.015) ; ὄνομα [74126] (0.014) ; κόσμος [59339] (0.014) ; δόξα [28002] (0.014) ; λέγω [62204] (0.013) ; 

0.1288181720485288   T=0,K=4:  γῆ [22100] (0.036) ; οἷος [72627] (0.021) ; χώρα [115193] (0.019) ; ἀεί [1564] (0.019) ; πάρειμι [79223] (0.019) ; ἁρμονία [15281] (0.017) ; ἔχω [45996] (0.015) ; ἀγορά [761] (0.014) ; ἄπειρος [11760] (0.013) ; καλέω [52571] (0.013) ; 
0.42335464749040536   T=1,K=4:  γῆ [22100] (0.032) ; ἀεί [1564] (0.023) ; χώρα [115193] (0.019) ; ἁρμονία [15281] (0.017) ; πάρειμι [79223] (0.017) ; οἷος [72627] (0.016) ; ἔχω [45996] (0.015) ; μέσος [66494] (0.015) ; καλέω [52571] (0.013) ; ἕτερος [43206] (0.013) ; 
0.2992998640182771   T=2,K=4:  γῆ [22100] (0.032) ; ἀεί [1564] (0.021) ; χώρα [115193] (0.018) ; οἷος [72627] (0.017) ; ἁρμονία [15281] (0.017) ; μέσος [66494] (0.017) ; πάρειμι [79223] (0.016) ; ἔχω [45996] (0.014) ; καλέω [52571] (0.013) ; σπέρμα [95853] (0.012) ; 
0.15014351362867456   T=3,K=4:  γῆ [22100] (0.031) ; ἀεί [1564] (0.024) ; χώρα [115193] (0.018) ; ἁρμονία [15281] (0.016) ; μέσος [66494] (0.016) ; οἷος [72627] (0.016) ; ἔχω [45996] (0.015) ; πάρειμι [79223] (0.015) ; σπέρμα [95853] (0.013) ; καλέω [52571] (0.012) ; 
0.07101625166733672   T=4,K=4:  γῆ [22100] (0.032) ; ἀεί [1564] (0.021) ; χώρα [115193] (0.018) ; ἔχω [45996] (0.015) ; μέσος [66494] (0.015) ; οἷος [72627] (0.014) ; πάρειμι [79223] (0.014) ; ἁρμονία [15281] (0.014) ; καλέω [52571] (0.013) ; σπέρμα [95853] (0.013) ; 
0.03630349224514322   T=5,K=4:  γῆ [22100] (0.030) ; ἀεί [1564] (0.020) ; χώρα [115193] (0.018) ; μέσος [66494] (0.016) ; πάρειμι [79223] (0.015) ; οἷος [72627] (0.015) ; ἁρμονία [15281] (0.014) ; ἔχω [45996] (0.013) ; καλέω [52571] (0.012) ; ἄπειρος [11760] (0.012) ; 
0.0473128658962366   T=6,K=4:  γῆ [22100] (0.031) ; ἀεί [1564] (0.021) ; χώρα [115193] (0.018) ; μέσος [66494] (0.018) ; οἷος [72627] (0.017) ; καλέω [52571] (0.016) ; ἔχω [45996] (0.015) ; πάρειμι [79223] (0.014) ; ἁρμονία [15281] (0.013) ; ἄπειρος [11760] (0.013) ; 
0.09057676539594187   T=7,K=4:  γῆ [22100] (0.033) ; χώρα [115193] (0.020) ; ἀεί [1564] (0.019) ; καλέω [52571] (0.018) ; ἔχω [45996] (0.017) ; μέσος [66494] (0.016) ; πάρειμι [79223] (0.015) ; οἷος [72627] (0.015) ; ἄπειρος [11760] (0.014) ; ἁρμονία [15281] (0.012) ; 
0.0292646305710676   T=8,K=4:  γῆ [22100] (0.034) ; καλέω [52571] (0.018) ; χώρα [115193] (0.018) ; ἀεί [1564] (0.017) ; ἔχω [45996] (0.017) ; πάρειμι [79223] (0.016) ; μέσος [66494] (0.016) ; οἷος [72627] (0.013) ; τηλικοῦτος [nlsj106503] (0.013) ; ἀγορά [761] (0.013) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  γῆ [22100] (0.032) ; ἀεί [1564] (0.021) ; χώρα [115193] (0.018) ; οἷος [72627] (0.016) ; πάρειμι [79223] (0.016) ; μέσος [66494] (0.016) ; ἔχω [45996] (0.015) ; ἁρμονία [15281] (0.015) ; καλέω [52571] (0.014) ; ἄπειρος [11760] (0.012) ; 

0.0071922193935501835   T=0,K=5:  αἷμα [2392] (0.024) ; δεξιός [24084] (0.018) ; οἷος [72627] (0.018) ; γίγνομαι [22209] (0.017) ; ναῦς [69863] (0.016) ; παρακαλέω [78100] (0.015) ; εἴτε [31565] (0.014) ; πόλις [84494] (0.014) ; πολιτεία [84505] (0.012) ; πάρειμι [79223] (0.012) ; 
0.008048484052077831   T=1,K=5:  αἷμα [2392] (0.024) ; δεξιός [24084] (0.018) ; οἷος [72627] (0.018) ; γίγνομαι [22209] (0.018) ; εἴτε [31565] (0.014) ; πόλις [84494] (0.014) ; ναῦς [69863] (0.014) ; πολιτεία [84505] (0.013) ; παρακαλέω [78100] (0.013) ; πάρειμι [79223] (0.012) ; 
0.01865934587026804   T=2,K=5:  αἷμα [2392] (0.022) ; γίγνομαι [22209] (0.021) ; δεξιός [24084] (0.017) ; οἷος [72627] (0.016) ; εἴτε [31565] (0.015) ; πόλις [84494] (0.014) ; πάρειμι [79223] (0.014) ; ναῦς [69863] (0.013) ; παρακαλέω [78100] (0.013) ; καθίστημι [51849] (0.011) ; 
0.03250582907467541   T=3,K=5:  αἷμα [2392] (0.023) ; γίγνομαι [22209] (0.020) ; δεξιός [24084] (0.018) ; πάρειμι [79223] (0.017) ; ναῦς [69863] (0.017) ; οἷος [72627] (0.016) ; εἴτε [31565] (0.015) ; παρακαλέω [78100] (0.014) ; πόλις [84494] (0.014) ; πολιτεία [84505] (0.012) ; 
0.04167653306124849   T=4,K=5:  αἷμα [2392] (0.023) ; γίγνομαι [22209] (0.021) ; δεξιός [24084] (0.018) ; οἷος [72627] (0.017) ; πάρειμι [79223] (0.017) ; ναῦς [69863] (0.016) ; εἴτε [31565] (0.014) ; πόλις [84494] (0.014) ; παρακαλέω [78100] (0.012) ; τότε [104429] (0.012) ; 
0.03156925110705915   T=5,K=5:  δεξιός [24084] (0.020) ; αἷμα [2392] (0.020) ; γίγνομαι [22209] (0.020) ; οἷος [72627] (0.019) ; ναῦς [69863] (0.016) ; εἴτε [31565] (0.015) ; πόλις [84494] (0.015) ; πάρειμι [79223] (0.014) ; τότε [104429] (0.013) ; παρακαλέω [78100] (0.012) ; 
0.10303543557831395   T=6,K=5:  αἷμα [2392] (0.021) ; γίγνομαι [22209] (0.019) ; δεξιός [24084] (0.018) ; ναῦς [69863] (0.016) ; διαστρέφω [25945] (0.015) ; εἴτε [31565] (0.015) ; πάρειμι [79223] (0.015) ; οἷος [72627] (0.014) ; τότε [104429] (0.013) ; πόλις [84494] (0.013) ; 
0.08555787193547408   T=7,K=5:  αἷμα [2392] (0.020) ; εἴτε [31565] (0.017) ; γίγνομαι [22209] (0.016) ; ναῦς [69863] (0.016) ; πολιτεία [84505] (0.015) ; δεξιός [24084] (0.015) ; παρακαλέω [78100] (0.015) ; πάρειμι [79223] (0.014) ; τότε [104429] (0.014) ; οἷος [72627] (0.013) ; 
0.2688972012351264   T=8,K=5:  αἷμα [2392] (0.021) ; εἴτε [31565] (0.018) ; γίγνομαι [22209] (0.018) ; ναῦς [69863] (0.017) ; πάρειμι [79223] (0.015) ; δεξιός [24084] (0.015) ; παρακαλέω [78100] (0.014) ; πολιτεία [84505] (0.014) ; οἷος [72627] (0.014) ; τότε [104429] (0.013) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  αἷμα [2392] (0.022) ; γίγνομαι [22209] (0.019) ; δεξιός [24084] (0.017) ; οἷος [72627] (0.016) ; ναῦς [69863] (0.016) ; εἴτε [31565] (0.015) ; πάρειμι [79223] (0.014) ; παρακαλέω [78100] (0.013) ; πόλις [84494] (0.013) ; πολιτεία [84505] (0.013) ; 

0.2704641892837405   T=0,K=6:  λέγω [62204] (0.033) ; γῆ [22100] (0.021) ; ἔχω [45996] (0.017) ; ἀργύρεος [14826] (0.015) ; μέσος [66494] (0.015) ; ἄνθρωπος [8909] (0.014) ; πέντε [80761] (0.013) ; συγχωρέω [98038] (0.013) ; σῶμα [102000] (0.013) ; πλῆθος [83774] (0.013) ; 
0.030560668558662088   T=1,K=6:  λέγω [62204] (0.031) ; γῆ [22100] (0.018) ; ἔχω [45996] (0.015) ; ἀργύρεος [14826] (0.015) ; μέσος [66494] (0.014) ; συγχωρέω [98038] (0.014) ; ἄνθρωπος [8909] (0.014) ; σῶμα [102000] (0.013) ; κινέω [57460] (0.013) ; ἀποδίδωμι [12485] (0.012) ; 
0.03287922172420589   T=2,K=6:  λέγω [62204] (0.034) ; γῆ [22100] (0.016) ; ἀργύρεος [14826] (0.014) ; ἔχω [45996] (0.014) ; ἀποδίδωμι [12485] (0.014) ; μέσος [66494] (0.014) ; ἄνθρωπος [8909] (0.014) ; πέντε [80761] (0.013) ; συγχωρέω [98038] (0.013) ; ψυχή [115887] (0.012) ; 
0.0520059459694998   T=3,K=6:  λέγω [62204] (0.031) ; γῆ [22100] (0.016) ; ἀποδίδωμι [12485] (0.015) ; ψυχή [115887] (0.014) ; ἄνθρωπος [8909] (0.014) ; ἔχω [45996] (0.013) ; πέντε [80761] (0.013) ; συγχωρέω [98038] (0.013) ; μέσος [66494] (0.012) ; κινέω [57460] (0.012) ; 
0.02782744546782059   T=4,K=6:  λέγω [62204] (0.028) ; ἀποδίδωμι [12485] (0.015) ; ἄνθρωπος [8909] (0.015) ; μέσος [66494] (0.015) ; ψυχή [115887] (0.014) ; ἔχω [45996] (0.014) ; οἶδα [72202] (0.014) ; συγχωρέω [98038] (0.013) ; κινέω [57460] (0.012) ; πέντε [80761] (0.012) ; 
0.1400247691635575   T=5,K=6:  λέγω [62204] (0.024) ; ἄνθρωπος [8909] (0.016) ; ψυχή [115887] (0.015) ; μέσος [66494] (0.014) ; οἶδα [72202] (0.014) ; ἔχω [45996] (0.013) ; συγχωρέω [98038] (0.013) ; ἀποδίδωμι [12485] (0.012) ; πέντε [80761] (0.012) ; ἔθος [30811] (0.012) ; 
0.13835677833905086   T=6,K=6:  λέγω [62204] (0.026) ; ἄνθρωπος [8909] (0.019) ; ψυχή [115887] (0.016) ; μέσος [66494] (0.015) ; ἔχω [45996] (0.014) ; ἀποδίδωμι [12485] (0.013) ; οἶδα [72202] (0.013) ; σῶμα [102000] (0.012) ; ἔθος [30811] (0.012) ; πέντε [80761] (0.011) ; 
0.13813281206294253   T=7,K=6:  λέγω [62204] (0.026) ; ἄνθρωπος [8909] (0.019) ; μέσος [66494] (0.018) ; ἔχω [45996] (0.015) ; ψυχή [115887] (0.014) ; οἶδα [72202] (0.013) ; ἀποδίδωμι [12485] (0.012) ; σύμπας [98584] (0.012) ; οὐσία [76029] (0.012) ; πλῆθος [83774] (0.011) ; 
0.052476346581450464   T=8,K=6:  λέγω [62204] (0.021) ; ἄνθρωπος [8909] (0.018) ; μέσος [66494] (0.018) ; ἀποδίδωμι [12485] (0.015) ; ἔχω [45996] (0.015) ; ψυχή [115887] (0.015) ; οἶδα [72202] (0.014) ; πλῆθος [83774] (0.013) ; οὐσία [76029] (0.012) ; γῆ [22100] (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  λέγω [62204] (0.028) ; ἄνθρωπος [8909] (0.016) ; μέσος [66494] (0.015) ; ἔχω [45996] (0.015) ; γῆ [22100] (0.014) ; ἀποδίδωμι [12485] (0.013) ; ψυχή [115887] (0.013) ; οἶδα [72202] (0.013) ; συγχωρέω [98038] (0.012) ; πέντε [80761] (0.012) ; 

