date	genre	author	work	tlg author	tlg work	sentence location	sentence id	sentence ids	sentence original	target id	sense id	disambiguation	subgenre	subsense
-488	Poetry	Pindar	Olympians	0033	001	8.81	268	42622 49266 1666 nlsj1692 390 35414 nlsj5976 63487 59339 73342 46195 21920 74420	Ἑρμᾶ δὲ θυγατρὸς ἀκούσαις Ἰφίων Ἀγγελίας ἐνέποι κεν Καλλιμάχῳ λιπαρὸν κόσμον Ὀλυμπίᾳ ὅν σφι Ζεὺς γένει ὤπασεν	59339	kosmos:decoration	4	Choral	kosmos-2.1
-488	Poetry	Pindar	Olympians	0033	001	11.11	357	71308 nlsj2843 76703 103088 91325 59339 96662 114816 33308 46682 56445 nlsj11123 nlsj7232 21830 3928	ἴσθι νῦν Ἀρχεστράτου παῖ τεᾶς Ἁγησίδαμε πυγμαχίας ἕνεκεν κόσμον ἐπὶ στεφάνῳ χρυσέας ἐλαίας ἁδυμελῆ κελαδήσω Ζεφυρίων Λοκρῶν γενεὰν ἀλέγων	59339	kosmos:decoration	4	Choral	kosmos-2.1
-485	Poetry	Pindar	Nemeans	0033	003	2.6	37	76083 80042 nlsj75598 44087 2815 65552 26447 59339 1989 47828 50965 28379 nlsj61372 18948 nlsj9302 70839 76703	ὀφείλει δ’ ἔτι πατρίαν εἴπερ καθ’ ὁδόν νιν εὐθυπομπὸς αἰὼν ταῖς μεγάλαις δέδωκε κόσμον Ἀθάναις θαμὰ μὲν Ἰσθμιάδων δρέπεσθαι κάλλιστον ἄωτον ἐν Πυθίοισί τε νικᾶν Τιμονόου παῖδ’	59339	kosmos:decoration	4	Choral	kosmos-2.1
-485	Poetry	Pindar	Nemeans	0033	003	3.31	64	90334 59339 61791 22389 22164	ποτίφορον δὲ κόσμον ἔλαβες τψπε= υνσπεξιφιεδ γλυκύ τι γαρυέμεν	59339	kosmos:decoration	4	Choral	kosmos-2.2
-480	Poetry	Pindar	Isthmians	0033	004	6.66	151	61842 65966 42214 74420 47608 64757 103972 41858 106566 112217 78056 71810 16686 59339 37805 88467 71492 43833 346 67260 22502 27764 67260 55653	Λάμπων δὲ μελέταν ἔργοις ὀπάζων Ἡσιόδου μάλα τιμᾷ τοῦτ’ ἔπος υἱοῖσί τε φράζων παραινεῖ ξυνὸν ἄστει κόσμον ἑῷ προσάγων καὶ ξένων εὐεργεσίαις ἀγαπᾶται μέτρα μὲν γνώμᾳ διώκων μέτρα δὲ καὶ κατέχων	59339	kosmos:decoration	1	Choral	kosmos-2.2
-472	Tragedy	Aeschylus	Persians	0085	002	399	159	24084 90504 45268 56730 463 59339 24261 96979 38586 79223 73881 58057 85306 20200 76703 33819 nlsj177 33623 80043 33623 76703 23069 nlsj96033 80107 30699 48623 86917	τὸ δεξιὸν μὲν πρῶτον εὐτάκτως κέρας ἡγεῖτο κόσμῳ δεύτερον δ’ ὁ πᾶς στόλος ἐπεξεχώρει καὶ παρῆν ὁμοῦ κλύειν πολλὴν βοήν ὦ παῖδες Ἑλλήνων ἴτε ἐλευθεροῦτε πατρίδ’ ἐλευθεροῦτε δὲ παῖδας γυναῖκας θεῶν τέ πατρῴων ἕδη θήκας τε προγόνων	59339	kosmos:order	4	Tragedy	kosmos-1.1
-472	Tragedy	Aeschylus	Persians	0085	002	832	362	21936 67543 nlsj4392 nlsj56179 42827 72357 59339 44856 61959 106920 76703	σὺ δ’ ὦ γεραιὰ μῆτερ ἡ Ξέρξου φίλη ἐλθοῦσ’ ἐς οἴκους κόσμον ὅστις εὐπρεπὴς λαβοῦσ’ ὑπαντίαζε παιδί	59339	kosmos:decoration	3	Tragedy	kosmos-2.1
-472	Tragedy	Aeschylus	Persians	0085	002	849	370	nlsj177 61791 59339 27980 106920 76703 80357	ἀλλ’ εἶμι καὶ λαβοῦσα κόσμον ἐκ δόμων ὑπαντιάζειν παιδί μου πειράσομαι	59339	kosmos:decoration	3	Tragedy	kosmos-2.1
-472	Tragedy	Aeschylus	Persians	0085	002	918	383	19546 nlsj100912 260 nlsj8813 103975 65552 59339 8665 71308 23242 39662	ὀτοτοῖ βασιλεῦ στρατιᾶς ἀγαθῆς καὶ περσονόμου τιμῆς μεγάλης κόσμου τ’ ἀνδρῶν οὓς νῦν δαίμων ἐπέκειρεν	59339	kosmos:decoration	1	Tragedy	kosmos-2.2
-467	Tragedy	Aeschylus	Seven Against Thebes	0085	004	397	181	59339 8665 104698 nlsj38485 22209 93786	κόσμον μὲν ἀνδρὸς οὔτιν’ ἂν τρέσαιμ’ ἐγώ οὐδ’ ἑλκοποιὰ γίγνεται τὰ σήματα	59339	kosmos:decoration	1	Tragedy	kosmos-2.1
-463	Tragedy	Aeschylus	Suppliant Maidens	0085	001	246	94	42830 59339 18863 63772	εἴρηκας ἀμφὶ κόσμον ἀψευδῆ λόγον	59339	kosmos:decoration	3	Tragedy	kosmos-2.1
-458	Tragedy	Aeschylus	Agamemnon	0085	005	355	136	46195 19546 71314 111032 65552 59339 60314 105483 91605 19282 96375 27022 65552 69972 107884 65552 28155 21370 17054 77230	ὦ Ζεῦ βασιλεῦ καὶ νὺξ φιλία μεγάλων κόσμων κτεάτειρα ἥτ’ ἐπὶ Τροίας πύργοις ἔβαλες στεγανὸν δίκτυον ὡς μήτε μέγαν μήτ’ οὖν νεαρῶν τιν’ ὑπερτελέσαι μέγα δουλείας γάγγαμον ἄτης παναλώτου	59339	kosmos:decoration	4	Tragedy	kosmos-2.2
-458	Tragedy	Aeschylus	Agamemnon	0085	005	518	196	65796 19550 nlsj56179 96389 93711 47715 23242 9762 nlsj68228 76742 110089 73517 24289 59339 19546 85306 114753	ἰὼ μέλαθρα βασιλέων φίλαι στέγαι σεμνοί τε θᾶκοι δαίμονές τ’ ἀντήλιοι εἴ που πάλαι φαιδροῖσι τοισίδ’ ὄμμασι δέξασθε κόσμῳ βασιλέα πολλῷ χρόνῳ	59339	kosmos:order	4	Tragedy	kosmos-1.1
-458	Tragedy	Aeschylus	Agamemnon	0085	005	1269	581	nlsj60710 13098 31943 114689 42887 41828 59339 53769 65552 nlsj56179 45948 27694 65240 52571 112015 990 91295 102242 63345 8575 71308 64961 64961 32741 11206 104166 47863 106094	ἰδοὺ δ’ Ἀπόλλων αὐτὸς ἐκδύων ἐμὲ χρηστηρίαν ἐσθῆτ’ ἐποπτεύσας δέ με κἀν τοῖσδε κόσμοις καταγελωμένην μέγα φίλων ὑπ’ ἐχθρῶν οὐ διχορρόπως μάτην καλουμένη δὲ φοιτὰς ὡς ἀγύρτρια πτωχὸς τάλαινα λιμοθνὴς ἠνεσχόμην καὶ νῦν ὁ μάντις μάντιν ἐκπράξας ἐμὲ ἀπήγαγ’ ἐς τοιάσδε θανασίμους τύχας	59339	kosmos:decoration	4	Tragedy	kosmos-2.1
-458	Tragedy	Aeschylus	Eumenides	0085	007	55	30	59339 nlsj96033 293 110598 26886 8909 96389	καὶ κόσμος οὔτε πρὸς θεῶν ἀγάλματα φέρειν δίκαιος οὔτ’ ἐς ἀνθρώπων στέγας	59339	kosmos:order	4	Tragedy	kosmos-1.2
-450	Tragedy	Sophocles	Trachiniae	0011	001	763	389	90504 23667 nlsj59923 112307 59339 112934 96960 55897	καὶ πρῶτα μὲν δείλαιος ἵλεῳ φρενί κόσμῳ τε χαίρων καὶ στολῇ κατηύχετο	59339	kosmos:decoration	4	Tragedy	kosmos-2.1
-445	Tragedy	Euripides	Rhesus	0006	019		242	84363 29828 59339 80557	ποῖον δὲ δώρων κόσμον οὐκ ἐπέμψαμεν	59339	kosmos:order	4	Tragedy	kosmos-1.3
-442	Tragedy	Sophocles	Ajax	0011	003	293	164	23069 23069 59339 93968 110598	γύναι γυναιξὶ κόσμον ἡ σιγὴ φέρει	59339	kosmos:decoration	1	Tragedy	kosmos-2.1
-442	Tragedy	Sophocles	Ajax	0011	003	1407	777	31236 57965 8665 50360 106977 59339 110598	μία δ’ ἐκ κλισίας ἀνδρῶν ἴλη τὸν ὑπασπίδιον κόσμον φερέτω	59339	kosmos:decoration	4	Tragedy	kosmos-2.1
-430	Narrative	Herodotus	Histories	0016	001	1.65.3	423	62204 112217 91372 71308 51849 59339 nlsj10192	οἳ μὲν δή τινες πρὸς τούτοισι λέγουσι καὶ φράσαι αὐτῷ τὴν Πυθίην τὸν νῦν κατεστεῶτα κόσμον Σπαρτιήτῃσι	59339	kosmos:order	3	History	kosmos-1.4
-430	Narrative	Herodotus	Histories	0016	001	1.99.1	729	72321 59339 nlsj4640 90504 51849 31333 19546 397 114548 74735 19546 21783 10223 91268 11583 2731	οἰκοδομηθέντων δὲ πάντων κόσμον τόνδε Δηιόκης πρῶτος ἐστὶ ὁ καταστησάμενος μήτε ἐσιέναι παρὰ βασιλέα μηδένα δι’ ἀγγέλων δὲ πάντα χρᾶσθαι ὁρᾶσθαι τε βασιλέα ὑπὸ μηδενός πρός τε τούτοισι ἔτι γελᾶν τε καὶ ἀντίον πτύειν καὶ ἅπασι εἶναι τοῦτό γε αἰσχρόν	59339	kosmos:order	2	History	kosmos-1.4
-430	Narrative	Herodotus	Histories	0016	001	1.113.2	816	59295 59339 43206 76703 110598 42381 75306 103922	κοσμήσας δὲ τῷ κόσμῳ παντὶ τοῦ ἑτέρου παιδός φέρων ἐς τὸ ἐρημότατον τῶν ὀρέων τίθει	59339	kosmos:decoration	1	History	kosmos-2.1
-430	Narrative	Herodotus	Histories	0016	001	2.52.1	1923	48291 89832 59339 103922 86112 70949 45996	θεοὺς δὲ προσωνόμασαν σφέας ἀπὸ τοῦ τοιούτου ὅτι κόσμῳ θέντες τὰ πάντα πρήγματα καὶ πάσας νομὰς εἶχον	59339	kosmos:order	4	History	kosmos-1.1
-430	Narrative	Herodotus	Histories	0016	001	3.1.4	2869	59339 16266 13394 49266 26447 4071 nlsj2545 24206 2219 38215 112048	ὃς ἐμὲ σοὶ κόσμῳ ἀσκήσας ἀπέπεμψε ὡς ἑωυτοῦ θυγατέρα διδούς ἐοῦσαν τῇ ἀληθείῃ Ἀπρίεω τὸν ἐκεῖνος ἐόντα ἑωυτοῦ δεσπότεα μετ’ Αἰγυπτίων ἐπαναστὰς ἐφόνευσε	59339	kosmos:decoration	2	History	kosmos-2.1
-430	Narrative	Herodotus	Histories	0016	001	3.13.1	2940	2219 65295 104685 110606 59339	οἱ δὲ Αἰγύπτιοι ἐκ τῆς μάχης ὡς ἐτράποντο ἔφευγον οὐδενὶ κόσμῳ	59339	kosmos:order	1	History	kosmos-1.1
-430	Narrative	Herodotus	Histories	0016	001	3.22.2	3017	37267 51493 59339 21783 19546 70958 80223 31161 92926 80223	ἐξηγεομένων δὲ τῶν Ἰχθυοφάγων τὸν κόσμον αὐτοῦ γελάσας ὁ βασιλεὺς καὶ νομίσας εἶναι σφέα πέδας εἶπε ὡς παρ’ ἑωυτοῖσι εἰσὶ ῥωμαλεώτεραι τουτέων πέδαι	59339	kosmos:order	4	History	kosmos-1.3
-430	Narrative	Herodotus	Histories	0016	001	3.123.1	3808	114753 85306 109757 59339 8048 nlsj9035 11027 7618 nlsj824	ὃς χρόνῳ οὐ πολλῷ ὕστερον τούτων τὸν κόσμον τὸν ἐκ τοῦ ἀνδρεῶνος τοῦ Πολυκράτεος ἐόντα ἀξιοθέητον ἀνέθηκε πάντα ἐς τὸ Ἥραιον	59339	kosmos:decoration	1	History	kosmos-2.1
-430	Narrative	Herodotus	Histories	0016	001	5.92G.3	6012	75382 1587 59339 nlsj61372 114548 109865 28129 12553 73672 33618 6028 98929 75407 nlsj7575 38790 54089	αἳ μὲν δὴ ὡς ἐς ὁρτὴν ἤισαν κόσμῳ τῷ καλλίστῳ χρεώμεναι ὃ δ’ ὑποστήσας τοὺς δορυφόρους ἀπέδυσε σφέας πάσας ὁμοίως τάς τε ἐλευθέρας καὶ τὰς ἀμφιπόλους συμφορήσας δὲ ἐς ὄρυγμα Μελίσσῃ ἐπευχόμενος κατέκαιε	59339	kosmos:decoration	1	History	kosmos-2.1
-430	Narrative	Herodotus	Histories	0016	001	7.31.1	7273	nlsj5576 31306 64050 101882 nlsj75598 15088 53347 110598 24074 93312 85734 24522 64532 85953 6339 22209 nlsj177 nlsj5964 84494 8665 24394 65983 69261 91800 84234 nlsj177 nlsj4392 nlsj75598 44964 83535 52774 nlsj32339 59339 114816 65954 1899 7949 41416 24261 47007 18334 64054 16686	ὡς δὲ ἐκ τῆς Φρυγίης ἐσέβαλε ἐς τὴν Λυδίην σχιζομένης τῆς ὁδοῦ καὶ τῆς μὲν ἐς ἀριστερὴν ἐπὶ Καρίης φερούσης τῆς δὲ ἐς δεξιὴν ἐς Σάρδις τῇ καὶ πορευομένῳ διαβῆναι τὸν Μαίανδρον ποταμὸν πᾶσα ἀνάγκη γίνεται καὶ ἰέναι παρὰ Καλλάτηβον πόλιν ἐν τῇ ἄνδρες δημιοεργοὶ μέλι ἐκ μυρίκης τε καὶ πυροῦ ποιεῦσι ταύτην ἰὼν ὁ Ξέρξης τὴν ὁδὸν εὗρε πλατάνιστον τὴν κάλλεος εἵνεκα δωρησάμενος κόσμῳ χρυσέῳ καὶ μελεδωνῷ ἀθανάτῳ ἀνδρὶ ἐπιτρέψας δευτέρῃ ἡμέρῃ ἀπίκετο ἐς τῶν Λυδῶν τὸ ἄστυ	59339	kosmos:decoration	1	History	kosmos-2.1
-430	Narrative	Herodotus	Histories	0016	001	7.36.4	7299	22046 85807 59138 71751 54914 84234 51148 101808 44975 59339 103922 51912 74571 104274 103922 45660 36165 17381 39363	ἐπειδὴ δὲ ἐγεφυρώθη ὁ πόρος κορμοὺς ξύλων καταπρίσαντες καὶ ποιήσαντες ἴσους τῆς σχεδίης τῷ εὔρεϊ κόσμῳ ἐτίθεσαν κατύπερθε τῶν ὅπλων τοῦ τόνου θέντες δὲ ἐπεξῆς ἐνθαῦτα αὖτις ἐπεζεύγνυον	59339	kosmos:order	1	History	kosmos-1.1
-430	Narrative	Herodotus	Histories	0016	001	7.36.5	7300	84234 106601 41542 59339 103922 106601 22100 41542 54596 22100 112207 79483 35570 35570 111895 108390 47735 107753 50824	ποιήσαντες δὲ ταῦτα ὕλην ἐπεφόρησαν κόσμῳ δὲ θέντες καὶ τὴν ὕλην γῆν ἐπεφόρησαν κατανάξαντες δὲ καὶ τὴν γῆν φραγμὸν παρείρυσαν ἔνθεν καὶ ἔνθεν ἵνα μὴ φοβέηται τὰ ὑποζύγια τὴν θάλασσαν ὑπερορῶντα καὶ οἱ ἵπποι	59339	kosmos:order	4	History	kosmos-1.1
-430	Narrative	Herodotus	Histories	0016	001	7.83.2	7553	59339 83665 79526 82665 15133	κόσμον δὲ πλεῖστον παρείχοντο διὰ πάντων Πέρσαι καὶ αὐτοὶ ἄριστοι ἦσαν	59339	kosmos:decoration	2	History	kosmos-2.1
-430	Narrative	Herodotus	Histories	0016	001	8.60.1	8754	79223 98358 110598 59339 55910	παρεόντων γὰρ τῶν συμμάχων οὐκ ἔφερέ οἱ κόσμον οὐδένα κατηγορέειν	59339	kosmos:order	1	History	kosmos-1.2
