date	genre	author	work	tlg author	tlg work	sentence location	sentence id	sentence ids	sentence original	target id	sense id	disambiguation
-4	-375	Philosophy	Plato	Phaedo	0059	004	86	632	53805 64165 26048 25733 114404 nlsj35831 63772 116416 6339 15281 13096 67619 29883 64165 25733 114404 114404 48909 15281 13096 48052 1899 73900 97505 90504 48910 13096 110639 6339 nlsj68228 15281 90504 71751 114404 55104 86371 79983 72610 35642 nlsj71743 108660 115887 116416 36180 102000 100930 48479 115972 71620 106263 59660 15281 115887 nlsj61372 67250 56723 105829 115887 15281 24340 112980 102000 5227 41271 71065 52332 115887 6339 43977 106974 13096 48051 116416 15281 110734 24394 42214 62306 102000 85306 114753 78400 54089 55104 74735 63772 110639 11072 59660 115887 102000 52571 47876 90504 13096	ἐπειδὰν οὖν ἢ κατάξῃ τις τὴν λύραν ἢ διατέμῃ καὶ διαρρήξῃ τὰς χορδάς εἴ τις διισχυρίζοιτο τῷ αὐτῷ λόγῳ ὥσπερ σύ ὡς ἀνάγκη ἔτι εἶναι τὴν ἁρμονίαν ἐκείνην καὶ μὴ ἀπολωλέναι οὐδεμία γὰρ μηχανὴ ἂν εἴη τὴν μὲν λύραν ἔτι εἶναι διερρωγυιῶν τῶν χορδῶν καὶ τὰς χορδὰς θνητοειδεῖς οὔσας τὴν δὲ ἁρμονίαν ἀπολωλέναι τὴν τοῦ θείου τε καὶ ἀθανάτου ὁμοφυῆ τε καὶ συγγενῆ προτέραν τοῦ θνητοῦ ἀπολομένην ἀλλὰ φαίη ἀνάγκη ἔτι που εἶναι αὐτὴν τὴν ἁρμονίαν καὶ πρότερον τὰ ξύλα καὶ τὰς χορδὰς κατασαπήσεσθαι πρίν τι ἐκείνην παθεῖν καὶ γὰρ οὖν ὦ οἶμαι ἔγωγε καὶ αὐτόν σε τοῦτο ἐντεθυμῆσθαι ὅτι τοιοῦτόν τι μάλιστα ὑπολαμβάνομεν τὴν ψυχὴν εἶναι ὥσπερ ἐντεταμένου τοῦ σώματος ἡμῶν καὶ συνεχομένου ὑπὸ θερμοῦ καὶ ψυχροῦ καὶ ξηροῦ καὶ ὑγροῦ καὶ τοιούτων τινῶν κρᾶσιν εἶναι καὶ ἁρμονίαν αὐτῶν τούτων τὴν ψυχὴν ἡμῶν ἐπειδὰν ταῦτα καλῶς καὶ μετρίως κραθῇ πρὸς ἄλληλα εἰ οὖν τυγχάνει ἡ ψυχὴ οὖσα ἁρμονία τις δῆλον ὅτι ὅταν χαλασθῇ τὸ σῶμα ἡμῶν ἀμέτρως ἢ ἐπιταθῇ ὑπὸ νόσων καὶ ἄλλων κακῶν τὴν μὲν ψυχὴν ἀνάγκη εὐθὺς ὑπάρχει ἀπολωλέναι καίπερ οὖσαν θειοτάτην ὥσπερ καὶ αἱ ἄλλαι ἁρμονίαι αἵ τ’ ἐν τοῖς φθόγγοις καὶ ἐν τοῖς τῶν δημιουργῶν ἔργοις πᾶσι τὰ δὲ λείψανα τοῦ σώματος ἑκάστου πολὺν χρόνον παραμένειν ἕως ἂν ἢ κατακαυθῇ ἢ κατασαπῇ ὅρα οὖν πρὸς τοῦτον τὸν λόγον τί φήσομεν ἐάν τις ἀξιοῖ κρᾶσιν οὖσαν τὴν ψυχὴν τῶν ἐν τῷ σώματι ἐν τῷ καλουμένῳ θανάτῳ πρώτην ἀπόλλυσθαι	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	88	660	47931 63772 10086 71308 1564 15281 115887 116416 108796 42830 87073	θαυμαστῶς γάρ μου ὁ λόγος οὗτος ἀντιλαμβάνεται καὶ νῦν καὶ ἀεί τὸ ἁρμονίαν τινὰ ἡμῶν εἶναι τὴν ψυχήν καὶ ὥσπερ ὑπέμνησέν με ῥηθεὶς ὅτι καὶ αὐτῷ μοι ταῦτα προυδέδοκτο	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	91	718	72610 12133 111895 115887 48051 52689 102000 nlsj90252 15281 30866	μὲν γάρ ὡς ἐγᾦμαι ἀπιστεῖ τε καὶ φοβεῖται μὴ ἡ ψυχὴ ὅμως καὶ θειότερον καὶ κάλλιον ὂν τοῦ σώματος προαπολλύηται ἐν ἁρμονίας εἴδει οὖσα	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	92	727	6339 110639 71492 27847 66294 72237 15281 100589 86112 115887 15281 102000 36180 97767	καὶ ὁ ἀλλὰ ἀνάγκη σοι ἔφη ὦ ξένε ἄλλα δόξαι ἐάνπερ μείνῃ ἥδε ἡ οἴησις τὸ ἁρμονίαν μὲν εἶναι σύνθετον πρᾶγμα ψυχὴν δὲ ἁρμονίαν τινὰ ἐκ τῶν κατὰ τὸ σῶμα ἐντεταμένων συγκεῖσθαι	15281	harmonia-4.3	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	92	728	nlsj68228 12449 62204 90504 15281 97767 86371 24292 101024	οὐ γάρ που ἀποδέξῃ γε σαυτοῦ λέγοντος ὡς πρότερον ἦν ἁρμονία συγκειμένη πρὶν ἐκεῖνα εἶναι ἐξ ὧν ἔδει αὐτὴν συντεθῆναι	15281	harmonia-4.3	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	92	731	15281 11691 90504 64181 114404 110734 7369 22209 102991 100693 15281 90504 13096	οὐ γὰρ δὴ ἁρμονία γέ σοι τοιοῦτόν ἐστιν ᾧ ἀπεικάζεις ἀλλὰ πρότερον καὶ ἡ λύρα καὶ αἱ χορδαὶ καὶ οἱ φθόγγοι ἔτι ἀνάρμοστοι ὄντες γίγνονται τελευταῖον δὲ πάντων συνίσταται ἡ ἁρμονία καὶ πρῶτον ἀπόλλυται	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	92	733	75759 110639 67539 46571 86276 63772 101162 15281	οὐδαμῶς ἔφη ὁ καὶ μήν ἦ δ’ ὅς πρέπει γε εἴπερ τῳ ἄλλῳ λόγῳ συνῳδῷ εἶναι καὶ τῷ περὶ ἁρμονίας	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	92	735	74735 85982 2654 63772 64517 7019 115887 15281	ἀλλ’ ὅρα πότερον αἱρῇ τῶν λόγων τὴν μάθησιν ἀνάμνησιν εἶναι ἢ ψυχὴν ἁρμονίαν	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	92	740	6339 37776 12449 62204 115887 15281	ἀνάγκη οὖν μοι ὡς ἔοικε διὰ ταῦτα μήτε ἐμαυτοῦ μήτε ἄλλου ἀποδέχεσθαι λέγοντος ὡς ψυχή ἐστιν ἁρμονία	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	742	27847 15281 4388 100583 89366 4548 45996 45996 97767	δοκεῖ σοι ἁρμονίᾳ ἢ ἄλλῃ τινὶ συνθέσει προσήκειν ἄλλως πως ἔχειν ἢ ὡς ἂν ἐκεῖνα ἔχῃ ἐξ ὧν ἂν συγκέηται	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	746	46613 89366 15281 101024 41798	οὐκ ἄρα ἡγεῖσθαί γε προσήκει ἁρμονίαν τούτων ἐξ ὧν ἂν συντεθῇ ἀλλ’ ἕπεσθαι	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	748	85306 nlsj32160 34855 15281 57460 110662 34849 66342	πολλοῦ ἄρα δεῖ ἐναντία γε ἁρμονία κινηθῆναι ἂν ἢ φθέγξασθαι ἤ τι ἄλλο ἐναντιωθῆναι τοῖς αὑτῆς μέρεσιν	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	751	15281 112794 15281 15274	οὐχ οὕτως ἁρμονία πέφυκεν εἶναι ἑκάστη ἁρμονία ὡς ἂν ἁρμοσθῇ	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	753	46571 64866 15274 83718 35165 22209 64866 15281 29883 83756 47617 33426 47617 33426	ἢ οὐχί ἦ δ’ ὅς ἂν μὲν μᾶλλον ἁρμοσθῇ καὶ ἐπὶ πλέον εἴπερ ἐνδέχεται τοῦτο γίγνεσθαι μᾶλλόν τε ἂν ἁρμονία εἴη καὶ πλείων εἰ δ’ ἧττόν τε καὶ ἐπ’ ἔλαττον ἥττων τε καὶ ἐλάττων	15281	harmonia-4.3	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	760	103922 115887 15281 110639 115887 nlsj14967 52093	τῶν οὖν θεμένων ψυχὴν ἁρμονίαν εἶναι τί τις φήσει ταῦτα ὄντα εἶναι ἐν ταῖς ψυχαῖς τήν τε ἀρετὴν καὶ τὴν κακίαν	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	761	85982 15281 7368	πότερον ἁρμονίαν αὖ τινα ἄλλην καὶ ἀναρμοστίαν	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	762	15274 260 45996 15281 15281 7369 45996	καὶ τὴν μὲν ἡρμόσθαι τὴν ἀγαθήν καὶ ἔχειν ἐν αὑτῇ ἁρμονίᾳ οὔσῃ ἄλλην ἁρμονίαν τὴν δὲ ἀνάρμοστον αὐτήν τε εἶναι καὶ οὐκ ἔχειν ἐν αὑτῇ ἄλλην	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	766	73743 64866 83718 47617 33426 43206 43206 15281 15281	τοῦτο δ’ ἔστι τὸ ὁμολόγημα μηδὲν μᾶλλον μηδ’ ἐπὶ πλέον μηδ’ ἧττον μηδ’ ἐπ’ ἔλαττον ἑτέραν ἑτέρας ἁρμονίαν ἁρμονίας εἶναι	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	769	64866 47617 15281 64866 47617 15274	τὴν δέ γε μηδὲν μᾶλλον μηδὲ ἧττον ἁρμονίαν οὖσαν μήτε μᾶλλον μήτε ἧττον ἡρμόσθαι	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	772	64866 47617 15274 83718 33426 15281 67132 51148	ἡ δὲ μήτε μᾶλλον μήτε ἧττον ἡρμοσμένη ἔστιν ὅτι πλέον ἢ ἔλαττον ἁρμονίας μετέχει ἢ τὸ ἴσον	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	776	79983 83718 7368 15281 67132	τοῦτο δέ γε πεπονθυῖα οὐδὲν πλέον ἀναρμοστίας οὐδὲ ἁρμονίας μετέχοι ἄν	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	93	778	79983 83718 52093 nlsj14967 67132 43206 43206 52093 7368 nlsj14967 15281 29883	τοῦτο δ’ αὖ πεπονθυῖα ἆρ’ ἄν τι πλέον κακίας ἢ ἀρετῆς μετέχοι ἑτέρα ἑτέρας εἴπερ ἡ μὲν κακία ἀναρμοστία ἡ δὲ ἀρετὴ ἁρμονία εἴη	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	94	780	64866 nlsj68228 75005 63772 52093 115887 67132 15281	μᾶλλον δέ γέ που ὦ κατὰ τὸν ὀρθὸν λόγον κακίας οὐδεμία ψυχὴ μεθέξει εἴπερ ἁρμονία ἐστίν	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	94	781	15281 77603 15281 7368 nlsj68230 67132	ἁρμονία γὰρ δήπου παντελῶς αὐτὸ τοῦτο οὖσα ἁρμονία ἀναρμοστίας οὔποτ’ ἂν μετάσχοι	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	94	786	27847 110639 46571 nlsj61372 27847 46571 62204 79983 63772 75005 108411 115887 15281	ἔμοιγε δοκεῖ ἔφη ὦ ἦ καὶ καλῶς δοκεῖ ἦ δ’ ὅς οὕτω λέγεσθαι καὶ πάσχειν ἂν ταῦτα ὁ λόγος εἰ ὀρθὴ ἡ ὑπόθεσις ἦν τὸ ψυχὴν ἁρμονίαν εἶναι	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	94	796	nlsj80462 73742 89405 67507 15281 34855 1587 41271 112980 115310 75699 76530 79983 105829 41798 nlsj68230 46602	οὐκοῦν αὖ ὡμολογήσαμεν ἐν τοῖς πρόσθεν μήποτ’ ἂν αὐτήν ἁρμονίαν γε οὖσαν ἐναντία ᾄδειν οἷς ἐπιτείνοιτο καὶ χαλῷτο καὶ ψάλλοιτο καὶ ἄλλο ὁτιοῦν πάθος πάσχοι ἐκεῖνα ἐξ ὧν τυγχάνοι οὖσα ἀλλ’ ἕπεσθαι ἐκείνοις καὶ οὔποτ’ ἂν ἡγεμονεύειν	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	94	804	72610 84234 nlsj34252 15281 72627 1083 102000 76513 72627 1083 24192 85306 48051 86112 15281	ἆρ’ οἴει αὐτὸν ταῦτα ποιῆσαι διανοούμενον ὡς ἁρμονίας αὐτῆς οὔσης καὶ οἵας ἄγεσθαι ὑπὸ τῶν τοῦ σώματος παθημάτων ἀλλ’ οὐχ οἵας ἄγειν τε ταῦτα καὶ δεσπόζειν καὶ οὔσης αὐτῆς πολὺ θειοτέρου τινὸς πράγματος ἢ καθ’ ἁρμονίαν	15281	harmonia-4.3α	2
-4	-375	Philosophy	Plato	Phaedo	0059	004	94	809	15133 75753 nlsj61372 45996 115887 15281 110114	οὐκ ἄρα ὦ ἄριστε ἡμῖν οὐδαμῇ καλῶς ἔχει ψυχὴν ἁρμονίαν τινὰ φάναι εἶναι	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedo	0059	004	95	815	63772 15281 47932 31161 28002	τουτονὶ γοῦν τὸν λόγον τὸν πρὸς τὴν ἁρμονίαν θαυμαστῶς μοι εἶπες ὡς παρὰ δόξαν	15281	harmonia-4.3α	1
-4	-375	Philosophy	Plato	Phaedrus	0059	012	268	784	68938 65789 16986 68891 86187 15133 6339 45794 66173 nlsj11955 61265 67762 15281 nlsj47344 37405 45996	ὦ μοχθηρέ μελαγχολᾷς ἀλλ’ ἅτε μουσικὸς ὢν πρᾳότερον ὅτι ὦ ἄριστε ἀνάγκη μὲν καὶ ταῦτ’ ἐπίστασθαι τὸν μέλλοντα ἁρμονικὸν ἔσεσθαι οὐδὲν μὴν κωλύει μηδὲ σμικρὸν ἁρμονίας ἐπαΐειν τὸν τὴν σὴν ἕξιν ἔχοντα	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Phaedrus	0059	012	268	785	15281 6330 64512 45794 nlsj11955	τὰ γὰρ πρὸ ἁρμονίας ἀναγκαῖα μαθήματα ἐπίστασαι ἀλλ’ οὐ τὰ ἁρμονικά	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Republic	0059	030	3.397	1689	nlsj80462 67762 66594 45996 12485 86276 15281 92783 62204 73064 22209 62204 75005 62204 31236 15281 67762 66594 92783 116408 78607	οὐκοῦν αὐτοῖν τὸ μὲν σμικρὰς τὰς μεταβολὰς ἔχει καὶ ἐάν τις ἀποδιδῷ πρέπουσαν ἁρμονίαν καὶ ῥυθμὸν τῇ λέξει ὀλίγου πρὸς τὴν αὐτὴν γίγνεται λέγειν τῷ ὀρθῶς λέγοντι καὶ ἐν μιᾷ ἁρμονίᾳ σμικραὶ γὰρ αἱ μεταβολαί καὶ δὴ καὶ ἐν ῥυθμῷ ὡσαύτως παραπλησίῳ τινί	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Republic	0059	030	3.397	1692	34855 nlsj32160 15281 92783 66173 72254 62204 77627 68791 66594 45996	οὐ τῶν ἐναντίων δεῖται πασῶν μὲν ἁρμονιῶν πάντων δὲ ῥυθμῶν εἰ μέλλει αὖ οἰκείως λέγεσθαι διὰ τὸ παντοδαπὰς μορφὰς τῶν μεταβολῶν ἔχειν	15281	harmonia-4.3	2
-4	-375	Philosophy	Plato	Republic	0059	030	3.398	1717	77698 90504 50236 45996 62204 66187 104655 97767 63772 15281 nlsj97867	πάντως δήπου ἦν δ’ ἐγώ πρῶτον μὲν τόδε ἱκανῶς ἔχεις λέγειν ὅτι τὸ μέλος ἐκ τριῶν ἐστιν συγκείμενον λόγου τε καὶ ἁρμονίας καὶ ῥυθμοῦ	15281	harmonia-4.3β	1
-4	-375	Philosophy	Plato	Republic	0059	030	3.398	1721	15281 92783 3289 nlsj32160 63772	καὶ μὴν τήν γε ἁρμονίαν καὶ ῥυθμὸν ἀκολουθεῖν δεῖ τῷ λόγῳ	15281	harmonia-4.3	2
-4	-375	Philosophy	Plato	Republic	0059	030	3.398	1725	nlsj96932 15281	τίνες οὖν θρηνώδεις ἁρμονίαι	15281	harmonia-4.3	1
-4	-375	Philosophy	Plato	Republic	0059	030	3.398	1734	64791 98797 15281	τίνες οὖν μαλακαί τε καὶ συμποτικαὶ τῶν ἁρμονιῶν	15281	harmonia-4.3	1
