191 documents , 1 concepts , 1221 context features (62528) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 7, dT 200, I 100


map[]

===============  per type  ===============
0.04435332062636196   T=0,K=0:  16102 (0.020) ; 63300 (0.017) ; 111889 (0.017) ; 61928 (0.016) ; 18390 (0.014) ; 112016 (0.013) ; nlsj32160 (0.012) ; 114619 (0.012) ; 101851 (0.012) ; 36202 (0.012) ; 
0.08784681569109402   T=2,K=1:   (0.109) ; 18331 (0.035) ; 83669 (0.017) ; 7323 (0.016) ; 116416 (0.016) ; 18128 (0.013) ; nlsj75598 (0.013) ; 82758 (0.013) ; 59953 (0.012) ; nlsj3221 (0.011) ; 
0.05200957386237472   T=3,K=1:   (0.074) ; 18331 (0.026) ; 59953 (0.019) ; 82758 (0.018) ; 7323 (0.015) ; 116416 (0.014) ; nlsj75598 (0.014) ; 62126 (0.013) ; 18128 (0.011) ; 110639 (0.009) ; 
0.1524187737294148   T=4,K=1:   (0.050) ; 18331 (0.035) ; 116416 (0.029) ; 59953 (0.017) ; 82758 (0.015) ; nlsj75598 (0.014) ; 18128 (0.013) ; 33457 (0.011) ; 110598 (0.010) ; 7323 (0.010) ; 
0.1130898129653136   T=5,K=1:   (0.066) ; 18331 (0.045) ; 116416 (0.035) ; 59953 (0.024) ; 82758 (0.017) ; 110598 (0.013) ; 110639 (0.013) ; 7323 (0.012) ; 62126 (0.009) ; 6539 (0.009) ; 
0.20096239474177865   T=6,K=1:  116416 (0.044) ;  (0.040) ; 18331 (0.034) ; 59953 (0.027) ; 110598 (0.023) ; 82758 (0.022) ; 33457 (0.011) ; 54810 (0.009) ; 4184 (0.009) ; 62126 (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:   (0.076) ; 18331 (0.034) ; 116416 (0.022) ; 82758 (0.017) ; 59953 (0.017) ; 7323 (0.011) ; nlsj75598 (0.011) ; 110598 (0.010) ; 18128 (0.009) ; 83669 (0.009) ; 

0.15194990791362506   T=0,K=2:  22100 (0.038) ;  (0.031) ; 59516 (0.019) ; 45996 (0.018) ; 80181 (0.018) ; 114364 (0.016) ; 42358 (0.016) ; nlsj4709 (0.014) ; 100379 (0.013) ; 45715 (0.012) ; 
0.1784276406364038   T=1,K=2:   (0.046) ; 22100 (0.035) ; 59516 (0.025) ; 45996 (0.015) ; 45715 (0.014) ; 62462 (0.014) ; 42358 (0.013) ; 100379 (0.013) ; 114364 (0.013) ; nlsj4249 (0.013) ; 
0.1601327539105369   T=2,K=2:  22100 (0.031) ;  (0.030) ; 45996 (0.021) ; 59516 (0.019) ; 62462 (0.015) ; 100379 (0.012) ; 114364 (0.012) ; 45715 (0.012) ; nlsj4249 (0.011) ; 80181 (0.010) ; 
0.10972504004433103   T=3,K=2:   (0.049) ; 22100 (0.032) ; 114364 (0.014) ; 59516 (0.014) ; 45996 (0.014) ; 100379 (0.012) ; 114083 (0.012) ; 85306 (0.012) ; 45715 (0.011) ; 72204 (0.010) ; 
0.10899324371267433   T=4,K=2:   (0.037) ; 22100 (0.029) ; 114364 (0.015) ; 80522 (0.013) ; 85306 (0.013) ; 45715 (0.013) ; 45996 (0.013) ; 18334 (0.011) ; 59516 (0.011) ; 37776 (0.010) ; 
0.09725545819991761   T=5,K=2:   (0.040) ; 18334 (0.021) ; 22100 (0.019) ; 80522 (0.016) ; 45715 (0.016) ; 37776 (0.013) ; 22209 (0.011) ; 85306 (0.010) ; 114364 (0.010) ; 100379 (0.009) ; 
0.0929509768094426   T=6,K=2:   (0.033) ; 18334 (0.032) ; 22100 (0.025) ; 80522 (0.023) ; nlsj61122 (0.011) ; 22209 (0.011) ; 37776 (0.010) ; 72204 (0.009) ; 45996 (0.009) ; 5254 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:   (0.038) ; 22100 (0.030) ; 18334 (0.014) ; 59516 (0.014) ; 45996 (0.014) ; 114364 (0.013) ; 45715 (0.012) ; 80522 (0.011) ; 100379 (0.010) ; 42358 (0.010) ; 

0.023992433561033893   T=0,K=3:  116497 (0.026) ; 72627 (0.026) ; 57457 (0.025) ; 71976 (0.019) ; 82887 (0.015) ; 47745 (0.015) ; 20915 (0.013) ; 66873 (0.013) ; 28587 (0.012) ; 92878 (0.012) ; 
0.05460397306242581   T=1,K=3:  57457 (0.021) ; 47745 (0.018) ; 116497 (0.017) ; 72627 (0.015) ; 71976 (0.014) ; 82887 (0.013) ; 17195 (0.012) ; 28587 (0.012) ; 66873 (0.012) ; 34366 (0.012) ; 
0.11222927600257508   T=2,K=3:  57457 (0.023) ; 62204 (0.018) ; 116218 (0.013) ; 14181 (0.013) ; 71976 (0.013) ; 66873 (0.012) ; 72627 (0.011) ; 22209 (0.011) ; 30885 (0.010) ; 116497 (0.010) ; 
0.19720640429726932   T=3,K=3:  116218 (0.016) ; 57457 (0.016) ; 14181 (0.013) ; 27847 (0.013) ; 116497 (0.011) ; 65934 (0.010) ; 72627 (0.010) ; 62204 (0.010) ; 17195 (0.009) ; 11072 (0.009) ; 
0.18423332598917563   T=4,K=3:  57457 (0.016) ; 116218 (0.014) ; 116497 (0.013) ; 65934 (0.013) ; 15842 (0.013) ; 16171 (0.011) ; 14181 (0.011) ; 47745 (0.011) ; 17195 (0.010) ; 72627 (0.010) ; 
0.14285809871511532   T=5,K=3:  65934 (0.017) ; 14181 (0.016) ; 15842 (0.014) ; 72627 (0.012) ; 88023 (0.011) ; 57457 (0.011) ; 66873 (0.011) ; 11072 (0.011) ; 17195 (0.011) ; 47745 (0.011) ; 
0.03803809465185169   T=6,K=3:  14181 (0.016) ; 47745 (0.016) ; 65934 (0.016) ; 15842 (0.015) ; 88023 (0.014) ; 116497 (0.014) ; 67490 (0.012) ; 45996 (0.012) ; 11072 (0.011) ; 86108 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  57457 (0.017) ; 116497 (0.014) ; 72627 (0.013) ; 47745 (0.012) ; 14181 (0.012) ; 66873 (0.011) ; 116218 (0.011) ; 15842 (0.010) ; 65934 (0.010) ; 17195 (0.010) ; 

0.09830317000904429   T=0,K=4:  nlsj96033 (0.034) ; 2731 (0.027) ; 90504 (0.026) ; 65552 (0.026) ; 85306 (0.023) ; 41918 (0.021) ; 80181 (0.021) ; 104624 (0.019) ; 72627 (0.019) ; 49817 (0.017) ; 
0.1427330819241496   T=1,K=4:  2731 (0.023) ; nlsj96033 (0.022) ; 90504 (0.022) ; 65552 (0.021) ; 85306 (0.020) ; 104624 (0.020) ; 49817 (0.018) ; 41918 (0.015) ; 116416 (0.015) ; 80181 (0.015) ; 
0.1735726774539755   T=2,K=4:  65552 (0.026) ; nlsj96033 (0.021) ; 72627 (0.020) ; 2731 (0.018) ; 45996 (0.017) ; 41918 (0.015) ; 85306 (0.015) ; 90504 (0.014) ; 101713 (0.014) ; 104624 (0.013) ; 
0.1641153501804808   T=3,K=4:  nlsj96033 (0.039) ; 65552 (0.032) ; 41918 (0.019) ; 2731 (0.018) ; 116416 (0.016) ; 72627 (0.013) ; 55419 (0.013) ; 45996 (0.012) ; 80181 (0.012) ; 85306 (0.011) ; 
0.0863138963169023   T=4,K=4:  65552 (0.026) ; nlsj96033 (0.024) ; 2731 (0.018) ; 72627 (0.017) ; 45996 (0.014) ; 116416 (0.014) ; 55419 (0.013) ; 49817 (0.013) ; 51269 (0.012) ; 80181 (0.011) ; 
0.12471879552147928   T=5,K=4:  72627 (0.022) ; 65552 (0.018) ; nlsj96033 (0.018) ; 61542 (0.018) ; 51269 (0.015) ; 45996 (0.014) ; 2731 (0.014) ; 55419 (0.012) ; 58319 (0.012) ; 45610 (0.011) ; 
0.11994088212067118   T=6,K=4:  nlsj96033 (0.020) ; 45996 (0.018) ; 72627 (0.016) ; 55847 (0.015) ; 45610 (0.014) ; 51269 (0.012) ; 2731 (0.012) ; 6716 (0.011) ; 15088 (0.011) ; 116416 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  nlsj96033 (0.025) ; 65552 (0.023) ; 2731 (0.019) ; 72627 (0.017) ; 45996 (0.015) ; 85306 (0.014) ; 41918 (0.013) ; 116416 (0.013) ; 49817 (0.013) ; 80181 (0.013) ; 

0.025313053048094777   T=0,K=5:  11556 (0.036) ; nlsj54945 (0.030) ; 106974 (0.029) ; 85876 (0.021) ; 53196 (0.021) ; 67762 (0.020) ; 54217 (0.019) ; nlsj18927 (0.017) ; 43488 (0.015) ; 75182 (0.015) ; 
0.07790005320255326   T=1,K=5:  67762 (0.033) ; 11556 (0.031) ; nlsj54945 (0.025) ; 106974 (0.021) ; nlsj18927 (0.019) ; 85876 (0.019) ; 54217 (0.018) ; 53196 (0.018) ; 25883 (0.017) ; 11106 (0.015) ; 
0.029002696526644438   T=2,K=5:  67762 (0.045) ; nlsj54945 (0.030) ; 106974 (0.021) ; 53196 (0.020) ; 11556 (0.020) ; 75182 (0.020) ; nlsj18927 (0.016) ; 54217 (0.015) ; 25883 (0.015) ; 85876 (0.014) ; 
0.05680162652509303   T=3,K=5:  67762 (0.039) ; nlsj54945 (0.034) ; 54217 (0.020) ; 106974 (0.019) ; nlsj18927 (0.019) ; 75182 (0.017) ; 93388 (0.017) ; 53196 (0.017) ; 11556 (0.016) ; 85876 (0.014) ; 
0.09042809013984252   T=4,K=5:  67762 (0.036) ; nlsj54945 (0.030) ; 106974 (0.022) ; 11556 (0.018) ; 54217 (0.016) ; 53196 (0.014) ; 106094 (0.014) ; 75182 (0.013) ; 71751 (0.013) ; nlsj18927 (0.012) ; 
0.08503627579089192   T=5,K=5:  67762 (0.039) ; nlsj54945 (0.023) ; 19005 (0.019) ; 106974 (0.019) ; 106094 (0.018) ; 71751 (0.018) ; 45427 (0.015) ; 45996 (0.014) ; 15842 (0.012) ; 25883 (0.012) ; 
0.06630304114100984   T=6,K=5:  67762 (0.039) ; nlsj54945 (0.035) ; 45427 (0.019) ; 71751 (0.018) ; 106094 (0.017) ; 106974 (0.016) ; 54217 (0.016) ; 19005 (0.015) ; 15842 (0.015) ; 23780 (0.014) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  67762 (0.036) ; nlsj54945 (0.030) ; 106974 (0.021) ; 11556 (0.021) ; 54217 (0.016) ; 53196 (0.015) ; nlsj18927 (0.015) ; 85876 (0.015) ; 75182 (0.014) ; 106094 (0.013) ; 

0.3220504397852084   T=0,K=6:  116410 (0.044) ; 56668 (0.033) ; nlsj183 (0.031) ; 70911 (0.025) ; 1872 (0.022) ; nlsj33192 (0.017) ; 75552 (0.017) ; 22209 (0.016) ; 65062 (0.014) ; 65552 (0.011) ; 
0.09588618428257416   T=1,K=6:  116410 (0.067) ; 22209 (0.025) ; nlsj183 (0.025) ; 1872 (0.019) ; 75552 (0.017) ; 56668 (0.015) ; 70911 (0.015) ; nlsj33192 (0.012) ; 66574 (0.010) ; 42474 (0.010) ; 
0.07979197731102874   T=2,K=6:  116410 (0.056) ; nlsj183 (0.025) ; 22209 (0.025) ; 56668 (0.018) ; 80646 (0.016) ; 75552 (0.015) ; nlsj33192 (0.011) ; 1872 (0.011) ; 65062 (0.010) ; 90522 (0.010) ; 
0.05823348391765354   T=3,K=6:  116410 (0.048) ; 1872 (0.024) ; 22209 (0.021) ; 56668 (0.017) ; nlsj183 (0.015) ; 80646 (0.014) ; 65062 (0.014) ; 91547 (0.012) ; 24132 (0.010) ; 110477 (0.009) ; 
0.07649146397072054   T=4,K=6:  116410 (0.027) ; 1872 (0.020) ; 80646 (0.017) ; 65062 (0.016) ; 75552 (0.016) ; 22209 (0.015) ; 56668 (0.014) ; 61265 (0.014) ; 24132 (0.013) ; 47007 (0.012) ; 
0.058618390524081534   T=5,K=6:  116410 (0.026) ; 61265 (0.021) ; 80646 (0.021) ; 22209 (0.015) ; 1872 (0.014) ; 56668 (0.013) ; nlsj183 (0.013) ; 50176 (0.013) ; 24132 (0.012) ; 65062 (0.012) ; 
0.03988603780767158   T=6,K=6:  80646 (0.029) ; 1872 (0.028) ; 116410 (0.027) ; 56668 (0.023) ; 65062 (0.022) ; 47007 (0.014) ; 50176 (0.014) ; nlsj183 (0.014) ; 116416 (0.013) ; 61265 (0.013) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  116410 (0.042) ; 1872 (0.020) ; 56668 (0.019) ; nlsj183 (0.019) ; 22209 (0.018) ; 80646 (0.016) ; 65062 (0.014) ; 75552 (0.013) ; 70911 (0.012) ; nlsj33192 (0.011) ; 

0.1489647964851252   T=0,K=7:  41918 (0.035) ;  (0.033) ; 96359 (0.032) ; 111722 (0.031) ; 38547 (0.028) ; 90504 (0.025) ; 62528 (0.020) ; 108081 (0.013) ; 52959 (0.012) ; 103012 (0.012) ; 
0.15160855137965543   T=1,K=7:  41918 (0.054) ;  (0.052) ; 111722 (0.031) ; 96359 (0.029) ; 90504 (0.020) ; 38547 (0.017) ; 62528 (0.014) ; 16400 (0.011) ; 34050 (0.011) ; 52959 (0.011) ; 
0.11426682674238947   T=2,K=7:   (0.064) ; 41918 (0.057) ; 96359 (0.030) ; 111722 (0.028) ; 90504 (0.016) ; 62528 (0.015) ; 52959 (0.013) ; 38547 (0.012) ; 31537 (0.009) ; 148 (0.009) ; 
0.11024394917905626   T=3,K=7:   (0.043) ; 96359 (0.030) ; 41918 (0.026) ; 111722 (0.022) ; 38547 (0.014) ; 110639 (0.013) ; 45996 (0.013) ; 22209 (0.013) ; 90504 (0.011) ; 52959 (0.010) ; 
0.09058276877516999   T=4,K=7:   (0.038) ; 111722 (0.027) ; 41918 (0.021) ; 96359 (0.018) ; 38547 (0.015) ; 52959 (0.013) ; 110606 (0.013) ; 90504 (0.012) ; 74225 (0.012) ; 62528 (0.011) ; 
0.14239353318347794   T=5,K=7:   (0.026) ; 41918 (0.022) ; 111722 (0.021) ; 64866 (0.018) ; 77699 (0.017) ; 96359 (0.014) ; 90504 (0.014) ; 22209 (0.014) ; 62528 (0.013) ; 110606 (0.012) ; 
0.23019196801908978   T=6,K=7:   (0.032) ; 111722 (0.025) ; 64866 (0.020) ; 22209 (0.018) ; 41918 (0.017) ; 26054 (0.016) ; 96359 (0.015) ; 77699 (0.015) ; 103012 (0.013) ; 110639 (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=7:   (0.041) ; 41918 (0.033) ; 111722 (0.026) ; 96359 (0.024) ; 90504 (0.015) ; 38547 (0.014) ; 62528 (0.013) ; 52959 (0.011) ; 45996 (0.010) ; 64866 (0.010) ; 

0.04246147766920794   T=0,K=8:  100583 (0.028) ; 80394 (0.021) ; 114285 (0.016) ; 10933 (0.013) ; 20413 (0.012) ; 108081 (0.012) ; 109336 (0.012) ; 91570 (0.011) ; 96577 (0.011) ; 53755 (0.011) ; 
0.04838482027271407   T=1,K=8:  20413 (0.018) ; 48670 (0.017) ; 100583 (0.015) ; 10933 (0.015) ; 23069 (0.014) ; 83057 (0.012) ; 114285 (0.012) ; 26252 (0.011) ; 80394 (0.011) ; 16400 (0.011) ; 
0.06519017440631511   T=2,K=8:  100583 (0.030) ; 10933 (0.017) ; 16400 (0.014) ; 80394 (0.014) ; 38188 (0.013) ; 48670 (0.013) ; 96981 (0.011) ; 20413 (0.011) ; 23762 (0.010) ; 53755 (0.010) ; 
0.03434040044146817   T=3,K=8:  100583 (0.019) ; 16400 (0.019) ; 23069 (0.018) ; 38188 (0.016) ; 23762 (0.015) ; 33426 (0.013) ; 20413 (0.013) ; 96981 (0.012) ; 3507 (0.012) ; 83057 (0.011) ; 
0.061868097576322126   T=4,K=8:  20413 (0.017) ; 23762 (0.016) ; 26261 (0.016) ; 108081 (0.015) ; 38188 (0.014) ; 53755 (0.014) ; 100583 (0.013) ; 19005 (0.012) ; 3507 (0.012) ; 25218 (0.012) ; 
0.06255365669440228   T=5,K=8:  20413 (0.025) ; 108081 (0.021) ; 23762 (0.020) ; 16400 (0.017) ; 26261 (0.016) ; 25218 (0.013) ; 53755 (0.013) ; 96981 (0.012) ; 74463 (0.011) ; 10933 (0.011) ; 
0.05288666945348126   T=6,K=8:  20413 (0.038) ; 108081 (0.028) ; 102663 (0.017) ; 23762 (0.016) ; 16400 (0.015) ; 25218 (0.015) ; 48670 (0.012) ; 53755 (0.012) ; 19005 (0.011) ; 80394 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=8:  20413 (0.019) ; 100583 (0.017) ; 108081 (0.014) ; 16400 (0.014) ; 23762 (0.014) ; 80394 (0.012) ; 10933 (0.012) ; 48670 (0.011) ; 23069 (0.011) ; 53755 (0.011) ; 

0.06430476364045304   T=0,K=9:  65265 (0.057) ; 75595 (0.031) ; 24003 (0.023) ; 97010 (0.020) ; 51326 (0.017) ; 22209 (0.016) ; 49938 (0.015) ; 84034 (0.015) ; 93812 (0.014) ; 112501 (0.014) ; 
0.027229619114027874   T=1,K=9:  65265 (0.043) ; 24003 (0.028) ; 75595 (0.025) ; 97010 (0.025) ; 93812 (0.016) ; 22209 (0.015) ; 84034 (0.015) ; 48935 (0.012) ; 72168 (0.012) ; 49938 (0.012) ; 
0.04322625374778277   T=2,K=9:  65265 (0.051) ; 97010 (0.026) ; 75595 (0.023) ; 93812 (0.016) ; 24003 (0.015) ; 51326 (0.015) ; 112501 (0.015) ; 84034 (0.013) ; 51701 (0.012) ; 22209 (0.012) ; 
0.04802655232487064   T=3,K=9:  65265 (0.054) ; 97010 (0.024) ; 26054 (0.021) ; 51701 (0.020) ; 75595 (0.019) ; 24003 (0.016) ; 51326 (0.015) ; 112501 (0.015) ; 93812 (0.014) ; 44964 (0.014) ; 
0.0359548965292056   T=4,K=9:  65265 (0.050) ; 26054 (0.030) ; 97010 (0.024) ;  (0.022) ; 112501 (0.021) ; 22209 (0.016) ; 48935 (0.015) ; 24003 (0.015) ; 93812 (0.014) ; 44964 (0.013) ; 
0.04296111399603157   T=5,K=9:  65265 (0.085) ; 97010 (0.031) ; 26054 (0.029) ; 22209 (0.015) ; 24003 (0.014) ;  (0.013) ; 48935 (0.013) ; 112501 (0.013) ; 84034 (0.012) ; 102736 (0.012) ; 
0.0839685193067425   T=6,K=9:  65265 (0.095) ; 97010 (0.027) ; 26054 (0.021) ; 24003 (0.019) ; 84034 (0.018) ; 46281 (0.017) ; 102736 (0.014) ; 93812 (0.014) ; 22209 (0.014) ; 48935 (0.013) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=9:  65265 (0.062) ; 97010 (0.025) ; 26054 (0.019) ; 24003 (0.019) ; 75595 (0.018) ; 93812 (0.014) ; 22209 (0.014) ; 84034 (0.014) ;  (0.014) ; 112501 (0.013) ; 

===============  per time  ===============
Time=0  
0.04435332062636196   T=0,K=0:  16102 (0.020) ; 63300 (0.017) ; 111889 (0.017) ; 61928 (0.016) ; 18390 (0.014) ; 112016 (0.013) ; nlsj32160 (0.012) ; 114619 (0.012) ; 101851 (0.012) ; 36202 (0.012) ; 
0.07830663726184543   T=0,K=1:   (0.092) ; 18331 (0.034) ; 82758 (0.016) ; nlsj3221 (0.012) ; 54178 (0.011) ; 66310 (0.011) ; 6539 (0.010) ; 116416 (0.010) ; 59953 (0.010) ; 7323 (0.010) ; 
0.15194990791362506   T=0,K=2:  22100 (0.038) ;  (0.031) ; 59516 (0.019) ; 45996 (0.018) ; 80181 (0.018) ; 114364 (0.016) ; 42358 (0.016) ; nlsj4709 (0.014) ; 100379 (0.013) ; 45715 (0.012) ; 
0.023992433561033893   T=0,K=3:  116497 (0.026) ; 72627 (0.026) ; 57457 (0.025) ; 71976 (0.019) ; 82887 (0.015) ; 47745 (0.015) ; 20915 (0.013) ; 66873 (0.013) ; 28587 (0.012) ; 92878 (0.012) ; 
0.09830317000904429   T=0,K=4:  nlsj96033 (0.034) ; 2731 (0.027) ; 90504 (0.026) ; 65552 (0.026) ; 85306 (0.023) ; 41918 (0.021) ; 80181 (0.021) ; 104624 (0.019) ; 72627 (0.019) ; 49817 (0.017) ; 
0.025313053048094777   T=0,K=5:  11556 (0.036) ; nlsj54945 (0.030) ; 106974 (0.029) ; 85876 (0.021) ; 53196 (0.021) ; 67762 (0.020) ; 54217 (0.019) ; nlsj18927 (0.017) ; 43488 (0.015) ; 75182 (0.015) ; 
0.3220504397852084   T=0,K=6:  116410 (0.044) ; 56668 (0.033) ; nlsj183 (0.031) ; 70911 (0.025) ; 1872 (0.022) ; nlsj33192 (0.017) ; 75552 (0.017) ; 22209 (0.016) ; 65062 (0.014) ; 65552 (0.011) ; 
0.1489647964851252   T=0,K=7:  41918 (0.035) ;  (0.033) ; 96359 (0.032) ; 111722 (0.031) ; 38547 (0.028) ; 90504 (0.025) ; 62528 (0.020) ; 108081 (0.013) ; 52959 (0.012) ; 103012 (0.012) ; 
0.04246147766920794   T=0,K=8:  100583 (0.028) ; 80394 (0.021) ; 114285 (0.016) ; 10933 (0.013) ; 20413 (0.012) ; 108081 (0.012) ; 109336 (0.012) ; 91570 (0.011) ; 96577 (0.011) ; 53755 (0.011) ; 
0.06430476364045304   T=0,K=9:  65265 (0.057) ; 75595 (0.031) ; 24003 (0.023) ; 97010 (0.020) ; 51326 (0.017) ; 22209 (0.016) ; 49938 (0.015) ; 84034 (0.015) ; 93812 (0.014) ; 112501 (0.014) ; 

Time=1  
0.16159503961806654   T=1,K=0:  16102 (0.022) ; 114619 (0.019) ; 111889 (0.017) ; 112016 (0.015) ; 63300 (0.014) ; 25313 (0.013) ; 36202 (0.012) ; 61928 (0.012) ; 31565 (0.011) ; 4274 (0.011) ; 
0.06163103650742947   T=1,K=1:   (0.102) ; 18331 (0.032) ; 82758 (0.017) ; nlsj75598 (0.016) ; 54178 (0.014) ; nlsj3221 (0.013) ; nlsj8790 (0.012) ; 83669 (0.011) ; 7323 (0.010) ; 116416 (0.009) ; 
0.1784276406364038   T=1,K=2:   (0.046) ; 22100 (0.035) ; 59516 (0.025) ; 45996 (0.015) ; 45715 (0.014) ; 62462 (0.014) ; 42358 (0.013) ; 100379 (0.013) ; 114364 (0.013) ; nlsj4249 (0.013) ; 
0.05460397306242581   T=1,K=3:  57457 (0.021) ; 47745 (0.018) ; 116497 (0.017) ; 72627 (0.015) ; 71976 (0.014) ; 82887 (0.013) ; 17195 (0.012) ; 28587 (0.012) ; 66873 (0.012) ; 34366 (0.012) ; 
0.1427330819241496   T=1,K=4:  2731 (0.023) ; nlsj96033 (0.022) ; 90504 (0.022) ; 65552 (0.021) ; 85306 (0.020) ; 104624 (0.020) ; 49817 (0.018) ; 41918 (0.015) ; 116416 (0.015) ; 80181 (0.015) ; 
0.07790005320255326   T=1,K=5:  67762 (0.033) ; 11556 (0.031) ; nlsj54945 (0.025) ; 106974 (0.021) ; nlsj18927 (0.019) ; 85876 (0.019) ; 54217 (0.018) ; 53196 (0.018) ; 25883 (0.017) ; 11106 (0.015) ; 
0.09588618428257416   T=1,K=6:  116410 (0.067) ; 22209 (0.025) ; nlsj183 (0.025) ; 1872 (0.019) ; 75552 (0.017) ; 56668 (0.015) ; 70911 (0.015) ; nlsj33192 (0.012) ; 66574 (0.010) ; 42474 (0.010) ; 
0.15160855137965543   T=1,K=7:  41918 (0.054) ;  (0.052) ; 111722 (0.031) ; 96359 (0.029) ; 90504 (0.020) ; 38547 (0.017) ; 62528 (0.014) ; 16400 (0.011) ; 34050 (0.011) ; 52959 (0.011) ; 
0.04838482027271407   T=1,K=8:  20413 (0.018) ; 48670 (0.017) ; 100583 (0.015) ; 10933 (0.015) ; 23069 (0.014) ; 83057 (0.012) ; 114285 (0.012) ; 26252 (0.011) ; 80394 (0.011) ; 16400 (0.011) ; 
0.027229619114027874   T=1,K=9:  65265 (0.043) ; 24003 (0.028) ; 75595 (0.025) ; 97010 (0.025) ; 93812 (0.016) ; 22209 (0.015) ; 84034 (0.015) ; 48935 (0.012) ; 72168 (0.012) ; 49938 (0.012) ; 

Time=2  
0.13474054820765796   T=2,K=0:  61928 (0.017) ; 111889 (0.016) ; 63300 (0.015) ; 16102 (0.014) ; 102000 (0.014) ; 18390 (0.013) ; 25313 (0.012) ; 114619 (0.012) ; 64866 (0.011) ; 82856 (0.011) ; 
0.08784681569109402   T=2,K=1:   (0.109) ; 18331 (0.035) ; 83669 (0.017) ; 7323 (0.016) ; 116416 (0.016) ; 18128 (0.013) ; nlsj75598 (0.013) ; 82758 (0.013) ; 59953 (0.012) ; nlsj3221 (0.011) ; 
0.1601327539105369   T=2,K=2:  22100 (0.031) ;  (0.030) ; 45996 (0.021) ; 59516 (0.019) ; 62462 (0.015) ; 100379 (0.012) ; 114364 (0.012) ; 45715 (0.012) ; nlsj4249 (0.011) ; 80181 (0.010) ; 
