1842 documents , 1 concepts , 4561 context features (114548) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
0.056366745676820415   T=0,K=0:  37210 (0.023) ; 29883 (0.019) ; nlsj32160 (0.017) ; 85306 (0.015) ; 92010 (0.014) ; 110639 (0.012) ; 74735 (0.012) ; 84494 (0.012) ; 4076 (0.011) ; 110341 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  63772 (0.015) ; 110639 (0.014) ; 114548 (0.010) ; 85306 (0.010) ; 71308 (0.009) ; 62204 (0.008) ; 22502 (0.008) ; 1564 (0.007) ; 45996 (0.007) ; 22209 (0.007) ; 

0.052269676982767625   T=0,K=2:  58541 (0.025) ; 110243 (0.022) ; 59781 (0.022) ; 51647 (0.019) ; 47007 (0.014) ; 75156 (0.013) ; 4602 (0.012) ; 83774 (0.012) ; 84234 (0.011) ; 26757 (0.011) ; 
0.018745658847475033   T=1,K=2:  110243 (0.028) ; 65965 (0.025) ; 58541 (0.018) ; 47007 (0.015) ; 84234 (0.015) ; 4602 (0.015) ; 51647 (0.014) ; 75156 (0.013) ; 59781 (0.011) ; 83774 (0.009) ; 
0.034119981915080165   T=2,K=2:  65965 (0.029) ; 110243 (0.024) ; 84234 (0.023) ; 47007 (0.013) ; 51647 (0.013) ; 47462 (0.011) ; 4602 (0.010) ; 75156 (0.010) ; 58541 (0.009) ; 83774 (0.009) ; 
0.006199720105776914   T=3,K=2:  110243 (0.026) ; 84234 (0.024) ; 65965 (0.019) ; 47462 (0.014) ; 47007 (0.012) ; 83774 (0.010) ; 26757 (0.010) ; 51647 (0.010) ; 63772 (0.009) ; 4602 (0.009) ; 
0.017303575332347616   T=4,K=2:  65965 (0.019) ; 84234 (0.015) ; 83665 (0.011) ; 47007 (0.011) ; 4602 (0.010) ; 4845 (0.010) ; 42887 (0.010) ; 63772 (0.010) ; 110243 (0.009) ; 94741 (0.009) ; 
0.09999491796117971   T=5,K=2:  65965 (0.030) ; 84234 (0.016) ; 63772 (0.012) ; 49875 (0.012) ; 59781 (0.011) ; 4602 (0.011) ; 47462 (0.009) ; 110243 (0.009) ; 4845 (0.009) ; 83665 (0.008) ; 
0.013654489057274356   T=6,K=2:  65965 (0.013) ; 84234 (0.012) ; 4602 (0.012) ; 66593 (0.011) ; 47462 (0.010) ; 51647 (0.010) ; 49875 (0.009) ; 63772 (0.008) ; 11655 (0.008) ; 74126 (0.008) ; 
0.04112338300555813   T=7,K=2:  84234 (0.014) ; 4845 (0.013) ; 50824 (0.010) ; 51647 (0.010) ; 49875 (0.010) ; 110639 (0.009) ; 65965 (0.009) ; nlsj106862 (0.009) ; 83665 (0.008) ; 72627 (0.008) ; 
0.0536693204610024   T=8,K=2:  84234 (0.014) ; 51647 (0.010) ; 47007 (0.010) ; 73277 (0.009) ; 75156 (0.009) ; 4845 (0.008) ; 49875 (0.008) ; 36165 (0.008) ; 110243 (0.008) ; 74126 (0.007) ; 
0.054039667737634266   T=9,K=2:  84234 (0.012) ; 51647 (0.010) ; 73277 (0.010) ; 4845 (0.010) ; 110639 (0.010) ; 23069 (0.010) ; 49875 (0.009) ; 29883 (0.009) ; 75156 (0.008) ; 3282 (0.008) ; 
0.061768866021212385   T=10,K=2:  110639 (0.025) ; 51647 (0.014) ; 75156 (0.012) ; 4845 (0.012) ; 72627 (0.011) ; 47007 (0.010) ; 84234 (0.010) ; 114816 (0.010) ; 23069 (0.009) ; 94741 (0.009) ; 
0.0855466813039021   T=11,K=2:  110639 (0.024) ; 4845 (0.015) ; 75156 (0.015) ; 74126 (0.014) ; 110243 (0.011) ; 47007 (0.011) ; 94741 (0.011) ; 76765 (0.009) ; 115193 (0.009) ; 51647 (0.009) ; 
0.024176807762947294   T=12,K=2:  110639 (0.025) ; 75156 (0.018) ; 51647 (0.017) ; 23069 (0.016) ; 47007 (0.014) ; 115193 (0.014) ; 72627 (0.013) ; 37720 (0.011) ; 4845 (0.011) ; 94741 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  84234 (0.014) ; 65965 (0.014) ; 110243 (0.013) ; 51647 (0.011) ; 47007 (0.011) ; 110639 (0.010) ; 75156 (0.010) ; 4602 (0.009) ; 4845 (0.009) ; 47462 (0.008) ; 

0.024735694592907746   T=0,K=3:  42830 (0.050) ; 112350 (0.026) ; nlsj76838 (0.025) ; 63772 (0.016) ; 18331 (0.012) ; 24292 (0.012) ; 84234 (0.011) ; 75552 (0.010) ; 6339 (0.010) ; 83669 (0.008) ; 
0.059998955089353614   T=1,K=3:  42830 (0.046) ; nlsj76838 (0.022) ; 112350 (0.015) ; 18331 (0.015) ; 63772 (0.010) ; 72627 (0.010) ; 65628 (0.010) ; 75552 (0.009) ; 33618 (0.009) ; nlsj14967 (0.008) ; 
0.04588780396588416   T=2,K=3:  42830 (0.034) ; nlsj76838 (0.018) ; 112350 (0.016) ; 63772 (0.014) ; 72627 (0.012) ; 24436 (0.012) ; nlsj14967 (0.011) ; 83669 (0.009) ; 18331 (0.009) ; 75552 (0.009) ; 
0.058596727489371565   T=3,K=3:  42830 (0.022) ; 112350 (0.016) ; nlsj76838 (0.014) ; 75552 (0.011) ; 63772 (0.010) ; 46612 (0.009) ; 83669 (0.009) ; 67853 (0.009) ; 22209 (0.009) ; 18331 (0.008) ; 
0.07575714720680937   T=4,K=3:  42830 (0.017) ; 112350 (0.013) ; nlsj76838 (0.012) ; 63772 (0.010) ; 75552 (0.009) ; 24292 (0.009) ; 68641 (0.009) ; 22209 (0.008) ; 6339 (0.008) ; 18331 (0.008) ; 
0.09733199658251981   T=5,K=3:  nlsj76838 (0.016) ; 42830 (0.014) ; 112350 (0.009) ; 75552 (0.009) ; 45996 (0.008) ; 46646 (0.008) ; 67762 (0.008) ; 63772 (0.008) ; 31236 (0.007) ; 24292 (0.007) ; 
0.08098068139656033   T=6,K=3:  nlsj76838 (0.027) ; 24292 (0.010) ; 112350 (0.010) ; 63772 (0.009) ; 75552 (0.008) ; 42830 (0.008) ; 46646 (0.008) ; 31236 (0.008) ; 67762 (0.008) ; 20621 (0.008) ; 
0.07675667426314792   T=7,K=3:  nlsj76838 (0.017) ; 63772 (0.012) ; 67762 (0.011) ; 24292 (0.008) ; 31236 (0.008) ; 93711 (0.008) ; 66342 (0.007) ; 42830 (0.007) ; 84434 (0.007) ; 88183 (0.006) ; 
0.06786160594077142   T=8,K=3:  nlsj76838 (0.015) ; 63772 (0.014) ; 67762 (0.012) ; 20621 (0.009) ; 88183 (0.008) ; 46612 (0.008) ; 110598 (0.007) ; 112350 (0.007) ; 24292 (0.007) ; 86112 (0.007) ; 
0.09152039711265447   T=9,K=3:  63772 (0.022) ; nlsj76838 (0.016) ; 20621 (0.014) ; 86112 (0.011) ; 67762 (0.011) ; 83669 (0.011) ; 112350 (0.011) ; 24292 (0.010) ; 31236 (0.010) ; 84234 (0.009) ; 
0.046795398721485346   T=10,K=3:  63772 (0.024) ; 67762 (0.017) ; 20621 (0.015) ; nlsj76838 (0.015) ; 84234 (0.012) ; 24292 (0.012) ; nlsj14967 (0.011) ; 112350 (0.009) ; 86112 (0.009) ; 52571 (0.009) ; 
0.009766338989382225   T=11,K=3:  63772 (0.028) ; 84234 (0.018) ; 24292 (0.016) ; 86112 (0.014) ; 67762 (0.013) ; nlsj76838 (0.013) ; 6616 (0.011) ; 31236 (0.011) ; 46646 (0.010) ; 83669 (0.010) ; 
0.01853301923070273   T=12,K=3:  63772 (0.027) ; 67762 (0.022) ; 86112 (0.018) ; 84234 (0.014) ; nlsj76838 (0.014) ; 6616 (0.012) ; 24292 (0.012) ; 31236 (0.012) ; 83669 (0.011) ; 65552 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  nlsj76838 (0.017) ; 42830 (0.016) ; 63772 (0.016) ; 112350 (0.012) ; 67762 (0.011) ; 24292 (0.010) ; 83669 (0.008) ; 84234 (0.008) ; 31236 (0.007) ; 20621 (0.007) ; 

0.055818234142830415   T=0,K=4:  nlsj32160 (0.034) ; 28566 (0.021) ; 2654 (0.016) ; 75005 (0.015) ; 317 (0.011) ; nlsj56179 (0.011) ; nlsj71743 (0.010) ; 51379 (0.010) ; 114624 (0.009) ; 26207 (0.009) ; 
0.05761653504712467   T=1,K=4:  nlsj32160 (0.044) ; 2654 (0.017) ; 28566 (0.015) ; 51379 (0.014) ; 75005 (0.013) ; 22502 (0.011) ; 317 (0.010) ; 110301 (0.009) ; 115887 (0.008) ; nlsj56179 (0.008) ; 
0.03823028980670411   T=2,K=4:  nlsj32160 (0.043) ; 28566 (0.021) ; 317 (0.018) ; 22502 (0.016) ; 51379 (0.013) ; 75005 (0.013) ; 2654 (0.013) ; nlsj56179 (0.011) ; 77895 (0.010) ; 45996 (0.010) ; 
0.021475901488660194   T=3,K=4:  nlsj32160 (0.023) ; 317 (0.020) ; 28566 (0.018) ; 2654 (0.017) ; 22502 (0.012) ; 51379 (0.010) ; 50824 (0.010) ; 80011 (0.010) ; nlsj56179 (0.010) ; 45996 (0.010) ; 
0.04761752988888392   T=4,K=4:  45996 (0.020) ; nlsj32160 (0.013) ; 28566 (0.012) ; 22502 (0.011) ; 317 (0.011) ; 50824 (0.010) ; 2654 (0.009) ; 22100 (0.008) ; nlsj56179 (0.008) ; 80011 (0.008) ; 
0.05962618114802176   T=5,K=4:  28566 (0.016) ; 45996 (0.015) ; 50824 (0.013) ; nlsj32160 (0.013) ; 24567 (0.011) ; nlsj56179 (0.010) ; 22502 (0.009) ; 19546 (0.009) ; 75005 (0.007) ; 22100 (0.007) ; 
0.03727579775871887   T=6,K=4:  45996 (0.023) ; nlsj32160 (0.017) ; 50824 (0.012) ; nlsj56179 (0.010) ; 28566 (0.010) ; 19546 (0.010) ; 80011 (0.010) ; 64866 (0.009) ; 24567 (0.009) ; 115193 (0.008) ; 
0.07549947719037144   T=7,K=4:  45996 (0.020) ; nlsj32160 (0.014) ; 75552 (0.011) ; 115193 (0.010) ; 80011 (0.009) ; 24567 (0.009) ; 64866 (0.009) ; 19546 (0.009) ; 22209 (0.009) ; nlsj56179 (0.008) ; 
0.04948554572636903   T=8,K=4:  45996 (0.027) ; 75552 (0.012) ; 115193 (0.011) ; 28566 (0.011) ; 80011 (0.010) ; nlsj56179 (0.009) ; 71308 (0.009) ; 64866 (0.009) ; 22209 (0.008) ; 114624 (0.008) ; 
0.06116183277536337   T=9,K=4:  45996 (0.021) ; 80011 (0.013) ; 62204 (0.012) ; 64866 (0.010) ; 28582 (0.009) ; 115193 (0.009) ; 75552 (0.009) ; 71308 (0.009) ; 19546 (0.009) ; 28566 (0.008) ; 
0.09315338066084096   T=10,K=4:  45996 (0.023) ; 115193 (0.015) ; 49875 (0.012) ; 115887 (0.012) ; 28582 (0.010) ; 80011 (0.009) ; 64866 (0.008) ; 75552 (0.008) ; 110639 (0.008) ; 19546 (0.008) ; 
0.027378962428052742   T=11,K=4:  45996 (0.021) ; 75552 (0.015) ; 28582 (0.012) ; 115193 (0.011) ; 49875 (0.011) ; 80011 (0.010) ; 74735 (0.010) ; 19546 (0.009) ; 64866 (0.009) ; nlsj56179 (0.009) ; 
0.017348026096242464   T=12,K=4:  45996 (0.021) ; 75552 (0.019) ; 28582 (0.013) ; 92030 (0.011) ; 77895 (0.010) ; 64866 (0.010) ; nlsj56179 (0.010) ; 74735 (0.010) ; 80011 (0.009) ; 49875 (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  45996 (0.018) ; nlsj32160 (0.017) ; 28566 (0.012) ; nlsj56179 (0.009) ; 75552 (0.009) ; 75005 (0.008) ; 115193 (0.008) ; 80011 (0.008) ; 22502 (0.008) ; 2654 (0.008) ; 

0.003328951038012825   T=0,K=5:  33819 (0.066) ; 14705 (0.021) ; 28592 (0.020) ; 8665 (0.019) ; 4076 (0.017) ; 64866 (0.015) ; 78375 (0.014) ; nlsj6956 (0.012) ; 102847 (0.011) ; 110689 (0.011) ; 
0.007292254022836648   T=1,K=5:  33819 (0.051) ; 28592 (0.024) ; 4076 (0.022) ; 14705 (0.020) ; 8665 (0.017) ; 64866 (0.015) ; nlsj71743 (0.015) ; 116416 (0.012) ; 110689 (0.010) ; 102847 (0.009) ; 
0.014585409282586384   T=2,K=5:  33819 (0.034) ; 8665 (0.021) ; 28592 (0.021) ; 4076 (0.019) ; 14705 (0.016) ; 84234 (0.012) ; 64866 (0.011) ; 102847 (0.011) ; 116416 (0.010) ; 46712 (0.010) ; 
0.009569061831858787   T=3,K=5:  28592 (0.027) ; 33819 (0.018) ; 84234 (0.015) ; 8665 (0.014) ; 64866 (0.013) ; 14705 (0.013) ; 116416 (0.012) ; 110689 (0.009) ; 27393 (0.009) ; 4076 (0.009) ; 
0.05967462890551898   T=4,K=5:  28592 (0.019) ; 33819 (0.014) ; 8665 (0.014) ; 116416 (0.013) ; 84234 (0.013) ; 97121 (0.010) ; 4076 (0.010) ; 52689 (0.010) ; 14705 (0.010) ; 64866 (0.009) ; 
0.013623681711174292   T=5,K=5:  28592 (0.022) ; 97121 (0.019) ; 22209 (0.018) ; 14705 (0.013) ; 84234 (0.012) ; 54508 (0.011) ; 46712 (0.011) ; 64866 (0.011) ; 8665 (0.010) ; 86112 (0.010) ; 
0.01076477046184175   T=6,K=5:  28592 (0.025) ; 8665 (0.018) ; nlsj6956 (0.018) ; 22209 (0.016) ; nlsj71743 (0.013) ; 97121 (0.013) ; 64866 (0.011) ; 46712 (0.011) ; 86112 (0.009) ; 33819 (0.009) ; 
0.03249622233427053   T=7,K=5:  28592 (0.022) ; 8665 (0.021) ; 4076 (0.014) ; 64866 (0.012) ; 86112 (0.011) ; nlsj71743 (0.011) ; 45996 (0.011) ; nlsj6956 (0.010) ; 97121 (0.010) ; 46712 (0.010) ; 
0.05218084228086699   T=8,K=5:  28592 (0.016) ; 45996 (0.016) ; 8665 (0.016) ; 46712 (0.013) ; 86112 (0.013) ; 64866 (0.012) ; 85306 (0.011) ; 116416 (0.009) ; 4076 (0.009) ; 115193 (0.009) ; 
0.07705882414146059   T=9,K=5:  28592 (0.020) ; 8665 (0.019) ; 45996 (0.018) ; 64866 (0.011) ; 46712 (0.011) ; 85306 (0.010) ; 113556 (0.010) ; 42214 (0.009) ; nlsj71743 (0.009) ; 4076 (0.008) ; 
0.0631327896768232   T=10,K=5:  8665 (0.026) ; 28592 (0.018) ; 45996 (0.013) ; 93812 (0.011) ; 71308 (0.009) ; 116416 (0.009) ; nlsj40132 (0.009) ; 113556 (0.009) ; 50236 (0.009) ; 33819 (0.008) ; 
0.019153195951758312   T=11,K=5:  8665 (0.027) ; 28592 (0.022) ; 50236 (0.020) ; 113556 (0.014) ; 33819 (0.010) ; 45996 (0.010) ; 116416 (0.009) ; 115193 (0.008) ; 76742 (0.008) ; 72627 (0.008) ; 
0.007607724757291435   T=12,K=5:  8665 (0.020) ; 45996 (0.018) ; 113556 (0.017) ; 50236 (0.014) ; nlsj6956 (0.013) ; 115193 (0.012) ; 28592 (0.011) ; 72627 (0.011) ; nlsj40132 (0.010) ; 86112 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  28592 (0.021) ; 33819 (0.019) ; 8665 (0.019) ; 64866 (0.011) ; 4076 (0.011) ; 116416 (0.009) ; 45996 (0.009) ; 14705 (0.009) ; nlsj6956 (0.009) ; nlsj71743 (0.009) ; 

0.001705593799617179   T=0,K=6:  45996 (0.032) ; 26886 (0.021) ; 72627 (0.019) ; 114548 (0.017) ; 63724 (0.013) ; 62204 (0.013) ; 84234 (0.013) ; nlsj61372 (0.013) ; 43206 (0.012) ; 112934 (0.011) ; 
0.010060978540016793   T=1,K=6:  43206 (0.027) ; 114548 (0.023) ; 45996 (0.021) ; 62204 (0.018) ; 26886 (0.015) ; 103922 (0.014) ; 84234 (0.013) ; 75552 (0.013) ; 72627 (0.013) ; 28566 (0.012) ; 
0.052001909910617435   T=2,K=6:  45996 (0.034) ; 43206 (0.034) ; 114548 (0.027) ; 62204 (0.024) ; 65552 (0.015) ; 73672 (0.014) ; 112934 (0.013) ; 72627 (0.011) ; 103922 (0.011) ; 41018 (0.011) ; 
0.05835904076864323   T=3,K=6:  114548 (0.029) ; 43206 (0.024) ; 62204 (0.024) ; 45996 (0.020) ; 72627 (0.016) ; 103922 (0.014) ; 28566 (0.014) ; 73672 (0.012) ; 26886 (0.010) ; nlsj76838 (0.010) ; 
0.08551300549543871   T=4,K=6:  45996 (0.038) ; 114548 (0.021) ; 62204 (0.020) ; 72627 (0.019) ; 103922 (0.014) ; 43206 (0.014) ; 28566 (0.013) ; 41018 (0.012) ; 1564 (0.011) ; 73672 (0.010) ; 
0.05852854130171083   T=5,K=6:  45996 (0.037) ; 114548 (0.018) ; 62204 (0.014) ; 72627 (0.014) ; 26886 (0.013) ; 43206 (0.012) ; 103922 (0.012) ; 63724 (0.012) ; 1564 (0.011) ; 116416 (0.010) ; 
0.051896778061978   T=6,K=6:  45996 (0.032) ; 103922 (0.014) ; 43206 (0.013) ; 62204 (0.012) ; 72627 (0.011) ; 26886 (0.011) ; 114548 (0.011) ; 28566 (0.010) ; 63724 (0.010) ; 85306 (0.009) ; 
0.0869141117416236   T=7,K=6:  45996 (0.033) ; 26886 (0.016) ; 62204 (0.014) ; 76703 (0.012) ; 43206 (0.011) ; 114548 (0.010) ; nlsj56179 (0.009) ; 103922 (0.009) ; 72627 (0.008) ; 63724 (0.008) ; 
0.060403350313422054   T=8,K=6:  45996 (0.024) ; 85306 (0.014) ; nlsj56179 (0.013) ; 103922 (0.012) ; 63724 (0.012) ; 114548 (0.011) ; 76703 (0.010) ; 43206 (0.010) ; 26886 (0.010) ; 62204 (0.009) ; 
0.05257969737730904   T=9,K=6:  45996 (0.025) ; 26886 (0.014) ; 114548 (0.014) ; 47917 (0.013) ; 72627 (0.012) ; 63724 (0.011) ; 49415 (0.010) ; nlsj56179 (0.010) ; 43206 (0.010) ; 84234 (0.007) ; 
0.06564787997896993   T=10,K=6:  45996 (0.029) ; 72627 (0.018) ; 49415 (0.012) ; 63724 (0.012) ; 114548 (0.011) ; 91991 (0.010) ; 47735 (0.010) ; 43206 (0.010) ; 26886 (0.009) ; 47917 (0.009) ; 
0.15058239922294578   T=11,K=6:  45996 (0.041) ; 91991 (0.014) ; 43206 (0.014) ; 63724 (0.013) ; 80043 (0.013) ; 49415 (0.012) ; 72627 (0.010) ; 47917 (0.010) ; nlsj61372 (0.009) ; 26886 (0.009) ; 
0.06519674209339762   T=12,K=6:  45996 (0.038) ; 43206 (0.022) ; nlsj61372 (0.018) ; 63724 (0.018) ; 47917 (0.011) ; 72627 (0.011) ; 49415 (0.010) ; 110456 (0.009) ; 80043 (0.009) ; 26886 (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  45996 (0.031) ; 43206 (0.016) ; 114548 (0.016) ; 72627 (0.013) ; 62204 (0.012) ; 26886 (0.012) ; 63724 (0.011) ; 103922 (0.010) ; 28566 (0.008) ; 112934 (0.008) ; 

0.7130996225237645   T=0,K=7:  22100 (0.018) ; 62204 (0.015) ; 47620 (0.014) ; 71308 (0.014) ; 45996 (0.013) ; 65615 (0.013) ; 28566 (0.012) ; 44964 (0.011) ; 7565 (0.011) ; 57039 (0.011) ; 
0.6071214976916777   T=1,K=7:  62204 (0.024) ; 22100 (0.021) ; 47620 (0.018) ; 28566 (0.014) ; 71308 (0.013) ; 7565 (0.012) ; 45996 (0.010) ; nlsj5617 (0.010) ; 42827 (0.009) ; 260 (0.009) ; 
0.3100278731504341   T=2,K=7:  22100 (0.022) ; 62204 (0.020) ; 71308 (0.014) ; 65615 (0.013) ; 22502 (0.012) ; 7565 (0.011) ; 47620 (0.011) ; 42827 (0.010) ; 63772 (0.010) ; nlsj5617 (0.009) ; 
0.02006286043478394   T=3,K=7:  62204 (0.027) ; 22100 (0.017) ; 63772 (0.013) ; 22502 (0.013) ; 110598 (0.013) ; 45996 (0.012) ; 114553 (0.010) ; 71308 (0.010) ; 75552 (0.009) ; nlsj5617 (0.009) ; 
0.03772302721585721   T=4,K=7:  62204 (0.021) ; 63772 (0.016) ; 71308 (0.014) ; 75552 (0.014) ; 110598 (0.014) ; 65615 (0.012) ; 22100 (0.012) ; 114553 (0.011) ; 45996 (0.011) ; 26447 (0.009) ; 
