consul : 2295 documents
 0.304044, 0.369332, 0.193698, 0.132926,
 0.134464, 0.226156, 0.548691, 0.090688,
 0.471967, 0.050303, 0.402628, 0.075102} 

{0.273479,  0.35583, 0.217916, 0.152775,
 0.503585, 0.138025, 0.110897, 0.247493,
 0.254938, 0.281945, 0.242731, 0.220386,
 0.255314, 0.241281, 0.219148, 0.284257,
 0.234359, 0.186479, 0.326774, 0.252389,
 0.306517, 0.176391, 0.116465, 0.400627,
  0.19513, 0.363496, 0.225464, 0.215911,
 0.573795, 0.204008, 0.121004, 0.101193,
  0.35086, 0.328737, 0.185304,   0.1351,
 0.230507, 0.411485, 0.060528, 0.297481,
 0.305312, 0.361149,  0.18424, 0.149299,
 0.236907, 0.152516, 0.527589, 0.082988,
 0.100416, 0.167491, 0.675876, 0.056217} 

{0.252819, 0.386527, 0.220319, 0.140336,
 0.615328, 0.126483, 0.102148,  0.15604,
 0.253852, 0.282124, 0.243646, 0.220378,
 0.259697, 0.242103,  0.21682, 0.281379,
 0.236473, 0.182804, 0.310839, 0.269884,
 0.303717,  0.18972, 0.123863, 0.382701,
 0.188003, 0.366859, 0.227175, 0.217963,
 0.570245, 0.203883, 0.106735, 0.119137,
 0.335454, 0.353351, 0.171184,  0.14001,
 0.208512, 0.107468, 0.450955, 0.233065,
 0.300673, 0.339397, 0.200553, 0.159378,
 0.276034, 0.173795, 0.469321,  0.08085,
 0.142219, 0.646359, 0.104722, 0.106701} 

{0.110921, 0.435211, 0.263609, 0.190258,
 0.634841, 0.060017, 0.135393, 0.169748,
 0.253291, 0.282821, 0.243368,  0.22052,
 0.261727, 0.242403, 0.213972, 0.281898,
 0.229706, 0.203351, 0.301554,  0.26539,
 0.259232, 0.179408, 0.115128, 0.446232,
 0.189175, 0.378789, 0.217138, 0.214897,
 0.507788, 0.221675,   0.1144, 0.156136,
 0.372771, 0.342995, 0.166868, 0.117367,
 0.594563, 0.208324, 0.108803,  0.08831,
  0.29733, 0.326119, 0.209251,   0.1673,
 0.304634, 0.164691, 0.404527, 0.126149,
 0.088198, 0.081736, 0.629694, 0.200372} 

{0.302937, 0.159611, 0.404473, 0.132978,
 0.336821, 0.191576, 0.160908, 0.310696,
  0.25314, 0.283478, 0.243094, 0.220288,
 0.267118, 0.241017, 0.213093, 0.278771,
 0.229276, 0.207034, 0.310649, 0.253041,
 0.202095, 0.231069, 0.137329, 0.429506,
 0.186484, 0.379702,  0.21953, 0.214285,
 0.539808, 0.223507, 0.092288, 0.144397,
 0.368347, 0.341963, 0.172034, 0.117656,
 0.325106, 0.142934, 0.471938, 0.060022,
 0.308526, 0.327031, 0.230233,  0.13421,
 0.289546, 0.243785, 0.340743, 0.125927,
  0.32047, 0.245486, 0.368168, 0.065876} 

{0.491974, 0.189133, 0.236431, 0.082461,
 0.506003,  0.12377, 0.157801, 0.212426,
 0.252414, 0.283562, 0.243256, 0.220768,
   0.2706, 0.242777, 0.213489, 0.273134,
 0.227053, 0.212683, 0.312122, 0.248142,
 0.235787, 0.304762, 0.131992, 0.327459,
 0.186914, 0.378139, 0.221487,  0.21346,
 0.572917, 0.176339, 0.104623,  0.14612,
 0.390307, 0.319579, 0.176171, 0.113942,
 0.407595, 0.407173, 0.105402,  0.07983,
 0.281216, 0.351569, 0.227597, 0.139618,
 0.292494, 0.397814,  0.21899, 0.090702,
 0.141928, 0.506123, 0.136238, 0.215711} 

{0.592247, 0.179107, 0.132228, 0.096418,
 0.573584, 0.031442, 0.164017, 0.230957,
 0.252375, 0.283223, 0.243531, 0.220871,
 0.268571, 0.240338,   0.2101, 0.280991,
 0.209128, 0.214948, 0.322449, 0.253474,
 0.214669, 0.382151,  0.12686,  0.27632,
 0.182259, 0.375172, 0.229218, 0.213351,
 0.484081, 0.130324, 0.277771, 0.107824,
 0.353529, 0.335615, 0.185554, 0.125302,
  0.26166, 0.040592, 0.350191, 0.347557,
 0.260175,   0.3715, 0.222195, 0.146129,
  0.29059, 0.417533, 0.182542, 0.109335,
  0.11253, 0.516971, 0.145633, 0.224866} 

{0.767023, 0.027302, 0.119039, 0.086636,
 0.890313, 0.049966, 0.043212, 0.016509,
 0.252647, 0.283805, 0.243146, 0.220402,
 0.268245, 0.241099,  0.21098, 0.279675,
   0.2099, 0.218481, 0.324898, 0.246721,
 0.174687, 0.423548, 0.109698, 0.292067,
 0.184131, 0.377252, 0.239311, 0.199306,
 0.337549, 0.223849, 0.258035, 0.180567,
 0.357758, 0.339004, 0.184206, 0.119032,
 0.118634, 0.327433,  0.34837, 0.205563,
 0.249124, 0.347032, 0.231143, 0.172701,
 0.160246, 0.467286, 0.163163, 0.209306,
  0.29436, 0.089741, 0.521089, 0.094811} 

{0.870198, 0.037341, 0.079049, 0.013413,
 0.673164, 0.052939, 0.208202, 0.065695,
 0.253147, 0.285501, 0.241052, 0.220299,
 0.267426, 0.239476, 0.212669, 0.280429,
 0.213919, 0.206445, 0.328428, 0.251208,
  0.18382,  0.40601, 0.083372, 0.326798,
 0.190968, 0.376152, 0.239597, 0.193283,
  0.40014, 0.206276,  0.22357, 0.170014,
 0.376576, 0.297009, 0.205634, 0.120781,
 0.402671, 0.238608, 0.309812, 0.048909,
 0.283484, 0.327362, 0.226838, 0.162316,
 0.261081, 0.232928, 0.372171,  0.13382,
 0.063322, 0.078933,   0.7709, 0.086845} 

{0.581926, 0.054867, 0.302212, 0.060995,
 0.617661, 0.079296, 0.203854, 0.099189,
 0.252849,  0.28557, 0.241148, 0.220432,
 0.261121, 0.238771, 0.213509, 0.286598,
 0.219989, 0.202455, 0.332433, 0.245123,
 0.246343, 0.374019, 0.072304, 0.307335,
 0.196784, 0.376625, 0.240618, 0.185972,
 0.442249, 0.167863, 0.234943, 0.154945,
 0.384038, 0.294102, 0.194254, 0.127605,
 0.295872, 0.432593, 0.201824, 0.069711,
 0.289023, 0.334021, 0.218805,  0.15815,
 0.130893, 0.477141, 0.282594, 0.109372,
   0.2831, 0.338408, 0.340846, 0.037645} 

{0.511087, 0.127033, 0.279241, 0.082639,
 0.657218, 0.117154, 0.169661, 0.055968,
 0.252454, 0.286439,  0.24051, 0.220597,
 0.254749, 0.240226,   0.2148, 0.290226,
 0.218255, 0.203507, 0.330225, 0.248013,
  0.24222, 0.370044, 0.083759, 0.303977,
 0.196752, 0.377311, 0.243434, 0.182503,
 0.528218, 0.104528, 0.220215, 0.147039,
 0.480886, 0.249822,  0.14609, 0.123202,
 0.129045,  0.33758, 0.453393, 0.079983,
  0.29589, 0.316947, 0.214829, 0.172333,
 0.284645, 0.390821, 0.168841, 0.155693,
 0.095565, 0.710894,  0.12792, 0.065621} 

{0.487424, 0.048773,  0.33193, 0.131873,
 0.408591, 0.085728, 0.374916, 0.130765,
 0.252191,  0.28645, 0.240439, 0.220919,
 0.251944, 0.250079, 0.211644, 0.286332,
 0.214908, 0.201079, 0.326292, 0.257721,
 0.249356, 0.326998,  0.09849, 0.325157,
 0.179986, 0.387884, 0.244225, 0.187905,
  0.53331, 0.114844, 0.204262, 0.147584,
 0.487553, 0.260561,  0.13653, 0.115356,
 0.296544, 0.372636, 0.069097, 0.261723,
 0.302239,  0.32377, 0.226394, 0.147597,
  0.22782,   0.4045, 0.225329, 0.142351,
 0.265366, 0.090954, 0.373235, 0.270445} 

{0.421117, 0.053757, 0.292565, 0.232561,
 0.457532, 0.067471, 0.374514, 0.100483,
 0.252528, 0.285808, 0.240824,  0.22084,
 0.256217, 0.248733, 0.206237, 0.288814,
 0.217269, 0.202011, 0.325398, 0.255321,
 0.285578, 0.328109, 0.114799, 0.271513,
 0.180243, 0.387249, 0.243118, 0.189389,
 0.524288, 0.136641, 0.197084, 0.141986,
 0.467304,  0.27261, 0.146836,  0.11325,
  0.42991, 0.240654, 0.161998, 0.167438,
 0.317066, 0.335777, 0.210857,   0.1363,
 0.290814, 0.326299, 0.261355, 0.121532,
 0.094413, 0.529901, 0.343917, 0.031769} 

{0.504715,  0.05869,  0.36467, 0.071926,
 0.505073, 0.058649, 0.314306, 0.121971,
  0.25131, 0.287499, 0.242031,  0.21916,
 0.242963, 0.259322, 0.209822, 0.287892,
 0.214485, 0.204188, 0.329991, 0.251336,
 0.270627, 0.291788, 0.129335,  0.30825,
 0.177137, 0.383011, 0.256401, 0.183451,
 0.554756, 0.172469, 0.184913, 0.087863,
 0.477496, 0.293697,  0.14684, 0.081967,
 0.249747, 0.401985, 0.287958,  0.06031,
 0.329094, 0.319375, 0.205632, 0.145899,
 0.292827, 0.415686, 0.204978, 0.086509,
 0.241895,  0.30826,  0.36009, 0.089755} 

{0.620474, 0.064842,  0.24557, 0.069113,
  0.69853,   0.1714, 0.089534, 0.040537,
 0.251999,   0.2855, 0.241357, 0.221144,
 0.246342, 0.258939, 0.204326, 0.290394,
  0.21457, 0.200381, 0.331515, 0.253533,
 0.177885,  0.35548, 0.130338, 0.336297,
  0.19674, 0.369048, 0.253631, 0.180581,
 0.521067, 0.212875, 0.205021, 0.061037,
 0.399994, 0.349815, 0.165551,  0.08464,
 0.142543, 0.637182, 0.039741, 0.180534,
 0.328007, 0.316263, 0.225211, 0.130519,
 0.219783, 0.473052, 0.166818, 0.140347,
 0.251107, 0.316179, 0.364021, 0.068693} 

{0.656419, 0.033012,  0.19419, 0.116379,
 0.805236, 0.044425, 0.079748, 0.070591,
 0.251831, 0.285855,  0.24062, 0.221695,
 0.248832,  0.26056, 0.205933, 0.284675,
 0.228515, 0.201592,  0.31802, 0.251873,
 0.196524, 0.354555, 0.125775, 0.323146,
 0.194239, 0.363725, 0.257603, 0.184433,
 0.532061, 0.172012, 0.185521, 0.110405,
 0.382738, 0.345574, 0.153928,  0.11776,
 0.209024, 0.200673, 0.103189, 0.487115,
 0.319948, 0.329941, 0.208384, 0.141727,
 0.307676,  0.27874, 0.211047, 0.202537,
 0.309603, 0.021543, 0.635702, 0.033153} 

{0.663753, 0.017791, 0.047898, 0.270558,
 0.823618, 0.052952, 0.046806, 0.076625,
 0.253176, 0.285282, 0.240093, 0.221449,
 0.246448, 0.261313, 0.202378, 0.289861,
 0.232111, 0.199757, 0.317014, 0.251118,
 0.164239, 0.429308,  0.14224, 0.264213,
 0.192719, 0.370801, 0.246489, 0.189991,
 0.568914, 0.191188,  0.18612, 0.053777,
 0.409304, 0.306525, 0.155834, 0.128338,
   0.2407, 0.337722, 0.183366, 0.238213,
 0.321737, 0.325554, 0.214067, 0.138642,
 0.344144, 0.117683, 0.400104, 0.138069,
 0.157437, 0.262067, 0.540918, 0.039578} 

{0.649914, 0.023793, 0.074428, 0.251865,
 0.745912,  0.02172, 0.097534, 0.134834,
 0.252932, 0.285948, 0.239406, 0.221713,
 0.249085, 0.261948, 0.198843, 0.290124,
 0.221976, 0.203708,  0.32097, 0.253345,
 0.169167, 0.415575, 0.149204, 0.266054,
 0.193792, 0.376686, 0.245939, 0.183583,
 0.588434, 0.180444, 0.174883, 0.056239,
 0.385645, 0.294025, 0.176493, 0.143837,
 0.299261, 0.240541, 0.366067, 0.094131,
 0.358293, 0.313221, 0.177528, 0.150958,
 0.221751, 0.253496, 0.391177, 0.133576,
 0.234339,  0.43972, 0.304862, 0.021079} 

{0.759634, 0.019843, 0.021341, 0.199182,
  0.44433, 0.181853,  0.06976, 0.304057,
 0.253412,  0.28543, 0.238755, 0.222403,
 0.253981, 0.254524, 0.198607, 0.292887,
 0.218481, 0.210155, 0.324853, 0.246511,
 0.144921, 0.424262, 0.141163, 0.289654,
 0.188477, 0.369293, 0.251975, 0.190255,
 0.605141, 0.176053, 0.152633, 0.066173,
 0.382198, 0.330471, 0.139558, 0.147773,
 0.145487, 0.478994, 0.351893, 0.023626,
 0.350479,  0.30184, 0.192385, 0.155296,
 0.305222, 0.218495, 0.302469, 0.173814,
 0.380939, 0.077896, 0.280475,  0.26069} 

{0.598498, 0.080281, 0.121232, 0.199989,
 0.783332, 0.029802, 0.095878, 0.090988,
 0.252803, 0.284712, 0.239403, 0.223081,
 0.254073, 0.255853, 0.201372, 0.288702,
 0.209778, 0.205986, 0.336567, 0.247669,
 0.204137, 0.431672, 0.125257, 0.238934,
 0.192895, 0.371912, 0.245258, 0.189935,
 0.547768, 0.142708, 0.229529, 0.079995,
 0.407181,  0.30717, 0.139695, 0.145953,
 0.268353, 0.225699, 0.114776, 0.391172,
 0.325141, 0.302001, 0.192724, 0.180134,
 0.284103, 0.149739, 0.436738, 0.129421,
 0.166675, 0.062309, 0.574888, 0.196128} 

{0.745923, 0.007404, 0.060392, 0.186281,
 0.684244, 0.095818, 0.116802, 0.103136,
 0.252536, 0.285115, 0.239174, 0.223175,
 0.254713, 0.256452, 0.204119, 0.284717,
 0.215502, 0.204595, 0.338303,   0.2416,
 0.187396, 0.479973,  0.11908, 0.213551,
 0.187122, 0.366262, 0.248908, 0.197708,
 0.611451, 0.142943, 0.174834, 0.070772,
 0.399149, 0.337785, 0.136725, 0.126342,
 0.228003, 0.517699,  0.16683, 0.087469,
 0.324669, 0.317252, 0.189525, 0.168554,
 0.373083, 0.137604, 0.340938, 0.148375,
 0.196444, 0.091926, 0.587456, 0.124173} 

{ 0.73934, 0.025475, 0.036522, 0.198664,
 0.711433, 0.043743, 0.139081, 0.105742,
 0.252629, 0.286127, 0.238722, 0.222522,
 0.253729, 0.270167, 0.200407, 0.275696,
 0.211482, 0.203953, 0.333922, 0.250643,
 0.215272, 0.430319, 0.160317, 0.194092,
 0.187832, 0.376117,  0.24485, 0.191201,
 0.507323, 0.191473, 0.226007, 0.075197,
 0.377321, 0.343143, 0.159311, 0.120225,
 0.132908, 0.626301, 0.159714, 0.081077,
 0.307537, 0.344109, 0.177831, 0.170523,
 0.368091, 0.228973, 0.316419, 0.086517,
 0.142911, 0.187551, 0.631027, 0.038511} 

{0.798067, 0.009388, 0.107346, 0.085198,
 0.641952, 0.166752, 0.120263, 0.071033,
 0.252608, 0.286238, 0.239014,  0.22214,
 0.249757, 0.279467, 0.196323, 0.274453,
 0.212453, 0.207544, 0.348756, 0.231247,
 0.206943, 0.425206, 0.160932, 0.206919,
 0.196973, 0.372392, 0.238772, 0.191863,
 0.504709, 0.208403, 0.210561, 0.076328,
 0.331473, 0.402263, 0.149054, 0.117211,
 0.202644, 0.427782, 0.048188, 0.321385,
 0.318342,  0.34764,  0.17918, 0.154838,
 0.302609, 0.280836, 0.339981, 0.076574,
 0.218211, 0.323184, 0.346504, 0.112102} 

{0.836343, 0.035016, 0.044858, 0.083784,
 0.699573, 0.049495, 0.138381, 0.112551,
 0.252967, 0.285902, 0.239027, 0.222105,
    0.251, 0.279286, 0.194882, 0.274832,
 0.214201, 0.201059, 0.353085, 0.231656,
 0.222428, 0.379933, 0.184353, 0.213287,
 0.200984, 0.371364, 0.240104, 0.187548,
 0.502413, 0.188742, 0.217428, 0.091417,
 0.318688, 0.394714, 0.158638, 0.127961,
 0.244237,  0.28512, 0.025015, 0.445629,
 0.344278, 0.312615,  0.17696, 0.166147,
 0.435883, 0.258134, 0.258895, 0.047088,
 0.558577, 0.134617, 0.268404, 0.038402} 

{0.761647, 0.073632, 0.039873, 0.124848,
 0.519935, 0.134434, 0.045974, 0.299656,
 0.252725, 0.286953, 0.238567, 0.221755,
 0.251588,  0.27867, 0.191888, 0.277855,
 0.218706, 0.189678, 0.356779, 0.234836,
 0.231824, 0.342045, 0.188173, 0.237958,
 0.199427, 0.367258, 0.253378, 0.179937,
 0.560193, 0.185362, 0.189849, 0.064597,
 0.335982,  0.36879, 0.167004, 0.128225,
 0.186696, 0.628331, 0.128822, 0.056152,
 0.333413, 0.300517, 0.207828, 0.158243,
 0.280864, 0.269004, 0.432016, 0.018116,
 0.496507, 0.272701, 0.200504, 0.030288} 

{0.800986, 0.057655, 0.080064, 0.061295,
 0.754525, 0.071781, 0.146132, 0.027562,
 0.251977, 0.287693, 0.238485, 0.221844,
 0.245404,  0.27481, 0.194922, 0.284864,
