3255 documents , 1 concepts , 5825 context features (28569) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
0.20570187853371222   T=0,K=0:  11583 (0.021) ; 52571 (0.016) ; 75552 (0.014) ; 74126 (0.013) ; 65552 (0.013) ; 45996 (0.012) ; 31236 (0.012) ; 63772 (0.010) ; nlsj71743 (0.009) ; 84513 (0.008) ; 
0.17076598757601638   T=10,K=2:  45996 (0.045) ;  (0.014) ; 115887 (0.012) ; 84234 (0.010) ; 63772 (0.010) ; 85306 (0.010) ; 15893 (0.009) ; 116416 (0.008) ; 48291 (0.008) ; 72627 (0.007) ; 
0.22639784865003199   T=11,K=2:  45996 (0.039) ; 63772 (0.014) ;  (0.013) ; 61791 (0.012) ; 42214 (0.010) ; 48291 (0.010) ; 84234 (0.009) ; 1083 (0.009) ; 115887 (0.009) ; 85306 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  45996 (0.028) ;  (0.016) ; 85306 (0.016) ; 84494 (0.014) ; 22209 (0.010) ; 65552 (0.010) ; 15893 (0.009) ; 84234 (0.009) ; 1377 (0.008) ; 75552 (0.008) ; 

0.0074608894085646995   T=0,K=3:  28566 (0.049) ; 62204 (0.048) ; 67352 (0.039) ; 68641 (0.037) ; 66494 (0.022) ;  (0.019) ; 45996 (0.016) ; 84234 (0.015) ; 73277 (0.013) ; 98417 (0.013) ; 
0.005044850330450363   T=1,K=3:  62204 (0.054) ; 68641 (0.049) ;  (0.037) ; 67352 (0.032) ; 66494 (0.031) ; 84234 (0.028) ; 28566 (0.021) ; 98417 (0.015) ; 15345 (0.014) ; 85306 (0.012) ; 
0.008165259831493913   T=2,K=3:  68641 (0.045) ; 67352 (0.040) ; 66494 (0.038) ; 62204 (0.027) ;  (0.025) ; 28566 (0.025) ; 84234 (0.024) ; 65552 (0.018) ; 45996 (0.016) ; 73277 (0.015) ; 
0.03857237188518178   T=3,K=3:  68641 (0.039) ; 67352 (0.036) ; 66494 (0.035) ;  (0.033) ; 84234 (0.024) ; 62204 (0.022) ; 73277 (0.020) ; 98417 (0.019) ; 28566 (0.016) ; 15345 (0.014) ; 
0.06509592236807463   T=4,K=3:  68641 (0.029) ; 62204 (0.026) ; 84234 (0.025) ; 73277 (0.023) ; 98417 (0.022) ; 66494 (0.021) ;  (0.020) ; 45996 (0.017) ; 31236 (0.017) ; 67352 (0.016) ; 
0.12504500939601004   T=5,K=3:  66494 (0.042) ; 98417 (0.038) ; 68641 (0.036) ; 67352 (0.035) ; 84234 (0.018) ; 92378 (0.018) ; 73277 (0.016) ; 15345 (0.016) ; 62204 (0.015) ; 97767 (0.014) ; 
0.06588370176764437   T=6,K=3:  67352 (0.026) ; 68641 (0.023) ; 66494 (0.022) ; 98417 (0.020) ;  (0.012) ; 62204 (0.012) ; 45996 (0.012) ; 84234 (0.010) ; 31236 (0.010) ; 15345 (0.010) ; 
0.019061767052692788   T=7,K=3:  45996 (0.018) ; 98417 (0.014) ;  (0.013) ; 62204 (0.013) ; 15893 (0.013) ; 67352 (0.013) ; 68641 (0.011) ; 28566 (0.010) ; 51148 (0.009) ; 22209 (0.008) ; 
0.08497726649084468   T=8,K=3:  45996 (0.019) ; 15893 (0.015) ;  (0.012) ; 62204 (0.011) ; 84234 (0.010) ; 28566 (0.010) ; 22209 (0.010) ; 57466 (0.010) ; 51148 (0.009) ; 28569 (0.008) ; 
0.07224428977314168   T=9,K=3:  45996 (0.036) ; 28569 (0.013) ; 15893 (0.013) ; 35417 (0.012) ;  (0.010) ; 31236 (0.010) ; 28566 (0.010) ; 68641 (0.009) ; 51148 (0.009) ; 62204 (0.009) ; 
0.21344192404102263   T=10,K=3:  45996 (0.032) ; 35417 (0.024) ; 28569 (0.023) ; 30866 (0.017) ;  (0.012) ; 28566 (0.012) ; 104421 (0.011) ; 62204 (0.011) ; 15893 (0.011) ; 72627 (0.010) ; 
0.063270264525592   T=11,K=3:  35417 (0.025) ; 45996 (0.023) ; 28566 (0.021) ; 28569 (0.017) ; 30866 (0.015) ; 15893 (0.013) ;  (0.011) ; 62204 (0.009) ; 22209 (0.009) ; 68641 (0.008) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=3:  68641 (0.025) ; 62204 (0.021) ; 67352 (0.021) ; 66494 (0.019) ; 45996 (0.018) ;  (0.018) ; 28566 (0.017) ; 84234 (0.015) ; 98417 (0.015) ; 73277 (0.011) ; 

0.024337289391111683   T=0,K=4:  84494 (0.049) ; 13096 (0.021) ; 22209 (0.014) ; 7944 (0.013) ; 6339 (0.012) ; 28569 (0.012) ; nlsj6956 (0.010) ; 98358 (0.010) ; 78297 (0.010) ;  (0.009) ; 
0.033461364481233775   T=1,K=4:  84494 (0.039) ; 13096 (0.020) ; 78297 (0.014) ; 6339 (0.014) ; 22209 (0.014) ; 28569 (0.013) ; nlsj6956 (0.012) ;  (0.011) ; 65552 (0.008) ; 45996 (0.008) ; 
0.062107310545231185   T=2,K=4:  84494 (0.038) ;  (0.018) ; 22209 (0.013) ; 6339 (0.013) ; 45996 (0.012) ; 78297 (0.011) ; 13096 (0.011) ; 65552 (0.010) ; nlsj6956 (0.010) ; 28569 (0.010) ; 
0.11510984805441916   T=3,K=4:  84494 (0.027) ; 6339 (0.016) ; nlsj6956 (0.015) ; 45996 (0.015) ; 65552 (0.014) ; 22209 (0.013) ;  (0.010) ; 85306 (0.009) ; 78297 (0.008) ; 84434 (0.008) ; 
0.09930450759761482   T=4,K=4:  22209 (0.017) ; 84494 (0.016) ; 45996 (0.015) ; 65552 (0.015) ; nlsj6956 (0.014) ; 85306 (0.010) ;  (0.010) ; 6339 (0.009) ; 114624 (0.008) ; 98358 (0.008) ; 
0.045664842033274165   T=5,K=4:  84494 (0.017) ; 22209 (0.016) ; 65552 (0.015) ;  (0.012) ; 45996 (0.010) ; 98358 (0.010) ; 85306 (0.008) ; 97121 (0.008) ; nlsj6956 (0.007) ; 114624 (0.007) ; 
0.06788707504815232   T=6,K=4:   (0.016) ; 22209 (0.011) ; 65552 (0.011) ; 85306 (0.010) ; 84494 (0.010) ; 97121 (0.009) ; 45996 (0.008) ; 28569 (0.008) ; 114624 (0.007) ; 99045 (0.007) ; 
0.1598598786597132   T=7,K=4:   (0.016) ; 84494 (0.013) ; 65552 (0.010) ; 22209 (0.009) ; 85306 (0.009) ; nlsj7025 (0.008) ; 11583 (0.008) ; 84234 (0.008) ; 84434 (0.007) ; 28569 (0.007) ; 
0.1125408930214507   T=8,K=4:   (0.013) ; 84494 (0.009) ; 84234 (0.009) ; 65552 (0.009) ; 85306 (0.008) ; 99045 (0.007) ; 84422 (0.007) ; 11583 (0.007) ; 28569 (0.007) ; 97121 (0.007) ; 
0.062371268222343915   T=9,K=4:  28569 (0.016) ; 84234 (0.013) ;  (0.012) ; 45996 (0.009) ; 22209 (0.008) ; 85306 (0.008) ; 1083 (0.007) ; 114624 (0.007) ; 65552 (0.007) ; 84434 (0.007) ; 
0.10193752602603338   T=10,K=4:  28569 (0.036) ; 84234 (0.024) ;  (0.012) ; 65552 (0.011) ; 72627 (0.009) ; 15893 (0.008) ; 45996 (0.007) ; 11583 (0.007) ; 97121 (0.006) ; 83665 (0.006) ; 
0.05993512095947914   T=11,K=4:  84234 (0.023) ; 28569 (0.021) ;  (0.016) ; 65552 (0.013) ; 11583 (0.012) ; 46646 (0.011) ; 72627 (0.008) ; 84434 (0.008) ; 97121 (0.008) ; 80557 (0.007) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=4:  84494 (0.019) ;  (0.013) ; 28569 (0.013) ; 65552 (0.011) ; 22209 (0.011) ; 45996 (0.009) ; 84234 (0.008) ; 13096 (0.008) ; 6339 (0.007) ; nlsj6956 (0.007) ; 

0.0043415676416417555   T=0,K=5:  43206 (0.030) ; 45996 (0.018) ; 15893 (0.017) ; 105964 (0.013) ; 105829 (0.011) ; 104355 (0.011) ; 83665 (0.010) ; 84494 (0.010) ; 65552 (0.009) ; 63772 (0.008) ; 
0.023084947569240632   T=1,K=5:  43206 (0.029) ; 45996 (0.020) ; 15893 (0.015) ; 62204 (0.013) ; 63772 (0.011) ; 110639 (0.010) ; 65552 (0.010) ; 84494 (0.010) ; 83665 (0.010) ; 77596 (0.009) ; 
0.10075014756591447   T=2,K=5:  43206 (0.023) ; 45996 (0.021) ; 83665 (0.011) ; 15893 (0.010) ; 65552 (0.010) ; 51358 (0.009) ; 62204 (0.009) ; 84494 (0.008) ; 35417 (0.008) ; 105964 (0.007) ; 
0.12117734014072681   T=3,K=5:  45996 (0.036) ; 85306 (0.013) ; 43206 (0.012) ; 65552 (0.011) ; 28569 (0.010) ; 91547 (0.009) ; 84234 (0.008) ; 84494 (0.008) ; 83665 (0.008) ; 63772 (0.008) ; 
0.17874082636493593   T=4,K=5:  45996 (0.025) ; 65552 (0.014) ; 85306 (0.012) ; 84494 (0.011) ; 43206 (0.011) ; 91547 (0.009) ; 8909 (0.008) ; 62204 (0.008) ; 15893 (0.008) ; 116416 (0.007) ; 
0.017500709998617296   T=5,K=5:  45996 (0.021) ; 85306 (0.020) ; 15893 (0.014) ; 65552 (0.014) ; 35417 (0.010) ; 84234 (0.008) ; 91547 (0.007) ; 8909 (0.007) ; 112720 (0.007) ; 43206 (0.007) ; 
0.07936382425513731   T=6,K=5:  45996 (0.020) ; 85306 (0.018) ; 84234 (0.012) ; 65552 (0.012) ; 22209 (0.010) ;  (0.009) ; 68641 (0.008) ; 91547 (0.008) ; 63772 (0.008) ; 15893 (0.008) ; 
0.018401379621241783   T=7,K=5:  85306 (0.023) ; 45996 (0.018) ; 63772 (0.013) ; 84234 (0.013) ; 65552 (0.013) ; 22209 (0.012) ; 90504 (0.010) ; 43206 (0.008) ; 68641 (0.007) ; 8665 (0.007) ; 
0.113089698337894   T=8,K=5:  45996 (0.019) ; 22209 (0.015) ; 65552 (0.014) ; 84234 (0.013) ; 85306 (0.013) ; 63772 (0.012) ; 90504 (0.008) ;  (0.008) ; 43206 (0.007) ; 91547 (0.007) ; 
0.10706647226332888   T=9,K=5:  45996 (0.024) ; 84234 (0.017) ; 22209 (0.016) ; 65552 (0.014) ; 63772 (0.013) ; 90504 (0.011) ; 85306 (0.011) ; 76029 (0.011) ; 28569 (0.010) ; 31236 (0.009) ; 
0.2113126285576441   T=10,K=5:  45996 (0.023) ; 28569 (0.020) ; 84234 (0.017) ; 115887 (0.016) ; 31236 (0.015) ; 85306 (0.015) ; 102000 (0.014) ; 22209 (0.014) ; 76029 (0.013) ; 68641 (0.012) ; 
0.1535275557164175   T=11,K=5:  28569 (0.030) ; 45996 (0.022) ; 31236 (0.022) ; 84234 (0.021) ; 76029 (0.014) ; 103745 (0.012) ; 115887 (0.012) ; 102000 (0.011) ; 22209 (0.010) ; 63772 (0.010) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=5:  45996 (0.022) ; 85306 (0.013) ; 43206 (0.012) ; 65552 (0.012) ; 84234 (0.011) ; 63772 (0.009) ; 28569 (0.009) ; 22209 (0.008) ; 15893 (0.008) ; 84494 (0.008) ; 

0.5665069002789845   T=0,K=6:  114624 (0.027) ; 65552 (0.018) ; 22209 (0.016) ; 45996 (0.016) ; 11583 (0.015) ; 79223 (0.011) ; 18610 (0.010) ; 19546 (0.010) ; nlsj6956 (0.009) ; 46612 (0.008) ; 
0.1742422729593558   T=1,K=6:  114624 (0.029) ; 65552 (0.021) ; 45996 (0.017) ; 22209 (0.014) ; 79223 (0.013) ; 19546 (0.011) ; 11583 (0.010) ; 18610 (0.009) ; nlsj107632 (0.008) ; 106833 (0.007) ; 
0.11099460491590508   T=2,K=6:  114624 (0.020) ; 45996 (0.018) ; 65552 (0.017) ; 79223 (0.016) ; 22209 (0.012) ;  (0.009) ; 106833 (0.008) ; 84494 (0.008) ; 19546 (0.008) ; 57457 (0.008) ; 
0.16261747365164347   T=3,K=6:   (0.016) ; 45996 (0.015) ; 84494 (0.011) ; 114624 (0.010) ; 65552 (0.010) ; 22209 (0.009) ; 19546 (0.008) ; 79223 (0.008) ; 84434 (0.007) ; nlsj33192 (0.006) ; 
0.12472268642923899   T=4,K=6:   (0.016) ; 45996 (0.015) ; 22209 (0.013) ; 65552 (0.011) ; 84494 (0.010) ; 79223 (0.008) ; 19546 (0.008) ; 61791 (0.008) ; 114624 (0.007) ; nlsj33192 (0.007) ; 
0.1127502898353582   T=5,K=6:  45996 (0.015) ;  (0.014) ; 84494 (0.013) ; 22209 (0.012) ; 65552 (0.011) ; 31236 (0.009) ; 75552 (0.008) ; 85306 (0.008) ; 79223 (0.007) ; 84434 (0.007) ; 
0.11338175291186461   T=6,K=6:   (0.016) ; 22209 (0.012) ; 45996 (0.012) ; 84434 (0.010) ; 65552 (0.009) ; 50702 (0.009) ; 79223 (0.009) ; 84494 (0.008) ; 85306 (0.008) ; 61791 (0.008) ; 
0.08736398359951174   T=7,K=6:  65552 (0.018) ; 45996 (0.016) ; 85306 (0.014) ;  (0.012) ; 84494 (0.009) ; 50702 (0.008) ; 84434 (0.008) ; 79223 (0.007) ; 90504 (0.007) ; 28569 (0.006) ; 
0.12155926256234086   T=8,K=6:  65552 (0.017) ; 85306 (0.016) ;  (0.016) ; 45996 (0.014) ; 79223 (0.008) ; 22209 (0.008) ; 84434 (0.007) ; 28569 (0.007) ; 90504 (0.006) ; 111908 (0.006) ; 
0.11746946110888992   T=9,K=6:  65552 (0.031) ;  (0.020) ; 85306 (0.020) ; 45996 (0.017) ; 110606 (0.008) ; 79223 (0.008) ; 47917 (0.008) ; 84434 (0.008) ; 90504 (0.008) ; 28569 (0.008) ; 
0.05458366807276114   T=10,K=6:  45996 (0.030) ; 85306 (0.022) ; 79223 (0.014) ; 65552 (0.013) ;  (0.010) ; 84434 (0.010) ; 75552 (0.009) ; 110606 (0.007) ; nlsj71743 (0.007) ; 28569 (0.007) ; 
0.016772316115781418   T=11,K=6:  45996 (0.029) ; 85306 (0.017) ; 79223 (0.014) ;  (0.014) ; 65552 (0.010) ; 47917 (0.010) ; 84434 (0.009) ; 75552 (0.009) ; 72254 (0.009) ; 13831 (0.009) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=6:  45996 (0.018) ; 65552 (0.016) ;  (0.013) ; 79223 (0.010) ; 85306 (0.010) ; 114624 (0.010) ; 22209 (0.010) ; 84494 (0.007) ; 84434 (0.007) ; 19546 (0.006) ; 

0.0002958023991785528   T=0,K=7:  97132 (0.013) ; 85306 (0.013) ; 45996 (0.012) ; 52035 (0.011) ; 90504 (0.009) ; 95898 (0.008) ; 1984 (0.008) ; 36505 (0.008) ; nlsj57678 (0.008) ; 47904 (0.007) ; 
0.0010257474763974994   T=1,K=7:  45996 (0.013) ; 90504 (0.012) ; 85306 (0.011) ; 47904 (0.011) ; nlsj57678 (0.010) ; 52035 (0.009) ; 95898 (0.008) ; 97132 (0.008) ; 43206 (0.008) ; 36505 (0.007) ; 
0.0040233358454648096   T=2,K=7:  45996 (0.017) ; 84494 (0.013) ; 52035 (0.013) ; 85306 (0.010) ; 115193 (0.010) ; 64866 (0.010) ; 84234 (0.010) ; 47904 (0.009) ; 36505 (0.009) ; nlsj57678 (0.007) ; 
0.029471698504362185   T=3,K=7:  84234 (0.014) ; 45996 (0.013) ; 85306 (0.013) ; 52035 (0.012) ; 84494 (0.009) ; 64866 (0.008) ; 54399 (0.008) ; 115193 (0.008) ; nlsj9582 (0.008) ; 77837 (0.006) ; 
0.029961678429913513   T=4,K=7:  84234 (0.021) ; 45996 (0.013) ; 84494 (0.010) ; 64866 (0.008) ; 52035 (0.007) ; nlsj9582 (0.007) ; 71023 (0.007) ; 54399 (0.006) ; 22209 (0.006) ; 36505 (0.006) ; 
0.13252361037519658   T=5,K=7:  84234 (0.022) ; 84494 (0.011) ; 45996 (0.010) ; 52035 (0.008) ; 95898 (0.007) ; 85306 (0.007) ; 104355 (0.007) ; 36505 (0.007) ; 47007 (0.007) ; 115193 (0.007) ; 
0.11548761293396717   T=6,K=7:  84494 (0.016) ; 84234 (0.016) ; 85306 (0.011) ; 45996 (0.009) ; 36505 (0.007) ; 48291 (0.006) ; 95898 (0.006) ; 64866 (0.006) ; 22209 (0.006) ; 50702 (0.006) ; 
0.11654939848261345   T=7,K=7:  84494 (0.020) ; 45996 (0.012) ; 84234 (0.011) ; 85306 (0.009) ; 50702 (0.008) ; 95898 (0.007) ; 80306 (0.006) ; 63063 (0.006) ; 13039 (0.006) ; 47007 (0.006) ; 
0.05228671260283373   T=8,K=7:  45996 (0.015) ; 84494 (0.013) ; 84234 (0.009) ; 50702 (0.008) ; 85306 (0.006) ; 36505 (0.006) ; 48291 (0.006) ; 63063 (0.005) ; 95898 (0.005) ; 22209 (0.005) ; 
0.06502729135912522   T=9,K=7:  45996 (0.012) ; 84494 (0.011) ; 50702 (0.008) ; 20621 (0.007) ; 48291 (0.007) ; 59741 (0.006) ; 52048 (0.006) ; 19546 (0.006) ; 85306 (0.005) ; 106566 (0.005) ; 
0.06054947449287515   T=10,K=7:  45996 (0.013) ; 48291 (0.010) ; 22209 (0.010) ; 84494 (0.009) ; 52048 (0.007) ; 65552 (0.007) ; 11075 (0.007) ; 50702 (0.006) ; 84234 (0.006) ; 20621 (0.006) ; 
0.16238489177788828   T=11,K=7:  45996 (0.016) ; 22209 (0.012) ; 48291 (0.011) ; 84234 (0.010) ; 84494 (0.010) ; 11075 (0.008) ; 52048 (0.007) ; 65552 (0.006) ; 19546 (0.006) ; 97132 (0.006) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=7:  45996 (0.013) ; 84494 (0.011) ; 84234 (0.011) ; 85306 (0.008) ; 52035 (0.007) ; 36505 (0.006) ; 22209 (0.006) ; 115193 (0.006) ; 97132 (0.006) ; nlsj57678 (0.005) ; 

0.08890542407325248   T=0,K=8:  22210 (0.036) ;  (0.024) ; 28566 (0.021) ; 6871 (0.011) ; 104355 (0.010) ; 80282 (0.009) ; 83665 (0.009) ; 84494 (0.009) ; 66342 (0.009) ; 47735 (0.008) ; 
0.05456931098785991   T=1,K=8:   (0.026) ; 22210 (0.024) ; 80282 (0.012) ; 28566 (0.012) ; 66342 (0.011) ; 84494 (0.011) ; 6871 (0.010) ; 84234 (0.010) ; 104355 (0.009) ; 45996 (0.009) ; 
