82 documents , 1 concepts , 472 context features (101851) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 5, max_docs_per_slice 2000, start -335, end 200, times 27, dT 20, I 100


map[]

===============  per type  ===============
0.0031823351314431082   T=0,K=0:  81774 (0.034) ; 29357 (0.032) ; 75552 (0.030) ; nlsj3566 (0.022) ; 35360 (0.022) ; 31951 (0.017) ; 79103 (0.017) ; 54990 (0.014) ; 64316 (0.012) ; 92783 (0.011) ; 
0.10868122605944244   T=17,K=1:  71882 (0.033) ; 85306 (0.030) ; 84238 (0.015) ; 31598 (0.013) ; 15281 (0.013) ; nlsj97867 (0.012) ; 61885 (0.011) ; 114548 (0.011) ; 29378 (0.011) ; 14013 (0.010) ; 
0.1272834029748039   T=18,K=1:  71882 (0.033) ; 85306 (0.021) ; 15281 (0.017) ; 114548 (0.015) ; 32386 (0.015) ; 61885 (0.015) ; 458 (0.013) ; 35542 (0.013) ; 14013 (0.012) ; 84238 (0.012) ; 
0.062110052183887925   T=19,K=1:  71882 (0.025) ; 85306 (0.024) ; 114548 (0.020) ; 84238 (0.018) ; 93713 (0.017) ; 14192 (0.014) ; 458 (0.012) ; 32386 (0.011) ; 14013 (0.011) ; 35542 (0.011) ; 
0.05123825664907151   T=20,K=1:  71882 (0.029) ; 114548 (0.025) ; 85306 (0.018) ; 14192 (0.017) ; 93713 (0.015) ; 84238 (0.014) ; 15281 (0.013) ; 63772 (0.013) ; 4490 (0.012) ; nlsj107632 (0.011) ; 
0.09177884940018279   T=21,K=1:  71882 (0.028) ; 114548 (0.026) ; 14192 (0.017) ; 84238 (0.017) ; 61885 (0.015) ; 63772 (0.014) ; 93713 (0.013) ; 85306 (0.013) ; 29378 (0.012) ; nlsj97867 (0.011) ; 
0.2750991196031789   T=22,K=1:  71882 (0.032) ; 114548 (0.021) ; 14192 (0.020) ; nlsj97867 (0.016) ; 63772 (0.016) ; 65747 (0.015) ; 85306 (0.015) ; 61885 (0.013) ; 84238 (0.013) ; 67726 (0.013) ; 
0.20934369410265832   T=23,K=1:  71882 (0.044) ; 114548 (0.031) ; nlsj97867 (0.021) ; 61885 (0.020) ; 65747 (0.018) ; 14192 (0.015) ; 73742 (0.015) ; 63772 (0.014) ; nlsj107632 (0.012) ; 85306 (0.012) ; 
0.24504557860632878   T=24,K=1:  71882 (0.047) ; 114548 (0.037) ; nlsj97867 (0.023) ; 61885 (0.019) ; 84238 (0.016) ; 65747 (0.014) ; 84410 (0.014) ; 14192 (0.013) ; 73742 (0.012) ; 63772 (0.012) ; 
0.21803294664057174   T=25,K=1:  71882 (0.048) ; 114548 (0.046) ; 84238 (0.018) ; 73742 (0.018) ; 61885 (0.017) ; nlsj97867 (0.016) ; 65747 (0.014) ; 65552 (0.013) ; 84410 (0.013) ; 14192 (0.013) ; 
0.23889952856682628   T=26,K=1:  71882 (0.056) ; 114548 (0.050) ; 73742 (0.025) ; 61885 (0.018) ; 84238 (0.016) ; nlsj97867 (0.014) ; 84410 (0.013) ; 4490 (0.013) ; 31598 (0.012) ; 65552 (0.012) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=1:  71882 (0.021) ; 84238 (0.018) ; 52571 (0.016) ; 114548 (0.014) ; 61885 (0.011) ; 85306 (0.010) ; 31598 (0.009) ; nlsj97867 (0.009) ; 10998 (0.009) ; 29378 (0.009) ; 

0.34611655309474076   T=0,K=2:  104224 (0.041) ; 74735 (0.034) ; 69839 (0.030) ; 72432 (0.025) ; 29624 (0.024) ; 31161 (0.017) ; 82190 (0.015) ; 56723 (0.014) ; 11583 (0.013) ; 79103 (0.011) ; 
0.23105923884063398   T=1,K=2:  74735 (0.035) ; 69839 (0.030) ; 104224 (0.025) ; 31161 (0.023) ; 82190 (0.019) ; 72432 (0.016) ; 41620 (0.015) ; 56723 (0.015) ; 39718 (0.015) ; 29624 (0.014) ; 
0.15928598252697396   T=2,K=2:  74735 (0.036) ; 69839 (0.020) ; 72432 (0.018) ; 108411 (0.018) ; 41620 (0.017) ; 29624 (0.017) ; 82190 (0.016) ; 9949 (0.015) ; 104224 (0.015) ; 11583 (0.013) ; 
0.16372718643124748   T=3,K=2:  74735 (0.032) ; 11583 (0.020) ; 9949 (0.020) ; 52571 (0.017) ; 69839 (0.015) ; 33086 (0.013) ; 108411 (0.012) ; 36653 (0.012) ; 63845 (0.012) ; 41620 (0.012) ; 
0.11229432744748467   T=4,K=2:  74735 (0.030) ; 52571 (0.023) ; 9949 (0.021) ; 69839 (0.019) ; 82190 (0.017) ; 11583 (0.016) ; 72432 (0.014) ; 36653 (0.014) ; 29624 (0.013) ; 12485 (0.012) ; 
0.264261451152607   T=5,K=2:  74735 (0.024) ; 9949 (0.022) ; 69839 (0.021) ; 82190 (0.018) ; 52571 (0.018) ; 36653 (0.017) ; 11583 (0.017) ; 41620 (0.013) ; nlsj1871 (0.012) ; 84801 (0.011) ; 
0.2871965498891116   T=6,K=2:  74735 (0.027) ; 69839 (0.023) ; 9949 (0.020) ; 11583 (0.019) ; 36653 (0.016) ; 52571 (0.016) ; 82190 (0.016) ; 29624 (0.015) ; 93803 (0.013) ; nlsj1871 (0.012) ; 
0.17030583490890325   T=7,K=2:  69839 (0.023) ; 36653 (0.018) ; 41620 (0.016) ; 74735 (0.016) ; 112384 (0.015) ; 11583 (0.015) ; 82190 (0.013) ; 29624 (0.013) ; 9949 (0.012) ; 52571 (0.012) ; 
0.21546733548994343   T=8,K=2:  36653 (0.023) ; 69839 (0.021) ; 74735 (0.019) ; 41620 (0.017) ; 112384 (0.014) ; 11583 (0.014) ; 74126 (0.012) ; 3464 (0.011) ; 9949 (0.010) ; nlsj1871 (0.010) ; 
0.13478395002779037   T=9,K=2:  74735 (0.023) ; 69839 (0.015) ; 74126 (0.015) ; 112384 (0.013) ; 64985 (0.013) ; 82190 (0.012) ; 36653 (0.012) ; 52571 (0.011) ; 93803 (0.011) ; 114651 (0.011) ; 
0.14728852526680586   T=10,K=2:  36653 (0.019) ; 3464 (0.016) ; 114651 (0.015) ; 82190 (0.014) ; 74735 (0.013) ; 64836 (0.013) ; 112384 (0.012) ; 52571 (0.012) ; 74126 (0.012) ; 64985 (0.011) ; 
0.048242944779672274   T=11,K=2:  3464 (0.020) ; 36653 (0.018) ; 114651 (0.018) ; 85306 (0.016) ; 112384 (0.014) ; 52571 (0.013) ; 61791 (0.012) ; 74735 (0.011) ; 41620 (0.011) ; nlsj1871 (0.011) ; 
0.0890724871251207   T=12,K=2:  3464 (0.020) ; 114651 (0.019) ; 112384 (0.017) ; 52571 (0.016) ; 61791 (0.016) ; 36653 (0.016) ; 85306 (0.015) ; 41620 (0.011) ; 81158 (0.010) ; 61885 (0.010) ; 
0.12339160262251055   T=13,K=2:  3464 (0.024) ; 61791 (0.016) ; 85306 (0.013) ; 52571 (0.013) ; 46249 (0.013) ; 64836 (0.011) ; 114651 (0.011) ; 61885 (0.011) ; 36653 (0.010) ; 93803 (0.010) ; 
0.11240708550773493   T=14,K=2:  85306 (0.025) ; 61791 (0.025) ; 94711 (0.013) ; 3464 (0.013) ; 52571 (0.012) ; 29624 (0.011) ; 74126 (0.011) ; 61885 (0.010) ; 78309 (0.010) ; 22680 (0.010) ; 
0.09908709231715863   T=15,K=2:  61791 (0.027) ; 85306 (0.020) ; 94711 (0.013) ; 22680 (0.012) ; 93803 (0.012) ; 46249 (0.012) ; 74126 (0.012) ; 3464 (0.011) ; 104639 (0.011) ; 87266 (0.011) ; 
0.12258779832766324   T=16,K=2:  74126 (0.021) ; 61791 (0.018) ; 85306 (0.017) ; 93803 (0.013) ; 94711 (0.012) ; 29624 (0.011) ; 46249 (0.011) ; 46568 (0.011) ; 75687 (0.010) ; 9949 (0.010) ; 
0.035136702766284125   T=17,K=2:  74126 (0.031) ; 29624 (0.017) ; 61791 (0.017) ; 94711 (0.015) ; 93803 (0.014) ; 85306 (0.012) ; 46568 (0.011) ; 46249 (0.011) ; 78309 (0.010) ; 108624 (0.009) ; 
0.034665657896425145   T=18,K=2:  94711 (0.023) ; 74126 (0.019) ; 61791 (0.017) ; 46568 (0.015) ; 52571 (0.015) ; 46249 (0.011) ; 85306 (0.011) ; 28592 (0.010) ; 29624 (0.010) ; 36653 (0.010) ; 
0.01643436617024252   T=19,K=2:  74126 (0.018) ; 94711 (0.017) ; 3464 (0.016) ; 29624 (0.016) ; 85306 (0.015) ; 46568 (0.015) ; 61791 (0.013) ; 84034 (0.013) ; 52571 (0.011) ; 33086 (0.011) ; 
0.022945242672398888   T=20,K=2:  74126 (0.030) ; 3464 (0.025) ; 56723 (0.017) ; 29624 (0.015) ; 46568 (0.014) ; 61791 (0.013) ; 94711 (0.012) ; 83390 (0.012) ; 33086 (0.012) ; 52571 (0.011) ; 
0.037257661476747146   T=21,K=2:  74126 (0.025) ; 61791 (0.020) ; 3464 (0.019) ; 46568 (0.019) ; 33086 (0.017) ; 29624 (0.017) ; 94711 (0.015) ; 56723 (0.015) ; 83390 (0.014) ; 22209 (0.012) ; 
0.05793395333250397   T=22,K=2:  74126 (0.036) ; 46568 (0.027) ; 3464 (0.020) ; 83390 (0.020) ; 29624 (0.018) ; 33086 (0.015) ; 94711 (0.015) ; 22209 (0.014) ; 61791 (0.013) ; 81774 (0.012) ; 
0.10350609451839755   T=23,K=2:  46568 (0.031) ; 74126 (0.027) ; 83390 (0.022) ; 94711 (0.021) ; 81774 (0.016) ; 61791 (0.016) ; 29624 (0.015) ; 86112 (0.014) ; 16864 (0.013) ; 63772 (0.012) ; 
0.138892510536901   T=24,K=2:  74126 (0.031) ; 46568 (0.030) ; 83390 (0.023) ; 94711 (0.017) ; 61791 (0.015) ; 58429 (0.014) ; 86112 (0.013) ; 16864 (0.012) ; 33160 (0.011) ; 93713 (0.010) ; 
0.11339354812808497   T=25,K=2:  83390 (0.036) ; 61791 (0.022) ; 46568 (0.021) ; 86112 (0.021) ; 94711 (0.016) ; 58429 (0.015) ; 74126 (0.015) ; 33160 (0.014) ; 15893 (0.012) ; 112720 (0.009) ; 
0.2417671425748056   T=26,K=2:  61791 (0.041) ; 83390 (0.027) ; 86112 (0.024) ; 33160 (0.021) ; 63772 (0.019) ; 46568 (0.014) ; 94711 (0.013) ; 75687 (0.011) ; 78309 (0.011) ; 74126 (0.011) ; 
p(w|s) = sum_t P(w|t,s)  T=-1,K=2:  74126 (0.015) ; 61791 (0.014) ; 74735 (0.013) ; 46568 (0.012) ; 29624 (0.012) ; 94711 (0.012) ; 69839 (0.011) ; 52571 (0.011) ; 3464 (0.010) ; 36653 (0.010) ; 

0.5944859055186605   T=0,K=3:  46568 (0.067) ; 9778 (0.032) ; 84234 (0.025) ; 27764 (0.025) ; 79644 (0.022) ; 97550 (0.016) ; 85306 (0.015) ; 33511 (0.014) ; 86219 (0.012) ; 45003 (0.012) ; 
0.5853305486356634   T=1,K=3:  46568 (0.052) ; 79644 (0.028) ; 84234 (0.024) ; 9778 (0.020) ; 33511 (0.019) ; 97550 (0.019) ; 27764 (0.017) ; 85306 (0.014) ; 45003 (0.012) ; 71882 (0.011) ; 
0.5846884477405859   T=2,K=3:  46568 (0.033) ; 79644 (0.026) ; 33511 (0.026) ; 84234 (0.022) ; 9778 (0.018) ; 45003 (0.015) ; 78926 (0.014) ; 27764 (0.014) ; 97550 (0.012) ; 85306 (0.012) ; 
0.4849448288649021   T=3,K=3:  46568 (0.038) ; 33511 (0.023) ; 84234 (0.020) ; 9778 (0.018) ; 45003 (0.018) ; 27764 (0.017) ; 79644 (0.017) ; 71882 (0.016) ; 78926 (0.016) ; 45984 (0.014) ; 
0.39716080943435783   T=4,K=3:  46568 (0.034) ; 27764 (0.033) ; 9778 (0.019) ; 71882 (0.018) ; 45984 (0.016) ; 79644 (0.016) ; 78926 (0.015) ; 33511 (0.014) ; 84234 (0.012) ; nlsj4677 (0.012) ; 
0.4302341396453615   T=5,K=3:  27764 (0.025) ; 46568 (0.021) ; nlsj4677 (0.020) ; 45984 (0.018) ; 71882 (0.018) ; 79644 (0.016) ; 9778 (0.016) ; 84234 (0.015) ; 78926 (0.013) ; 26207 (0.012) ; 
0.34693556368643863   T=6,K=3:  nlsj4677 (0.030) ; 71882 (0.027) ; 79644 (0.023) ; 27764 (0.022) ; 45984 (0.017) ; 9778 (0.014) ; 84234 (0.014) ; 78926 (0.013) ; 79904 (0.012) ; 73064 (0.012) ; 
0.4166447799366597   T=7,K=3:  71882 (0.027) ; 97550 (0.026) ; 27764 (0.023) ; nlsj4677 (0.023) ; 79644 (0.019) ; 63772 (0.016) ; 45984 (0.014) ; 73064 (0.014) ; 79904 (0.013) ; 84234 (0.012) ; 
0.2950848851886292   T=8,K=3:  71882 (0.035) ; 79644 (0.034) ; 97550 (0.020) ; 84234 (0.014) ; nlsj4677 (0.014) ; 79904 (0.013) ; 27764 (0.013) ; 61245 (0.012) ; 45984 (0.011) ; nlsj6610 (0.011) ; 
0.38916581013523505   T=9,K=3:  79644 (0.046) ; 71882 (0.040) ; 97550 (0.025) ; nlsj4677 (0.014) ; 79904 (0.014) ; 27764 (0.013) ; 45984 (0.013) ; 46568 (0.009) ; 61245 (0.009) ; 84234 (0.009) ; 
0.3915969522302711   T=10,K=3:  79644 (0.042) ; 71882 (0.026) ; 97550 (0.020) ; 79904 (0.017) ; 46568 (0.016) ; 115055 (0.013) ; nlsj6610 (0.013) ; 63772 (0.010) ; 61245 (0.010) ; 116416 (0.010) ; 
0.38158442576584717   T=11,K=3:  71882 (0.034) ; 79644 (0.028) ; 97550 (0.023) ; 115055 (0.021) ; 46568 (0.015) ; 34729 (0.014) ; 79904 (0.014) ; nlsj4677 (0.014) ; 76910 (0.013) ; 97911 (0.012) ; 
0.45754237705032025   T=12,K=3:  79644 (0.025) ; 71882 (0.025) ; 97550 (0.020) ; 46568 (0.019) ; 34729 (0.016) ; 115055 (0.013) ; 76910 (0.011) ; 79904 (0.011) ; 66294 (0.011) ; nlsj6610 (0.010) ; 
0.27203575272559827   T=13,K=3:  71882 (0.030) ; 79644 (0.018) ; 97550 (0.016) ; 76910 (0.015) ; 46568 (0.015) ; 115055 (0.013) ; nlsj6610 (0.013) ; 104166 (0.012) ; 66294 (0.012) ; 97911 (0.012) ; 
0.44062679555882583   T=14,K=3:  71882 (0.028) ; 97550 (0.016) ; 79644 (0.015) ; 76910 (0.015) ; 104166 (0.015) ; 46568 (0.014) ; 115055 (0.013) ; 11562 (0.013) ; 66294 (0.013) ; 93713 (0.013) ; 
0.44760976859518276   T=15,K=3:  71882 (0.017) ; 104166 (0.016) ; 115055 (0.014) ; 79904 (0.014) ; nlsj61372 (0.014) ; 79644 (0.011) ; 64985 (0.011) ; 97550 (0.011) ; nlsj4677 (0.011) ; 76910 (0.010) ; 
0.19613202005102198   T=16,K=3:  115055 (0.022) ; nlsj61372 (0.017) ; 104166 (0.016) ; 79904 (0.013) ; 97550 (0.013) ; 79644 (0.011) ; 11583 (0.011) ; 80343 (0.010) ; 97911 (0.010) ; nlsj6610 (0.009) ; 
0.24241921602794833   T=17,K=3:  104166 (0.026) ; 79904 (0.021) ; 97550 (0.021) ; nlsj61372 (0.021) ; 97911 (0.017) ; nlsj6610 (0.014) ; 115055 (0.014) ; 35010 (0.013) ; 92783 (0.012) ; 11583 (0.011) ; 
0.39096865512814855   T=18,K=3:  104166 (0.026) ; nlsj61372 (0.020) ; 97911 (0.018) ; 79904 (0.018) ; 97550 (0.016) ; nlsj6610 (0.016) ; 35010 (0.014) ; 64985 (0.014) ; 84295 (0.013) ; 115055 (0.011) ; 
0.6854251642576129   T=19,K=3:  104166 (0.032) ; 64985 (0.016) ; 97550 (0.015) ; nlsj61372 (0.015) ; 35010 (0.014) ; 97911 (0.014) ; 84295 (0.014) ; nlsj6610 (0.013) ; 79904 (0.012) ; 84250 (0.012) ; 
